Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435)
3.143467891986614e-05,0.7860089984927087,0.00019215395172699165,6.997526191771899e-05,0.00012619208014166524,0.012527367595967199,0.0,0.0,0.0015185126733089755,6.799551384447309e-05,0.00325019795811809,2.647575227716267e-06,4.840978921341262e-05,8.639217748560817e-17,2.2038432451818783e-13,9.58197762397078e-11,9.098629240831848e-11,0.00010590684166574507,3.3403101768674684e-13,8.80956196603999e-11,2.863204847689014e-10,2.3693700495126497e-16,3.345512183265193e-12,4.460187660920017e-12,1.1469548808753293e-11,2.1137177362950185e-13,2.1714912142120675e-15,1.2840268008871702e-15,4.399731961533571e-20,3.2614996642778944e-20,6.616556583633117e-10,1.3755327024012319e-17,5.4993097462045905e-15,1.4180909905955097e-13,3.76,0.0,0.5991954927368268,0.9906404932348668,0.007604480863885457,3.761449706898757e-12,0.3785568263430798,0.27954222686321856,0.09036082879470504,3.1383364168271506e-06,0.0006086609095561131,0.003148399525365743,7.258319464838591e-09,2.0881998432724997e-10,2.099118166496032e-14,0.0008107582472646209,2.025493066564597e-09,6.110454715744189e-10,0.0004500540004016006,1.916724886924306e-09,6.7732830743421525e-09,2.4264510704719396e-15,1.0486367827642072e-09,4.11415811894166e-12,1.5956686610900287e-10,7.737514227315263e-10,1.3728384088704718e-16,1.4634172364181009e-15,4.497271244105445e-08,4.939012276856249e-12,0.00035283899999379677,0.0011593579876756608,0.00016495864154604116,3.393235997441917e-05,0.001486338325787481,0.007202709638941305,0.012423474947094313,6.498842430926548e-05,1.466432803319614e-05,4.014615510808486e-05,9.58927643277338e-05,0.0003423322073343556,0.006313849002828084,0.001641144405392752,0.0010512530709303918,1.0993513477851965e-07,0.0017656538211944395,4.933001596636351e-07,8.371700667627921e-07,3.300822253181957e-11,2.353118549621353e-08
3.182628800189786e-05,0.7865556864574708,0.00019691834562375463,7.286372348157788e-05,0.00013028171159632385,0.012904618665130988,0.0,0.0,0.0015609432175917432,7.147524661242681e-05,0.0034067178940476784,2.832144542410138e-06,5.0253697743938787e-05,9.249239660699977e-17,2.301534389040658e-13,9.749499564684315e-11,9.744914669889339e-11,0.00010842875025525267,3.6618660726985976e-13,9.113221421632931e-11,3.08695041720643e-10,2.558429177711782e-16,3.38341944402285e-12,4.88985248452856e-12,1.2025466343328226e-11,2.322433800547564e-13,2.401042902996481e-15,1.3633538210933455e-15,5.090759101285225e-20,3.549888481497556e-20,6.961725451699492e-10,1.5359618055423426e-17,6.028233767557046e-15,1.5901187174486233e-13,3.76,0.0,0.5947468030377399,0.9902858252131024,0.007918102277890002,4.186928058580178e-12,0.3821881736398492,0.2816089367344161,0.09165881895642083,3.1193278642963245e-06,0.0006084429865005108,0.003225194443999185,7.436003883152044e-09,2.09456487226823e-10,2.1124126743956394e-14,0.0008297415676620964,2.1264170893871736e-09,6.413307921628788e-10,0.0004733891046983316,2.0118400622082854e-09,7.014834270759157e-09,2.54467277487744e-15,1.1004271012413284e-09,4.317351550579791e-12,1.6744771822251545e-10,8.11950984378454e-10,1.4397258151693202e-16,1.534717896253072e-15,4.773857804801975e-08,5.004684533269441e-12,0.00037532824040124646,0.0012174131775650426,0.00016815513796863632,3.4611137328850824e-05,0.0015132118822774473,0.007368462513844816,0.012792988696816547,6.70153310993041e-05,1.512887364678703e-05,4.1625018508662656e-05,9.960965749392053e-05,0.00035546226296006677,0.00654884468953418,0.0017185559587027152,0.0010598381309116372,1.1180510517883447e-07,0.001842564172783772,5.181104039344622e-07,8.683740676291056e-07,3.423847403061401e-11,2.3961984554826834e-08
3.221789708392958e-05,0.7871011485225027,0.00020178255235231,7.585763144253769e-05,0.000134485016525497,0.013288958456341073,0.0,0.0,0.0016036808588629093,7.508610823601739e-05,0.003568972787503596,3.028759538020154e-06,5.21511807546586e-05,9.898163950693571e-17,2.402735737370468e-13,9.917033220017171e-11,1.0429493796370307e-10,0.00011097466085892181,4.01338463544138e-13,9.423452492063885e-11,3.3250707772652375e-10,2.7600611032125323e-16,3.4214391684348875e-12,5.354271140229961e-12,1.2603152389698796e-11,2.549934729798291e-13,2.6520630171257516e-15,1.4470996811180723e-15,5.881566306475114e-20,3.862211568942053e-20,7.319007706947944e-10,1.713508503322496e-17,6.6008382316310185e-15,1.7810058133877298e-13,3.76,0.0,0.5903058259658778,0.9899201175083796,0.008241969076153549,4.654753173187257e-12,0.38579514780812096,0.28363344242986427,0.09296798222646963,3.1003123282567044e-06,0.0006082182807423154,0.0033029902505825838,7.616005642988444e-09,2.100774187461627e-10,2.1253410625415435e-14,0.000848846418462951,2.23116662501518e-09,6.727548812490027e-10,0.0004975198441596997,2.1105349445598234e-09,7.259731712911124e-09,2.667191435702798e-15,1.1541549896230733e-09,4.5281467702778165e-12,1.7562340569033928e-10,8.515788603548107e-10,1.5090443478631988e-16,1.6086100920965185e-15,5.0637264098188724e-08,5.0707755999545885e-12,0.0003991438022296889,0.0012777464973376946,0.0001713994047513984,3.529991656542192e-05,0.0015403854327669748,0.0075352397890450186,0.013169210450783902,6.908635462594914e-05,1.5604682543418772e-05,4.314492970155595e-05,0.0001034407793565441,0.0003689830981608382,0.006790201944918257,0.0017988014358533743,0.0010681804937847387,1.1369211416761807e-07,0.001921515688767454,5.438830904582188e-07,9.004573811234682e-07,3.5503390992833384e-11,2.4398429343757938e-08
3.26095061659613e-05,0.787645424503167,0.00020674792881930924,7.89602428394075e-05,0.00013880432009377884,0.013680464568706118,0.0,0.0,0.0016467036023851602,7.883064186911694e-05,0.0037371221059294395,3.238176482110072e-06,5.410324399127499e-05,1.0588270905223466e-16,2.5075604955200064e-13,1.0084600754759723e-10,1.1154101579715775e-10,0.00011354416601191252,4.3975478292454814e-13,9.740335931592483e-11,3.578302463938384e-10,2.97495340641591e-16,3.459585785026404e-12,5.855685777989747e-12,1.3203233718600081e-11,2.7977915281597247e-13,2.926313652760072e-15,1.535546093726416e-15,6.785236923638084e-20,4.200488267085433e-20,7.688549634827572e-10,1.9098285057740044e-17,7.220133323515386e-15,1.9925967756123177e-13,3.76,0.0,0.5858722543264274,0.9895430892948955,0.008576364093287069,5.168533376523319e-12,0.38937780035517366,0.2856153175423581,0.09428863294278621,3.0812879061716805e-06,0.000607986619740426,0.0033817983529015635,7.79835075878513e-09,2.1068261700530096e-10,2.1379000915397274e-14,0.0008680751975073912,2.3398557745280886e-09,7.053512636279229e-10,0.0005224548271794136,2.212914900166592e-09,7.507828771094086e-09,2.794124767176278e-15,1.209877051769204e-09,4.746765843719409e-12,1.8410254125558116e-10,8.92676740639067e-10,1.5808606071813217e-16,1.685164818662022e-15,5.3673513987779543e-08,5.137297262342896e-12,0.0004243498612290753,0.0013404258015141852,0.0001746915352092539,3.599869977036521e-05,0.0015678557398457042,0.007703011143270986,0.01355221500709229,7.120176860069918e-05,1.6091909835861994e-05,4.4706494580546726e-05,0.00010738855075769976,0.00038290252787264204,0.0070380508940652235,0.0018819658231793682,0.0010762878102414746,1.155957667886425e-07,0.0020025307112097332,5.706451899678241e-07,9.334349490936428e-07,3.680356227044997e-11,2.4840492353703192e-08
3.3001115247993025e-05,0.7881885541273805,0.0002118157508651412,8.217486274603453e-05,0.00014324190307034635,0.014079212774518615,0.0,0.0,0.0016899887156525152,8.271130289698876e-05,0.0039113282825448915,3.4611961010873e-06,5.611086863104051e-05,1.132195659482657e-16,2.616124793206974e-13,1.0252225969278813e-10,1.1920513577701258e-10,0.00011613684003322297,4.817261736092006e-13,1.006395458256237e-10,3.8474109768084545e-10,3.2038248021787913e-16,3.4978745087345738e-12,6.3964410292798744e-12,1.3826339625219568e-11,3.0676993691353635e-13,3.225681471770441e-15,1.6290002212645466e-15,7.816380287340898e-20,4.5669278297893895e-20,8.070485566242362e-10,2.1267192045870463e-17,7.889289785158308e-15,2.2268924700884072e-13,3.76,0.0,0.5814457840030756,0.989154454986439,0.008921575452699056,5.732126004945475e-12,0.3929361811077395,0.28755413062903357,0.09562108571263482,3.062252704920366e-06,0.0006077478280288139,0.003461630828386828,7.983066790431667e-09,2.1127191843161627e-10,2.1500864869670966e-14,0.0008874307957422308,2.4526024668526795e-09,7.391545746089275e-10,0.0005482020504384075,2.319088780284179e-09,7.758970924762e-09,2.9255940534739343e-15,1.2676517533808919e-09,4.973438140259671e-12,1.9289402092723096e-10,9.352876853707404e-10,1.6552432131577785e-16,1.764455223743187e-15,5.6852199122393044e-08,5.204261104455071e-12,0.00045101267917683786,0.0014055200119117834,0.00017803153350693507,3.6707470370980514e-05,0.001595618793505044,0.007871744641047458,0.013942075830942778,7.33617908906642e-05,1.659070226395348e-05,4.6310285835823654e-05,0.000111455360140263,0.00039722820730489256,0.007292522777115507,0.0019681355875652575,0.0010841675625203326,1.1751560796865806e-07,0.0020856314873013977,5.984241016453103e-07,9.673211481677605e-07,3.81395544245395e-11,2.5288132309293608e-08
3.3392724330024747e-05,0.7887305769862001,0.00021698721148304177,8.550484152357016e-05,0.00014779999766543925,0.014485276740358913,0.0,0.0,0.0017335127152539394,8.673044700106433e-05,0.004091756646778064,3.6986657859891606e-06,5.817500852732132e-05,1.210174122325447e-16,2.728547692965912e-13,1.0419934069447995e-10,1.2730543676679115e-10,0.00011875223836495105,5.275673317903956e-13,1.0394393462429924e-10,4.1331915713340725e-10,3.4474263538205576e-16,3.536321303227449e-12,6.9789857870267504e-12,1.4473100842151726e-11,3.361486780396871e-13,3.5521849199417288e-15,1.7277972611350108e-15,8.991283626882516e-20,4.9639495150829215e-20,8.464937016785765e-10,2.3661298201836876e-17,8.611643840882241e-15,2.486060782165108e-13,3.76,0.0,0.5770261145333065,0.9887539244284188,0.009277896409497433,6.349649162740469e-12,0.39647033823229466,0.28944944579418086,0.09696565488326246,3.0432048441356232e-06,0.0006075017273344769,0.00354250043748675,8.17018287487354e-09,2.1184515798572843e-10,2.1618969455027125e-14,0.0009069165919566982,2.569528650218532e-09,7.742006153785321e-10,0.0005747688714323447,2.429169094933124e-09,8.012995759281208e-09,3.0617243218135257e-15,1.3275395143888328e-09,5.2084006952847594e-12,2.020070380334213e-10,9.794561927996762e-10,1.7322629035632313e-16,1.846556712607947e-15,6.017832286737278e-08,5.271678475741929e-12,0.00047920061303127,0.0014730990609576218,0.00018141931519928927,3.7426193317466104e-05,0.0016236698334887063,0.008041406648887032,0.01433886480643488,7.556658111529956e-05,1.7101197725145475e-05,4.795684050201884e-05,0.00011564355865427134,0.00041196761079183086,0.0075537498104171485,0.002057398588569747,0.0010918270492628827,1.1945112454572229e-07,0.0021708401307523116,6.272476480882745e-07,1.0021297354192407e-06,3.9511909581363115e-11,2.5741294294192065e-08
3.378433341205647e-05,0.7892715324838979,0.00022226341927287984,8.895357204502893e-05,0.00015248078255636604,0.014898727747327749,0.0,0.0,0.0017772513579110323,9.089031772287112e-05,0.0042785753461441235,3.951481866740653e-06,6.0296587458964754e-05,1.293027160934373e-16,2.84495119973387e-13,1.058775145609376e-10,1.358604148637506e-10,0.00012138989691117975,5.776188172798212e-13,1.0731739853523185e-10,4.436470055666139e-10,3.7065427257417535e-16,3.574942838690218e-12,7.60587478730724e-12,1.5144148426705034e-11,3.681125433847086e-13,3.907981761116607e-15,1.8323032640590826e-15,1.032807557310539e-19,5.394204882764896e-20,8.872011829012163e-10,2.6301718798043508e-17,9.390701996013578e-15,2.772447703277011e-13,3.76,0.0,0.5726129496832032,0.9883412031031807,0.009645625178991995,7.025493508886335e-12,0.39998031825791236,0.2913008233041916,0.0983226539907236,3.024142459572089e-06,0.000607248136703671,0.003624420636229603,8.359729755872715e-09,2.1240216939662611e-10,2.173328141376492e-14,0.0009265364467118109,2.6907604911144412e-09,8.105264103313236e-10,0.0006021619810102968,2.543272193274931e-09,8.269732916785976e-09,3.2026445243848734e-15,1.3896028048272345e-09,5.451898586408522e-12,2.1145109781270982e-10,1.0252282698210359e-09,1.811992636845175e-16,1.9315470577275743e-15,6.365702469404492e-08,5.339560458284743e-12,0.0005089841195789615,0.0015432338299536347,0.0001848547075919939,3.815481517059945e-05,0.001652003372796925,0.008211961759471455,0.014742651989078799,7.781623844429415e-05,1.7623524828054633e-05,4.96466573817739e-05,0.00011995545548007377,0.0004271280107091417,0.007821865043975718,0.00214984398480232,0.0010992733726732358,1.2140174722046505e-07,0.002258178581965752,6.571440926585374e-07,1.037873793848298e-06,4.092114327679639e-11,2.6199909849936563e-08
3.417594249408819e-05,0.7898114597876031,0.00022764539654816576,9.252448960327738e-05,0.00015728637653166606,0.015319634411079421,0.0,0.0,0.0018211796360341885,9.519303357255773e-05,0.00447195525956009,4.220591956104896e-06,6.247649642835947e-05,1.3810322245863968e-16,2.965460284052796e-13,1.0755705524725557e-10,1.4488889378990765e-10,0.0001240493313795632,6.322489446251837e-13,1.1076083380154283e-10,4.758103590046976e-10,3.981993476482088e-16,3.613756430313884e-12,8.279769971785499e-12,1.584011239115448e-11,4.028740570685385e-13,4.295376887726063e-15,1.942918201832046e-15,1.1846901672279109e-19,5.860602458084442e-20,9.291803315134328e-10,2.921130262118498e-17,1.0230145729124524e-14,3.088588838491242e-13,3.76,0.0,0.5682059980231692,0.9879159923484616,0.010025064749050426,7.764334010272028e-12,0.4034661661016652,0.2931078202365006,0.09969239518800797,3.0050637065146984e-06,0.0006069868726360751,0.0037074055878398926,8.551739811762026e-09,2.1294278540537737e-10,2.1843767332547295e-14,0.0009462946954644546,2.8164285805667786e-09,8.481702664880755e-10,0.0006303873760400213,2.6615184504483328e-09,8.529004081879563e-09,3.3484877238787337e-15,1.4539062440046502e-09,5.704185322496108e-12,2.212360325019763e-10,1.0726515049268847e-09,1.8945076970898205e-16,2.0195065106675205e-15,6.729358452789742e-08,5.407917833232005e-12,0.0005404357552739133,0.0016159960815753853,0.00018833744963350695,3.889326414849236e-05,0.0016806132212317003,0.008383372723955196,0.015153505358736585,8.011079910194662e-05,1.8157802364847814e-05,5.1380194024584416e-05,0.00012439331228618697,0.00044271645643584513,0.008097002215465545,0.0022455621344888693,0.0011065134277920162,1.233668524287956e-07,0.0023476685671101546,6.881421290377945e-07,1.0745656785919812e-06,4.2367742345001505e-11,2.666389701159634e-08
3.456755157611991e-05,0.7903503977763888,0.00023313407724601475,9.622107142593775e-05,0.00016221883350543036,0.015748062401863466,0.0,0.0,0.0018652717780510517,9.964057473256899e-05,0.004672069902129147,4.506997364636723e-06,6.471559096586497e-05,1.4744806278966639e-16,3.090202890945343e-13,1.0923824465881371e-10,1.544099915514408e-10,0.00012673003662653118,6.918557999256295e-13,1.1427516079451214e-10,5.098981486520828e-10,4.274634392873986e-16,3.652780002114608e-12,9.003441606186405e-12,1.6561620315223907e-11,4.4066220971212813e-13,4.716830402228694e-15,2.06007930150903e-15,1.3570112249893538e-19,6.366334993601337e-20,9.72438938496728e-10,3.241474810621344e-17,1.1133836011886412e-14,3.437221313892048e-13,3.76,0.0,0.5638049735029174,0.9874779895895612,0.010416522675500408,8.571141591228028e-12,0.4069279250965587,0.2948699911622536,0.10107518865195994,2.985966763218859e-06,0.0006067177492273805,0.0037914701730827447,8.7462470805136e-09,2.1346683802115218e-10,2.1950393713004068e-14,0.0009661961408841937,2.9466681474948285e-09,8.871718350144533e-10,0.0006594503323234959,2.7840324606394476e-09,8.790623100246748e-09,3.4993912824674003e-15,1.5205167028913852e-09,5.9655232452137186e-12,2.3137201690935328e-10,1.1217751434877695e-09,1.9798858009395735e-16,2.1105179160616906e-15,7.109342730459605e-08,5.476761044644096e-12,0.0005736301709751386,0.0016914583867060884,0.00019186719233515559,3.9641450361760934e-05,0.0017094925092018534,0.008555600392335308,0.015571490573027792,8.245023385563676e-05,1.8704138788766215e-05,5.315786397865032e-05,0.00012895933731595143,0.0004587397528108776,0.008379295601038131,0.002344644490228957,0.0011135538937189534,1.2534576452136586e-07,0.0024393315562091654,7.202709907341953e-07,1.112216962868418e-06,4.385216278675285e-11,2.7133160417689026e-08
3.495916065815163e-05,0.790888384989601,0.0002387303059735849,0.00010004683125920733,0.0001672801397850622,0.01618407416449033,0.0,0.0,0.0019095012537290739,0.00010423476940750168,0.004879095321363978,4.811755580177686e-06,6.701468838955352e-05,1.5736780688057373e-16,3.219309926534724e-13,1.1092137088577432e-10,1.6444308341679277e-10,0.0001294314860062828,7.568693646172023e-13,1.1786132486679885e-10,5.460026008578895e-10,4.585358865907091e-16,3.69203206034754e-12,9.779769136177755e-12,1.7309296174653157e-11,4.817236391157592e-13,5.174966044014016e-15,2.184264664407127e-15,1.5522462903734576e-19,6.914909669070144e-20,1.016983169775384e-09,3.593872242501987e-17,1.2105817614929673e-14,3.8212960568946885e-13,3.76,0.0,0.5594095960209062,0.9870268885848473,0.010820310863267388,9.451194605065478e-12,0.41036563702202283,0.2965868888576188,0.10247134196975187,2.966849834352849e-06,0.000606440578320248,0.0038766299998463883,8.943287282464353e-09,2.1397415878714442e-10,2.205312704492511e-14,0.0009862460443691462,3.0816192788912654e-09,9.275721744439433e-10,0.0006893553778830699,2.9109432361318e-09,9.054396005028082e-09,3.6554970593902934e-15,1.5895034095605194e-09,6.236183942775925e-12,2.4186958446206576e-10,1.172650165299446e-09,2.0682072093947964e-16,2.204666830785773e-15,7.506212773902834e-08,5.546100164102462e-12,0.0006086441012994876,0.0017696940467756986,0.00019544350024265858,4.0399266142716044e-05,0.0017386337137969936,0.008728603661622683,0.015996670722524656,8.483444628622183e-05,1.9262631846666266e-05,5.4980034866214515e-05,0.00013365568102011237,0.00047520443835516885,0.008668879863331671,0.002447183488377041,0.0011204012266618215,1.273377579308815e-07,0.0025331887205663275,7.535602743586844e-07,1.150838382964326e-06,4.537482759039549e-11,2.7607591550864797e-08
3.531160883198018e-05,0.7913717921064473,0.0002438594908203699,0.00010360339186348154,0.00017194706479798229,0.01658301766669069,0.0,0.0,0.0019494026712208123,0.00010849631093952502,0.005071474368802587,5.102650904802038e-06,6.913582112441e-05,1.6681350332020965e-16,3.339348478722418e-13,1.1243808252093261e-10,1.7392681034123273e-10,0.0001318800735719852,8.203871410659422e-13,1.2115109547685976e-10,5.802997978597794e-10,4.881242147996301e-16,3.727569990097551e-12,1.0525953031670818e-11,1.800508987836994e-11,5.216966277983379e-13,5.6209586887692965e-15,2.3024683933726364e-15,1.7498059160346855e-19,7.448435554023724e-20,1.05817591128515e-09,3.9408076548491196e-17,1.3042484569238507e-14,4.1998876266935357e-13,3.76,0.0,0.5554583582414914,0.9866094428189384,0.01119452371798318,1.0310486339331339e-11,0.41343905081521953,0.2980930176746412,0.10373955426920103,2.949626050878628e-06,0.000606184086689212,0.003954223767841578,9.122820016674463e-09,2.1441630235315015e-10,2.214223084251755e-14,0.0010044226001089556,3.2072235610216733e-09,9.651635496197065e-10,0.0007169930242922498,3.0290325194684255e-09,9.29346661650553e-09,3.800561183819385e-15,1.653682339895301e-09,6.487981799447541e-12,2.516355568046965e-10,1.2199787133602312e-09,2.1502814778594002e-16,2.292156418159556e-15,7.878306354322865e-08,5.608937369294335e-12,0.0006417774116449668,0.0018425384669704533,0.00019870156161206308,4.10894303709984e-05,0.0017650780139879913,0.008884934161777738,0.0163855344105977,8.70183875499234e-05,1.9775741460030173e-05,5.6658301895903965e-05,0.00013799554053360585,0.000490405215924741,0.008935850887414309,0.0025425011166226976,0.001126403849673825,1.2914109822983772e-07,0.002619553411847833,7.845377702768551e-07,1.1864352840576237e-06,4.6778246186207986e-11,2.8038897826209176e-08
3.5628812188425874e-05,0.7918062492162654,0.0002485511663531841,0.00010689837114189123,0.00017623896418483142,0.016947393230448228,0.0,0.0,0.0019853733274173076,0.00011243531790705321,0.005249633962975416,5.378645978199637e-06,7.108737741421732e-05,1.7575502895321996e-16,3.450580885328875e-13,1.1380484547322127e-10,1.828422154053467e-10,0.0001340974455496688,8.819185044741625e-13,1.2416291209817255e-10,6.12689614709909e-10,5.161290534144467e-16,3.759737285981586e-12,1.1237916909061367e-11,1.8650224868800342e-11,5.602941422403945e-13,6.051476571825912e-15,2.414420257408999e-15,1.9471786384142277e-19,7.963480824790281e-20,1.0961445350320916e-09,4.279093683594863e-17,1.3938366714445434e-14,4.569411066216777e-13,3.76,0.0,0.5519058046420552,0.986224267687537,0.011540266009385456,1.1142003682433814e-11,0.41618852075399804,0.29941659889117556,0.10489058979246639,2.9341085364942984e-06,0.000605947423471961,0.004024838240682583,9.28620306714915e-09,2.1480242553872138e-10,2.2219684892174114e-14,0.001020891952046566,3.323721323808909e-09,1.0000204284123992e-09,0.0007424545195524978,3.1385335635630504e-09,9.509856500740043e-09,3.934914171503481e-15,1.713183304986974e-09,6.72142613751368e-12,2.606896880378979e-10,1.263856735814992e-09,2.22629560591136e-16,2.373186015340949e-15,8.225635562580865e-08,5.665846566959798e-12,0.0006729606721112879,0.0019101152119220643,0.00020166534260667864,4.171707497381326e-05,0.001789048390521429,0.009026111823488212,0.01674057098703361,8.901469276482313e-05,2.024606515866864e-05,5.81999463783316e-05,0.00014199433422519794,0.000504399527931131,0.009181348851365612,0.0026308021301598605,0.0011316803946514766,1.307721373497511e-07,0.0026988279765759,8.132606013207688e-07,1.2191566012308304e-06,4.806829118165478e-11,2.8430487834624524e-08
3.594601554487157e-05,0.7922401496686822,0.00025331460643918807,0.00011028446418020327,0.00018061867880047897,0.01731684353743746,0.0,0.0,0.0020213844935898393,0.00011647322481386606,0.005432648449058545,5.66875990363649e-06,7.307961615515989e-05,1.8513292663665044e-16,3.564919503988054e-13,1.1517340414554645e-10,1.9212861735405298e-10,0.00013632741757905835,9.478780524320656e-13,1.2722362776327332e-10,6.465777583144718e-10,5.454922677237336e-16,3.792089062346785e-12,1.1989908405600867e-11,1.9313618739498906e-11,6.015422280426468e-13,6.511308701886825e-15,2.531985579724423e-15,2.164887314026975e-19,8.514079460815893e-20,1.1349618712143942e-09,4.643861324973536e-17,1.4886870151197504e-14,4.968201276206309e-13,3.76,0.0,0.5483564804372014,0.985829943604057,0.01189466579839663,1.2032027195575401e-11,0.41892228277494453,0.3007096791189789,0.10605092587302721,2.9185748217725126e-06,0.0006057051391755392,0.0040962014765944165,9.451317100589432e-09,2.151772713141411e-10,2.229452549030451e-14,0.0010374695175170523,3.44357653451513e-09,1.0358729983076234e-09,0.000768473975719478,3.2511642672117197e-09,9.727289711844588e-09,4.07294834762801e-15,1.7743747099428034e-09,6.961502576512162e-12,2.7000104461532664e-10,1.3089805872161637e-09,2.3043924722856656e-16,2.4564357740116465e-15,8.585086436790892e-08,5.723097630106547e-12,0.0007054808907089822,0.001979643847552073,0.00020465861824134468,4.2350788241974784e-05,0.001813175226784033,0.009167718662101159,0.01710043068038875,9.103997543126132e-05,2.072450141506763e-05,5.9771276639829636e-05,0.00014608223883950315,0.000518694081641903,0.0094318702684035,0.002721538025894884,0.001136840949419577,1.3241031632284802e-07,0.002779578582727295,8.427992675281695e-07,1.252530503560673e-06,4.938406168714901e-11,2.8825232816327685e-08
3.626321890131726e-05,0.7926735130641782,0.00025815008253051667,0.00011376360053964097,0.0001850871106869056,0.017691394353775588,0.0,0.0,0.0020574206804278034,0.00012061064909722463,0.005620615723355333,5.973674038889178e-06,7.51128868342957e-05,1.9496634519438936e-16,3.6824397444620483e-13,1.1654391700773135e-10,2.0179661257609692e-10,0.00013856966567503162,1.0185659857918006e-12,1.3033379609583717e-10,6.820199220366232e-10,5.762692024613349e-16,3.824636080922351e-12,1.2783668837403555e-11,1.9995589644649977e-11,6.45611701043322e-13,7.0022035035509606e-15,2.6555155446864753e-15,2.4048087134444494e-19,9.102860101234045e-20,1.17462771815617e-09,5.036962593220351e-17,1.5890515091779155e-14,5.398294032034316e-13,3.76,0.0,0.5448102506870841,0.9854263019575288,0.01225789610488165,1.2984000640804995e-11,0.4216403562522178,0.3019720206168159,0.10722071815967892,2.903024018674761e-06,0.000605457130203799,0.004168323198175312,9.618184409050878e-09,2.1554075049499144e-10,2.236673515427272e-14,0.0010541589298583478,3.566874005369184e-09,1.0727460791128248e-09,0.0007950522497078882,3.3670026110495573e-09,9.945648812452808e-09,4.2147486429809716e-15,1.8372983659396736e-09,7.208375144296784e-12,2.795759882746928e-10,1.3553810543160035e-09,2.384620129057726e-16,2.54195691688189e-15,8.956986301665037e-08,5.780695033662601e-12,0.0007393827556288349,0.0020511643448223277,0.000207680993672305,4.2990479586885504e-05,0.001837453386607134,0.00930972891894099,0.01746514102170769,9.309404714313373e-05,2.121107978521452e-05,6.137238822455515e-05,0.00015026026335572223,0.0005332917476154253,0.009687486757834372,0.0028147592879851743,0.001141888499111717,1.340551632861676e-07,0.0028618157164799905,8.731705659134322e-07,1.2865608581711805e-06,5.072570999726621e-11,2.9223050488774303e-08
3.6580422257762954e-05,0.7931063587558049,0.0002630578261436814,0.00011733772095499153,0.00018964512104835472,0.018071069520900363,0.0,0.0,0.0020934661106693352,0.0001248481151912085,0.005813634525854918,6.294099066010574e-06,7.718751739631944e-05,2.0527516481315663e-16,3.8032183754489387e-13,1.1791654260155823e-10,2.118568160196641e-10,0.00014082385538310472,1.094301049488138e-12,1.334939828807911e-10,7.190733709567568e-10,6.085171112469949e-16,3.8573892814683104e-12,1.3620986545074414e-11,2.0696451199287507e-11,6.926836867787566e-13,7.525997901966736e-15,2.7853877016022614e-15,2.6689689484215025e-19,9.732664274521853e-20,1.2151410190217187e-09,5.460359859540518e-17,1.6951908225130344e-14,5.861842585579259e-13,3.76,0.0,0.5412669841015136,0.9850131731007005,0.012630131313931384,1.4001520516567378e-11,0.4243427599639354,0.3032033864056873,0.10840011990808023,2.8874552572971414e-06,0.0006052032923238326,0.00424121345241844,9.78682803715764e-09,2.158927742541166e-10,2.243629655360462e-14,0.0010709639990947458,3.6937011051671426e-09,1.1106652298677474e-09,0.0008221898281702748,3.4861288969955463e-09,1.016481339072088e-08,4.3604023279767256e-15,1.901997320603906e-09,7.462212719084868e-12,2.894210688705078e-10,1.403089833549363e-09,2.4670279520152313e-16,2.6298020777191265e-15,9.341669975719776e-08,5.838643019408573e-12,0.0007747118000211845,0.0021247168099274272,0.000210732037670558,4.363605097072333e-05,0.001861877505984848,0.009452115935547413,0.017834727970627653,9.517668746180543e-05,2.1705824498980652e-05,6.300335220639555e-05,0.00015452938330542663,0.0005481952409391019,0.009948269798860836,0.0029105165822750465,0.0011468259273356562,1.3570618938364217e-07,0.002945549650813099,9.043915649820314e-07,1.32125107100894e-06,5.209337022443795e-11,2.9623853181313643e-08
