Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215)
5.564229905160153e-07,0.8087360155253844,3.0790448401954586e-05,3.3481949792788382e-06,9.665866872823735e-06,5.4264060319332477e-05,0.0,0.0,7.441419421410751e-06,2.375352882985357e-08,3.319390809803308e-07,1.0313667105516938e-08,1.571584450412081e-07,3.4210774585197777e-17,6.150244960529963e-13,2.2758198750653556e-09,7.985764054121085e-07,1.0280287311679566e-06,7.963522252800482e-16,4.320005668797175e-11,1.4408142796396706e-14,2.4576174341263348e-17,2.865529651236084e-10,2.625366492421908e-12,2.1942994985868557e-11,8.488242438511223e-17,3.488794850492067e-18,9.24566128535631e-14,1.168906683263177e-13,1.2865662882684482e-14,1.6514571155049354e-12,1.61101557134164e-16,6.928622384561299e-17,2.0037980630267523e-15,3.76,0.0,0.5189875715152561,0.9982029736305276,9.158432676525892e-06,1.359717256324344e-07,0.07577426262648765,0.06064365689744554,0.0142663336073266,3.3814949516182726e-05,0.001774083625691985,0.0004100195768089436,7.113985122344357e-09,7.22220787999675e-09,8.262722154546238e-15,4.32337772188976e-06,5.3659266530074324e-12,8.868425564834227e-12,4.182915262487167e-08,7.324985534504036e-12,2.3773701411981508e-11,4.578760368121128e-18,1.45693130703039e-11,2.659239536006527e-14,7.684184709078305e-13,2.1297273095937556e-12,2.8286571931092655e-19,2.4831657634437477e-18,1.141509175577902e-12,6.311352764760353e-12,1.0294776399600353e-06,3.6355074536951013e-07,6.6878202087206414e-06,1.383852653875668e-06,2.8425928459425983e-05,4.230097865893685e-06,5.954023738568607e-05,1.06831201363421e-06,2.698342547835056e-07,6.547705804557863e-07,1.7456570175214874e-06,4.3207908027300564e-07,1.8785943199549148e-05,9.0790093069652e-09,1.7775753710398596e-05,6.301314940247465e-10,7.0431115487464894e-09,7.053912592045347e-09,2.102399122367284e-10,6.465877285100869e-15,2.3259883109972945e-10,8.086455953823218e-08,2.5984743403667806e-07,2.3304816007999852e-08,1.18679266620427e-15,3.2308080849076903e-11,7.922460279713337e-07
5.652774533297537e-07,0.8089051297502761,3.157298600776558e-05,3.4604329733012244e-06,1.0002087534245464e-05,5.649594934173001e-05,0.0,0.0,7.576575141539506e-06,2.444947699606225e-08,3.554365497635374e-07,1.097089154944692e-08,1.6884372495575122e-07,3.612705756344679e-17,6.324608834998371e-13,2.276889097543176e-09,8.273194421052407e-07,1.0603568797769304e-06,8.805740689820163e-16,4.544446536705055e-11,1.6033451138860695e-14,2.4993104812257153e-17,2.8650097477830075e-10,2.860432030801627e-12,2.2748586378505767e-11,9.554741878394505e-17,3.864275322717445e-18,9.945416860090725e-14,1.2721664879494794e-13,1.3837120004850081e-14,1.7558667828586181e-12,1.7932461259759058e-16,7.75044112356618e-17,2.2638789156425767e-15,3.76,0.0,0.517864751036806,0.9982021861217318,9.657092071755967e-06,1.427199480553964e-07,0.07690558905328801,0.06153345236113131,0.014481750840245736,3.37525217606774e-05,0.0017740822085727391,0.0004228763911206392,7.3554978932232875e-09,7.227828114616575e-09,8.382285167039957e-15,4.457833642798235e-06,5.769783393313689e-12,9.517220189496326e-12,4.336035222585077e-08,7.874328509902044e-12,2.4482317289880397e-11,4.922552440746567e-18,1.562826009301868e-11,2.85265316495233e-14,8.243196980652017e-13,2.2821234216774254e-12,3.041035489750354e-19,2.6696105456918273e-18,1.247916055057921e-12,6.405360815883605e-12,1.062035305953015e-06,3.885286345446818e-07,6.837287966919977e-06,1.421150738650909e-06,2.9308797449090843e-05,4.4242895646816345e-06,6.191507201369563e-05,1.0945206174615258e-06,2.7471038668534947e-07,6.870292204804187e-07,1.8433539660869868e-06,4.6041593318603195e-07,1.9567126837041345e-05,9.800164782121543e-09,1.8512385940496817e-05,6.496396252553202e-10,7.658498964466081e-09,7.607867355854435e-09,2.2408448986255713e-10,6.8904522418550255e-15,2.3776103015132034e-10,8.338370509197608e-08,2.7593399700546607e-07,2.4155561362379658e-08,1.2645658055581052e-15,3.451733269739424e-11,8.444074837334221e-07
5.741319161434921e-07,0.8090739253483727,3.236243871407054e-05,3.5747497664253026e-06,1.0343344744625022e-05,5.878086129037237e-05,0.0,0.0,7.712805175329219e-06,2.5154466229754254e-08,3.803321528455241e-07,1.1668039883090127e-08,1.8117541742084237e-07,3.8114445707660154e-17,6.500697074266866e-13,2.2778610349417355e-09,8.566990666769696e-07,1.0931684235283638e-06,9.719658673217271e-16,4.776400323682161e-11,1.7810935906005848e-14,2.543129516173983e-17,2.8645150085937923e-10,3.112230629201801e-12,2.3572590781236987e-11,1.0739740268700405e-16,4.27478857747483e-18,1.0689703975411988e-13,1.3829088563312327e-13,1.4867098669097474e-14,1.8654994830241925e-12,1.9927035622260633e-16,8.654177744777939e-17,2.5530390858524127e-15,3.76,0.0,0.5167442560988282,0.9982013797010155,1.0173475952725009e-05,1.4969490189399584e-07,0.07803468591687811,0.062420973056181474,0.01469681974840057,3.369021881735234e-05,0.0017740807579141944,0.00043592211934935873,7.600894780951405e-09,7.233429070587928e-09,8.501491164946448e-15,4.594245369352253e-06,6.196342475146415e-12,1.0201413089538917e-11,4.492517225193802e-08,8.454432161079882e-12,2.520381073673181e-11,5.2855902823442196e-18,1.67445593310813e-11,3.056549100180454e-14,8.832512246540678e-13,2.4426357843566456e-12,3.265302394440649e-19,2.8664925794214096e-18,1.3621985122287701e-12,6.499177728068604e-12,1.0950940043732177e-06,4.1474258790656685e-07,6.987732931920868e-06,1.4588106560990175e-06,3.0202982650220996e-05,4.623877989237458e-06,6.434691224350258e-05,1.1210939705994752e-06,2.796155035059774e-07,7.20294831214671e-07,1.9447073572371227e-06,4.90073575366929e-07,2.036899769402567e-05,1.0565660595303028e-08,1.9268011510372485e-05,6.69392744642823e-10,8.317529228593019e-09,8.195424874711082e-09,2.385762107255111e-10,7.334807679237035e-15,2.42955327165342e-10,8.595116200576878e-08,2.9273073616883026e-07,2.5033734106024625e-08,1.345953865464695e-15,3.683609170960095e-11,8.990852541216438e-07
5.829863789572306e-07,0.8092424030943142,3.315876675925375e-05,3.6911633644576193e-06,1.0689602799210994e-05,6.111913654138361e-05,0.0,0.0,7.850146648378782e-06,2.586851558107992e-08,4.0669148882248296e-07,1.2407071169311344e-08,1.9417516682762554e-07,4.017444837822741e-17,6.678522859772785e-13,2.2787490386071495e-09,8.867228887142308e-07,1.1264628053468805e-06,1.0709909925300247e-15,5.0159775311161336e-11,1.9751967870770182e-14,2.589250833364858e-17,2.864052793932908e-10,3.3816599190177283e-12,2.4415250895822518e-11,1.2054554012515012e-16,4.723088493201273e-18,1.1480905082107596e-13,1.5015675610232825e-13,1.5958336387819917e-14,1.980546582479743e-12,2.2106876689324005e-16,9.646394574010957e-17,2.8739940264325805e-15,3.76,0.0,0.5156260811500777,0.9982005540679367,1.0707874032112024e-05,1.5690091696442488e-07,0.07916155782828094,0.06330622332428368,0.014911541103113267,3.362804037662167e-05,0.0017740792731824866,0.00044915633331575855,7.850167027771945e-09,7.239010772592347e-09,8.620341087185395e-15,4.732609854787205e-06,6.6464469330821815e-12,1.0922276293168407e-11,4.6523972339523335e-08,9.066433618137573e-12,2.593838234145393e-11,5.668582496413023e-18,1.792025382380145e-11,3.2713010107380694e-14,9.453210980835337e-13,2.611548103746006e-12,3.5018956099381923e-19,3.0741961469947636e-18,1.4847899925106203e-12,6.592804059643031e-12,1.1286540060489243e-06,4.422298376763085e-07,7.139142692923307e-06,1.4968282866749397e-06,3.110836550369289e-05,4.828905149729316e-06,6.683620645451118e-05,1.1480348492768126e-06,2.845500160855145e-07,7.54579843653188e-07,2.0497798552057686e-06,5.210853221674505e-07,2.119180747898e-05,1.1377417854915888e-08,2.0042821113795998e-05,6.89388071281101e-10,9.022586888874725e-09,8.818046417904364e-09,2.537313403270964e-10,7.799438555234992e-15,2.4818127263235634e-10,8.856728562531858e-08,3.10257034021813e-07,2.593994309318168e-08,1.4310470167591042e-15,3.926744873491817e-11,9.563568197905704e-07
6.006953045847073e-07,0.8095784081171249,3.4771898179021084e-05,3.9303536524227335e-06,1.139698365072101e-05,6.595711682249782e-05,0.0,0.0,8.128316919031693e-06,2.732389312810602e-08,4.6407373382222276e-07,1.4018895099448116e-08,2.2226600412881386e-07,4.451848445710066e-17,7.039449590364484e-13,2.2803235050846736e-09,9.487338458603403e-07,1.1944979265797524e-06,1.2938970415604684e-15,5.51844047390523e-11,2.41733685630304e-14,2.6891319087230294e-17,2.8632543988109246e-10,3.977169214462379e-12,2.615752323107904e-11,1.5123391010036103e-16,5.7449398159103436e-18,1.3214113191083383e-13,1.764467800536196e-13,1.8336027690959464e-14,2.227672142991014e-12,2.7078003240118396e-16,1.1924496062379433e-16,3.623173209072076e-15,3.76,0.0,0.5133966691095293,0.9981988439486158,1.1831865920996993e-05,1.720236186551281e-07,0.08140864518327662,0.06506992987135335,0.015339944234531576,3.350405576985358e-05,0.0017740761993386154,0.0004761885085387303,8.360302622314458e-09,7.250116513053006e-09,8.856976439171876e-15,5.0151853914870074e-06,7.620736795769465e-12,1.2479206705577913e-11,4.982498368529472e-08,1.0390775855327159e-11,2.7447596240535722e-11,6.4973238331329745e-18,2.0458167239679416e-11,3.734897914479859e-14,1.0793168910890397e-12,2.975729969028553e-12,4.013848459336404e-19,3.52363721356338e-18,1.756712040587899e-12,6.779487206082867e-12,1.1972791792867303e-06,5.011750149918432e-07,7.444808535274427e-06,1.5739206160466469e-06,3.295225528219776e-05,5.255437125396859e-06,7.198892360138462e-05,1.203030127128635e-06,2.9450885252996604e-07,8.262571475727689e-07,2.2713301821112957e-06,5.873039813673036e-07,2.290125096646756e-05,1.3147635361609991e-08,2.165074803526139e-05,7.30094354479763e-10,1.0580781219535186e-08,1.0174524898926205e-08,2.860966356612727e-10,8.791498627502455e-15,2.587263681214549e-10,9.394693924607795e-08,3.4757700581361144e-07,2.783895025100834e-08,1.6127078308961272e-15,4.448032894907001e-11,1.0789964028120548e-06
6.166333376494363e-07,0.8098797333090411,3.6246864922956896e-05,4.152979173253888e-06,1.2050391663932315e-05,7.049712916970426e-05,0.0,0.0,8.382862227901248e-06,2.8665001587725784e-08,5.21422808639823e-07,1.56335610973898e-08,2.500519218200241e-07,4.8692230645170614e-17,7.370398125337516e-13,2.2815750502373102e-09,1.006824345577065e-06,1.2573755464227368e-06,1.525691002485765e-15,5.997822486148985e-11,2.883944194685279e-14,2.788778954765684e-17,2.8627171093103133e-10,4.583126317909251e-12,2.7791863797504724e-11,1.8461826657769814e-16,6.825137087593201e-18,1.4960574489314656e-13,2.0329150219676287e-13,2.0714946964684303e-14,2.4706158311860313e-12,3.2331259306648654e-16,1.435148479412059e-16,4.437722917298438e-15,3.76,0.0,0.5113980773292117,0.9981972360622681,1.2907950593413333e-05,1.864684076543789e-07,0.08342346049792485,0.06664954415280115,0.015724326145677543,3.339289233820913e-05,0.0017740733108888547,0.0005011578034036719,8.832590752392666e-09,7.260046076954823e-09,9.068739809983171e-15,5.276153192971644e-06,8.586876661686995e-12,1.4019045677668404e-11,5.2915849324531684e-08,1.1703579295361839e-11,2.8852768297462124e-11,7.318785765254389e-18,2.2966595943832665e-11,4.1931355226337465e-14,1.211766137699042e-12,3.335159525246373e-12,4.521302554881424e-19,3.969130212511835e-18,2.0345301517284007e-12,6.946855819885575e-12,1.2607597339404082e-06,5.589614227662164e-07,7.723089273244447e-06,1.644487419103132e-06,3.4648885169104306e-05,5.658311033393822e-06,7.682725162106588e-05,1.2538100214691205e-06,3.0357638286891745e-07,8.94375155022129e-07,2.4840626615496444e-06,6.518642211045928e-07,2.451388790036373e-05,1.491927836133487e-08,2.3165375758675974e-05,7.675310127094578e-10,1.2166390883744424e-08,1.153075047060889e-08,3.1765633525271865e-10,9.75862603052049e-15,2.683209140903154e-10,9.895857229858412e-08,3.838593069421596e-07,2.9650234109284763e-08,1.7897722821182827e-15,4.958803297773932e-11,1.1990411009167138e-06
6.325713707141655e-07,0.8101800406065061,3.7743563391753634e-05,4.382683802060751e-06,1.2719492812812805e-05,7.521514144894238e-05,0.0,0.0,8.64162738174598e-06,3.0035968040523983e-08,5.846263982929062e-07,1.741692062593177e-08,2.803436892019356e-07,5.312617219920326e-17,7.707269715949996e-13,2.282735861837284e-09,1.0671229132828539e-06,1.321809550883875e-06,1.790382089973025e-15,6.503588848805416e-11,3.424283557696779e-14,2.8988854372173925e-17,2.8623916439855795e-10,5.261743228592334e-12,2.9490553649200234e-11,2.244073769241388e-16,8.079017060629413e-18,1.6901164910817257e-13,2.3346944844286683e-13,2.3339517162007323e-14,2.7342891406028736e-12,3.842163230222078e-16,1.7186062120089102e-16,5.407447526233363e-15,3.76,0.0,0.5094069168294872,0.9981955611243754,1.404685662422371e-05,2.0173071769842994e-07,0.085431138174399,0.06822186909023115,0.016107593951652212,3.328212752751261e-05,0.0017740703035064574,0.0005267311585282132,9.317299348557187e-09,7.2699136383407905e-09,9.279363905317923e-15,5.543404894532945e-06,9.643073387467114e-12,1.5698430530643284e-11,5.6122713844506146e-08,1.3138299157498743e-11,3.030374866409953e-11,8.216457717309443e-18,2.5700747651125543e-11,4.692634029794957e-14,1.3561438789654428e-12,3.726421303069583e-12,5.075833137105726e-19,4.455952910663709e-18,2.3467383363579435e-12,7.113615561036068e-12,1.3258703421265434e-06,6.214690974219419e-07,8.004317020115893e-06,1.7161528109560585e-06,3.638000313040957e-05,6.0794005001673545e-06,8.185846544524711e-05,1.305822473188287e-06,3.127453760452658e-07,9.659835701209091e-07,2.7097955768909e-06,7.213255356372507e-07,2.6198285633517363e-05,1.687283308386415e-08,2.4745061761291225e-05,8.057104354268861e-10,1.3942506740933272e-08,1.302514344638691e-08,3.51615833414599e-10,1.0799062782008224e-14,2.780115215614419e-10,1.0413328171180891e-07,4.2281750567902086e-07,3.1562240721350634e-08,1.980228701567564e-15,5.510862790709708e-11,1.3287414445404727e-06
6.485094037788946e-07,0.8104793344488052,3.926181815802638e-05,4.61957640422344e-06,1.3404114573143972e-05,8.011299421820549e-05,0.0,0.0,8.904861818395492e-06,3.1437070299042144e-08,6.541402167618337e-07,1.9382395184566237e-08,3.1327068290196085e-07,5.783034106074105e-17,8.050210469016435e-13,2.2838648702186263e-09,1.1296758752589818e-06,1.387797204741901e-06,2.0914532619475626e-15,7.036357198285947e-11,4.04752583062977e-14,3.0207002995826374e-17,2.862315384765144e-10,6.019540378766297e-12,3.1255112294448574e-11,2.716361944224695e-16,9.52972122793881e-18,1.9053985225548435e-13,2.673111670834892e-13,2.6229468168322517e-14,3.01997814796262e-12,4.545365894397009e-16,2.0482167772567589e-16,6.556613720687775e-15,3.76,0.0,0.5074231558948774,0.9981938172789685,1.5250235744341642e-05,2.178370260002658e-07,0.08743170470768366,0.0697869294673229,0.016489752128521877,3.3171759568888674e-05,0.0017740671738933759,0.0005529060969285637,9.814377736066096e-09,7.27971933829516e-09,9.488854049722323e-15,5.816926156823257e-06,1.0794759651777981e-11,1.752552467289835e-11,5.9447933692988345e-08,1.470225858814548e-11,3.1801962308505105e-11,9.19489268874108e-18,2.867371865492397e-11,5.2357889175614674e-14,1.5131427926789638e-12,4.151329666582911e-12,5.680252567819105e-19,4.986574440027538e-18,2.6964521776171885e-12,7.279769626768719e-12,1.3926138664520114e-06,6.889282090798649e-07,8.288430246190835e-06,1.7888956140693941e-06,3.814496059433266e-05,6.518904571187624e-06,8.708499713152506e-05,1.3590826292456356e-06,3.220181019301506e-07,1.0411504694619306e-06,2.948875594248461e-06,7.958782745954933e-07,2.795591661025779e-05,1.9021208064526214e-08,2.6390869497868497e-05,8.446174484815661e-10,1.5926527495250697e-08,1.4667697606678518e-08,3.880676722917175e-10,1.191562396371439e-14,2.877959626565687e-10,1.0947304434174279e-07,4.6457309019834385e-07,3.357885471036967e-08,2.1845898137803346e-15,6.106007696491682e-11,1.468586081584118e-06
6.644474368436237e-07,0.8107776192536563,4.0801468556321995e-05,4.863766641385023e-06,1.410409429851076e-05,8.519249127789362e-05,0.0,0.0,9.172824630888884e-06,3.286863713654685e-08,7.30441571570395e-07,2.1543982818741572e-08,3.489627082654583e-07,6.28152003284652e-17,8.39938629813244e-13,2.2850170256679565e-09,1.1945300842118453e-06,1.4553359189248513e-06,2.432633055417215e-15,7.596737505240483e-11,4.76368537397983e-14,3.155551202409353e-17,2.8625247255264324e-10,6.8634452317825e-12,3.30870905354513e-11,3.2747415712506887e-16,1.1202823930894077e-17,2.1438529221820046e-13,3.0517280665893757e-13,2.940573579054519e-14,3.3290211318843376e-12,5.354133678667896e-16,2.429895431210108e-16,7.912460364853956e-15,3.76,0.0,0.5054467629915899,0.9981920026398877,1.6519730299126937e-05,2.3481416763869487e-07,0.08942518647933453,0.07134474991428952,0.016870805145528734,3.3061786703496896e-05,0.0017740639186980137,0.0005796801474517244,1.0323775357778362e-08,7.2894633170032695e-09,9.697215524659934e-15,6.096703630103681e-06,1.2047513392437768e-11,1.9508700951029886e-11,6.289395245436387e-08,1.6402975276512848e-11,3.33489129016402e-11,1.0258761439354662e-17,3.189893726024352e-11,5.825056445758773e-14,1.6834731359310432e-12,4.611743864187014e-12,6.337445944746641e-19,5.563527794449785e-18,3.0869679808115187e-12,7.445321197328154e-12,1.4609935437004438e-06,7.615725344184707e-07,8.575370330838688e-06,1.8626954328267737e-06,3.9943122966358586e-05,6.977009771198927e-06,9.250923034662156e-05,1.4136053871154998e-06,3.313967999264705e-07,1.119942776374666e-06,3.2016441535299846e-06,8.757112563336736e-07,2.9788255592259973e-05,2.137781117003902e-08,2.8103849733761085e-05,8.842372139051695e-10,1.8136948911572393e-08,1.6468851240724976e-08,4.271035272614811e-10,1.311109807168016e-14,2.976721148215061e-10,1.1497981547723453e-07,5.092499910821305e-07,3.5704061223924895e-08,2.4033634731432035e-15,6.746027297552287e-11,1.6190741606867141e-06
6.803854699083528e-07,0.8110748994174901,4.236236805148613e-05,5.115364865557302e-06,1.4819278932597692e-05,9.045540183546737e-05,0.0,0.0,9.445784577541988e-06,3.43310494272531e-08,8.140294757689198e-07,2.3916255592580963e-08,3.875498037716814e-07,6.809168167183259e-17,8.754983020522178e-13,2.2862438597167374e-09,1.2617329045022063e-06,1.5244232488067409e-06,2.817904162130693e-15,8.185332131662873e-11,5.583670962184835e-14,3.3048515206424886e-17,2.863055304868821e-10,7.800808344398037e-12,3.498807113885135e-11,3.9323823557190367e-16,1.3126520745020997e-17,2.407576825383827e-13,3.4743762688942605e-13,3.289051588817419e-14,3.662809906977572e-12,6.280865522858487e-16,2.8701102538190503e-16,9.505461713921871e-15,3.76,0.0,0.5034777067634346,0.9981901152907974,1.7856973958181307e-05,2.526893359484157e-07,0.09141160975821708,0.07289535490888908,0.017250757464945858,3.2952207182280194e-05,0.0017740605345151802,0.0006070508447670071,1.0845441774412644e-08,7.299145713723705e-09,9.904453568857447e-15,6.382724951976507e-06,1.3407055672675244e-11,2.165653847906192e-11,6.646330652157752e-08,1.824815857269969e-11,3.494618478603791e-11,1.1412850500011989e-17,3.539015871433671e-11,6.46295272482865e-14,1.867862476853331e-12,5.109567332644744e-12,7.050369872749947e-19,6.189408750798734e-18,3.5217672434527967e-12,7.610273435980965e-12,1.5310129854244686e-06,8.39639385744137e-07,8.865081460268419e-06,1.9375326334018568e-06,4.177387012086884e-05,7.453890479889323e-06,9.813350239533947e-05,1.46940541739772e-06,3.408836815753198e-07,1.2024263186909227e-06,3.4684376021635955e-06,9.610116324480794e-07,3.1696780084268235e-05,2.3956551328136365e-08,2.9885041185052787e-05,9.24555240280745e-10,2.0593402249485402e-08,1.8439494622321078e-08,4.688141393258775e-10,1.4388244987696152e-14,3.076379570266333e-10,1.2065553145361358e-07,5.569745737827743e-07,3.7941947479859335e-08,2.6370522980056477e-15,7.432701840025367e-11,1.7807152598876513e-06
6.96323502973082e-07,0.8113711793160313,4.3944383659424e-05,5.37448203286952e-06,1.5549524698220026e-05,9.590346256586866e-05,0.0,0.0,9.724020074167802e-06,3.58247412680145e-08,9.054247331952141e-07,2.6514356484283904e-08,4.291620601056213e-07,7.367122496869566e-17,9.11720660034149e-13,2.2875939835965258e-09,1.3313321989482066e-06,1.5950568923309482e-06,3.2515119714519197e-15,8.80273588976258e-11,6.519338222214336e-14,3.470107545225746e-17,2.863942214630821e-10,8.839419823012179e-12,3.6959669611743274e-11,4.704068246678729e-16,1.5331827130499917e-17,2.6988239654521674e-13,3.945175758625799e-13,3.670732012282399e-14,4.022791183150391e-12,7.339013871561717e-16,3.375914428276018e-16,1.1369605239889286e-14,3.76,0.0,0.5015159560279253,0.9981881532852236,1.9263592407267388e-05,2.7149008264883575e-07,0.09339100070122958,0.07443876877738123,0.01762961354194201,3.2843019265724585e-05,0.0017740570178859671,0.0006350157293583339,1.1379326664682333e-08,7.3087666667625615e-09,1.0110573378633011e-14,6.674978745374453e-06,1.4879248525231158e-11,2.397781944249455e-11,7.015863089944153e-08,2.024570657720542e-11,3.6595444865322164e-11,1.2662060171058673e-17,3.9161460100573136e-11,7.15205278146129e-14,2.067055424399437e-12,5.646746997030373e-12,7.822051227451024e-19,6.866874783493292e-18,4.004521055349195e-12,7.774629489006997e-12,1.6026761785015772e-06,9.233695450440302e-07,9.157510529329279e-06,2.0133883238982413e-06,4.363659679114843e-05,7.949709306355726e-06,0.00010396010618616753,1.526497185207911e-06,3.504809330272375e-07,1.2886658854096146e-06,3.7495873417522468e-06,1.051964773442171e-06,3.368297074015344e-05,2.6771840135865245e-08,3.173547114828667e-05,9.65557390798648e-10,2.3316693030729327e-08,2.059097724957168e-08,5.132892583677544e-10,1.5749794279699303e-14,3.1769156611950573e-10,1.265021121332409e-07,6.078756296681692e-07,4.0296704258404287e-08,2.8861533646426444e-15,8.16780075010927e-11,1.9540293206761516e-06
7.122615360378111e-07,0.8116664633046528,4.554739541291436e-05,5.641229634173356e-06,1.62946967707991e-05,0.00010153837957694326,0.0,0.0,1.0007819170204996e-05,3.735020108027449e-08,1.0051699996313803e-06,2.9353995777652814e-08,4.739294533789659e-07,7.95658206879715e-17,9.48628350920798e-13,2.289113531904211e-09,1.403376317070732e-06,1.6672346879843326e-06,3.737973079450813e-15,9.449536102430127e-11,7.583543529587483e-14,3.652925894517992e-17,2.865220187293107e-10,9.987526170515526e-12,3.900353507736367e-11,5.606344878500918e-16,1.7852787941868418e-17,3.020013905042729e-13,4.4685493407996095e-13,4.088103339865326e-14,4.410467948954217e-12,8.543139833741627e-16,3.9549792715267415e-16,1.3542684086317163e-14,3.76,0.0,0.4995614797725507,0.9981861146466071,2.074120402091953e-05,2.912443177437005e-07,0.09536338535401162,0.075975015695433,0.018007377824455956,3.2734221223629634e-05,0.0017740533652980952,0.000663572347517308,1.1925379825336118e-08,7.318326313444433e-09,1.0315580108246947e-14,6.973454616789679e-06,1.6470092779218736e-11,2.6481525883499253e-11,7.39826651285008e-08,2.240370320841717e-11,3.829844443075919e-11,1.4011402510131555e-17,4.32272352056664e-11,7.894989619334699e-14,2.2818133567098915e-12,6.2252725677286055e-12,8.655585912420257e-19,7.598643973290808e-18,4.539094431855492e-12,7.938392485828512e-12,1.6759874856886396e-06,1.013007202462175e-06,9.452607047067582e-06,2.0902443346564455e-06,4.553071287032144e-05,8.464617461311043e-06,0.00010999129213672398,1.58489497060551e-06,3.601907174066677e-07,1.3787252820055953e-06,4.0454199849315075e-06,1.1487541736097869e-06,3.574831175094895e-05,2.983859337941678e-08,3.365615611945476e-05,1.0072298892936353e-09,2.632884014426646e-08,2.2935114845304143e-08,5.60617596221984e-10,1.7198443799240984e-14,3.2783111331813776e-10,1.3252146328302495e-07,6.620843658105838e-07,4.2772627342935475e-08,3.1511579549039014e-15,8.953081046108703e-11,2.1395465871997013e-06
7.281995691025402e-07,0.8119607557188324,4.717129586850345e-05,5.915719640976202e-06,1.70546689414689e-05,0.00010736183028342585,0.0,0.0,1.0297479509569658e-05,3.890797269049461e-08,1.113829821079175e-06,3.2451446990174296e-08,5.219816925981898e-07,8.578805501510855e-17,9.862461200192858e-13,2.2908465557464278e-09,1.4779140847419851e-06,1.7409546126354586e-06,4.282083763712245e-15,1.0126312665133039e-10,8.790199388122744e-14,3.8550211461325376e-17,2.8669237639275057e-10,1.1253847537507335e-11,4.112135124856558e-11,6.657675949475295e-16,2.0726698329336415e-17,3.3737416778229147e-13,5.049240284332959e-13,4.543797300010278e-14,4.827400878813476e-12,9.90896955506536e-16,4.615628004398784e-16,1.6066604713801968e-14,3.76,0.0,0.49761424715121305,0.9981839973683715,2.2291420514087314e-05,3.1198030920815133e-07,0.09732878965163902,0.07750411968897565,0.018384054753080418,3.262581133488901e-05,0.0017740495731860318,0.0006927182513370681,1.2483551171131298e-08,7.327824790087267e-09,1.0519478870223752e-14,7.278143154738407e-06,1.818572587280147e-11,2.917683647119885e-11,7.793825932593606e-08,2.473041525209623e-11,4.0057020893009675e-11,1.546599931372432e-17,4.7602189365948367e-11,8.69445327599074e-14,2.512914148357065e-12,6.847175835277838e-12,9.554137612432687e-19,8.38749391267885e-18,5.129550579984969e-12,8.101565539048491e-12,1.7509516462034884e-06,1.1087998990182945e-06,9.750323045827318e-06,2.168083198745271e-06,4.745564362964281e-05,8.998755126083232e-06,0.00011622927001910565,1.644612888195173e-06,3.700151770855991e-07,1.4726673843898123e-06,4.3562575208152355e-06,1.2515613743125588e-06,3.789429121548251e-05,3.317223248621221e-08,3.5648102401529545e-05,1.0495593244213096e-09,2.9653115309732898e-08,2.548419610490919e-08,6.108867891339942e-10,1.873685856219517e-14,3.380548608382161e-10,1.387154788633939e-07,7.197343935943917e-07,4.537411891146532e-08,3.4325513551857964e-15,9.790285942707731e-11,2.337807550661809e-06
