Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73)
1.925423751388429e-06,0.8725484857931884,4.145710380048514e-06,2.0234088001201166e-06,2.1744741518154264e-06,4.624109673262006e-07,0.0,0.0,3.173110736383629e-07,5.613299172970325e-11,7.793399780441571e-06,1.3016270227778211e-11,4.3276263583974135e-09,3.1868871022261943e-21,4.1266766927289284e-16,5.737006709051484e-14,1.2765428273595659e-16,1.4733214882158495e-05,1.1485462109654663e-15,1.0595436521486294e-10,2.1838372024168076e-15,1.3176567342674998e-20,1.9972878744801874e-15,9.082667603187716e-20,1.2715453006828298e-14,1.932075171851327e-19,9.149117782730664e-23,6.653127776205064e-21,4.54731918259972e-33,4.883344572281242e-28,1.934945250405637e-13,2.0024628746841524e-27,4.469372822328438e-23,4.130396053029589e-25,3.76,0.0,0.4679303879560738,0.9981343072350891,1.1854991222352781e-06,7.750231321437491e-22,0.30804498786171963,0.2357042428191253,0.05920578764043553,3.417069019748635e-05,0.001815330673483262,0.0065163567064159145,1.3305741823958462e-07,1.1260083709302208e-08,3.0165024357152684e-14,5.440475905745153e-05,2.2605626191333964e-09,3.5346940465047297e-09,3.3826554876953046e-07,3.0729456863148217e-09,2.8482593031205685e-11,1.7773800110424585e-15,5.688217910682936e-09,1.0225756073861148e-11,1.0995455995557119e-16,9.608281212609384e-16,1.6312271926751075e-09,2.93884482097978e-10,7.620933086543654e-10,2.5460502409924537e-11,1.482572724111684e-05,1.101586428558718e-06,1.5014172488144758e-06,2.7512239066691413e-06,1.3040251286151447e-13,2.7443984333422673e-07,4.3065957291764654e-08,5.299891346864946e-07,1.07901608504846e-05
1.9644852771835735e-06,0.873287490057689,4.30473303035428e-06,2.090906515967115e-06,2.2568103984472698e-06,4.970721287191727e-07,0.0,0.0,3.351717653549721e-07,6.109018222599625e-11,8.277085566038879e-06,1.4199225178369135e-11,4.534918308502409e-09,3.666344485833484e-21,4.566659898835656e-16,6.354004950748815e-14,1.4163632861925963e-16,1.528873726085484e-05,1.2984299777956782e-15,1.1365066329797614e-10,2.5133708732542188e-15,1.5222754444041036e-20,2.2135007507220196e-15,1.0438051467769102e-19,1.3692241693044156e-14,2.2656547535060375e-19,1.0990994135958618e-22,7.798015273737719e-21,5.796651362946417e-33,5.964295630715257e-28,2.091614087766018e-13,2.3396853482730046e-27,5.1852938292804167e-23,4.885541139570233e-25,3.76,0.0,0.463232466945319,0.9981323453673345,1.280469892350828e-06,9.10580937970838e-22,0.31298866864691016,0.23916677859835123,0.0601935488796854,3.3892028094562016e-05,0.0018153270325518623,0.006761653500257137,1.3819222153876143e-07,1.1279756983965677e-08,3.058230506988679e-14,5.626602342930889e-05,2.4464452075741265e-09,3.822632105680712e-09,3.4932965047582946e-07,3.325249108345757e-09,2.9024661588473403e-11,1.921926951962453e-15,6.150293539946875e-09,1.1056602943388918e-11,1.1889659728128818e-16,1.0389681228426916e-15,1.8009395404283613e-09,3.177643542888426e-10,8.236562533071272e-10,2.586339221261513e-11,1.5386888813886492e-05,1.1875117562913973e-06,1.5927245800745171e-06,2.9519819355865352e-06,1.3821741960347923e-13,2.877610085501738e-07,4.489378058544772e-08,5.531324859866591e-07,1.1399047207288783e-05
2.003546802978718e-06,0.874020002375767,4.465700216981349e-06,2.1585021704773054e-06,2.3395443143968466e-06,5.33540049375017e-07,0.0,0.0,3.5365630249242396e-07,6.636981635797814e-11,8.780184163803382e-06,1.5465793831158922e-11,4.748119159048528e-09,4.204421261594404e-21,5.042233493039169e-16,7.022448752949197e-14,1.5685162392860694e-16,1.5852810310187513e-05,1.4637754317936787e-15,1.2174063380927325e-10,2.885530105012519e-15,1.7541798083156063e-20,2.447873305305509e-15,1.1961329286607434e-19,1.4718899753833464e-14,2.648063266218443e-19,1.315755993213037e-22,9.110762917506682e-21,7.355912786914379e-33,7.25367212838884e-28,2.2571381835380178e-13,2.72594726014767e-27,6.002345636744105e-23,5.761057981573329e-25,3.76,0.0,0.4585816993116626,0.9981303491146084,1.380515333661732e-06,1.066602094887592e-21,0.31788890766940686,0.24258557817584503,0.06117413633895977,3.361606454797302e-05,0.0018153233299360383,0.007010643061145648,1.434067208635744e-07,1.1299065472939448e-08,3.099351837543477e-14,5.8145429658890145e-05,2.6428907205794632e-09,4.126767439560873e-09,3.604743405349298e-07,3.591864095711493e-09,2.9565139754802826e-11,2.0745384714977986e-15,6.638282915851047e-09,1.193405458054868e-11,1.2833752321328587e-16,1.1214677115942836e-15,1.9839273355456117e-09,3.429838179621389e-10,8.886510802491284e-10,2.6262712807585098e-11,1.5956824363073505e-05,1.2777987725916166e-06,1.6867523946415876e-06,3.1620730120004584e-06,1.462561948057513e-13,3.013843343520341e-07,4.6756642855948947e-08,5.768613466799137e-07,1.203058707008203e-05
2.0426083287738623e-06,0.8747460872159079,4.628507513151264e-06,2.2261450398257074e-06,2.4225945403211555e-06,5.718627853019502e-07,0.0,0.0,3.7277017396007756e-07,7.19848345189456e-11,9.30302350222258e-06,1.6820226964661534e-11,4.967292883652343e-09,4.806516418704094e-21,5.555274780861435e-16,7.745294880938814e-14,1.7338267527696313e-16,1.642535257808706e-05,1.6457229875565802e-15,1.3023541365776892e-10,3.304922256347966e-15,2.0164190188742863e-20,2.7014587742305468e-15,1.366894374335092e-19,1.5796450024504763e-14,3.08515691114441e-19,1.5697880875874277e-22,1.0611708310250743e-20,9.293759302944329e-33,8.785679909328314e-28,2.431778016845891e-13,3.1672768168689984e-27,6.933070380705877e-23,6.773412240195821e-25,3.76,0.0,0.45397761172307327,0.9981283186618901,1.485747415411696e-06,1.2456942762182563e-21,0.32274613630591503,0.2459610899096925,0.062147617060970634,3.3342772557947574e-05,0.0018153195659611505,0.007263283070517376,1.4870000618820256e-07,1.1318012994027673e-08,3.13987436032421e-14,6.004242591519575e-05,2.8502244331119835e-09,4.447592477189359e-09,3.716958376295877e-07,3.87323015385006e-09,3.0103916560209204e-11,2.2354527396086086e-15,7.152970819101216e-09,1.2859522734012583e-11,1.3829207111880215e-16,1.2084556384130078e-15,2.1808854119952787e-09,3.6958345537085466e-10,9.571809554152893e-10,2.6658508833181992e-11,1.6535456827554443e-05,1.3725249665697007e-06,1.7834464388399543e-06,3.38163829994561e-06,1.5451374186837737e-13,3.1530302702551273e-07,4.865368399607042e-08,6.011402656421023e-07,1.2685134726426822e-05
2.0816698545690067e-06,0.8754658083868121,4.793049656479998e-06,2.2937862610326006e-06,2.505881849804496e-06,6.12087778507528e-07,0.0,0.0,3.925184395714169e-07,7.794828178830914e-11,9.845924087135412e-06,1.8266896002761058e-11,5.192501784257435e-09,5.47833790156537e-21,6.107694023563592e-16,8.525578681909938e-14,1.9131563791707625e-16,1.7006283595599708e-05,1.8454575364732793e-15,1.3914613381516942e-10,3.776553540325355e-15,2.312316600636635e-20,2.9753388768542284e-15,1.5578494080143506e-19,1.6925871242386208e-14,3.5833348953519475e-19,1.8667171582174436e-22,1.2323123375579992e-20,1.1692219161589191e-32,1.0599129684851647e-27,2.615791302687902e-13,3.670307053950174e-27,7.991357369442598e-23,7.940957131493342e-25,3.76,0.0,0.4494197356037946,0.9981262541969245,1.596273915864712e-06,1.450736203248804e-21,0.3275607815219959,0.24929375774004217,0.06311405741932224,3.307212539730868e-05,0.0018153157409577557,0.007519531562760853,1.540711750407493e-07,1.1336603328584945e-08,3.179805889571934e-14,6.195646984919788e-05,3.068771763592692e-09,4.785599740201845e-09,3.8299043717237805e-07,4.16978694595702e-09,3.064087978220728e-11,2.4049075637570924e-15,7.695142120678408e-09,1.3834419320543766e-11,1.4877495193698353e-16,1.3000604582542877e-15,2.3925259507537644e-09,3.97603853655357e-10,1.0293490432453021e-09,2.7050824240918567e-11,1.7122710142832247e-05,1.4717632707012984e-06,1.882748380835708e-06,3.610810940004829e-06,1.6298463514050878e-13,3.29509911125875e-07,5.0584004342497586e-08,6.259342021818921e-07,1.3363030916649907e-05
2.120731380364151e-06,0.8761792290443203,4.959220733409109e-06,2.361378822756319e-06,2.5893292776856856e-06,6.542618011127215e-07,0.0,0.0,4.1290572906351924e-07,8.427329298612613e-11,1.0409198757930233e-05,1.981029170199813e-11,5.423806411106292e-09,6.225904526909697e-21,6.701431981421266e-16,9.366411791559514e-14,2.1074036889773206e-16,1.759552386249363e-05,2.0642076344770098e-15,1.4848391335337693e-10,4.305854456650631e-15,2.645488794901197e-20,3.270623008164399e-15,1.7708780145929826e-19,1.8108096419255394e-14,4.1495739380225163e-19,2.2127397559614804e-22,1.4269344682412128e-20,1.4648931869281746e-32,1.2737912114331793e-27,2.8094326766343453e-13,4.242322068504526e-27,9.1925632571748e-23,9.284107534205285e-25,3.76,0.0,0.4449076070864019,0.9981241559103108,1.7121983223841853e-06,1.6848992468042376e-21,0.33233326591812457,0.25258402123220647,0.0640735231253784,3.2804096608702754e-05,0.0018153118552617646,0.007779346923686117,1.59519332471581e-07,1.1354840221853276e-08,3.219154122995008e-14,6.388702844015226e-05,3.2988581116835214e-09,5.141281600981661e-09,3.943545098316645e-07,4.481974074467839e-09,3.117591636137858e-11,2.5831402750239584e-15,8.265581398267133e-09,1.486015573477812e-11,1.598008471341109e-16,1.3964104685692819e-15,2.619578277426424e-09,4.2708558500029685e-10,1.1052584567190428e-09,2.7439702308290838e-11,1.7718509226746205e-05,1.5755820079966944e-06,1.9845960954891157e-06,3.849716038992751e-06,1.716631454166659e-13,3.439974489530438e-07,5.254666665004845e-08,6.51208633004119e-07,1.4064602453000382e-05
2.1597929061592955e-06,0.8768864116982641,5.126914360405907e-06,2.4288775478727566e-06,2.6728622262646383e-06,6.984309016020562e-07,0.0,0.0,4.339362418162407e-07,9.097307763132784e-11,1.099315246284739e-05,2.1455022634504478e-11,5.661265489909285e-09,7.055546773917935e-21,7.338457399964431e-16,1.0270979712852555e-13,2.3175047543314773e-16,1.8192994833157894e-05,2.3032445622217623e-15,1.5825985369342165e-10,4.898706167532695e-15,3.01986368943436e-20,3.5884473840533975e-15,2.0079845811655328e-19,1.9344011356854032e-14,4.791463769894946e-19,2.6147917208037985e-22,1.6476908341845732e-20,1.8279697845462953e-32,1.5251504703338606e-27,3.0129533932306247e-13,4.891305480977042e-27,1.0553640091116881e-22,1.0825525945275151e-24,3.76,0.0,0.4404407669643465,0.9981220239955799,1.8336197484598033e-06,1.9516701669647426e-21,0.3370640077752656,0.2558323156193248,0.06502607923502587,3.2538660001856464e-05,0.0018153079092145775,0.008042687888957104,1.6504359102084146e-07,1.1372727383295441e-08,3.257926643891418e-14,6.583357784445296e-05,3.540808701740185e-09,5.515130049341613e-09,4.057845000981362e-07,4.810230870219574e-09,3.1708912782118564e-11,2.770387618922614e-15,8.865072566232443e-09,1.593814218338482e-11,1.7138440194942812e-16,1.4976336502820239e-15,2.86278865061041e-09,4.5806918749236223e-10,1.1850122091619692e-09,2.7825185651294942e-11,1.8322779965400133e-05,1.6840448556040205e-06,2.0889239473221175e-06,4.098470677795904e-06,1.8054326512173375e-13,3.5875776047741015e-07,5.454069812751054e-08,6.769296379501696e-07,1.4790161894256357e-05
2.19885443195444e-06,0.8775874182192348,5.296023861412815e-06,2.4962390692288095e-06,2.7564085509121146e-06,7.446403532845434e-07,0.0,0.0,4.55613747256256e-07,9.806090483920186e-11,1.1598082053319695e-05,2.3205813473538263e-11,5.904935855995401e-09,7.973906423228765e-21,8.020764446528111e-16,1.1242539276041999e-13,2.544433582956629e-16,1.8798618902785543e-05,2.5638812632347635e-15,1.6848503306429644e-10,5.5614678127728575e-15,3.43970109339702e-20,3.929974142896233e-15,2.271302163338077e-19,2.063445330621302e-14,5.517243589135657e-19,3.08061647524092e-22,1.8974689399406236e-20,2.272137238706734e-32,1.8195511027383177e-27,3.226601038577821e-13,5.62599113372042e-27,1.2093271450581783e-22,1.2590320731274367e-24,3.76,0.0,0.4360187606449814,0.9981198586492591,1.9606328668345705e-06,2.254875008707832e-21,0.34175342109996903,0.2590390718445929,0.06597179015533897,3.2275789650861706e-05,0.0018153039031632034,0.008309513542489351,1.706430706851832e-07,1.1390268486924747e-08,3.296130923223914e-14,6.779560324699444e-05,3.794948431790341e-09,5.907636467511593e-09,4.1727692489007916e-07,5.154996189093715e-09,3.2239755420662633e-11,2.966885650760916e-15,9.494398518796199e-09,1.7069787042976697e-11,1.8354021892228267e-16,1.6038576112248837e-15,3.1229200415442713e-09,4.905951466608022e-10,1.2687131677747135e-09,2.8207316236655317e-11,1.8935449199299567e-05,1.797210823863103e-06,2.19566307012418e-06,4.35718393578619e-06,1.8961873306321898e-13,3.7378264363395414e-07,5.656509252563595e-08,7.030639677224061e-07,1.5540007271819364e-05
2.2379159577495843e-06,0.8782823098452854,5.46644244104713e-06,2.5634217998211344e-06,2.839898626620788e-06,7.929346050302558e-07,0.0,0.0,4.77941585929177e-07,1.0555008819285852e-10,1.2224276097177542e-05,2.5067503089013268e-11,6.154872395235282e-09,8.987935023418144e-21,8.750370104459929e-16,1.2284415988889735e-13,2.789202500621385e-16,1.9412319393832603e-05,2.8474711659496433e-15,1.7917050116973703e-10,6.301004757790542e-15,3.90961315653411e-20,4.296390406655052e-15,2.5630966648394167e-19,2.1980209770797993e-14,6.335839434312914e-19,3.6188374909748747e-22,2.1794045635966844e-20,2.8135139833861416e-32,2.1632232647457344e-27,3.450619257480442e-13,6.455916026943549e-27,1.383201687876989e-22,1.460625711525768e-24,3.76,0.0,0.43164113810306454,0.9981176600709246,2.093327857857812e-06,2.5987041689895313e-21,0.3464019156689914,0.26220471660306366,0.06691071965115081,3.2015459891488245e-05,0.001815299837460348,0.008579783314814767,1.763168988837532e-07,1.1407467171631324e-08,3.3337743216491575e-14,6.977259871500487e-05,4.0616017278948015e-09,6.3192914132165235e-09,4.2882837219565384e-07,5.516708215946483e-09,3.276833086254526e-11,3.1728696354041716e-15,1.0154340786069908e-08,1.8256496241153958e-11,1.9628285169152546e-16,1.7152095319532537e-15,3.4007519055669487e-09,5.247038776829975e-10,1.3564640088419971e-09,2.8586135393770862e-11,1.9556444709689613e-05,1.9151342498154684e-06,2.3047416419294246e-06,4.6259569303309795e-06,1.9888305864799993e-13,3.890635949015565e-07,5.861881226775571e-08,7.295790964498559e-07,1.631442186354121e-05
2.2769774835447287e-06,0.8789711471885538,5.638063353086361e-06,2.6303858985206798e-06,2.923265397028463e-06,8.433572343375852e-07,0.0,0.0,5.009226712209269e-07,1.1345397062269814e-10,1.2872014710458925e-05,2.7045042460820568e-11,6.411127991532377e-09,1.0104891168203303e-20,9.529311531954466e-16,1.3400001285936198e-13,3.0528624806519706e-16,2.0034020542744882e-05,3.1554068958355842e-15,1.9032727406060966e-10,7.124717766263366e-15,4.43458573009531e-20,4.688907304686334e-15,2.8857709193581426e-19,2.3382017452666042e-14,7.25690243239754e-19,4.239034994870903e-22,2.4968965680466974e-20,3.4710206263871763e-32,2.5631273945376175e-27,3.6852474954497907e-13,7.391475485180573e-27,1.579246478564008e-22,1.690398132710499e-24,3.76,0.0,0.4273074538347332,0.9981154284632444,2.231790372173677e-06,2.9877386482777712e-21,0.3510098970734432,0.2653296723830227,0.06784293085153521,3.175764531852393e-05,0.0018152957124644932,0.008853456981415108,1.8206421042347113e-07,1.1424327041504936e-08,3.3708640915020875e-14,7.176406705431517e-05,4.341092403750152e-09,6.750584410629536e-09,4.4043549975054644e-07,5.895804275633458e-09,3.329452619164488e-11,3.3885739512954183e-15,1.0845679202601179e-08,1.9499672660064142e-11,2.0962679905826438e-16,1.831816113861639e-15,3.6970799458933417e-09,5.604357082373377e-10,1.448367174575993e-09,2.8961683826388346e-11,2.0185695205085235e-05,2.03786480417352e-06,2.4160851542815247e-06,4.9048828700218155e-06,2.0832954547696566e-13,4.0459183008429504e-07,6.070079061343444e-08,7.564432615988061e-07,1.7113674011768626e-05
2.316039009339873e-06,0.879653990241816,5.810780063811352e-06,2.697093232337451e-06,3.0064444074216403e-06,8.959509027763537e-07,0.0,0.0,5.245594917077022e-07,1.2178590932707886e-10,1.3541569407488294e-05,2.914349241808796e-11,6.673753480681698e-09,1.133233657732894e-20,1.0359643392265207e-15,1.4592749685507217e-13,3.3365034192160674e-16,2.066364748694483e-05,3.4891188840910307e-15,2.0196632921031064e-10,8.040573087056283e-15,5.020000465378212e-20,5.108758963395731e-15,3.2418686639959794e-19,2.4840561340124805e-14,8.290847877120896e-19,4.951826966460268e-22,2.853622132766213e-20,4.266795152583228e-32,3.027017997804056e-27,3.9307207557573204e-13,8.443980539899025e-27,1.7999393974626177e-22,1.9517258332024645e-24,3.76,0.0,0.42301726681194585,0.9981131640320081,2.37610150684812e-06,3.426977496962516e-21,0.35557776676247066,0.26841435750694426,0.06876848625620464,3.150232078314203e-05,0.0018152915285399467,0.009130494661025869,1.8788414746363666e-07,1.1440851666154445e-08,3.407407378736666e-14,7.376951966802728e-05,4.6337435253933716e-09,7.202003748988803e-09,4.520950337494445e-07,6.292720650937957e-09,3.3818229252928306e-11,3.61423199859277e-15,1.1569191588096943e-08,2.0800715561872187e-11,2.235864993032992e-16,1.9538035295253417e-15,4.012715870197526e-09,5.978308619859767e-10,1.5445248315500911e-09,2.9334001624013674e-11,2.0823130307986627e-05,2.165447510758315e-06,2.529616674874392e-06,5.194047120340842e-06,2.1795131424600565e-13,4.2035830521379374e-07,6.280993384581887e-08,7.836254933947982e-07,1.7938016982335338e-05
2.3551005351350175e-06,0.8803308983849681,5.984486409817644e-06,2.763507336097371e-06,3.089373823192053e-06,9.507573138421165e-07,0.0,0.0,5.488541141123224e-07,1.3055926076637144e-10,1.423320296882045e-05,3.136802121279108e-11,6.942797610397847e-09,1.2678130982477058e-20,1.1243435162088382e-15,1.5866175862930264e-13,3.6412543553172203e-16,2.1301126252070913e-05,3.850073879554645e-15,2.1409860079036573e-10,9.057133443224683e-15,5.671657644285568e-20,5.5572014648132705e-15,3.634078394252548e-19,2.6356473934859314e-14,9.448895090811506e-19,5.768954465366686e-22,3.2535523945087755e-20,5.226658391863114e-32,3.5635107315261854e-27,4.187269371659118e-13,9.625717506215338e-27,2.0479943919207687e-22,2.2483223537119496e-24,3.76,0.0,0.41877014043738675,0.9981108669861463,2.526337794039938e-06,3.921866464469666e-21,0.3601059220864723,0.27145918617203085,0.06968744774182696,3.124946139029545e-05,0.001815287286056875,0.009410856813912087,1.9377585947990017e-07,1.145704458102393e-08,3.4434112248240683e-14,7.578847641754486e-05,4.939877280873148e-09,7.674036288673292e-09,4.6380376758988716e-07,6.70789240721877e-09,3.4339328890942506e-11,3.8500761112889304e-15,1.2325653439997913e-08,2.2161020035554793e-11,2.3817632475089146e-16,2.0812973751948323e-15,4.348487140475606e-09,6.369294426706311e-10,1.6450388306804914e-09,2.970312827306409e-11,2.146868054177221e-05,2.297922777430749e-06,2.6452571028212462e-06,5.493527280582621e-06,2.2774132489627714e-13,4.3635373749487367e-07,6.494512347367383e-08,8.110956356136259e-07,1.8787688861464038e-05
2.394162060930162e-06,0.8810019303914374,6.159076749947794e-06,2.8295933702850743e-06,3.171994435170939e-06,1.0078171732474434e-06,0.0,0.0,5.738081868434377e-07,1.3978736576145572e-10,1.4947169326588703e-05,3.3723901936330775e-11,7.218307006315064e-09,1.4150425823857583e-20,1.2182768424910018e-15,1.7223851648216766e-13,3.968283634657714e-16,2.1946383739462027e-05,4.239773370608515e-15,2.267349751431622e-10,1.0183589909060149e-14,6.395799734824907e-20,6.035511777067482e-15,4.065237091023027e-19,2.7930334615990542e-14,1.074310802084348e-18,6.703371312131679e-22,3.700968484504399e-20,6.380634333967303e-32,4.182152767850656e-27,4.45511879384683e-13,1.0950009723968763e-26,2.3263793888097117e-22,2.584264885953439e-24,3.76,0.0,0.41456564249982764,0.9981085375377409,2.682571201331945e-06,4.478327856278095e-21,0.36459475633985694,0.27446456849034323,0.07059987656826563,3.099904249613761e-05,0.001815282985391321,0.009694504240117637,1.9973850322763096e-07,1.147290928770557e-08,3.478882568609503e-14,7.782046548593022e-05,5.259814854756778e-09,8.167167274539025e-09,4.755585606471301e-07,7.141753223598718e-09,3.485771516601809e-11,4.096337473183144e-15,1.3115837637588582e-08,2.3581976464451233e-11,2.534105765708457e-16,2.2144226253726596e-15,4.7052367166409e-09,6.777714188050906e-10,1.7500106687143145e-09,3.0069102667775016e-11,2.212227731776308e-05,2.435326437563724e-06,2.762925415956596e-06,5.803393270945922e-06,2.3769239796993625e-13,4.525686262197397e-07,6.710521843942035e-08,8.388243593201667e-07,1.9662912487762236e-05
2.4332235867253063e-06,0.8816671444345213,6.334446111043293e-06,2.895318077696041e-06,3.254249653207417e-06,1.0671701516667735e-06,0.0,0.0,5.994229440928443e-07,1.4948353472655365e-10,1.568371346675189e-05,3.621650978784261e-11,7.500326143762185e-09,1.575765676810271e-20,1.3179734155939854e-15,1.866940295627491e-13,4.318799016746251e-16,2.2599347713880236e-05,4.659751923923887e-15,2.3988628644847864e-10,1.1429794659350785e-14,7.199135663011682e-20,6.544986659668669e-15,4.538333810676421e-19,2.9562669137995585e-14,1.2186436519894044e-18,7.769338129974486e-22,4.200477948937048e-20,7.763530123605e-32,4.8934964045637954e-27,4.734489393108534e-13,1.2431281425663598e-26,2.6383350989026605e-22,2.9640223521414075e-24,3.76,0.0,0.4104033451299414,0.9981061759020251,2.844869142855417e-06,5.102791601346742e-21,0.36904465880334564,0.27743091052852337,0.07150583338474607,3.075103970546965e-05,0.0018152786269251986,0.009981398077689444,2.057712427047154e-07,1.1488449254249331e-08,3.513828248128656e-14,7.986502324355114e-05,5.593876307344662e-09,8.681880156321808e-09,4.873563370787568e-07,7.59473523051965e-09,3.5373279550037e-11,4.353246037579922e-15,1.3940514157333736e-08,2.5064970014014435e-11,2.693034798111273e-16,2.3533035894049835e-15,5.083822794286898e-09,7.203966089484546e-10,1.8595414511837972e-09,3.0431963120863994e-11,2.278385292245245e-05,2.5776898011310212e-06,2.882538909709682e-06,6.123707428800989e-06,2.477972351390894e-13,4.6899327357914034e-07,6.928905732483303e-08,8.667831708835107e-07,2.056389541670811e-05
2.4722851125204507e-06,0.8823265980936633,6.51049032726225e-06,2.9606497394403557e-06,3.336085489291362e-06,1.1288548499426044e-06,0.0,0.0,6.256992104650752e-07,1.5966103306511105e-10,1.6443071347700353e-05,3.8851319203114664e-11,7.788897325114437e-09,1.7508535065940176e-20,1.423643000508635e-15,2.02065066575333e-13,4.694047724842988e-16,2.325994679146463e-05,5.1115754469354325e-15,2.5356331258025226e-10,1.2806294573254772e-14,8.088865791177753e-20,7.086941546457777e-15,5.056513129883998e-19,3.125394925894223e-14,1.3792758257374991e-18,8.982520738585394e-22,4.7570315387020124e-20,9.415580819636782e-32,5.7091758737654655e-27,5.025596278111683e-13,1.4085123686080938e-26,2.987394717012534e-22,3.392484991675059e-24,3.76,0.0,0.40628282475656596,0.9981037822973725,3.0132945003632026e-06,5.802227529711801e-21,0.373456014785824,0.2803586143471151,0.07240537823595136,3.050542886921368e-05,0.0018152742110462744,0.010271499800878043,2.118732491138161e-07,1.1503667915469459e-08,3.5482550023847637e-14,8.192169411598087e-05,5.942380458466598e-09,9.218656415915894e-09,4.99194084657842e-07,8.06726885349242e-09,3.588591510349366e-11,4.621030450592232e-15,1.4800449799138278e-08,2.6611380139216734e-11,2.8586917865345195e-16,2.498063870021601e-15,5.485118537037777e-09,7.648446675434109e-10,1.9737318567869133e-09,3.079174737396061e-11,2.3453340504894572e-05,2.7250397145210985e-06,3.004013427204897e-06,6.454524613221644e-06,2.5804843888570666e-13,4.856178053028096e-07,7.149546054647832e-08,8.949444153744362e-07,2.1490829915223325e-05
2.511346638315595e-06,0.8829803483606542,6.687106172755929e-06,3.025558130748697e-06,3.417450531450203e-06,1.192908766752291e-06,0.0,0.0,6.526374061125694e-07,1.7033306675619507e-10,1.7225469834654026e-05,4.163390085305638e-11,8.084060662522294e-09,1.9412037775303882e-20,1.535495758434045e-15,2.1838887396661897e-13,5.095316438548017e-16,2.3928110427910016e-05,5.5968393809265555e-15,2.6777677114984155e-10,1.432436567346949e-14,9.072707591264823e-20,7.662709409005872e-15,5.623078437489764e-19,3.3004592495115867e-14,1.5576921207792292e-18,1.0360092874442276e-21,5.3759403537122023e-20,1.1383164250308836e-31,6.641987285674989e-27,5.328649128160588e-13,1.5928362400736183e-26,3.377404518522696e-22,3.874995487343545e-24,3.76,0.0,0.4022036620634096,0.9981013569452798,3.1879056534336077e-06,6.584178857249994e-21,0.37782920566574735,0.28324807803948837,0.07329857056805016,3.0262186081911845e-05,0.001815269738148131,0.010564771218315849,2.1804370082412297e-07,1.1518568673247949e-08,3.582169473087424e-14,8.399003045411511e-05,6.305644775736837e-09,9.777975401342558e-09,5.110688536335498e-07,8.559782662874254e-09,3.6395516635448665e-11,4.899917977930563e-15,1.569640792323441e-08,2.822258011107796e-11,3.031217318845092e-16,2.6488263237603555e-15,5.910011803890849e-09,8.111550713042497e-10,2.092682103155722e-09,3.114849260781032e-11,2.413067406424789e-05,2.8773986282199866e-06,3.1272635803478406e-06,6.795892316949208e-06,2.68438531319005e-13,5.024321910658103e-07,7.372323253344919e-08,9.232812762574703e-07,2.244389298411369e-05
2.5504081641107395e-06,0.8836284516457719,6.864191487543065e-06,3.090014476948571e-06,3.4982959095747567e-06,1.259368268726697e-06,0.0,0.0,6.802375523490486e-07,1.8151276815756325e-10,1.8031126649265684e-05,4.456991852068589e-11,8.385854065815355e-09,2.1477396880156105e-20,1.6537419765837812e-15,2.3570314366874686e-13,5.523931229049317e-16,2.460376890686389e-05,6.117166831566252e-15,2.825373157318768e-10,1.5996048379737e-14,1.015892200030735e-19,8.273639603169025e-15,6.24149506635588e-19,3.481496199779599e-14,1.7554786660401784e-18,1.192084319526925e-21,6.062893326345658e-20,1.3719591540889717e-31,7.70597162966493e-27,5.643852040731422e-13,1.7979128232840994e-26,3.8125453495978925e-22,4.4173816610620584e-24,3.76,0.0,0.39816544194619663,0.9980989000703381,3.3687565180173962e-06,7.456796871847024e-21,0.3821646089321048,0.2860996957703695,0.07418546923465905,3.0021287679251005e-05,0.0018152652086301125,0.010861174471174444,2.2428178333262484e-07,1.1533154896834914e-08,3.615578206353958e-14,8.606959240646926e-05,6.6839852671479735e-09,1.036031416722725e-08,5.229777556181185e-07,9.07270322951044e-09,3.690198084784047e-11,5.190134435063101e-15,1.6629148197407878e-08,2.989993656179691e-11,3.2107510857572423e-16,2.805713023213908e-15,6.3594048719397325e-09,8.593671061396951e-10,2.216491913974736e-09,3.150223545225585e-11,2.481578843746759e-05,3.0347846715463482e-06,3.252202961746772e-06,7.14785078502724e-06,2.789599721244914e-13,5.194262646018369e-07,7.597116388044514e-08,9.517677721242083e-07,2.342324640632483e-05
