Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51)
1.158492611979603e-06,1.0035394368072175,0.0007682583600704763,0.00024741582161243083,0.0003064771921087543,0.004793200023936107,0.0,0.0,0.0003154699666056881,1.7979009254766003e-06,0.0005973443836798284,9.433227340227792e-07,0.00021577018201881119,1.1371742263821333e-12,8.041919578511701e-10,1.2364237449193693e-07,9.767131868453215e-05,3.705164776743507e-05,2.801512182323759e-10,2.2841440568107112e-07,1.8548174316259647e-08,1.2489852323918921e-12,1.6056600047702074e-08,1.3906596063800972e-08,4.9032023322797375e-09,6.536077446516007e-11,1.6400609527812574e-12,2.6087359051460785e-09,1.8515317212204849e-09,1.3429734958914544e-10,4.233580234903965e-09,2.1361909065716877e-11,9.979159632536838e-12,4.4696006111547977e-10,3.76,0.0,0.25214721962555847,0.9946032810949025,0.00175129622362683,4.1551385177861126e-05,0.5816054387239866,0.36888691527662815,0.11640864498790321,6.980036360363627e-05,0.003088292135127466,0.046418716772794355,2.8277013931881827e-06,8.375339925159203e-08,5.457303750259899e-14,0.00013462161588718866,4.771374211391921e-08,1.770147411761883e-07,5.69286858241693e-06,8.157749147499507e-08,9.981231942839553e-09,2.6843883967656627e-14,2.9026337115316183e-07,3.4727411464787656e-10,8.72001572460507e-09,1.678866042147391e-08,1.7123105877605309e-15,1.3336548784960007e-14,1.4655510521533596e-08,1.3208666346644495e-10,3.7767113240667e-05,0.00017974968870396798,5.406392850902468e-05,1.5436652793831478e-05,0.0002894741624653968,0.00013187683192519793,0.00475543282564698,2.7432849974433536e-05,3.365283410055463e-06,0.00027245332362034865,0.0011553181517110513,0.0001665025407684227,0.0026140323150749003,8.585866817542949e-06,0.0019497274342621157,2.8548788296331524e-09,5.1139271215975527e-05,0.0001308323105233951,3.41415457065261e-08,7.046244254882995e-12,7.475620184143813e-10,3.2582467992158393e-06,0.0003005688069442177
1.1840214841476518e-06,1.0048769375935571,0.0007809754021854843,0.0002579986467979639,0.0003145989706433702,0.004959048122144391,0.0,0.0,0.0003381720925602314,1.9721082612182596e-06,0.0006501455387070738,1.0327663790123326e-06,0.0002277392170593967,1.23277425583088e-12,8.570224596177377e-10,1.2945642539851479e-07,0.00010177908081947884,3.8675038772606556e-05,3.091207738590051e-10,2.4007602180431685e-07,2.0724952233877536e-08,1.398789949022451e-12,1.6761666456389022e-08,1.5220453101300858e-08,5.235141237557615e-09,7.459419599629065e-11,1.8443565007258603e-12,2.9013897300729977e-09,2.055717419730051e-09,1.4585442657596597e-10,4.534840735749163e-09,2.346879496855851e-11,1.0992744845141227e-11,5.056750077971574e-10,3.76,0.0,0.24573501206178097,0.9944657435101264,0.0018463791244377882,4.373535031103452e-05,0.589462113983907,0.3715303182666941,0.11811249524932028,6.844223940863996e-05,0.0030878651628193786,0.04807415001457505,2.931521371698798e-06,8.342453561479924e-08,5.48837229747787e-14,0.00014081069519872004,5.14460976502761e-08,1.9072973946230002e-07,6.1670491776301235e-06,8.79531098126102e-08,1.0721226336469248e-08,2.8901979385883674e-14,3.127197183045002e-07,3.7414734522154834e-10,9.394843502609368e-09,1.806978814098157e-08,1.843589719870244e-15,1.4359045566416307e-14,1.6208009569699155e-08,1.3382379980695047e-10,3.988711618366979e-05,0.00019050339248257654,5.394860505747597e-05,1.54479031797194e-05,0.0002897615302265966,0.000133623079481624,0.004913620110323936,2.792196147668389e-05,3.4106189816430443e-06,0.0002835707195401736,0.0012078561456814445,0.0001745022183746088,0.00274030178346239,9.151077973903355e-06,0.0020262473423639554,2.8536111437826346e-09,5.629862501999642e-05,0.00014164877308838286,3.573444378485392e-08,7.375671579394345e-12,7.448889128438006e-10,3.3480724337395826e-06,0.0003228379700341837
1.2095503563157008e-06,1.0061915216740156,0.0007936289193777864,0.00026874602456858826,0.00032277322169655564,0.005125342373213282,0.0,0.0,0.0003618692319865228,2.160583623408644e-06,0.0007058425041281811,1.1289242364224189e-06,0.00023990001577719653,1.3351408190606669e-12,9.127721472939872e-10,1.3552682130885498e-07,0.00010594734953093174,4.033016827605513e-05,3.402420035068958e-10,2.5194981219166183e-07,2.3086054254832688e-08,1.562363622127106e-12,1.7496892592478887e-08,1.6622070730003236e-08,5.58620923604303e-09,8.48196542853168e-11,2.068264693969515e-12,3.2189345469559542e-09,2.2764475705654777e-09,1.5806831996552158e-10,4.8499187531840375e-09,2.5706049733007093e-11,1.2071767602944657e-11,5.700361794942264e-10,3.76,0.0,0.2394807494140352,0.9943233782879715,0.001944071990044435,4.5968089569273755e-05,0.5971747169812558,0.3740235053501368,0.11978940868841705,6.711463631538933e-05,0.0030874232071646888,0.049743000817991656,3.0362350653505906e-06,8.30930674685649e-08,5.5172294752466495e-14,0.0001471867878532288,5.535570892379252e-08,2.0508862945160498e-07,6.672803098115099e-06,9.46311484021711e-08,1.1493819138774039e-08,3.105409315690818e-14,3.362284551127819e-07,4.022802978994956e-10,1.010130721336925e-08,1.94099670589269e-08,1.980865857959111e-15,1.542825226789255e-14,1.7880042576527644e-08,1.3552772562594517e-10,4.212502215699039e-05,0.00020157797851196797,5.380842545913818e-05,1.5450594155238406e-05,0.00028986034543780566,0.00013523491683917614,0.005071875944798679,2.8403351987181713e-05,3.4554367114590464e-06,0.00029478443884052005,0.0012609883404840513,0.0001825936102591004,0.002869634188605829,9.734242474015586e-06,0.002103587413177941,2.8505376583058496e-09,6.183430020226225e-05,0.00015298340279490315,3.7342257273012216e-08,7.708199758436208e-12,7.418933062762973e-10,3.4381044224334927e-06,0.000346064552664859
1.2350792284837497e-06,1.0074837072726783,0.0008062359287005542,0.0002796541571191222,0.00033100480085457453,0.005292015492983976,0.0,0.0,0.00038656108197501944,2.3641342670259436e-06,0.0007644868870480845,1.2321168268206598e-06,0.000252240516921469,1.4446562658515493e-12,9.715466145796722e-10,1.4185664462352147e-07,0.00011017517288910093,4.2016682759629736e-05,3.7361926635425264e-10,2.640280823166314e-07,2.5640786688989238e-08,1.7405606934434949e-12,1.826277385110165e-08,1.8115069766118867e-08,5.957258454373095e-09,9.611027039285284e-11,2.3131694983140456e-12,3.562804280953149e-09,2.5145708250561194e-09,1.709574968586455e-10,5.179196255965676e-09,2.8076419029082794e-11,1.3217805591294382e-11,6.403803689076339e-10,3.76,0.0,0.23338064996872587,0.9941761556316411,0.00204438418268734,4.8248658105079997e-05,0.604746469074405,0.37637048336516676,0.12143985234455282,6.581683753046987e-05,0.0030869661756542308,0.051424646643162944,3.141801811913895e-06,8.275910424933013e-08,5.543942368312577e-14,0.00015375392513591106,5.944477590461193e-08,2.2009916213418526e-07,7.211250604438063e-06,1.0161534475801941e-07,1.2298771085277225e-08,3.3301146043618646e-14,3.608021890598057e-07,4.3168807426149955e-10,1.0839786180749975e-08,2.0809873999531093e-08,2.1241977297924492e-15,1.654462637173658e-14,1.967724208794267e-08,1.3719912872823794e-10,4.44886965079569e-05,0.00021297273000457133,5.364497439070176e-05,1.5445183206479964e-05,0.0002897807693062812,0.00013671495846353265,0.005230136349454592,2.887748197118914e-05,3.4998032300058047e-06,0.0003060895724884266,0.0013146835717698809,0.0001907708916586741,0.0030020302792980787,1.0335078954596196e-05,0.002181720502820613,2.8457644663320377e-09,6.776325329644315e-05,0.00016483657740575336,3.8963784786292414e-08,8.043579440264991e-12,7.385979021468607e-10,3.5283900767663488e-06,0.0003702505829629798
1.2606081006517986e-06,1.008754000740018,0.0008188131149397985,0.00029071940942111126,0.0003392985834829685,0.00545900373546668,0.0,0.0,0.0004122457240245402,2.583582525154804e-06,0.0008261281293062338,1.3426693390847454e-06,0.0002647490384535214,1.561723348666297e-12,1.0334549870773936e-09,1.484491599339215e-07,0.00011446168558183384,4.3734235526031334e-05,4.0936042880525044e-10,2.7630322941787425e-07,2.8398548229862517e-08,1.934262397699051e-12,1.9059839347206046e-08,1.970315585588318e-08,6.349147791235504e-09,1.0854208375111002e-10,2.580528723980593e-12,3.934476711121483e-09,2.7709532464353843e-09,1.8454059565614365e-10,5.523069698913237e-09,3.058252894929107e-11,1.4432385658809955e-11,7.170506333608085e-10,3.76,0.0,0.2274310191161331,0.9940240481540049,0.0021473260053403984,5.057612003047602e-05,0.6121805149385892,0.37857516131739266,0.12306428217726836,6.454814258487516e-05,0.0030864939828214315,0.05311848274357102,3.2481821019008363e-06,8.242275212739557e-08,5.568576023170309e-14,0.0001605160967581301,6.371533948071324e-08,2.357685157922643e-07,7.78347192420393e-06,1.0890916501435671e-07,1.313575961566188e-08,3.5643969686758265e-14,3.864525929906949e-07,4.623846568527794e-10,1.1610631623963147e-08,2.2270134098413506e-08,2.2736383786559596e-15,1.770858108640057e-14,2.1605303150526603e-08,1.3883867088764377e-10,4.69863849845219e-05,0.00022468694583105357,5.345975298771113e-05,1.543210787895567e-05,0.00028953254913645566,0.00013806602198539642,0.0053883419867796906,2.9344817302910926e-05,3.5437844659676684e-06,0.00031748149773731777,0.0013689121967529578,0.00019902852108607912,0.0031374904609601413,1.0953287404623126e-05,0.0022606199177994234,2.83939286300028e-09,7.410270132221653e-05,0.00017720757112398767,4.059788832010402e-08,8.381574410067352e-12,7.350241090557418e-10,3.6189791134742575e-06,0.0003953965052048675
1.2861369728198476e-06,1.0100028967775692,0.0008313768250324319,0.0003019383162414148,0.0003476594606091289,0.005626246663090944,0.0,0.0,0.00043891969190749025,2.8197642024540495e-06,0.0008908136000084166,1.4609114706976125e-06,0.00027741429017224346,1.6867670495233951e-12,1.0986103717327831e-09,1.5530783838380804e-07,0.0001188061071494623,4.5482488383793445e-05,4.4757704289436583e-10,2.8876775762489175e-07,3.1368818302476454e-08,2.1443769071339683e-12,1.9888654030070585e-08,2.1390123431782398e-08,6.762741412935376e-09,1.221940786046971e-10,2.8718782055544385e-12,4.3354740796366035e-09,3.0464782136927225e-09,1.9883646132355105e-10,5.881950622273012e-09,3.322689255603025e-11,1.571698744803258e-11,8.003959621754164e-10,3.76,0.0,0.22162824750922366,0.993867030740617,0.0022529087255078032,5.2949551317452924e-05,0.6194799243867267,0.38064135255749854,0.12466314334551766,6.330786699101272e-05,0.003086006550213103,0.054823921776450575,3.355337554025274e-06,8.208411408795058e-08,5.5911935274425805e-14,0.00016747724185867225,6.8169284174828e-08,2.5210330613258915e-07,8.390503413338257e-06,1.1651580858478923e-07,1.4004382146736378e-08,3.8083308502851765e-14,4.1319042174046805e-07,4.943829290768648e-10,1.241416715707916e-08,2.379132176591976e-08,2.4292352843036718e-15,1.8920486289026627e-14,2.3669975481759963e-08,1.4044699243526204e-10,4.962671307349706e-05,0.00023671994961226814,5.3254183334714396e-05,1.541178659931397e-05,0.00028912503099115603,0.0001392910979106542,0.005546437932462828,2.9805826775589536e-05,3.587445515681287e-06,0.0003289558638600224,0.001423646053985256,0.00020736123373607692,0.0032760148192888085,1.1588550547853901e-05,0.0023402593560473374,2.831519526856355e-09,8.087011232352795e-05,0.00019009459101099432,4.2243491307284724e-08,8.721961189396635e-12,7.311921164366646e-10,3.7099233629675874e-06,0.00042150119911488497
1.3116658449878965e-06,1.0112308787155269,0.0008439430623788173,0.00031330758792040054,0.0003560923347134666,0.005793686933374498,0.0,0.0,0.00046657803959983257,3.0735268884691614e-06,0.0009585886885963728,1.5871772831639022e-06,0.00029022538227639464,1.8202365148613094e-12,1.1671303075200178e-09,1.6243637995747181e-07,0.00012320773995851627,4.726111315305325e-05,4.883845282138668e-10,3.0141429146100197e-07,3.456114576345727e-08,2.371839529357287e-12,2.0749820592016777e-08,2.3179859847222813e-08,7.198907329981001e-09,1.371482132739939e-10,3.1888362599032404e-12,4.767363785871253e-09,3.342046369154912e-09,2.1386418105294915e-10,6.256266214764222e-09,3.601191706102495e-11,1.7073047302456908e-11,8.907709629492286e-10,3.76,0.0,0.21596880925232062,0.9937050804157691,0.002361144595435149,5.536804239426366e-05,0.626647694147034,0.38257277692474717,0.1262368704752558,6.209534191129242e-05,0.0030855038066403555,0.05654039341258393,3.4632308905698107e-06,8.174329001340864e-08,5.611856095261946e-14,0.00017464124053945406,7.280834107398354e-08,2.691095971579821e-07,9.033333999254367e-06,1.2443821318251283e-07,1.49041595625648e-08,4.061982165235472e-14,4.4102552996021995e-07,5.27694696526064e-10,1.325068932465546e-08,2.5373961713704936e-08,2.5910304883307898e-15,2.0180669502749207e-14,2.5877055489351942e-08,1.4202472013345936e-10,5.24186844459079e-05,0.0002490710977742113,5.302961266172017e-05,1.538461945414498e-05,0.00028856717266354973,0.00014039332203228573,0.00570437345764605,3.026097980295827e-05,3.6308505207039288e-06,0.00034050857791872064,0.0014788584195583657,0.00021576403405289445,0.003417603144388891,1.2240535180907432e-05,0.002420612854391363,2.8222367002117414e-09,8.808319571342606e-05,0.00020349481804447802,4.3899576548589914e-08,9.064528609076964e-12,7.271209649268464e-10,3.8012764913499685e-06,0.000448562003112274
1.3371947171559454e-06,1.0124384187480615,0.0008565274810488505,0.00032482411497251554,0.0003646021154282007,0.005961270100411446,0.0,0.0,0.0004952144089033422,3.345728200839894e-06,0.0010294968977133702,1.7218050727095391e-06,0.00030317183043812276,1.9626070979483067e-12,1.2391372161972737e-09,1.698387337807304e-07,0.00012766596693933766,4.906979300636493e-05,5.319023563188749e-10,3.142355877991994e-07,3.798513796736723e-08,2.61761296090178e-12,2.1643981182212258e-08,2.5076349670237882e-08,7.65851604060539e-09,1.5348945244330416e-10,3.53310843076862e-12,5.231759165012204e-09,3.6585756076678826e-09,2.2964311975169254e-10,6.646459839404382e-09,3.893991124064433e-11,1.8501962331642324e-11,9.885355667230674e-10,3.76,0.0,0.21044926011942072,0.9935381762139961,0.002472046868893205,5.783070046508157e-05,0.6336867495994093,0.38437306285684997,0.1277858879163076,6.090991382503876e-05,0.003084985686700686,0.05826734394638142,3.571825912715035e-06,8.140037677270838e-08,5.6306230995121084e-14,0.00018201190590352495,7.763409094770336e-08,2.8679291268014487e-07,9.712901903662393e-06,1.3267906016050388e-07,1.5834539740628706e-08,4.3254085183701656e-14,4.6996689097835266e-07,5.623307095513076e-10,1.4120468168501538e-08,2.7018530033473218e-08,2.759060731239027e-15,2.1489416962773622e-14,2.8232378165407762e-08,1.4357245677204644e-10,5.5371678537681895e-05,0.0002617397866329739,5.278731730217075e-05,1.535098894019926e-05,0.0002878675567286257,0.00014137595027118288,0.005862101821379397,3.07107442488109e-05,3.6740625503983672e-06,0.00035213579061341567,0.0015345239603233795,0.00022423218761903434,0.0035622549550019655,1.2908893466928139e-05,0.0025016547418271924,2.811632369644039e-09,9.575989241981577e-05,0.00021740445205215987,4.556518402712843e-08,9.409077358805134e-12,7.228286123277444e-10,3.8930937306198875e-06,0.0004765747411193761
1.3627235893239943e-06,1.0136259781849628,0.0008691453797907188,0.0003364849715406793,0.0003731937151034868,0.0061289444306914225,0.0,0.0,0.0005248210964547414,3.637233965783113e-06,0.001103579935267976,1.8651372567959835e-06,0.0003162435577055951,2.1143825024471984e-12,1.3147588514623136e-09,1.7751911645960853e-07,0.000132180249094435,5.0908223646751666e-05,5.782542369505819e-10,3.272245463448711e-07,4.165045021609139e-08,2.8826876000832305e-12,2.2571818932396977e-08,2.708367912797521e-08,8.142439242758685e-09,1.713058027194939e-10,3.9064925209393095e-12,5.7303203535742965e-09,3.997001106962882e-09,2.461929550487901e-10,7.0529915229230336e-09,4.2013092553578146e-11,2.0005094565598637e-11,1.0940547526181923e-09,3.76,0.0,0.20506623580293176,0.9933662990545205,0.002585629814506494,6.0336651559097115e-05,0.6405999464704987,0.38604574946546333,0.12931060998871025,5.975094420068521e-05,0.0030844521305732047,0.06000423590685364,3.681087475872562e-06,8.10554682981473e-08,5.647552137216261e-14,0.0001895929765994535,8.264796753139946e-08,3.051582483902177e-07,1.0430091650273515e-05,1.4124078013129258e-07,1.6794901221952335e-08,4.598659416828673e-14,5.000226165633513e-07,5.983006869140126e-10,1.5023747821626665e-08,2.872545532084255e-08,2.9333575885348897e-15,2.2846974676804865e-14,3.07418088745278e-08,1.4509078359409436e-10,5.8495447255072836e-05,0.00027472545851886255,5.2528506429897125e-05,1.531126068008514e-05,0.0002870344035393019,0.00014224233585840082,0.006019580073054348,3.115558439666246e-05,3.717143491176965e-06,0.00036383388219340913,0.0015906186845014226,0.00023276121245500875,0.003709969522547575,1.359326418281288e-05,0.002583359598387069,2.799790440247231e-09,0.00010391836481817406,0.00023181876011466808,4.723940864612675e-08,9.755419519402753e-12,7.183319955938364e-10,3.985431618816958e-06,0.0005055337527712776
1.3882524614920433e-06,1.014794007689508,0.0008818116957741485,0.000348287417790101,0.0003818720442121302,0.006296660731937463,0.0,0.0,0.0005553891197583932,3.948916346674181e-06,0.001180877804965627,2.0175202763922817e-06,0.00032943089377221923,2.276097024962477e-12,1.3941287452521595e-09,1.854820285632536e-07,0.00013675012279749785,5.277611433443795e-05,6.275683050964826e-10,3.4037421876431666e-07,4.556677560096549e-08,3.168081921393646e-12,2.3534059296834663e-08,2.9206040683485457e-08,8.651548619313419e-09,1.9068835160620366e-10,4.310883911517993e-12,6.264755240804466e-09,4.35827539674001e-09,2.6353371160601257e-10,7.476338407497574e-09,4.523359442589319e-11,2.1583775139004525e-11,1.2076982917115396e-09,3.76,0.0,0.1998164501926007,0.9931894316194277,0.0027019087257574587,6.288504233127949e-05,0.6473900724890971,0.3875942885776751,0.13081144121928512,5.861780918216932e-05,0.0030839030847188984,0.06175054767029225,3.790981465076731e-06,8.070865566068887e-08,5.6626991197174186e-14,0.00019738810984801044,8.785126094002254e-08,3.2421008437455993e-07,1.1185731353785308e-05,1.5012555880678024e-07,1.7784557033083933e-08,4.8817764828465187e-14,5.31199977407161e-07,6.356133403020254e-10,1.5960747123896977e-08,3.049511983694637e-08,3.113947606179875e-15,2.425354948139863e-14,3.341123506314147e-08,1.4658027246137327e-10,6.180011082941304e-05,0.0002880276069968152,5.225432556024211e-05,1.526578409645132e-05,0.00028607558398883906,0.00014299590863070722,0.006176768864106942,3.159595908048399e-05,3.7601539421875683e-06,0.0003755994484795783,0.0016471198902425347,0.00024134686988217357,0.0038607458946272742,1.4293273919811114e-05,0.0026657022190808323,2.7867909026955164e-09,0.00011257698644377188,0.00024673212771617764,4.892139792684115e-08,1.0103378086150379e-11,7.136470887033264e-10,4.078347751458675e-06,0.0005354319266686101
1.4137813336600922e-06,1.0159429475159474,0.00089454099809526,0.00036022890129593386,0.0003906420065956993,0.00646437219398526,0.0,0.0,0.0005869082819629227,4.281651930450848e-06,0.001261428894737599,2.179304514075237e-06,0.0003427245720103565,2.448317899782227e-12,1.4773866508773276e-09,1.93732269321158e-07,0.00014137519689918758,5.467318877038644e-05,6.7997730807258e-10,3.536778165527431e-07,4.9743835245969675e-08,3.4748429136332155e-12,2.4531471209074612e-08,3.1447737729847e-08,9.186714686424505e-09,2.117313100249155e-10,4.74828117300236e-12,6.836820505517732e-09,4.743368464351855e-09,2.816857945875346e-10,7.916995163779762e-09,4.860347369124801e-11,2.3239308490261018e-11,1.329840510029019e-09,3.76,0.0,0.19469669368469678,0.993007558239112,0.0028208999277201515,6.547504163003576e-05,0.6540598490028657,0.3890220467435779,0.13228877656899107,5.750989927428378e-05,0.0030833385003107673,0.0635057730753318,3.901474770481015e-06,8.036002715748873e-08,5.676118293955663e-14,0.00020540087493760076,9.324512118686685e-08,3.439523979868178e-07,1.1980590287597321e-05,1.5933534301596585e-07,1.8802758445478998e-08,5.174793683244779e-14,5.635054241836953e-07,6.742763995336871e-10,1.6931660254984575e-08,3.232786069824516e-08,3.3008524473474043e-15,2.570931018316712e-14,3.6246557914637666e-08,1.480414736605554e-10,6.529615283416367e-05,0.00030164578121935414,5.196585982454895e-05,1.521489305554848e-05,0.00028499863192747125,0.0001436401562752562,0.006333632268460502,3.203231993807908e-05,3.803153116026793e-06,0.0003874292870446765,0.001704006112520297,0.0002499851550553793,0.0040145829177059365,1.5008538236600301e-05,0.0027486575825086544,2.7727099974460514e-09,0.00012175433147282602,0.00026213811207746865,5.061034966012068e-08,1.045278648430843e-11,7.087889564897869e-10,4.17190054048782e-06,0.0005662607363983524
1.4393102058281411e-06,1.017073227740611,0.0009073474811300872,0.00037230705747536155,0.0003995084945847748,0.006632034240691694,0.0,0.0,0.0006193672351866126,4.636319780932514e-06,0.0013452700626484268,2.3508442278268046e-06,0.0003561157245951022,2.6316477488262944e-12,1.5646789827205596e-09,2.0227494958381066e-07,0.00014605514965366202,5.659918584636216e-05,7.356187918487234e-10,3.671287177153592e-07,5.4191368956981606e-08,3.804046583313871e-12,2.556486806165135e-08,3.381318938591789e-08,9.748805695963126e-09,2.3453205847218375e-10,5.220791974274817e-12,7.448322737115595e-09,5.153267894424853e-09,3.0067002200526044e-10,8.375474364435975e-09,5.212471742564183e-11,2.497297653742484e-11,1.4608600701612315e-09,3.76,0.0,0.1897038315213866,0.9928206647818759,0.0029426207805815737,6.810584184786355e-05,0.6606119325574046,0.39033230721012363,0.13374300165161562,5.642661902994082e-05,0.0030827583327513184,0.06526942104102974,4.012535263001878e-06,8.000966838566278e-08,5.687862291595766e-14,0.000213634747169058,9.883056178867789e-08,3.643886770036674e-07,1.2815376725452903e-05,1.6887184686852527e-07,1.984869875569447e-08,5.4777375548032097e-14,5.969446090641392e-07,7.142966383111029e-10,1.7936657381114385e-08,3.422397108751166e-08,3.494089036161016e-15,2.7214388678382024e-14,3.92536839737266e-08,1.4947491488551296e-10,6.899441438155454e-05,0.0003155795894492417,5.1664137052281015e-05,1.5158906483275547e-05,0.00028381075618962454,0.0001441786073614851,0.006490137611153227,3.246510977137639e-05,3.846198744722565e-06,0.00039932038358474957,0.0017612570686916767,0.00025867228724484693,0.004171479258734595,1.5738662764365478e-05,0.0028322008237292294,2.75762037095729e-09,0.00013146916396342183,0.00027802949710905873,5.230550953955625e-08,1.0803488079663561e-11,7.037718050532538e-10,4.26614898033278e-06,0.000598010279050399
1.46483907799619e-06,1.018185268489462,0.0009202449578216377,0.00038451970910543946,0.0004084763840289603,0.006799604392060341,0.0,0.0,0.0006527535422561351,5.013799467348592e-06,0.0014324367199752084,2.532497500355394e-06,0.00036959587595657546,2.8267271369579976e-12,1.6561592519201232e-09,2.111155030804425e-07,0.00015078972547543225,5.8553860270198264e-05,7.946352859445655e-10,3.807204723272734e-07,5.8919126279567374e-08,4.1567985246470194e-12,2.663510851372808e-08,3.6306935379594154e-08,1.0338686592064102e-08,2.591911968862668e-10,5.730639293229969e-12,8.101119639392147e-09,5.5889790396940546e-09,3.2050765566546924e-10,8.852306818026566e-09,5.579924960684638e-11,2.6786042786073014e-11,1.6011397709213488e-09,3.76,0.0,0.184834802160304,0.9926287385472365,0.003067089679990655,7.077666006766256e-05,0.6670489164384047,0.3915282718612796,0.1351744929442312,5.536738675380558e-05,0.003082162542895549,0.06704101518850329,4.124131770147155e-06,7.965766230973323e-08,5.697982227139853e-14,0.0002220931022344634,1.0460846343977453e-07,3.8552193300558745e-07,1.3690736051981246e-05,1.7873655803431373e-07,2.09215171783507e-08,5.790627421151194e-14,6.31522407592886e-07,7.556799004065869e-10,1.8975885312694674e-08,3.618370148340019e-08,3.693669695600241e-15,2.876888102918055e-14,4.243851676173232e-08,1.508811186339576e-10,7.290608751264215e-05,0.0003298287017811216,5.135013067812445e-05,1.5098128947319666e-05,0.00028251885223922596,0.00014461481603369504,0.006646255304730287,3.289476103953755e-05,3.889346990826653e-06,0.0004112698984959781,0.0018188536029955845,0.0002674046999204635,0.004331433425533421,1.6483244263303592e-05,0.002916307211042399,2.7415912225208837e-09,0.00014174042684628633,0.0002943983495118998,5.4006168802350233e-08,1.115533568891652e-11,6.986090291557521e-10,4.361152423680051e-06,0.0006306693159998018
1.490367950164239e-06,1.0192794801607366,0.0009332468530219914,0.00039686486497972275,0.0004175505292641354,0.006967042135788897,0.0,0.0,0.0006870537367436792,5.414969076222692e-06,0.001522962911186763,2.7246262035804763e-06,0.0003831569347863337,3.034237232850162e-12,1.7519884972994102e-09,2.2025969601585357e-07,0.00015557873153889727,6.053698307478578e-05,8.571744862427429e-10,3.9444680704404937e-07,6.393685796512236e-08,4.534234557019276e-12,2.7743097129225037e-08,3.89336410037352e-08,1.0957218016476818e-08,2.8581259825724695e-10,6.280167930115601e-12,8.797121314911113e-09,6.05152521989113e-09,3.4122043051508013e-10,9.348041862790991e-09,5.962893786486018e-11,2.8679756328957787e-11,1.7510663642295494e-09,3.76,0.0,0.1800866156741864,0.992431768167581,0.0031943260542981852,7.348673901769844e-05,0.6733733321777082,0.3926130631246409,0.1365836179898769,5.433163420669722e-05,0.0030815510954725197,0.06882009346663676,4.2362340520647265e-06,7.930408934768201e-08,5.706527711381345e-14,0.0002307792110118907,1.1057957773736439e-07,4.073547149240987e-07,1.4607249135723977e-05,1.889307441086102e-07,2.2020302623052136e-08,6.11347562727109e-14,6.672429408299958e-07,7.984311261670239e-10,2.0049468169942192e-08,3.8207260902224274e-08,3.899602297521648e-15,3.0372848629853885e-14,4.5806948404514366e-08,1.522605889153119e-10,7.704270779772736e-05,0.00034439285209526024,5.102476247792264e-05,1.5032851214694892e-05,0.0002811295134395442,0.00014495234823924663,0.00680195869299447,3.332169447860704e-05,3.9326523642666714e-06,0.0004232751536786143,0.001876777630268278,0.00027617903069307947,0.004494443785779109,1.7241871630379184e-05,0.0030009521263530876,2.724688448575583e-09,0.0001525872306566404,0.0003112360755543746,5.571166186331209e-08,1.1508191090965401e-11,6.933132565938345e-10,4.4569703657953045e-06,0.0006642253157202749
