Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67)
2.112886101913119e-06,0.7037057089774141,9.741405226756807e-09,1.9301671074196604e-09,6.941343846902857e-09,2.382532515191789e-08,0.0,0.0,2.5975948443230637e-06,4.769243855548158e-09,4.2964103924751334e-08,8.136867595058924e-15,1.2384163351910577e-11,6.63386958899887e-30,3.4508933342748766e-22,1.886608999580293e-22,4.48242318734851e-21,3.9596688261904274e-07,6.146356863282108e-22,1.315329862040225e-14,8.102923563216487e-21,5.1820775206333704e-27,1.0782369299288465e-23,5.428064303204289e-21,1.081942864380344e-16,2.7483716877855795e-26,8.179582298102368e-30,5.368389813542686e-31,9.377569187793994e-42,2.7398307740171166e-38,6.980597608752115e-15,4.352990950706142e-34,6.721231087638649e-27,1.6864253087991168e-31,3.76,0.0,0.717659960953038,0.9993866228305684,1.126792728158105e-08,2.3047998037232916e-26,0.022713036491247392,0.018130045542568814,0.004556098849024681,3.3681565243282723e-06,0.0006095915981212039,1.1153298384871534e-05,2.2668794494721392e-11,8.876565596963854e-11,1.5270625862907409e-15,1.5086481702790928e-06,1.4713330518767368e-14,4.932982953449461e-15,2.2157860929593164e-09,1.4441259264783593e-14,5.776199073223197e-14,1.988764989441404e-20,9.208918298429094e-15,3.625302113364995e-17,1.4084374086563623e-15,6.92577313964769e-15,1.1245179649324857e-21,1.2000703263402136e-20,2.2092779858946674e-14,2.7668194051131916e-13,3.961402114492056e-07,3.2678589382622893e-10,2.693668346897571e-06
2.1639160466582654e-06,0.7037745292404137,1.0013699673086739e-08,1.98974348250422e-09,7.210274527869172e-09,2.5124651830505097e-08,0.0,0.0,2.658068972642067e-06,4.981036229180852e-09,4.611901328362913e-08,8.954636161747247e-15,1.3026018524890693e-11,7.399408782275596e-30,3.7419348383382207e-22,2.0542333718158032e-22,5.004424000907058e-21,4.152025712205602e-07,6.98416277790059e-22,1.4146683924269691e-14,9.398441224297514e-21,6.031159625105904e-27,1.180082233937421e-23,6.034072297006028e-21,1.134728416507912e-16,3.2026228257773524e-26,9.734012106519547e-30,6.30790971861061e-31,1.197074399005056e-41,3.2339537566300307e-38,7.410591291612783e-15,5.176162989071446e-34,7.597133711242682e-27,2.0289756532290036e-31,3.76,0.0,0.7171203032722764,0.9993865046921164,1.204228887515569e-08,2.698102773507854e-26,0.02325317450758281,0.0185605269749299,0.004664611817510604,3.366076222996159e-06,0.0006095915235473658,1.1696051347787307e-05,2.3838649222581e-11,8.89094799933546e-11,1.5631745852043614e-15,1.5808218134297777e-06,1.6385868723859757e-14,5.480416500678323e-15,2.3232713101385886e-09,1.607601032453525e-14,5.916111772638381e-14,2.2146567037025566e-20,1.0215145174167481e-14,4.021616533729543e-17,1.5624236411805891e-15,7.68155358713307e-15,1.2522412863867533e-21,1.3363767363736075e-20,2.5234684360440433e-14,2.832448504169018e-13,4.153887309419705e-07,3.572172578092867e-10,2.7592296440073465e-06
2.214945991403412e-06,0.7038432994561218,1.0286225400586219e-08,2.049446734551955e-09,7.480684938290207e-09,2.645882976195374e-08,0.0,0.0,2.718438836902015e-06,5.196470946023994e-09,4.9423011247539455e-08,9.832676804791134e-15,1.3684167706208813e-11,8.231409946565872e-30,4.049803133915238e-22,2.2322604917656034e-22,5.5728527348995425e-21,4.348886144637258e-07,7.908104436360124e-22,1.5188456225524024e-14,1.0862076203853934e-20,6.993197771375757e-27,1.2889496369230779e-23,6.69172646910978e-21,1.1887487700733907e-16,3.7187891040256784e-26,1.1538646682822585e-29,7.384116747585498e-31,1.5193745689158515e-41,3.8019928962746266e-38,7.85686968113347e-15,6.130499605450898e-34,8.561664000192175e-27,2.430373074514676e-31,3.76,0.0,0.7165810513255371,0.9993863853071171,1.2845481983822764e-08,3.1468248372782004e-26,0.023792919676566604,0.018990659816005732,0.004773053506870714,3.3639974611993216e-06,0.000609591448215521,1.2251573342728578e-05,2.5037782638080007e-11,8.905318704895997e-11,1.5992502646543395e-15,1.6546060440201548e-06,1.8199149892808636e-14,6.07279340945607e-15,2.4332610623949527e-09,1.78477099281148e-14,6.056040377438557e-14,2.459530510053122e-20,1.1302554488883691e-14,4.449920486887035e-17,1.7288406270385601e-15,8.498217484159708e-15,1.3906971099803832e-21,1.4841370314711662e-20,2.8728378180803546e-14,2.8980216717297857e-13,4.35088221535681e-07,3.89541152314906e-10,2.8248218217640456e-06
2.2659759361485585e-06,0.7039120196627249,1.0558980615713365e-08,2.109275684176136e-09,7.752497344242988e-09,2.7827837490096688e-08,0.0,0.0,2.778704598796777e-06,5.415492363582166e-09,5.2879384076061034e-08,1.0773894697427072e-14,1.4358611820152562e-11,9.133878468877395e-30,4.375062715572736e-22,2.4210884930785185e-22,6.190637593193668e-21,4.5502461375340077e-07,8.92420796843515e-22,1.6279724884085343e-14,1.2510807757652246e-20,8.079893823359903e-27,1.4051639619502183e-23,7.404136101794784e-21,1.2440024760078752e-16,4.3036098353431e-26,1.362652801041042e-29,8.613132023764542e-31,1.9179507728950584e-41,4.452854055504914e-38,8.319691288934883e-15,7.233215116244527e-34,9.621321293096218e-27,2.8989809788240435e-31,3.76,0.0,0.7160422048076328,0.9993862646766891,1.3677614557039814e-08,3.6572138039281826e-26,0.024332272297949212,0.019420444327721924,0.004881423970058041,3.3619202377778274e-06,0.0006095913721263495,1.2819855776130661e-05,2.62661750519614e-11,8.919677722415882e-11,1.6352896648276426e-15,1.7299958210987602e-06,2.0160985230843876e-14,6.712544202638668e-15,2.5457525564330244e-09,1.9763920607094775e-14,6.195985039018389e-14,2.7244369016226e-20,1.247544946660554e-14,4.911910406742404e-17,1.908347651598857e-15,9.378986117057392e-15,1.5404793680034525e-21,1.6439850734926335e-20,3.2602995942249056e-14,2.963538969940247e-13,4.552382989490983e-07,4.2381716978211856e-10,2.8904449954106705e-06
2.317005880893705e-06,0.7039806898983804,1.0831963946693314e-08,2.1692294012477364e-09,8.025640906876241e-09,2.923165335493357e-08,0.0,0.0,2.8388664197760646e-06,5.638045454855122e-09,5.6491407777647e-08,1.1781264536212722e-14,1.5049351771601364e-11,1.0110964926310075e-29,4.718285396830069e-22,2.621123471198949e-22,6.860820746694525e-21,4.756101709314525e-07,1.0038723698050116e-21,1.74215963856728e-14,1.4362861833309448e-20,9.303831932925333e-27,1.5290589163175844e-23,8.174523752645603e-21,1.3004880953181633e-16,4.964382650688563e-26,1.6034116565611523e-29,1.001256764892716e-30,2.408502135733968e-41,5.196271427991081e-38,8.799313335892695e-15,8.503326545438178e-34,1.0782907579754783e-26,3.4441164540422384e-31,3.76,0.0,0.7155037634136147,0.9993861428019511,1.4538786111280897e-08,4.236055268224183e-26,0.02487123267124452,0.019849880771809925,0.0049897232599856855,3.3598445515726607e-06,0.0006095912952805306,1.3400890057591342e-05,2.7523806782107537e-11,8.934025060659164e-11,1.6712928258563508e-15,1.8069861159143246e-06,2.2279398768878303e-14,7.402163694240789e-15,2.660743002173525e-09,2.183240956357349e-14,6.335945912461056e-14,3.010454743450058e-20,1.3738244350750947e-14,5.40932651385434e-17,2.1016210189410397e-15,1.0327163676721282e-14,1.7021980332532913e-21,1.8165718434428468e-20,3.6889259889292815e-14,3.0290004608594076e-13,4.758385793278917e-07,4.6010491292467934e-10,2.9560992712404336e-06
2.3680358256388516e-06,0.7040493102012149,1.1105174371531985e-08,2.2293071627258424e-09,8.300051028787495e-09,3.067025554356656e-08,0.0,0.0,2.8989244610489873e-06,5.8640758019450124e-09,6.026234813441965e-08,1.2857830602354626e-14,1.5756388446356605e-11,1.116696740876158e-29,5.080050327361923e-22,2.8327795860619923e-22,7.586560226334932e-21,4.966448882761523e-07,1.1258126877414598e-21,1.8615174346716893e-14,1.6437769499474406e-20,1.067852111501516e-26,1.660977202709424e-23,9.006226773650777e-21,1.3582041990631456e-16,5.708996005575175e-26,1.8801548664358874e-29,1.1601630052937321e-30,3.0095004961599386e-41,6.042863209674269e-38,9.295991756669446e-15,9.961797267286663e-34,1.2053533700999418e-26,4.076133671683896e-31,3.76,0.0,0.7149657268387714,0.9993860196840199,1.542908847406516e-08,4.890705347663758e-26,0.02540980109573007,0.02027896940980723,0.005097951429526867,3.357770401425725e-06,0.0006095912176787433,1.3994667599875355e-05,2.8810658153563322e-11,8.948360728383527e-11,1.7072597878177418e-15,1.8855719118883102e-06,2.456262691143148e-14,8.144210843452546e-15,2.7782296127516e-09,2.4061148214157256e-14,6.475923156097131e-14,3.318691198255272e-20,1.5095464140250065e-14,5.943952711372137e-17,2.309354011410804e-15,1.1346137060616291e-14,1.8764790770670718e-21,2.0025653966827028e-20,4.1619521933328885e-14,3.094406206460543e-13,4.968886792440488e-07,4.984639950889518e-10,3.0217847474518174e-06
2.419065770383998e-06,0.7041178806093245,1.1378611159052095e-08,2.289508417731184e-09,8.57566875750452e-09,3.214362213217819e-08,0.0,0.0,2.9588788835870433e-06,6.093529589729409e-09,6.419546072690909e-08,1.4006706821818592e-14,1.6479722711431945e-11,1.2306333855303402e-29,5.460944007855682e-22,3.056479163780684e-22,8.371131807367682e-21,5.181283685015741e-07,1.2589118378123142e-21,1.9861559519266353e-14,1.8756426599786038e-20,1.2218438752265025e-26,1.801270629443853e-23,9.902698810124983e-21,1.4171493683293977e-16,6.545962819615893e-26,2.1972906040343527e-29,1.340122837449238e-30,3.74260343206212e-41,7.004189679943475e-38,9.809981204222859e-15,1.1631688690035429e-33,1.3440625506815456e-26,4.8065124875720565e-31,3.76,0.0,0.7144280947786277,0.9993858953240106,1.634860645686033e-08,5.629124632491221e-26,0.025947977870447274,0.020707710503057447,0.005206108531514947,3.355697786179833e-06,0.000609591139321665,1.4601179818918793e-05,3.0126709498530676e-11,8.962684734340267e-11,1.7431905907343896e-15,1.9657482045875122e-06,2.701911797472414e-14,8.941308606136933e-15,2.898209604514854e-09,2.6458311724835692e-14,6.615916931114024e-14,3.650281650951875e-20,1.6551744322075712e-14,6.517616479552913e-17,2.5322568486230548e-15,1.2439375672158386e-14,2.0639644266432735e-21,2.2026508173811248e-20,4.682780557476584e-14,3.1597562686314176e-13,5.183882156952881e-07,5.389540409741055e-10,3.0875015149131713e-06
2.4700957151291447e-06,0.704186401160776,1.1652273820205458e-08,2.34983275858211e-09,8.852440242507091e-09,3.365173112091738e-08,0.0,0.0,3.0187298481266677e-06,6.326353599599349e-09,6.82939909587368e-08,1.52310768242296e-14,1.7219355415335372e-11,1.353366442735068e-29,5.861560304758424e-22,3.2926527972649894e-22,9.217930884889914e-21,5.400602147569945e-07,1.4038625342506289e-21,2.1161849795888435e-14,2.1341154623850456e-20,1.3939075023863965e-26,1.9503002199081577e-23,1.086751127961202e-20,1.4773221942149133e-16,7.48445526313139e-26,2.559649789083272e-29,1.543408802608123e-30,4.633117992823353e-41,8.092813744658928e-38,1.034153505430103e-14,1.353832024941847e-33,1.4951929973245746e-26,5.647952441290436e-31,3.76,0.0,0.7138908669289443,0.9993857697230377,1.7297418463122083e-08,6.459913365948006e-26,0.026485763294201624,0.02113610431271047,0.005314194618743456,3.3536267046787015e-06,0.000609591060209973,1.5220418133833513e-05,3.1471941156397376e-11,8.9769970872743e-11,1.7790852745742545e-15,2.047510001696718e-06,2.9657531716412626e-14,9.796143784194567e-15,3.0206801970211245e-09,2.9032278538130394e-14,6.755927401216264e-14,4.006389632102121e-20,1.8111830600749787e-14,7.132188769083516e-17,2.771056646000136e-15,1.3610431217888954e-14,2.2653119217649033e-21,2.417530172328496e-20,5.2549847700930376e-14,3.225050709174437e-13,5.403368061044705e-07,5.816346876010745e-10,3.1532496578468883e-06
2.521125659874291e-06,0.7042548718936056,1.192616206768889e-08,2.4102798967377184e-09,9.130316241936697e-09,3.519456046302038e-08,0.0,0.0,3.0784775151714184e-06,6.56249520326168e-09,7.256117408124338e-08,1.653419400056258e-14,1.797528738833679e-11,1.4853713893505312e-29,6.282500466613747e-22,3.541739446113462e-22,1.0130474340743958e-20,5.624400306262929e-07,1.5613801796953074e-21,2.25171402145626e-14,2.4215762787584927e-20,1.5856978253544655e-26,2.1084363212911703e-23,1.1904354830924122e-20,1.538721277816351e-16,8.534340704700973e-26,2.972515563151484e-29,1.772486959899007e-30,5.710520105606984e-41,9.322363994669128e-38,1.0890905409932175e-14,1.5709437982849486e-33,1.659552127852356e-26,6.61447235782097e-31,3.76,0.0,0.7133540429857169,0.9993856428822148,1.8275597037406535e-08,7.392347871765399e-26,0.027023157665562875,0.021564151099722657,0.0054222097439661394,3.351557155766957e-06,0.000609590980344344,1.5852373966911552e-05,3.2846333473783947e-11,8.991297795924176e-11,1.8149438792507833e-15,2.1308523229914295e-06,3.2486738858188535e-14,1.071146687311815e-14,3.145638613036039e-09,3.1791629893668226e-14,6.895954732332606e-14,4.388206740479629e-20,1.978057862529933e-14,7.789583893394314e-17,3.0264973729179916e-15,1.4862937502789567e-14,2.4811952710184726e-21,2.6479224642119142e-20,5.882314025828357e-14,3.2902895898067756e-13,5.627340683190132e-07,6.265655854328762e-10,3.219029254441972e-06
2.6231855493645843e-06,0.7043916640553942,1.2474615001773767e-08,2.5315418987852066e-09,9.689205323860716e-09,3.8384291916744485e-08,0.0,0.0,3.1976635976365506e-06,7.0445235937933536e-09,8.161438938948661e-08,1.939003258034917e-14,1.9536052372941785e-11,1.7791775940624207e-29,7.187794400666564e-22,4.0804500585007376e-22,1.2167480470407772e-20,6.085419877114728e-07,1.917091707728891e-21,2.539708738635653e-14,3.093767906003777e-20,2.035635044623921e-26,2.4535567133593604e-23,1.4209502495475837e-20,1.6651926725195023e-16,1.1011463058670313e-25,3.973349190877134e-29,2.3189283413026725e-30,8.568449916215368e-41,1.2264487426759833e-37,1.2044097713239814e-14,2.096932483028171e-33,2.031353321185832e-26,8.986077711218958e-31,3.76,0.0,0.7122816056037807,0.9993853854854654,2.0320317575126157e-08,9.602870656907223e-26,0.028096774444207724,0.022419204648682835,0.005638027319210197,3.3474226510946183e-06,0.0006095908183539767,1.715440389265269e-05,3.568252150986849e-11,9.019864315293663e-11,1.8865530104955645e-15,2.302258677529842e-06,3.8754068129141085e-14,1.2734896304784197e-14,3.4030078226770394e-09,3.790182224797606e-14,7.176060651266886e-14,5.2338746034669015e-20,2.3464030572729812e-14,9.24071605990655e-17,3.590361508502569e-15,1.762724675979014e-14,2.9593434436548027e-21,3.1582062644607314e-20,7.318246855678654e-14,3.420600917782755e-13,6.088730816731243e-07,7.234168116746359e-10,3.3506830942916794e-06
2.715039449905848e-06,0.7045146070022822,1.2968994334722236e-08,2.6410965760067153e-09,1.0195568378403658e-08,4.1373572473309126e-08,0.0,0.0,3.3045793998876876e-06,7.489179219888402e-09,9.037132510025079e-08,2.2263670947204275e-14,2.0996492323214323e-11,2.0804080178347797e-29,8.078250028644053e-22,4.614030574070772e-22,1.4263466016359575e-20,6.51561837198186e-07,2.287854468428077e-21,2.8188067474530012e-14,3.825037289098468e-20,2.5269772451991546e-26,2.799219362729011e-23,1.6569997922161747e-20,1.7831968996308468e-16,1.373640015079743e-25,5.110207760857969e-29,2.928089409684921e-30,1.2182884698370593e-40,1.5555283953194113e-37,1.3145406432708084e-14,2.694225271147937e-33,2.4200076922802824e-26,1.1719809999085043e-30,3.76,0.0,0.7113177902751264,0.9993851495992466,2.226162402281199e-08,1.2048234120079371e-25,0.02906169513623651,0.023187568639271072,0.005832020975281771,3.3437068267728712e-06,0.0006095906699909521,1.8369638751638106e-05,3.833462318394934e-11,9.045534446808675e-11,1.9508782371759677e-15,2.4618800743056417e-06,4.514047113653288e-14,1.4791743034776032e-14,3.643120672119723e-09,4.412523239463411e-14,7.428215344925392e-14,6.095426915741293e-20,2.720171364579588e-14,1.0713277470157645e-16,4.162558287370687e-15,2.0431814545880462e-14,3.4464713982031795e-21,3.678074039946454e-20,8.840465962162114e-14,3.53769171547334e-13,6.519288261833121e-07,8.188775068524209e-10,3.469279800714339e-06
2.8032830105114833e-06,0.7046325661793083,1.3444631968791002e-08,2.7467190990453078e-09,1.0684837762262529e-08,4.435098576268808e-08,0.0,0.0,3.406979969920311e-06,7.925738623464079e-09,9.934543192706977e-08,2.5315053856993538e-14,2.2449277551695845e-11,2.4057042732045255e-29,9.004803562738463e-22,5.172806679191051e-22,1.6534306078176454e-20,6.942519916571995e-07,2.6937918038337457e-21,3.1053018309375315e-14,4.6576981847510195e-20,3.0882964340973486e-26,3.164889889882099e-23,1.9116529266056995e-20,1.9002848775841538e-16,1.6871364740946894e-25,6.455933208040167e-29,3.6374826875255526e-30,1.6896777643269558e-40,1.939753957843507e-37,1.426141525558076e-14,3.401366903777595e-33,2.8469750557665474e-26,1.4999292692016239e-30,3.76,0.0,0.7103930860339496,0.9993849192173896,2.4217090280889976e-08,1.4875505929395726e-25,0.0299875004388177,0.023924676758887306,0.006018173891556786,3.340141713694414e-06,0.0006095905251685765,1.9575790866095616e-05,4.0971180362678126e-11,9.07016020235306e-11,2.0125656297627302e-15,2.6199783753176686e-06,5.199629534449028e-14,1.6995111615324412e-14,3.881347027275113e-09,5.0803397661084386e-14,7.67051297910452e-14,7.020123207263132e-20,3.1199497148700133e-14,1.2288371861964836e-16,4.7746020191249264e-15,2.343113635079781e-14,3.969300096061554e-21,4.2360426279039437e-20,1.0533600970941794e-13,3.6500115868401744e-13,6.946558149918574e-07,9.183227955948282e-10,3.5833119460012587e-06
2.8915265711171185e-06,0.7047503771237535,1.3920947855412608e-08,2.85270862858949e-09,1.1176705964079464e-08,4.743179377743955e-08,0.0,0.0,3.5090747655276755e-06,8.371233509570896e-09,1.088862832754358e-07,2.8670609626979097e-14,2.3950817510939495e-11,2.769204868164525e-29,1.0004420526223416e-21,5.779407200547961e-22,1.9079789901497982e-20,7.382740052338978e-07,3.152966152993189e-21,3.410360631783426e-14,5.635918992776934e-20,3.749755475673274e-26,3.565735212150843e-23,2.1959636879842565e-20,2.021013167443714e-16,2.0591783525225007e-25,8.096249620835859e-29,4.4892916933821485e-30,2.319887071737572e-40,2.4020918918782397e-37,1.543552985516939e-14,4.2637840650771706e-33,3.331813099120368e-26,1.9048428028263015e-30,3.76,0.0,0.7094695836789875,0.9993846851496445,2.626144668332374e-08,1.8246280343288705e-25,0.030912142186509017,0.024660752254836014,0.006204115636663762,3.3365811610376385e-06,0.0006095903781048496,2.0819805031632046e-05,4.369455369711981e-11,9.09475130805001e-11,2.074145909830749e-15,2.782706582354082e-06,5.961135336322951e-14,1.943773973042885e-14,4.12695875248628e-09,5.821836606373242e-14,7.912864391857254e-14,8.047023230694762e-20,3.562509334529814e-14,1.403208114428544e-16,5.4521709715605596e-15,2.675099994969429e-14,4.549914037726852e-21,4.855680905496711e-20,1.2478644815073943e-13,3.762166515708129e-13,7.387170404338227e-07,1.025662914036803e-09,3.6974393287222594e-06
2.9797701317227537e-06,0.7048680400310805,1.4397944554306985e-08,2.9590660288207077e-09,1.167104049026258e-08,5.061588366220614e-08,0.0,0.0,3.6108646074244686e-06,8.825414739157818e-09,1.1901019866157647e-07,3.23500189187267e-14,2.5501115783605662e-11,3.1740436990548506e-29,1.1080514345238138e-21,6.436461417377047e-22,2.19233984069112e-20,7.836258456953129e-07,3.670012022359254e-21,3.734537830035964e-14,6.779291718093319e-20,4.525115041964131e-26,4.0040704126702844e-23,2.5123526833159382e-20,2.1453749415401503e-16,2.4984360940329903e-25,1.0083140375973676e-28,5.506694600700108e-30,3.1550703333519916e-40,2.9552553736163515e-37,1.6669002715428756e-14,5.3093812341540855e-33,3.880141243329748e-26,2.4015545426293233e-30,3.76,0.0,0.7085472816477076,0.999384447401718,2.8394901840575402e-08,2.2243571369912453e-25,0.0318356219136273,0.025395796468644496,0.00638984648177308,3.33302516286449e-06,0.0006095902288032391,2.2101637023600523e-05,4.650464185754308e-11,9.119307808825857e-11,2.135619281563582e-15,2.9500394313015e-06,6.804003679609722e-14,2.2136421490403404e-14,4.379941617100728e-09,6.642269881327995e-14,8.15527049785186e-14,9.183419947147557e-20,4.050804767783782e-14,1.5956054162994768e-16,6.1997923624285076e-15,3.041350875756941e-14,5.1924365140607245e-21,5.541389385358116e-20,1.4702902511914142e-13,3.8741568177637607e-13,7.841105436251259e-07,1.141207063593732e-09,3.8116621862053806e-06
3.068013692328389e-06,0.7049855550964839,1.4875624981790183e-08,3.0657923672143436e-09,1.2167724779805939e-08,5.3903143201696186e-08,0.0,0.0,3.7123503143392657e-06,9.288037965075408e-09,1.2973340883602505e-07,3.637359045362326e-14,2.7100175802436713e-11,3.62351309641129e-29,1.2236565856169513e-21,7.146681441408127e-22,2.508984984657592e-20,8.303054846454863e-07,4.249770396672148e-21,4.0783855934390405e-14,8.10930318750231e-20,5.429495926663317e-26,4.482302637016146e-23,2.8633583888209274e-20,2.273363460757001e-16,3.0145511895035737e-25,1.2475653059420949e-28,6.71583917218506e-30,4.252801681291927e-40,3.6135488334930938e-37,1.7963075305935293e-14,6.570040714411969e-33,4.497920125005162e-26,3.0071760059081927e-30,3.76,0.0,0.707626178379633,0.9993842059793052,3.0617639755056085e-08,2.6960014725023824e-25,0.032757941152398384,0.026129810740120808,0.006575366697701819,3.3294737132448026e-06,0.0006095900772672054,2.3421242646146694e-05,4.940134357995097e-11,9.143829749549927e-11,2.1969859486649134e-15,3.121951763927999e-06,7.733858238532681e-14,2.51085074928911e-14,4.640281418892043e-09,7.54707292239261e-14,8.397732219138349e-14,1.0436850683818431e-19,4.58788655059441e-14,1.8072318360616684e-16,7.0221405600206745e-15,3.4441482931277556e-14,5.901128972094554e-21,6.297716026578122e-20,1.723558792815052e-13,3.985982807943527e-13,8.308343694299243e-07,1.2652646430751939e-09,3.9259807319068935e-06
3.156257252934024e-06,0.7051029225148933,1.5353992310975544e-08,3.172888858428377e-09,1.2666655567184559e-08,5.7293460890537397e-08,0.0,0.0,3.8135327030244324e-06,9.758863546118634e-09,1.4107205615549076e-07,4.076226170646167e-14,2.8748000851429347e-11,4.1210676928665035e-29,1.3476123556234643e-21,7.912863657713693e-22,2.860512733191486e-20,8.783108975163662e-07,4.8972891344094006e-21,4.4424535849009295e-14,9.649450100286845e-20,6.479463707361323e-26,5.0029326533668156e-23,3.251639095654313e-20,2.404972074374495e-16,3.6182119695252614e-25,1.5340585257264773e-28,8.146129623050278e-30,5.684436405773589e-40,4.3930119617646866e-37,1.9318978149121805e-14,8.082051305566844e-33,5.191460368345628e-26,3.741363615688601e-30,3.76,0.0,0.7067062723163361,0.9993839608880906,3.2929822731594295e-08,3.249865053852399e-25,0.033679101432960254,0.026862796407355914,0.0067606765549142285,3.3259268062562646e-06,0.000609589923500203,2.4778577732273594e-05,5.2384557666204924e-11,9.168317175034542e-11,2.2582461143599568e-15,3.2984185274709724e-06,8.75650641318251e-14,2.8371902345442454e-14,4.907963984005873e-09,8.541855485267189e-14,8.640250484244284e-14,1.1815095881342973e-19,5.176900772580941e-14,2.0393278048394406e-16,7.924036411566501e-15,3.885845608975801e-14,6.680390306823431e-21,7.129355478875411e-20,2.010788609657633e-13,4.097644800436001e-13,8.788865664517101e-07,1.3981452523343152e-09,4.040395158472636e-06
3.2445008135396594e-06,0.7052201424809713,1.5833049906774134e-08,3.280356829442275e-09,1.3167740752199794e-08,6.07867259756239e-08,0.0,0.0,3.91441258826428e-06,1.023765646267484e-08,1.5304219495320717e-07,4.553759956453224e-14,3.0444594066785674e-11,4.6703283525226854e-29,1.4802803892310803e-21,8.73789014880038e-22,3.249650613923741e-20,9.276400635587309e-07,5.61782327153043e-21,4.827288969943205e-14,1.142535724710922e-19,7.693115831092786e-26,5.568556397159611e-23,3.679974804393681e-20,2.5401942200661966e-16,4.32123306471173e-25,1.8753213705025164e-28,9.830533917419863e-30,7.53788175316129e-40,5.311572700668521e-37,2.073793088727587e-14,9.886569152558349e-33,5.96743125546339e-26,4.6266079676875045e-30,3.76,0.0,0.7057875619014329,0.9993837121337477,3.533159374122949e-08,3.89737462594424e-25,0.03459910428336611,0.027594754806725852,0.006945776323522193,3.3223844359844006e-06,0.000609589767505679,2.6173598143906043e-05,5.545418298413711e-11,9.192770130035082e-11,2.3193999813968606e-15,3.4794147742266526e-06,9.877938538593759e-14,3.1945062182229846e-14,5.1829751669047026e-09,9.632402961470196e-14,8.882826227643546e-14,1.3326177839184307e-19,5.821088638369686e-14,2.293171267610581e-16,8.91044657075158e-15,4.3688672030370514e-14,7.534756151889905e-21,8.041148325584506e-20,2.335301516459245e-13,4.209143108684069e-13,9.282651870244352e-07,1.5401586917416554e-09,4.154905640194191e-06
3.3327443741452946e-06,0.7053372151891151,1.6312801276802183e-08,3.3881976942866553e-09,1.3670897640131557e-08,6.438282848484976e-08,0.0,0.0,4.014990782882353e-06,1.0724186233875685e-08,1.6565979190782633e-07,5.07218009537213e-14,3.2189958437876487e-11,5.275086132437902e-29,1.6220291549743369e-21,9.624730105277358e-22,3.679258080594229e-20,9.782909658331433e-07,6.41683524491487e-21,5.2334364241343575e-14,1.346489872870127e-19,9.090170994388888e-26,6.181866493440383e-23,4.1512690712157026e-20,2.67902342380003e-16,5.136638455137079e-25,2.279806489347698e-28,1.1805911725209924e-29,9.920825008631535e-40,6.389208910692437e-37,2.2221142349207485e-14,1.2030112290449476e-32,6.832869303690689e-26,5.688546515804866e-30,3.76,0.0,0.7048700455805795,0.9993834597219391,3.782307839586113e-08,4.651165902611603e-25,0.0355179512295874,0.02832568727289389,0.007130666273285705,3.3188465965225574e-06,0.0006095896092870747,2.7606259771954554e-05,5.861011846770247e-11,9.217188659250042e-11,2.3804477520481104e-15,3.664915661141188e-06,1.1104327092855052e-13,3.584699217988134e-14,5.4653008503121205e-09,1.0824675589271807e-13,9.125460389151915e-14,1.4978359461666723e-19,6.523786029072632e-14,2.5700775102374894e-16,9.986482825428064e-15,4.895708144640382e-14,8.46889817063274e-21,9.038080327032202e-20,2.700628798844555e-13,4.3204780453871604e-13,9.789682872036588e-07,1.6916149582566038e-09,4.26951233504792e-06
