Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056)
1.639036560051439e-05,0.639117122235879,3.76,0.0,0.4912307661307573,0.8796909610211898,0.061758329598985355,0.0,0.00018853766965029324,0.16124433029226518,0.0010973503021328138,0.04737138727622831,6.326609722472573e-11,1.3687816918771156e-11,0.0007191245283649385,0.00011733303283160847,0.05792413502510568,0.05732592854262921,0.0002786400440102198,2.2220051906759257e-05,0.00048540849485304705,2.0398097404991374e-05,0.04788110113376671,0.0012158171572260912,0.007228583283251282,4.570973031180258e-05,0.01849460430915396,0.018653026394590603,8.514077280260608e-07,6.308788641386647e-09,0.004935254419563738,1.0405884541480636e-05,0.007181819406102056,6.616034166906848e-06,2.236821316825342e-06,0.004902694621392083,0.0013031701331663748,4.8244533348975655e-08,1.3541630231824471e-09,1.3221904746260098e-05,2.0214586252649487e-06,3.642885694357449e-05,0.001640548809767138,1.1050289744954185e-09,2.358383189442774e-08,2.131495904930449e-07,6.33478616416075e-08,1.4267103598131222e-10,2.4821504379371007e-05,1.2767088150416092e-10,1.4088731402435533e-06,2.9901432511016768e-05,3.156380506236605e-06,2.112311475545388e-06,0.00022615710772775111,3.693958304311682e-07,7.430945261199879e-08,1.5102558563148234e-09,1.1741927423819709e-05,1.8326811968410505e-10,4.296360281083141e-10,1.1747069869642448e-15,3.171835178498767e-05,0.00011539240284876233,1.5534560145558402e-08,1.6055999911661314e-09,1.512149086581743e-07,7.540695968160826e-14,3.1064842376228496e-07,4.09773783325686e-10,1.7520910974845345e-09
1.6519592683118423e-05,0.6392320725716137,3.76,0.0,0.4895767673858626,0.8787584994573681,0.06227752882780323,0.0,0.00018880071140585898,0.1625312706186573,0.0010950495409533547,0.04728265921808052,6.305542483669819e-11,1.3642194544614315e-11,0.0007203515382751718,0.00011699676985252747,0.05829741191846305,0.05769426379290295,0.0002779654666452906,2.2143149796835744e-05,0.0004852806336997146,2.0334683563856247e-05,0.0483330732392271,0.0012207970770567575,0.007253285471827884,4.5959167011031224e-05,0.018764353832559897,0.018822607969197557,8.487668728239652e-07,6.33536103312686e-09,0.004966698212242795,1.035015590445547e-05,0.007311213263560629,6.59310938919735e-06,2.2669248489330176e-06,0.004925162994886007,0.0013017887851770665,4.8892557935032326e-08,1.3655362526826492e-09,1.3343163218437708e-05,2.043016357896317e-06,3.683222626211212e-05,0.0016733153153351966,1.115881901127323e-09,2.4110660713381863e-08,2.177479216334773e-07,6.470683577225874e-08,1.4545955501859622e-10,2.5482606055807988e-05,1.2868953664794796e-10,1.4344311508044896e-06,3.005540864008011e-05,3.197779733838431e-06,2.1390666612386236e-06,0.00022855461490527606,3.7416968901624816e-07,7.458744873550092e-08,1.5274943433739018e-09,1.193602669311752e-05,1.851372006528941e-10,4.3305834238850263e-10,1.1856889199711483e-15,3.193435216240806e-05,0.00011798299932527394,1.5621101667472693e-08,1.641762940214134e-09,1.53723354516263e-07,7.626762148748135e-14,3.200858875669011e-07,4.095785719393387e-10,1.8198753000898226e-09
1.6648819765722454e-05,0.6393469037696854,3.76,0.0,0.4879286189965711,0.8778280136359876,0.06279548516727201,0.0,0.000189062658573638,0.1638163077289192,0.0010927524163646084,0.04719333274381525,6.284546955284267e-11,1.3596727704816345e-11,0.0007215697794578087,0.00011666194143133514,0.05866885364100811,0.05806148647154193,0.0002772951544090559,2.20668462428342e-05,0.0004851525067809011,2.0271164224935875e-05,0.04878411093705168,0.0012256865958287406,0.0072771094378893545,4.620384280647767e-05,0.019034770439402195,0.018990854938509535,8.461217055013143e-07,6.361210791179179e-09,0.004997741603254834,1.0294872485418347e-05,0.00744143327451572,6.570040567743453e-06,2.2970384569464644e-06,0.004947327291579051,0.0013004103640376697,4.9540788944107084e-08,1.376798464966374e-09,1.3463399708414152e-05,2.0644729259362884e-06,3.7234498862211e-05,0.0017063294118465412,1.1266745551289355e-09,2.4642203382718733e-08,2.223891703327559e-07,6.607824060103277e-08,1.482670792220197e-10,2.6153219247979457e-05,1.2970827384417368e-10,1.46021884420644e-06,3.0206854275673975e-05,3.2394006048028864e-06,2.1659244339261076e-06,0.00023093341670423091,3.789688612662489e-07,7.486425461690966e-08,1.5447630632479163e-09,1.2131240083311212e-05,1.869940364050908e-10,4.364753639002561e-10,1.1965465066872858e-15,3.2148325138877794e-05,0.00012060675934501893,1.57064338045594e-08,1.678390426939548e-09,1.562495562734943e-07,7.712979239209431e-14,3.2970585775277344e-07,4.093880924812454e-10,1.8895580977015497e-09
1.6778046848326485e-05,0.6394616136776182,3.76,0.0,0.48628629305833443,0.8768995033258891,0.06331219868653618,0.0,0.0001893235865505683,0.1650994246904022,0.001090458844262802,0.04710344825197562,6.263622469799231e-11,1.3551414950998596e-11,0.0007227794573013289,0.00011632851970479186,0.05903846493398476,0.058427600691702164,0.0002766290497491216,2.1991131477950363e-05,0.0004850243378297755,2.0207557433562097e-05,0.04923421222506449,0.0012304869627048735,0.007300069303827978,4.6443830506968456e-05,0.019305827434639017,0.019157763570288817,8.434729725973781e-07,6.386350663655075e-09,0.005028388523185121,1.0240027934678474e-05,0.007572469530630101,6.546839846871326e-06,2.3271588254163247e-06,0.004969190300629149,0.0012990348694069092,5.01891552400255e-08,1.387949728945873e-09,1.3582613588917898e-05,2.085827213924137e-06,3.763565095292043e-05,0.0017395875081442774,1.1374064467616212e-09,2.5178398299322974e-08,2.2707292390575117e-07,6.746195081259018e-08,1.5109333500637256e-10,2.683332420217281e-05,1.307270313327294e-10,1.4862350250530592e-06,3.0355803012424584e-05,3.2812422537258482e-06,2.1928836206929226e-06,0.00023329361838308853,3.8379326664880777e-07,7.513992318764602e-08,1.562061074923747e-09,1.232755658168032e-05,1.8883843945110176e-10,4.398871113817262e-10,1.2072807598621194e-15,3.236029534828123e-05,0.0001232637705090308,1.5790573171194516e-08,1.7154836874633078e-09,1.587935623313326e-07,7.799342541554716e-14,3.395095467700363e-07,4.0920227145850406e-10,1.961170158517153e-09
1.6907273930930516e-05,0.6395762001680515,3.76,0.0,0.48464976168954316,0.8759729679824568,0.06382766969541583,0.0,0.00018958356773041927,0.1663806051990216,0.0010881687448124323,0.047013044373822914,6.242768384308657e-11,1.350625488806329e-11,0.0007239807716257043,0.00011599647791725395,0.059406250648731805,0.05879261051819088,0.00027596709873337934,2.1915996011663363e-05,0.0004848963391957651,2.0143880376106238e-05,0.04968337544871784,0.0012351994309112108,0.007322179125730154,4.667920257304169e-05,0.019577498566265717,0.019323330610158222,8.408213851078256e-07,6.410793287690826e-09,0.005058642938971384,1.0185616110890787e-05,0.00770431223088199,6.523518821132302e-06,2.3572827092635705e-06,0.004990754804673313,0.0012976623004791014,5.083758719878515e-08,1.3989901461363312e-09,1.3700804598960934e-05,2.1070781660008376e-06,3.803565964431404e-05,0.0017730860177873628,1.1480771160574473e-09,2.5719184080552406e-08,2.317987682566059e-07,6.885784077977412e-08,1.5393805147634062e-10,2.75228997541192e-05,1.3174574661973687e-10,1.5124784867248533e-06,3.05022884467056e-05,3.323303799625219e-06,2.219943047560604e-06,0.0002356353387209799,3.886428226720275e-07,7.541450529367512e-08,1.5793874414333084e-09,1.2524965306752108e-05,1.9067023061397064e-10,4.432936037564063e-10,1.2178927573210894e-15,3.257028793916067e-05,0.00012595411877101189,1.5873536552412367e-08,1.753043934715965e-09,1.613554058029077e-07,7.885847377997902e-14,3.494981491997058e-07,4.0902103682639965e-10,2.0347421797787475e-09
1.7036501013534548e-05,0.6396906611396853,3.76,0.0,0.4830189970441673,0.8750484067628346,0.06434189873226194,0.0,0.00018984267162269563,0.1676598335611565,0.0010858820422568497,0.04692215804505911,6.221984079386827e-11,1.3461246171743378e-11,0.0007251739168288166,0.00011566579037356835,0.059772215741031795,0.05915651996911594,0.0002753092509042404,2.1841430619314505e-05,0.00048476871234678925,2.008014941659864e-05,0.05013159928367447,0.0012398252560865007,0.00734345288412744,4.6910031059124365e-05,0.019849758022453208,0.019487553261639784,8.38167620005196e-07,6.434551181899186e-09,0.005088508848760296,1.0131631077647708e-05,0.00783695168218238,6.500088557275334e-06,2.387406933023885e-06,0.0050120235787495535,0.0012962926560066966,5.148601669233199e-08,1.4099198490489253e-09,1.3817972825090227e-05,2.1282247838108363e-06,3.843450292021466e-05,0.0018068213600735585,1.1586861317886778e-09,2.6264499589240392e-08,2.3656628805161823e-07,7.026578461187085e-08,1.568009604172785e-10,2.8221923370835454e-05,1.3276435660118525e-10,1.5389480120714081e-06,3.0646344146956664e-05,3.3655843466291424e-06,2.2471015398933947e-06,0.00023795870917145645,3.9351744496520785e-07,7.568804977223986e-08,1.596741230116323e-09,1.2723455507153255e-05,1.9248923885488673e-10,4.4669486011563894e-10,1.2283836371452096e-15,3.277832852014346e-05,0.00012867788841727557,1.595534087586892e-08,1.7910723584257974e-09,1.6393512237372945e-07,7.972489092269404e-14,3.5967284193465266e-07,4.0884431794031833e-10,2.11030488282608e-09
1.716572809613858e-05,0.6398049945184496,3.76,0.0,0.48139397132458867,0.8741258185417757,0.06485488655132997,0.0,0.00019010096497989475,0.16893709467448012,0.0010835986647224531,0.04683082458086445,6.201268957946377e-11,1.3416387506153722e-11,0.0007263590820625527,0.00011533643239051424,0.06013636526519062,0.05951933301760543,0.0002746554591179516,2.1767426332068325e-05,0.0004846416483921632,2.0016380134279336e-05,0.050578882717697164,0.0012443656946028133,0.007363904474702604,4.713638755770672e-05,0.02012258042811599,0.019650429165239142,8.355123217808769e-07,6.4576367397839164e-09,0.0051179902766190725,1.0078067099024564e-05,0.007970378299901087,6.476559617235268e-06,2.417528390010961e-06,0.0050329993891962636,0.001294925934323762,5.213437707048222e-08,1.4207389995784207e-09,1.393411868246059e-05,2.149266124133946e-06,3.883215960728243e-05,0.0018407899610957382,1.1692330903216484e-09,2.6814283959155905e-08,2.413750668837771e-07,7.168565620218197e-08,1.5968179631364736e-10,2.8930371195357803e-05,1.3378279768433793e-10,1.5656423741432732e-06,3.0788003623392673e-05,3.4080829847125467e-06,2.2743579228463712e-06,0.00024026387297300608,3.9841704735907624e-07,7.596060353567034e-08,1.6141215129103853e-09,1.2923016560325649e-05,1.9429530109344356e-10,4.500908996820483e-10,1.2387545927286667e-15,3.298444310306986e-05,0.0001314351620572272,1.6036003183158914e-08,1.8295701248326686e-09,1.6653275814591222e-07,8.059263051062715e-14,3.7003478437846277e-07,4.086720455080184e-10,2.1878890078059943e-09
1.729495517874261e-05,0.6399191982578133,3.76,0.0,0.4797746567902877,0.8732052019228124,0.06536663411393452,0.0,0.00019035851188982478,0.17021237401414507,0.00108131854407731,0.04673907772928811,6.180622444375342e-11,1.3371677641901888e-11,0.000727536451368516,0.00011500838025995938,0.06049870436983206,0.059881053593023446,0.0002740056794228983,2.1693974427542037e-05,0.00048451532845900753,1.9952587351472537e-05,0.051025225037912125,0.0012488220023901416,0.007383547702024712,4.735834315246161e-05,0.020395940842086405,0.019811956383582,8.328561036105479e-07,6.480062222936193e-09,0.005147091268833179,1.0024918635704456e-05,0.008104582608138263,6.4529420752887204e-06,2.4476440416408165e-06,0.0050536849929021166,0.0012935621333625296,5.278260314599795e-08,1.4314477877651265e-09,1.4049242900042941e-05,2.1702012975029236e-06,3.922860936109215e-05,0.001874988254468156,1.1797176151542299e-09,2.7368476611555905e-08,2.4622468742758117e-07,7.311732927295146e-08,1.6258029629783572e-10,2.9648218078891206e-05,1.3480100587752088e-10,1.5925603366793932e-06,3.092730030702199e-05,3.4507987902024617e-06,2.3017110216211297e-06,0.000242550984513777,4.033415419469143e-07,7.623221163214471e-08,1.6315273664702426e-09,1.3123637971519339e-05,1.9608826204089882e-10,4.5348174182520004e-10,1.2490068691233992e-15,3.318865806289168e-05,0.0001342260206302598,1.611554060941908e-08,1.8685383766700323e-09,1.6914836106850182e-07,8.146164644626012e-14,3.8058511858963945e-07,4.0850415155039394e-10,2.2675253098250144e-09
1.742418226134664e-05,0.6400332703401546,3.76,0.0,0.47816102576881503,0.8722865552524469,0.06587714257719669,0.0,0.00019061537389101598,0.17148565761518247,0.001079041615752496,0.04664694973900058,6.160043983509472e-11,1.3327115373877337e-11,0.000728706203833864,0.00011468161120575645,0.06085923829257407,0.06024168558251255,0.000273359870905262,2.162106642179882e-05,0.00048438992416641684,1.9888785167478326e-05,0.05147062581463241,0.0012531954334677646,0.007402396271693739,4.7575968371901314e-05,0.02066981475341192,0.019972133382525455,8.301995487513129e-07,6.501839757188105e-09,0.005175815889246139,9.972180339935988e-06,0.008239555240036231,6.429245539153906e-06,2.4777509165511208e-06,0.005074083136357201,0.0012922012506744217,5.343063117580007e-08,1.442046430348632e-09,1.4163346502725446e-05,2.191029465808469e-06,3.962383263762628e-05,0.0019094126822536697,1.1901393556509152e-09,2.7927017276518817e-08,2.511147315523578e-07,7.45606774034541e-08,1.6549620016719502e-10,3.037543762211804e-05,1.3581891689910727e-10,1.619700654761286e-06,3.106426752341003e-05,3.4937308263888312e-06,2.329159661838098e-06,0.0002448202085239786,4.08290839154357e-07,7.650291731646727e-08,1.6489578724364986e-09,1.332530937250677e-05,1.9786797402349712e-10,4.568674059683693e-10,1.2591417585659813e-15,3.339100008658944e-05,0.00013705054341509076,1.6193970357864842e-08,1.9079782333538315e-09,1.7178197022826044e-07,8.233189288112171e-14,3.913249694701903e-07,4.08340569355996e-10,2.349244554024651e-09
1.7553409343950673e-05,0.6401472087770516,3.76,0.0,0.47655305066619974,0.8713698766340148,0.06638641328308797,0.0,0.00019087161008508256,0.1727569320550249,0.0010767678185686083,0.04655447142582467,6.139533039609374e-11,1.3282699539035866e-11,0.0007298685137421779,0.00011435610334077028,0.06121797235481582,0.06060123283250265,0.00027271799553114717,2.154869405928698e-05,0.0004842655980866707,1.9824986991881062e-05,0.05191508488558538,0.0012574872385387465,0.007420463782954466,4.778933314588698e-05,0.020944178077339667,0.020130959012595803,8.275432119187299e-07,6.522981326006229e-09,0.005204168214758158,9.919847049926634e-06,0.008375286937981943,6.405479170357949e-06,2.5078461097018035e-06,0.005094196554747024,0.0012908432834505888,5.407839884160109e-08,1.4525351693291443e-09,1.427643079537509e-05,2.211749840519015e-06,4.001781066630401e-05,0.0019440596958579617,1.200497986260841e-09,2.8489846012952804e-08,2.5604478050699436e-07,7.601557408793966e-08,1.6842925038015117e-10,3.111200221639991e-05,1.3683646627878337e-10,1.6470620754435033e-06,3.1198938467472646e-05,3.536878144203832e-06,2.3567026698919334e-06,0.00024707171928081044,4.132648478124315e-07,7.67727621298756e-08,1.6664121176191376e-09,1.352802052024485e-05,1.9963429680531436e-10,4.602479116404768e-10,1.2691605960832699e-15,3.359149612347028e-05,0.00013990880802202839,1.627130967502741e-08,1.9478907909931982e-09,1.7443362238830157e-07,8.320332422483794e-14,4.022554449569368e-07,4.0818123343840677e-10,2.4330775106500878e-09
1.7682636426554704e-05,0.6402610116101018,3.76,0.0,0.47495070397594596,0.870455163940143,0.06689444774862184,0.0,0.00019112727723816458,0.17402618443745177,0.0010744970945809503,0.046461672232923475,6.119089095456072e-11,1.3238429014449485e-11,0.0007310235507210737,0.00011403183562813947,0.061574911957027176,0.06095969915006947,0.00027208001799675676,2.1476849304184237e-05,0.0004841425041601444,1.976120557471066e-05,0.052358602341772156,0.001261698663766837,0.007437763722407399,4.7998506768632724e-05,0.02121900715122249,0.020288432492174845,8.24887620537005e-07,6.543498766662044e-09,0.005232152331345088,9.867913784021426e-06,0.008511768553663795,6.381651702989949e-06,2.5379267815063427e-06,0.0051140279711633695,0.0012894882285403675,5.472584523110184e-08,1.4629142706663503e-09,1.4388497348299368e-05,2.232361680826452e-06,4.041052542669049e-05,0.0019789257568205553,1.2107932056126087e-09,2.9056903225623007e-08,2.610144150576943e-07,7.748189277121463e-08,1.7137919204726534e-10,3.185788308186535e-05,1.3785358944929666e-10,1.6746433383184534e-06,3.1331346181737724e-05,3.5802397828960653e-06,2.384338873296764e-06,0.00024930569988739024,4.1826347523304867e-07,7.704178596761466e-08,1.6838891942132744e-09,1.373176129557311e-05,2.0138709741617492e-10,4.6362327844542724e-10,1.2790647555120033e-15,3.3790173340818885e-05,0.00014280089037534344,1.6347575828863067e-08,1.9882771221426435e-09,1.771033688755658e-07,8.407589515599699e-14,4.133776362024712e-07,4.0802607949761873e-10,2.519054950469897e-09
1.7811863509158735e-05,0.6403746769115515,3.76,0.0,0.4733539582869122,0.8695424148240393,0.06740124765696763,0.0,0.00019138242987436845,0.17529340237778965,0.001072229388939863,0.04636858028553449,6.098711651550692e-11,1.3194302715563824e-11,0.0007321714798993522,0.00011370878784741958,0.06193006257444842,0.061317088304168425,0.00027144590558896654,2.1405524334134744e-05,0.000484020788072434,1.9697453033769598e-05,0.052801178514674425,0.001265830949715475,0.007454309458601138,4.82035578698827e-05,0.02149427873042925,0.020444553392177663,8.222332758747466e-07,6.5634037680592986e-09,0.00525977233052738,9.816375734927955e-06,0.008648991048019559,6.357771461021236e-06,2.5679901569792684e-06,0.005133580095907339,0.0012881360824680084,5.5372910819544015e-08,1.4731840231094732e-09,1.4499547983199454e-05,2.2528642917402655e-06,4.080195962262806e-05,0.0020140073375261454,1.2210247354495074e-09,2.9628129680352977e-08,2.6602321558923054e-07,7.89595068774699e-08,1.7434577293368936e-10,3.2613050302974684e-05,1.3887022182812205e-10,1.7024431760572092e-06,3.1461523537148024e-05,3.6238147705829644e-06,2.4120671010299982e-06,0.000251522341616701,4.2328662727336164e-07,7.731002713860536e-08,1.7013882000203481e-09,1.3936521701969794e-05,2.0312624998728338e-10,4.669935260210802e-10,1.2888556459011655e-15,3.398705908396011e-05,0.00014572686473443648,1.6422786089302798e-08,2.029138275870462e-09,1.797912547147084e-07,8.494956063315229e-14,4.246926177495257e-07,4.078750443860086e-10,2.6072076405038634e-09
1.7941090591762766e-05,0.6404882027844969,3.76,0.0,0.47176278629070545,0.8686316267304638,0.06790681484884661,0.0,0.00019163712036703522,0.17655857398829475,0.0010699646497528482,0.046275222444513646,6.078400225291664e-11,1.3150319594419854e-11,0.0007333124620345858,0.00011338694055939135,0.06228342975291934,0.06167340402683834,0.00027081562804519483,2.1334711531215494e-05,0.00048390058762472167,1.963374088188129e-05,0.05324281396383752,0.0012698853303323,0.0074701142370039615,4.8404554381296226e-05,0.021769969984045123,0.020599321621068915,8.195806541678462e-07,6.582707865758276e-09,0.005287032305969576,9.765228263672873e-06,0.008786945491103058,6.333846375156533e-06,2.5980335248376012e-06,0.005152855625831263,0.0012867868414489269,5.601953745027159e-08,1.4833447370117172e-09,1.4609584759461033e-05,2.2732570226635386e-06,4.1192096662833385e-05,0.0020493009218822806,1.2311923200810527e-09,3.020346651784068e-08,2.7107076225857636e-07,8.044828985591419e-08,1.7732874341774531e-10,3.3377472863643575e-05,1.3988629889477506e-10,1.7304603149192449e-06,3.1589503215014145e-05,3.667602124815274e-06,2.4398861838285957e-06,0.00025372184327023233,4.283342084013701e-07,7.757752242971266e-08,1.7189082385922453e-09,1.4142291864268632e-05,2.0485163557769026e-10,4.703586740758731e-10,1.2985347079800376e-15,3.41821808377032e-05,0.00014868680368698361,1.6496957709318514e-08,2.0704752778395214e-09,1.8249732567422873e-07,8.582427590197793e-14,4.362014477047866e-07,4.0772806607377164e-10,2.697566339771213e-09
1.8070317674366797e-05,0.6406015873629379,3.76,0.0,0.470177160789068,0.8677227969073044,0.06841115131353873,0.0,0.00019189139903759593,0.17782168786238225,0.0010677028279330123,0.046181624363563364,6.058154350024759e-11,1.3106478637591971e-11,0.0007344466536340048,0.00011306627506390459,0.06263501910446316,0.06202865001447666,0.00027018915739685575,2.1264403471798057e-05,0.000483782033135985,1.9570080057643966e-05,0.053683509463794916,0.0012738630318668807,0.007485191174960846,4.8601563488095713e-05,0.022046058489915164,0.020752737408909667,8.16930207900457e-07,6.601422435330395e-09,0.00531393634988898,9.71446689259832e-06,0.008925623061844861,6.3098839998369e-06,2.62805423647749e-06,0.005171857243675357,0.0012854405014068558,5.666566831267722e-08,1.4933967429388625e-09,1.4718609957559178e-05,2.293539265857808e-06,4.1580920651648035e-05,0.0020848030060116717,1.2412957259392155e-09,3.0782855266051615e-08,2.7615663506986474e-07,8.194811519404847e-08,1.8032785636392823e-10,3.4151118684668225e-05,1.4090175627042502e-10,1.7586934752331705e-06,3.171531768740834e-05,3.7116008531636995e-06,2.467794954418107e-06,0.0002559044104932193,4.3340612177796003e-07,7.78443071580016e-08,1.7364484193540984e-09,1.4349062027186814e-05,2.0656314197428463e-10,4.737187423246377e-10,1.3081034100362843e-15,3.437556618605434e-05,0.0001516807781455889,1.6570107903245885e-08,2.1122891302734945e-09,1.8522163037052095e-07,8.669999650142936e-14,4.4790516792191477e-07,4.075850836019834e-10,2.7901617946830116e-09
1.819954475697083e-05,0.6407148288145349,3.76,0.0,0.46859705469932106,0.866815922413589,0.06891425918250618,0.0,0.00019214531420979957,0.17908273306386757,0.0010654438771143923,0.04608781052746137,6.037973574893306e-11,1.3062778865989929e-11,0.000735574207145313,0.00011274677339607993,0.0629848363041723,0.06238282992870245,0.0002695664678742988,2.1194592930198318e-05,0.0004836652476807519,1.950648093401505e-05,0.054123265995038375,0.001277765272270089,0.0074995532583377895,4.87946516768431e-05,0.022322522231180236,0.020904801296450073,8.14282366075002e-07,6.6195587060322475e-09,0.00534048855076946,9.664087300994346e-06,0.009065015047845553,6.2858915294468e-06,2.6580497053323164e-06,0.005190587617583366,0.0012840970579857168,5.731124792891671e-08,1.5033403916987446e-09,1.4826626081903686e-05,2.313710454243489e-06,4.1968416333430406e-05,0.0021205100987744478,1.2513347397034246e-09,3.1366237852561165e-08,2.8128041416788305e-07,8.345885652807206e-08,1.833428676309464e-10,3.493395465109616e-05,1.4191652977413253e-10,1.7871413719203609e-06,3.183899920830782e-05,3.755809953794534e-06,2.495792247974069e-06,0.00025807025531333975,4.3850226925509195e-07,7.811041527428545e-08,1.754007857894073e-09,1.4556822554400455e-05,2.082606636674848e-10,4.770737506328905e-10,1.3175632474750409e-15,3.456724278446243e-05,0.00015470885735843822,1.6642253843908523e-08,2.154580812000683e-09,1.8796421424097998e-07,8.757667827832849e-14,4.5980480415267116e-07,4.0744603709766664e-10,2.8850247358239816e-09
1.832877183957486e-05,0.6408279253357793,3.76,0.0,0.4670224410615469,0.8659110001320187,0.06941614071976279,0.0,0.00019239891233508195,0.180341699109243,0.001063187753471897,0.04599380431550957,6.0178574631414e-11,1.3019219330806296e-11,0.0007366952710095483,0.00011242841825359197,0.06333288708544368,0.06273594739777129,0.00026894753572270715,2.1125272854071065e-05,0.0004835503475600419,1.9442953370151817e-05,0.05456208472987095,0.0012815932600101613,0.007513213336584128,4.898388460190638e-05,0.022599339590121496,0.021055514117581803,8.116375366161277e-07,6.637127730980748e-09,0.005366692989479994,9.614085316383825e-06,0.009205112844920519,6.261875810782597e-06,2.688017405557852e-06,0.005209049400443061,0.0012827565065681864,5.7956222124064205e-08,1.513176051296885e-09,1.493363582313085e-05,2.3337700612045946e-06,4.235456912478252e-05,0.0021564187224639565,1.2613091691850185e-09,3.1953556614524634e-08,2.864416795999193e-07,8.498038751580193e-08,1.8637353506475281e-10,3.572594665372017e-05,1.429305554992324e-10,1.8158027148861681e-06,3.196057979065422e-05,3.8002284159309603e-06,2.523876902148418e-06,0.00026021959539064223,4.436225515500732e-07,7.837587931863967e-08,1.7715856759425053e-09,1.4765563926726313e-05,2.099441014166433e-10,4.804237187335474e-10,1.326915734502655e-15,3.475723831693239e-05,0.00015777110890407778,1.6713412622404324e-08,2.1973512784604092e-09,1.907251212483089e-07,8.845427738598761e-14,4.7190136624770755e-07,4.0731086766154486e-10,2.982185872714734e-09
1.845799892217889e-05,0.6409408751589409,3.76,0.0,0.46545329304308436,0.8650080267760364,0.06991679831624517,0.0,0.00019265223803417332,0.18159857595790468,0.001060934415652077,0.045899628035280055,5.997805592442917e-11,1.2975799114791985e-11,0.0007378099897896675,0.00011211119300695857,0.0636791772372806,0.06308800601732686,0.00026833233911752766,2.1056436380796068e-05,0.00048343744249636667,1.937950670674824e-05,0.05499996702448624,0.0012853481936175636,0.007526184120124059,4.916932717171033e-05,0.022876489344645746,0.02120487698963422,8.089961057933187e-07,6.654140418090013e-09,0.005392553737384322,9.564456910375026e-06,0.009345907956788338,6.237843361284822e-06,2.7179548714570183e-06,0.0052272452294794365,0.0012814188422861689,5.860053801579507e-08,1.522904108095452e-09,1.5039642070768307e-05,2.3537175970043214e-06,4.2739365038490584e-05,0.0021925254132719204,1.2712188404987536e-09,3.254475430952092e-08,2.9164001170347296e-07,8.651258202036288e-08,1.894196195384454e-10,3.652705961464043e-05,1.4394376987139292e-10,1.8446762095651856e-06,3.208009119691231e-05,3.844855220169539e-06,2.552047757562747e-06,0.00026235265360957275,4.487668681709206e-07,7.864073057698674e-08,1.789181001723924e-09,1.4975276741259132e-05,2.116133624099215e-10,4.837686663874425e-10,1.3361624068826694e-15,3.4945580472321894e-05,0.00016086759869231402,1.678360125766491e-08,2.2406014617034223e-09,1.935043987893143e-07,8.93327503021972e-14,4.841958483051338e-07,4.0717951742286515e-10,3.0816758908290655e-09
1.8587226004782922e-05,0.641053676545805,3.76,0.0,0.4638895839437388,0.8641069988995226,0.07041623448238167,0.0,0.00019290533418430737,0.18285335399806688,0.0010586838246388166,0.045805302971832995,5.977817553590134e-11,1.2932517328905978e-11,0.0007389185043042664,0.00011179508164659496,0.06402371260050832,0.06343900935149743,0.0002677208580183968,2.098807680765077e-05,0.00048332663598715396,1.931614980506576e-05,0.05543691440807286,0.0012890312608411821,0.0075384781770042675,4.935104345938507e-05,0.023153950662903006,0.02135289129968724,8.063584401769477e-07,6.670607498152468e-09,0.005418074853457796,9.515198191411902e-06,0.009487391994546727,6.213800380282973e-06,2.7478596963506364e-06,0.0052451777257714405,0.0012800840600351636,5.924414398813682e-08,1.532524964435984e-09,1.51446478889133e-05,2.3735526099203326e-06,4.3122790709460864e-05,0.002228826721808578,1.2810635998240488e-09,3.3139774122378796e-08,2.9687499114995144e-07,8.805531406589366e-08,1.9248088417831378e-10,3.7337257520718724e-05,1.4495610969404753e-10,1.87376055719168e-06,3.219756492544018e-05,3.889689339229101e-06,2.5803036577782993e-06,0.00026446965749885536,4.539351175550689e-07,7.890499907741597e-08,1.806792969737722e-09,1.5185951709846657e-05,2.1326835984218783e-10,4.871086134718647e-10,1.3453048152612273e-15,3.5132296911958725e-05,0.0001639983909604911,1.6852836668040882e-08,2.2843322703377396e-09,1.9630209995240313e-07,9.021205381781666e-14,4.966892288401722e-07,4.070519294527795e-10,3.1835254473475828e-09
