Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248)
0.0032885699473464178,0.44922465857509847,3.76,0.0,0.0030386363120611997,0.19226798609123122,0.5185621354306192,0.0,0.0006360657754096636,0.7083651441189803,6.003904217687545e-07,0.0008389752009831787,4.210104065246637e-14,1.5708859184474372e-15,0.0008472648685586104,2.870329837993705e-07,0.042614579854776805,0.1899117898519115,0.0003369351189356109,6.198819447397149e-07,0.0005134203902031995,1.0039840132024995e-06,0.550865741325086,0.002157889322507248,0.0007294030662607301,1.6046433849798428e-05,0.007690423179831226,0.00013314709991978918,4.7734537189115365e-09,5.10541781083988e-09,0.001680120560813203,6.686553982647255e-06,0.16230179575922937,7.862601050251618e-09,3.350447113814919e-07,2.9606329583645055e-05,6.95798663346252e-05,1.4465512950143626e-09,3.727855639736397e-11,1.0195238544382225e-06,2.0473275958872896e-07,1.5904298607480426e-05,0.0018731919590748703,7.303992738152363e-10,5.718437854526205e-07,4.838067154551784e-06,1.1423546987694382e-06,5.280316040187869e-11,0.00019026334486592928,1.3107406736885812e-12,4.978512217409118e-06,1.0444419291302528e-05,6.918508817296587e-06,1.639148866504936e-05,0.00011330857298293209,5.312600717719081e-07,1.3302670399298757e-06,2.882088793265783e-08,2.742167260453041e-05,6.222051850097793e-10,2.4919520369521813e-09,1.3556590604386409e-16
0.003289767141042844,0.44922848561453826,3.76,0.0,0.002952638685046812,0.19196792945718286,0.5187703371432076,0.0,0.0006562327609041664,0.7085704872770194,5.789807319287014e-07,0.0008246864413436697,4.0713983321201e-14,1.5137784343358138e-15,0.0008698236996157085,2.843332895715351e-07,0.042433083478693866,0.18998157414068453,0.0003389235638908449,6.375974696342824e-07,0.0005272133681195422,9.853622308234976e-07,0.5510036010560297,0.0021485847077643413,0.0007135861685829409,1.6033892461012153e-05,0.007639754359162064,0.00012833185699529418,4.831174267631218e-09,5.0934236567802455e-09,0.001693894516058778,6.7311339383143186e-06,0.1623679261640795,7.607853959133644e-09,3.326381574353597e-07,2.9502771981172373e-05,6.947127928481343e-05,1.4361096958078681e-09,3.724088529997023e-11,1.0104776397138298e-06,2.0326649721774384e-07,1.581771042427015e-05,0.001834287070362379,7.252838540012827e-10,5.747917471641319e-07,4.863312728651939e-06,1.1483713320148926e-06,5.309498635242594e-11,0.00018638508143756683,1.2999250887995214e-12,5.009802289740959e-06,1.0796593848831845e-05,6.992744517329542e-06,1.6534484294259807e-05,0.00011079279269740459,5.369547132671666e-07,1.3659142659964151e-06,2.902666092196371e-08,2.755159005988814e-05,6.420519617038222e-10,2.559210555852851e-09,1.323479662700817e-16
0.00329096433473927,0.4492322456300761,3.76,0.0,0.0028663344451142717,0.1916621140863754,0.518982611549295,0.0,0.0006775559638730638,0.7087784047131654,5.576140893054761e-07,0.0008099546623860957,3.933677189757896e-14,1.4569396660868433e-15,0.000893531651531493,2.815952972143052e-07,0.04224626387339596,0.19005350642316798,0.00034091049145770953,6.563314005337764e-07,0.0005417057632178796,9.662374366309083e-07,0.5511433728497785,0.002139071666314189,0.0006975976229068667,1.601960150699369e-05,0.007587633925839488,0.00012354174493445317,4.892529385345467e-09,5.08073556792442e-09,0.001707671223562517,6.775335391546865e-06,0.1624334639016922,7.349848745396175e-09,3.3018017509052517e-07,2.9394352312857734e-05,6.93606082253945e-05,1.425443728913648e-09,3.719106509760377e-11,1.0009779466659361e-06,2.0171299256397441e-07,1.572469817263873e-05,0.0017950326233924074,7.198653898127809e-10,5.777751564294763e-07,4.888512359210389e-06,1.1543828018062823e-06,5.338644673599475e-11,0.00018246129416305692,1.2888507681190746e-12,5.041086239295285e-06,1.1166037425764823e-05,7.068687339673427e-06,1.6680342459896642e-05,0.00010826096609238016,5.427807574572581e-07,1.4033769814227457e-06,2.9235793872165657e-08,2.7685189925577222e-05,6.630404264766526e-10,2.6299275775393447e-09,1.291164776637449e-16
0.0032921615284356963,0.4492359317970433,3.76,0.0,0.002779740616585922,0.19135027309008848,0.5191991412427606,0.0,0.0007001223163463152,0.7089889513188464,5.363046698887888e-07,0.0007947671262991127,3.797059933321795e-14,1.4004100570171588e-15,0.0009184655980213385,2.7881737226734033e-07,0.042053846926351036,0.1901277164410929,0.0003428928801054969,6.761569266363193e-07,0.0005569443993684809,9.465972581595864e-07,0.5512851418689276,0.002129340155072724,0.0006814365420773586,1.6003304761416155e-05,0.007533979096308468,0.00011877942684172637,4.957795684130484e-09,5.067268536351241e-09,0.0017214164474955954,6.819058623751641e-06,0.1624983220523625,7.088771149828865e-09,3.2766818549379485e-07,2.928080068976642e-05,6.924775657311722e-05,1.4145421078314592e-09,3.712784192037833e-11,9.909940287681658e-07,2.0006549681476683e-07,1.5624697338877873e-05,0.0017554248658870383,7.141188989866553e-10,5.807903594238211e-07,4.913576158630975e-06,1.1603683502304447e-06,5.3676584648349827e-11,0.00017849142704056236,1.2775041050366025e-12,5.072263815649092e-06,1.1553624562186512e-05,7.146302814958194e-06,1.6828947756464565e-05,0.00010571346357167643,5.487356646413781e-07,1.4427766648906658e-06,2.944799828291698e-08,2.7822657662409526e-05,6.85256723838824e-10,2.7043373215489067e-09,1.2587207024185503e-16
0.00329323900276248,0.44923918002084007,3.76,0.0,0.0027015753180508824,0.1910642314912763,0.5193978150615247,0.0,0.0007215728181680419,0.7091807350061444,5.171879004155165e-07,0.0007806985357118022,3.6751542703715665e-14,1.3498338988300175e-15,0.000942022537445488,2.7628166422564305e-07,0.04187564547467125,0.1901965682641898,0.00034467040194608123,6.949983549862155e-07,0.0005713387838698553,9.284708600498133e-07,0.5514145155706366,0.0021203862315930903,0.0006667436690039699,1.59866848235336e-05,0.007484304800693546,0.00011451947890530851,5.020126879384859e-09,5.054403911238991e-09,0.0017337279246780123,6.857912348500205e-06,0.16255603376571698,6.8513563562929964e-09,3.253589636634968e-07,2.9173980950305218e-05,6.914424143490703e-05,1.4045192937604594e-09,3.705835649501338e-11,9.8156757226755e-07,1.9849642245217242e-07,1.552821781533424e-05,0.0017194732403312553,7.086444172920823e-10,5.835276405832004e-07,4.935931666728497e-06,1.165713362112315e-06,5.3935669607423853e-11,0.00017487876404284055,1.267047323871347e-12,5.1001372221912205e-06,1.1918701491154773e-05,7.217544249320205e-06,1.696491620140164e-05,0.00010340768098044687,5.542020913879596e-07,1.4800002043952712e-06,2.9641315445050137e-08,2.7949848321803764e-05,7.063784018772212e-10,2.774671327806018e-09,1.2294166394658298e-16
0.0032943164770892633,0.44924235637243626,3.76,0.0,0.002623209303757302,0.1907728642291297,0.5196002387579192,0.0,0.0007441811525511025,0.7093747280268462,4.981422912395169e-07,0.0007662423888985467,3.5543471376421445e-14,1.299578051212396e-15,0.0009667038497629264,2.7371086236094915e-07,0.04169244927760362,0.19026748767341228,0.0003464388939424044,7.148496941303131e-07,0.0005864177871956807,9.099098910585451e-07,0.5515456480286484,0.0021112385729707738,0.0006519106920908917,1.5967971276120694e-05,0.007433247259591699,0.00011028662948894625,5.086105037280342e-09,5.040754615857144e-09,0.0017459497661727792,6.896209100590551e-06,0.16261303919530323,6.6118195807861e-09,3.2300168181543934e-07,2.9062554419489275e-05,6.903879901103472e-05,1.394286713878749e-09,3.697583580747881e-11,9.716974553122739e-07,1.9683975244908833e-07,1.5425105254987654e-05,0.0016832312304251639,7.028615180238312e-10,5.862834285065936e-07,4.958006107972451e-06,1.1709978365210852e-06,5.419187572758769e-11,0.00017122814085888537,1.2563470843603909e-12,5.127734260878284e-06,1.2299850643820648e-05,7.290046540914567e-06,1.7102845713764986e-05,0.00010108996018906416,5.597658809506141e-07,1.5190002127919158e-06,2.9836518554534064e-08,2.8080483722209348e-05,7.286442194021066e-10,2.84839736825656e-09,1.200020052364327e-16
0.003295393951416047,0.44924545432440366,3.76,0.0,0.002544662711776266,0.19047594370556503,0.5198065666938468,0.0,0.0007680275832113098,0.7095709649915818,4.79181079612837e-07,0.0007513908033257693,3.4347453837382475e-14,1.2496793673209256e-15,0.000992578278872027,2.7110354493852625e-07,0.041504020577401254,0.19034059194817024,0.00034819546699102987,7.35777093968414e-07,0.0006022234843585319,8.909074733135577e-07,0.5516786108298436,0.0021018885830580247,0.000636938014791776,1.5946902632465577e-05,0.007380733468376257,0.00010608329330655962,5.155984168583754e-09,5.0262358661991955e-09,0.0017580454999631238,6.933861288220792e-06,0.16266925283992548,6.370376329062335e-09,3.2059412713188766e-07,2.8946291232777156e-05,6.893134693696158e-05,1.3838346788897265e-09,3.6879122865436595e-11,9.613574517546224e-07,1.950895404417888e-07,1.531484834138055e-05,0.0016466977549437069,6.967479042570065e-10,5.890534081148084e-07,4.979700950459726e-06,1.176198933598308e-06,5.4444165361667735e-11,0.00016753938452338288,1.245391608854184e-12,5.154945682820729e-06,1.2697725798835303e-05,7.363742183961782e-06,1.7242562271678936e-05,9.876076063454608e-05,5.654219673016354e-07,1.5598853357958895e-06,3.003323449546701e-08,2.8214724705225278e-05,7.521338001317909e-10,2.925725788051344e-09,1.1705379457718907e-16
0.0032964714257428303,0.44924846675636165,3.76,0.0,0.0024659586933665806,0.19017323089971372,0.5200169604708333,0.0,0.0007931985872978254,0.7097694778079667,4.603185095590668e-07,0.0007361366296878,3.3164624596427257e-14,1.2001772089490243e-15,0.0010197190801041125,2.6845820555746866e-07,0.04131010832222567,0.19041600676023665,0.00034993698983562836,7.578512742453839e-07,0.0006188008050723155,8.714577593676177e-07,0.551813478728239,0.002092327225097322,0.000621826475589214,1.592318872582124e-05,0.007326685945337032,0.00010191205073846802,5.230037315909514e-09,5.010754227884357e-09,0.0017699742103109452,6.970777011166118e-06,0.16272458067138676,6.1272716471069315e-09,3.1813397313028856e-07,2.8824950401909472e-05,6.882179871439583e-05,1.3731530001792131e-09,3.6766975193724676e-11,9.505201630575864e-07,1.9323950620890936e-07,1.5196902039436511e-05,0.0016098724458618588,6.902799297572654e-10,5.918326074444089e-07,5.000904651470496e-06,1.1812907829110617e-06,5.469136850798966e-11,0.00016381242275147092,1.2341684764976435e-12,5.181648141331908e-06,1.31129721940801e-05,7.4385457861360325e-06,1.7383854644933016e-05,9.642061371742051e-05,5.711639325982563e-07,1.6027713554430146e-06,3.023102398594623e-08,2.8352741156345774e-05,7.769329645955074e-10,3.006881086261519e-09,1.140978228880757e-16
0.003297548900069614,0.44925138590118946,3.76,0.0,0.002387123727366739,0.1898644749125077,0.5202315891512251,0.0,0.0008197873164998203,0.7099702950920395,4.415698766474231e-07,0.0007204736226644571,3.1996185310190636e-14,1.1511135280053467e-15,0.001048204254199207,2.6577324674567116e-07,0.0411104475437757,0.19049386683398142,0.000351660077533513,7.811477696259518e-07,0.0006361977073589864,8.515561387471442e-07,0.5519503296950661,0.002082545004127456,0.0006065774066046759,1.5896507624364233e-05,0.007271022503593881,9.777565527304918e-05,5.308557788555464e-09,4.994206745847529e-09,0.0017816901034735683,7.006860472082088e-06,0.16277891927494414,5.882782247824526e-09,3.1561877639558484e-07,2.8698279560910712e-05,6.871006354648095e-05,1.3622309752845421e-09,3.6638061242968454e-11,9.391570833688753e-07,1.9128303938029084e-07,1.507068696020016e-05,0.0015727557587200762,6.834325944833427e-10,5.946153214608906e-07,5.021491331582544e-06,1.1862441678970737e-06,5.493216919860604e-11,0.00016004729961124474,1.2226645988816946e-12,5.207702812645528e-06,1.3546217069178933e-05,7.5143512131922785e-06,1.7526469205986518e-05,9.4070129223759e-05,5.769837818631196e-07,1.6477815613820905e-06,3.042937299068895e-08,2.849471246883687e-05,8.031341945569972e-10,3.092102707097698e-09,1.1113497899266832e-16
0.0032986263743963974,0.44925420328460963,3.76,0.0,0.0023081879611324217,0.18954941253544605,0.5204506294520214,0.0,0.0008478940773987664,0.7101734414992102,4.2295156567278024e-07,0.0007043966339284563,3.08434048889709e-14,1.1025329239900141e-15,0.0010781167753291002,2.6304697328396964e-07,0.040904758751020676,0.19057431665716545,0.00035336108054063,8.057471834463837e-07,0.0006544653530856936,8.311994676371341e-07,0.5520892449435026,0.002072531950100196,0.0005911926985832184,1.5866502528497486e-05,0.007213656028664555,9.367704050668781e-05,5.391860413282008e-09,4.976480094789157e-09,0.0017931420438194146,7.042012565557034e-06,0.16283215490101846,5.6372182552585885e-09,3.130459739135558e-07,2.856601477372033e-05,6.859604618173426e-05,1.3510573760977895e-09,3.6490957039851356e-11,9.272386995630022e-07,1.8921320432645662e-07,1.493558917544546e-05,0.0015353490966976554,6.761795626628316e-10,5.973950279132455e-07,5.041319237260673e-06,1.191026133977015e-06,5.5165088486238526e-11,0.00015624419301432275,1.2108661985376615e-12,5.232953863749114e-06,1.3998058156003458e-05,7.591028588210716e-06,1.7670103886775036e-05,9.171000207963634e-05,5.828717173360265e-07,1.6950471138900442e-06,3.062768298735402e-08,2.864082800909417e-05,8.308371184886838e-10,3.181645829520899e-09,1.0816625733631872e-16
0.003299703848723181,0.4492569096588827,3.76,0.0,0.0022291855763532215,0.1892277678532436,0.5206742659050715,0.0,0.0008776268250993051,0.7103789369691377,4.044810771198686e-07,0.0006879018299280835,2.9707618602543483e-14,1.0544826724598632e-15,0.0011095448072388537,2.6027758500839545e-07,0.0406927473524895,0.19065751124306332,0.0003550360752458344,8.317354234515577e-07,0.0006736582832765602,8.103863265088986e-07,0.5522303089223173,0.002062277602099635,0.0005756748723990779,1.583277861251231e-05,0.007154494266911447,8.96193263876451e-05,5.48028278661189e-09,4.957449710551222e-09,0.0018042730630545433,7.076131675166071e-06,0.16288416242277837,5.390925014008507e-09,3.1041288120476604e-07,2.8427880422957985e-05,6.847964677024608e-05,1.339620440437576e-09,3.63241437412163e-11,9.147346093815015e-07,1.8702275783497738e-07,1.4790960692192072e-05,0.0014976549487923834,6.684932099473734e-10,6.001642953553335e-07,5.06022907517153e-06,1.195599620106708e-06,5.538846998747873e-11,0.0001524034340415874,1.1987587901219692e-12,5.257226797794848e-06,1.446904987077877e-05,7.668421015324795e-06,1.7814401623151893e-05,8.934101934355116e-05,5.888158930315271e-07,1.7447073880288066e-06,3.082526019691144e-08,2.8791287577450737e-05,8.601490104478654e-10,3.2757821300031398e-09,1.0519276602194533e-16
0.0033007813230499644,0.44925949493128847,3.76,0.0,0.0021501551782862646,0.18889925189496296,0.5209026909710215,0.0,0.0009091016657401603,0.7105867958802847,3.861770467915231e-07,0.0006709869348368211,2.8590226135692474e-14,1.0070127255983885e-15,0.0011425818967936926,2.5746316926214477e-07,0.04047410312675051,0.19074361694217262,0.00035668085637748065,8.592039096890671e-07,0.000693834589942363,7.891173056991519e-07,0.5523736092703221,0.0020517709941058264,0.0005600271572218637,1.5794899586867273e-05,0.007093439632951321,8.560582447222497e-05,5.57418648543596e-09,4.936978873745301e-09,0.0018150198477952344,7.109114715854551e-06,0.1629348041963634,5.144284723402581e-09,3.0771669162383073e-07,2.8283589190835335e-05,6.836076073742319e-05,1.3279078687812015e-09,3.613600615909876e-11,9.016136918385321e-07,1.8470417629557084e-07,1.463612069226437e-05,0.0014596770427894447,6.603447096541344e-10,6.029146832154032e-07,5.07804234254035e-06,1.1999230661910849e-06,5.5600462883137167e-11,0.00014852552813907473,1.1863271668353837e-12,5.280326793706144e-06,1.4959686754612225e-05,7.746340812670826e-06,1.795894333727153e-05,8.696406740048004e-05,5.948021252518989e-07,1.7969102826494648e-06,3.102130428742813e-08,2.894630185458214e-05,8.911852998845335e-10,3.3748004960025402e-09,1.0221573493428811e-16
0.0033017510499440696,0.44926170905140095,3.76,0.0,0.002079039664403527,0.18859746300869612,0.5211125332983071,0.0,0.0009390214414081848,0.7107758963072408,3.6986206900070393e-07,0.0006554039359202349,2.7601505956572343e-14,9.64829358327273e-16,0.0011737728046294004,2.548900192058564e-07,0.04027138289582368,0.19082374837435434,0.0003581316197399687,8.852713120549881e-07,0.0007128850575229083,7.695877615403067e-07,0.5525045666118411,0.0020420898843704675,0.0005458364649415918,1.575685893986296e-05,0.007036786974036274,8.203436883178419e-05,5.66370540987643e-09,4.91719997745015e-09,0.0018243055755046286,7.1377427667433745e-06,0.16297908925378043,4.922358197372671e-09,3.052337555842025e-07,2.8148216114609175e-05,6.82515469260585e-05,1.3171202892185099e-09,3.594703719482234e-11,8.89251360868359e-07,1.8250148044002522e-07,1.4487446350536803e-05,0.001425258525968177,6.52591228795948e-10,6.053660159161086e-07,5.0929722859085965e-06,1.2035620522303311e-06,5.577981765460128e-11,0.00014500422862249112,1.1748483465910435e-12,5.299935187557784e-06,1.541840159940026e-05,7.816736281178986e-06,1.8088837048154067e-05,8.481881540501483e-05,6.002118323561144e-07,1.8461961420878456e-06,3.1195676249788745e-08,2.9089892209598285e-05,9.206947015631851e-10,3.468344332361829e-09,9.953450151856065e-17
0.003302720776838175,0.44926380744896494,3.76,0.0,0.0020079718814011356,0.1882896339428496,0.5213265682953658,0.0,0.0009705505283489188,0.7109669181476764,3.5371315250398223e-07,0.0006394814004696158,2.6629972157887813e-14,9.23198768078972e-16,0.0012064233940047367,2.5227718237488035e-07,0.04006277670934318,0.1909065214708241,0.0003595507988334937,9.12691164070794e-07,0.0007328298039197782,7.496952307192615e-07,0.552637477057754,0.0020321864132168493,0.0005315473523390576,1.5714678609453406e-05,0.0069784386273980285,7.850425734690682e-05,5.758277034747378e-09,4.896014147483176e-09,0.0018331670359667388,7.1652927294087e-06,0.16302202482065925,4.700823521579523e-09,3.026951240424777e-07,2.8007388155172288e-05,6.814014725589645e-05,1.3060893378472473e-09,3.5738096193832144e-11,8.763406092106685e-07,1.8018290453287784e-07,1.432938686858152e-05,0.001390619145955868,6.444167734624936e-10,6.077865111520206e-07,5.10669142924446e-06,1.2069232754409138e-06,5.5946614067381036e-11,0.00014145407246939326,1.1630818935060906e-12,5.318243641745225e-06,1.5893598580657715e-05,7.887189438365938e-06,1.8218122992313766e-05,8.266871400688438e-05,6.056276499839579e-07,1.8977887488348987e-06,3.136730232647716e-08,2.9237521438906283e-05,9.517980774924207e-10,3.566327172971764e-09,9.685258737150707e-17
0.00330369050373228,0.4492657806864685,3.76,0.0,0.0019369908547118874,0.18797552602039116,0.5215449527546617,0.0,0.001003792490041999,0.7111598563140725,3.377462561313507e-07,0.0006232220372651244,2.567676259389309e-14,8.821627272754781e-16,0.0012406135689391603,2.496230006560117e-07,0.03984802436434559,0.19099208460358438,0.0003609347275887886,9.415422065382856e-07,0.0007537191729403615,7.2944562635187e-07,0.5527724105911712,0.0020220514950969218,0.000517164002542837,1.5667939705752608e-05,0.006918311821872943,7.501831418029267e-05,5.858218936723569e-09,4.8732926437104775e-09,0.0018415427676993004,7.1916925975469845e-06,0.1630634793189799,4.480039578945611e-09,3.000985050556077e-07,2.7860872249330073e-05,6.80264753529321e-05,1.2948049657304919e-09,3.550780859577767e-11,8.628583239238177e-07,1.777425612789727e-07,1.416138923066846e-05,0.001355764910958656,6.357984782110695e-10,6.101674660100286e-07,5.119022356275829e-06,1.2099653111880217e-06,5.609902527839571e-11,0.0001378758877131957,1.151015216181264e-12,5.3350610085445e-06,1.6385426370987795e-05,7.957481853578448e-06,1.834633372095776e-05,8.051464506781391e-05,6.11033035766522e-07,1.9518144777566846e-06,3.153532558811859e-08,2.9389367309590156e-05,9.845985485609351e-10,3.6689976007371897e-09,9.417117451995083e-17
0.0033046602306263852,0.4492676185638968,3.76,0.0,0.0018661396026739923,0.18765489165063942,0.5217678485071144,0.0,0.0010388574416651888,0.711354699350208,3.2197805906450386e-07,0.0006066303344701489,2.4743043455616898e-14,8.417645395025568e-16,0.0012764269840084132,2.469257238063223e-07,0.03962685465116452,0.19108059589102214,0.0003622795522281124,9.719071001969761e-07,0.0007756061875585822,7.088470482381516e-07,0.5529094388164763,0.0020116756930204345,0.000502691300940759,1.5616186999417705e-05,0.006856320037962029,7.157949275525195e-05,5.963866698447551e-09,4.848896437006617e-09,0.00184936581949324,7.216874030003559e-06,0.163103309464923,4.260390692051502e-09,2.974415357609598e-07,2.7708428403607073e-05,6.79104416173941e-05,1.283256811350673e-09,3.5254742567080356e-11,8.487817244655628e-07,1.7517452483825223e-07,1.398288881625609e-05,0.0013207031243727138,6.267132168459085e-10,6.124992161666214e-07,5.129770363577959e-06,1.2126426519237145e-06,5.623504956656128e-11,0.00013427068142390943,1.1386352657650848e-12,5.350178501618354e-06,1.6893932217602502e-05,8.027363144688277e-06,1.8472939031461515e-05,7.83575737244036e-05,6.164090186110101e-07,2.008405655583619e-06,3.169878477503983e-08,2.9545615613834092e-05,1.0192058212298094e-09,3.7766166004739405e-09,9.149154470335047e-17
0.0033056299575204904,0.4492693100532251,3.76,0.0,0.0017954654130974397,0.18732747444245892,0.5219954222264223,0.0,0.001075862286608808,0.7115514286259799,3.064259334523582e-07,0.0005897127743744362,2.3830003294207357e-14,8.020489154958884e-16,0.0013139509921805492,2.44183505905041e-07,0.03939898539865062,0.19117222380411597,0.0003635812359660382,1.0038724000487472e-06,0.0007985465955705142,6.879100231391854e-07,0.5530486347248814,0.0020010492193514,0.0004881349018799749,1.5558926773536067e-05,0.006792373040362841,6.81908732422387e-05,6.075574108501433e-09,4.822675711739492e-09,0.001856563453776084,7.240774081728119e-06,0.16314135927105586,4.042286063929179e-09,2.947217884632825e-07,2.754981012821937e-05,6.779195326470021e-05,1.2714342270693792e-09,3.4977413928495844e-11,8.34088669110257e-07,1.7247289215533419e-07,1.3793314005530048e-05,0.001285442525529808,6.171378304409058e-10,6.147710531126352e-07,5.138722345232283e-06,1.2149054469530568e-06,5.63525001824303e-11,0.00013063965780292513,1.1259285573881468e-12,5.363368772089757e-06,1.741904119636449e-05,8.096547580998147e-06,1.8597339781733082e-05,7.619855241220504e-05,6.217339384934315e-07,2.0677004833046056e-06,3.185660490500017e-08,2.9706460280181384e-05,1.0557364348544814e-09,3.889457541703027e-09,8.881508351948841e-17
0.003306502711725185,0.44927069740269254,3.76,0.0,0.0017320527723123497,0.18702678079715182,0.5222043796792807,0.0,0.0011109275041364993,0.7117300758491016,2.926286429694293e-07,0.0005742155045609256,2.3026942019330717e-14,7.669263994522711e-16,0.0013492602486711352,2.4167547986238e-07,0.03918793304711131,0.19125750171474307,0.00036471238810875396,1.0340841288544638e-06,0.0008201419040126658,6.687881815986424e-07,0.5531758256245687,0.001991262699590488,0.000474967929575982,1.5502243079687477e-05,0.006733071526030555,6.518668279125417e-05,6.181598855157788e-09,4.797384268496035e-09,0.0018624415964986032,7.261142463437452e-06,0.16317394190863732,3.84766972879207e-09,2.9221828825836965e-07,2.7401566026105107e-05,6.768313585747045e-05,1.2605502602720283e-09,3.4705810040049914e-11,8.203203481494326e-07,1.699223960104261e-07,1.3612754553148228e-05,0.0012535465006406567,6.080819793343216e-10,6.16754720752407e-07,5.145051754818974e-06,1.2165426281405716e-06,5.644036053158717e-11,0.00012735083176480835,1.1142016696593465e-12,5.373388743438637e-06,1.7905656195262213e-05,8.15795037214968e-06,1.8706859657069054e-05,7.425470908909621e-05,6.264624267920594e-07,2.123496275079656e-06,3.1992833802468966e-08,2.985531725223936e-05,1.0903604371992825e-09,3.99571493493318e-09,8.64102094217596e-17
0.0033073754659298797,0.4492719471964938,3.76,0.0,0.0016688665859406868,0.18672017964955698,0.5224173926888724,0.0,0.001147759541109302,0.7119102038207842,2.7903450732005915e-07,0.0005584693413496395,2.224248672098934e-14,7.324281829104524e-16,0.0013860973625767635,2.3912799012076235e-07,0.03897099607481093,0.1913455881229239,0.0003658020018802674,1.065733761689167e-06,0.0008426823469732696,6.494145025973359e-07,0.5533048868609945,0.001981257307410052,0.00046174377317894776,1.5440247850753018e-05,0.006672039457521935,6.222816353123821e-05,6.293116593950608e-09,4.77035940388415e-09,0.0018676876153304912,7.280394048287654e-06,0.16320481113619512,3.65498599660067e-09,2.8966008245885267e-07,2.7247928585149222e-05,6.757218060504959e-05,1.249427091425622e-09,3.4412173690069223e-11,8.060211021444836e-07,1.6725487401030616e-07,1.342234715751555e-05,0.0012215065106967956,5.985942560204002e-10,6.186708131955335e-07,5.149554643510936e-06,1.217756947878412e-06,5.650936991794953e-11,0.00012404343899609916,1.1021884853512823e-12,5.38145433689647e-06,1.8405264719040234e-05,8.218260479039071e-06,1.8813499895253844e-05,7.23111098949002e-05,6.311094801133912e-07,2.1817071884108834e-06,3.212256018357652e-08,3.0008213889588042e-05,1.1267374289371702e-09,4.1066496569267525e-09,8.401027496125008e-17
0.0033082482201345744,0.4492730494208999,3.76,0.0,0.0016059512748412377,0.18640746701535985,0.5226345914720985,0.0,0.0011864583640089647,0.712091780461816,2.656574183744429e-07,0.0005424840679183958,2.1477516140481044e-14,6.98589009020287e-16,0.001424533065009946,2.3653948295705377e-07,0.038747947091843545,0.19143662984224738,0.00036684679343500795,1.098892002738318e-06,0.0008662142343586596,6.29802707783663e-07,0.5534358731527866,0.0019710252026206502,0.0004484684387790597,1.5372494409182483e-05,0.0066092038432730565,5.931780127807148e-05,6.41042231784946e-09,4.741468190210919e-09,0.001872235483611477,7.2985030748285e-06,0.16323382245613383,3.464579390605741e-09,2.870453050002539e-07,2.7088707237418967e-05,6.745901368806253e-05,1.2380565318456844e-09,3.409534650412373e-11,7.911776883291118e-07,1.644664026385384e-07,1.3221687217359095e-05,0.001189332533188871,5.886589780175331e-10,6.205090051669939e-07,5.152033495040971e-06,1.2185020788084355e-06,5.655750953306225e-11,0.0001207188439450089,1.0898784245272119e-12,5.387358346425655e-06,1.891745873519199e-05,8.277181987239318e-06,1.8916653933541604e-05,7.036871687441886e-05,6.356526344874569e-07,2.242445201323721e-06,3.224472491297512e-08,3.016530848445633e-05,1.1649672609513005e-09,4.222485486948535e-09,8.161651910848752e-17
0.003309120974339269,0.4492739933675191,3.76,0.0,0.0015433547095939498,0.18608843418138932,0.5228561083674866,0.0,0.0012271286610926982,0.7122747666341162,2.5251155934030064e-07,0.000526271356612475,2.0732899048328363e-14,6.654439723524209e-16,0.0014646399514212502,2.3390833898280054e-07,0.03851855254888729,0.19153078203595805,0.0003678433904969788,1.1336316652264257e-06,0.0008907855984351598,6.09968741997164e-07,0.5535688391084574,0.0019605583371481473,0.0004351486207095272,1.529850726066679e-05,0.006544489721846548,5.645814598049597e-05,6.533821871133799e-09,4.710570062797427e-09,0.0018760148657219226,7.3154535686563055e-06,0.1632608201767935,3.276806087143515e-09,2.8437207667827774e-07,2.6923709100059798e-05,6.734355957576398e-05,1.2264303336782061e-09,3.3754160953089344e-11,7.757783941619527e-07,1.6155331212919382e-07,1.3010385044613633e-05,0.0011570358945355423,5.782613568375358e-10,6.222580646985928e-07,5.1522765437207335e-06,1.218728300649153e-06,5.6582616247627494e-11,0.00011737858945866488,1.0772607455837104e-12,5.390879963201999e-06,1.9441682621810354e-05,8.334386739322396e-06,1.9015653224460888e-05,6.842855663985495e-05,6.400669670215749e-07,2.3058252756309742e-06,3.2358169994449716e-08,3.0326764504027163e-05,1.2051545753293464e-09,4.343453090173587e-09,7.92302556739493e-17
