Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155)
1.24309975519288e-06,0.24698957655207052,3.76,0.0,0.39055902034723194,0.8450420056128489,0.05502822820907353,0.0,0.0006571819103479606,0.2642245918341976,0.00565306002004176,0.10385424604145703,5.98671342203745e-10,2.4417438613623285e-10,0.0029838790224885094,0.0009801926891837755,0.09164960959592483,0.09878484441695569,0.0006548256509024434,9.850168844301598e-05,0.0018980503019518076,3.034489859678291e-05,0.0330023858139742,0.001291266572182518,0.004054509391269047,6.22889988342281e-05,0.03107038173276325,0.012379475355535472,2.9059069133641187e-06,6.5596026543478544e-09,0.0058200488002020274,1.8077714536283088e-05,0.006421838111817774,1.7118055718636957e-05,1.5691067748929184e-05,0.027906735822197708,0.0029627641440669304,8.762533400914927e-07,3.664385978061294e-09,2.2747748762837598e-05,3.6707422736397574e-06,3.930426100125373e-05,0.001020042790045199,1.1773980536232468e-09,5.586873970597081e-08,3.1439043368294226e-07,1.0806747592488034e-07,1.845442760072055e-09,1.2690089817998109e-05,1.2999080379474504e-09,6.396852575680644e-06,0.00010032079480414073,5.230710329649586e-05,7.1920693446127215e-06,0.00019052026073183633,8.575907952016125e-06,4.739121479408102e-07,4.334615346820689e-09,6.29364234464111e-05,5.882650950987529e-09
1.2542190942774984e-06,0.24706134446708544,3.76,0.0,0.38829955466959865,0.8438592996493856,0.05556504249540161,0.0,0.0006596700056314058,0.2661716779212334,0.005626637648924289,0.10383701100878492,5.948811843331321e-10,2.426236633791132e-10,0.0029920286455874814,0.0009736512934171719,0.09224402347586369,0.09939146575664087,0.000652943744787803,9.780936937320414e-05,0.0019010662568394686,3.028898833633946e-05,0.03342607903660148,0.0012892684058617581,0.004080410327954931,6.284269158573736e-05,0.03149377368416809,0.012557489349970589,2.90051811465462e-06,6.6067684809767475e-09,0.005885438955452915,1.7934803570576092e-05,0.006564996551447852,1.7119460172027684e-05,1.58830971184437e-05,0.028089332082821532,0.0029586174191070782,8.86939222321158e-07,3.7152680704918127e-09,2.305826053643371e-05,3.729308426401364e-06,3.988118652606444e-05,0.001042964113495442,1.1926691013081697e-09,5.749497454729926e-08,3.2222957688694667e-07,1.1075538320688497e-07,1.8897600268166163e-09,1.3058661497661226e-05,1.3108557385345813e-09,6.4968427202546335e-06,0.00010117050673771976,5.302994482551275e-05,7.283928577779501e-06,0.00019324580941683568,8.694446799393414e-06,4.769684022489171e-07,4.382613068913412e-09,6.426790141616838e-05,5.922275461046498e-09
1.2653384333621167e-06,0.2471328125884144,3.76,0.0,0.38605318803694316,0.8426804637850837,0.0561006662987053,0.0,0.0006621532248434093,0.2681121635994004,0.00560041736441892,0.1038126641067023,5.911257574786459e-10,2.410871267738487e-10,0.0030001451402531278,0.0009671929754022585,0.09283429334087652,0.09999423181680119,0.0006510840610225667,9.712829209791408e-05,0.0019040242439732988,3.023121808788362e-05,0.033849589623960265,0.0012872372837939407,0.00410553539244403,6.338577273887292e-05,0.031917902302485146,0.012734919883594155,2.8949536226616733e-06,6.652668257757781e-09,0.005950457209657681,1.779354230560685e-05,0.006709681323827954,1.7118522815901805e-05,1.6074943882371414e-05,0.028270091648814062,0.002954484263211076,8.976147238663817e-07,3.765912681754589e-09,2.3367982596671778e-05,3.7879089236881025e-06,4.045887615863785e-05,0.0010661454844609023,1.2079128285306547e-09,5.914942344044568e-08,3.301800719142417e-07,1.1348090633043907e-07,1.934610916036894e-09,1.3433733028165213e-05,1.3217484403872502e-09,6.597479058680068e-06,0.00010201498339791914,5.3753807807202916e-05,7.3757134043545785e-06,0.000195947901189134,8.81313494910992e-06,4.800027345876037e-07,4.430408850755749e-09,6.561267595583504e-05,5.961266505207918e-09
1.276457772446735e-06,0.24720398298385293,3.76,0.0,0.38381982403856857,0.841505485928637,0.05663509234539198,0.0,0.0006646318675108488,0.2700460693957552,0.005574394926768994,0.10378138928482872,5.874044269008897e-10,2.3956451853881695e-10,0.003008228605195629,0.0009608157100748945,0.093420436434342,0.1005931792704448,0.0006492465726387587,9.645817437819114e-05,0.0019069259979950367,3.017165090888142e-05,0.03427289128677118,0.001285173975527177,0.004129890665012235,6.391827724630613e-05,0.03234273323455221,0.012911735335348817,2.889219415136967e-06,6.697312204641844e-09,0.00601509848498815,1.7653923782151687e-05,0.00685588404967262,1.7115303433635648e-05,1.6266592461076082e-05,0.028449025854256235,0.0029503646339864025,9.082789806114903e-07,3.816311044593546e-09,2.3676851433768367e-05,3.846532723418346e-06,4.1037242339313324e-05,0.0010895850105086746,1.2231268158824707e-09,6.083212292228949e-08,3.3824170364889503e-07,1.1624395196889542e-07,1.9799918372528408e-09,1.3815324180429545e-05,1.33258655806329e-09,6.698764547451225e-06,0.00010285416598053968,5.447869063183772e-05,7.4674238370500485e-06,0.0001986260740443518,8.931972020341757e-06,4.830155348712672e-07,4.478003888257118e-09,6.697070867104308e-05,5.999625258172715e-09
1.2875771115313533e-06,0.24727485767018914,3.76,0.0,0.38159936732311917,0.8403343539799693,0.05716831377249143,0.0,0.000667106226780085,0.27197341552113974,0.00554856621834514,0.10374336635714693,5.837165753361308e-10,2.38055587960017e-10,0.0030162791516419353,0.0009545175365949612,0.09400246991122786,0.10118834409472541,0.0006474312267873215,9.579874303021743e-05,0.0019097732176614887,3.0110348218702247e-05,0.03469595856300023,0.0012830792276477309,0.00415348253074458,6.444024617071544e-05,0.03276823236225108,0.013087904952051964,2.8833213138722314e-06,6.740711106515996e-09,0.006079357953334126,1.7515939510998168e-05,0.007003596240829822,1.7109860926186246e-05,1.645802746606857e-05,0.028626146125980165,0.002946258489011691,9.189311391265775e-07,3.866454697013507e-09,2.3984805204831853e-05,3.905168975362825e-06,4.1616198934285856e-05,0.001113280737570784,1.2383087028933056e-09,6.254310169251157e-08,3.464142295568253e-07,1.1904441751326633e-07,2.025899100890235e-09,1.4203453263643784e-05,1.343370491426877e-09,6.800702075435403e-06,0.00010368799925848736,5.520459283519702e-05,7.5590600446009916e-06,0.0002012799011379907,9.050957831151307e-06,4.860071878412012e-07,4.5253994633341845e-09,6.834196122992652e-05,6.03735301210372e-09
1.3098157897005902e-06,0.24741572773444204,3.76,0.0,0.37719679953459,0.8380035793442348,0.058231117295653265,0.0,0.0006720432369452553,0.27580850814609664,0.005497474107716226,0.10364777521984574,5.764389243353489e-10,2.3507779088795084e-10,0.0030322819939834784,0.0009421509297131923,0.09515427622436187,0.1023674663946092,0.0006438666340569151,9.451089003742183e-05,0.0019153106728781002,2.9982774008145322e-05,0.03554129213075308,0.0012787982946118126,0.004198402992567627,6.545277014224046e-05,0.033621099962047936,0.01343818794753317,2.871055958229081e-06,6.823819510388319e-09,0.006206713369887001,1.7244832898964363e-05,0.007303514555163087,1.709253765080626e-05,1.6840196177979048e-05,0.028974990996599642,0.002938086481907311,9.401958023463013e-07,3.965945521191125e-09,2.4597728468190926e-05,4.022436399654847e-06,4.277554596471329e-05,0.0011614326805124487,1.2685670256500715e-09,6.604997316028686e-08,3.630908596624892e-07,1.2475715256636935e-07,2.119277427161022e-09,1.4999391204784997e-05,1.364777333403748e-09,7.006544453097858e-06,0.0001053394143888247,5.665945886060605e-05,7.7421111797497e-06,0.00020651298078010132,9.28937587268692e-06,4.919285648225717e-07,4.619597744012769e-09,7.112397296281764e-05,6.110921268704362e-09
1.332054467869827e-06,0.2475554379410863,3.76,0.0,0.37284474240652005,0.8356880427873277,0.05928902969544724,0.0,0.0006769664802253235,0.2796175976526622,0.005447110393185359,0.10352724949563717,5.692881949475788e-10,2.3215186262257226e-10,0.0030481547905576245,0.0009300786665773712,0.09628984795642369,0.10353187333690173,0.000640389421942392,9.326271623195465e-05,0.0019206495039547152,2.9848955445465434e-05,0.0363854024348278,0.001274400063260286,0.004240353212491893,6.642378288771985e-05,0.03447623721496869,0.013785539811140834,2.858201144651101e-06,6.902089573671939e-09,0.006332489597294246,1.6980129048994147e-05,0.007609366400427935,1.7067006115022006e-05,1.7221330872002546e-05,0.029316719250559606,0.0029299679015036702,9.614021074395196e-07,4.064323382357546e-09,2.5206290670325526e-05,4.139628261531177e-06,4.3936256712793e-05,0.0012105845150616628,1.2986700723785325e-09,6.96701136652618e-08,3.8020749325842425e-07,1.3061811213984998e-07,2.214714562313775e-09,1.5821664447173663e-05,1.3859718843018225e-09,7.215027860466111e-06,0.00010696885528287035,5.8118422554095245e-05,7.924870891269508e-06,0.00021164439129706992,9.5283911684853e-06,4.977698396100593e-07,4.713015408770296e-09,7.395840639726096e-05,6.181983902117487e-09
1.354293146039064e-06,0.24769400275641693,3.76,0.0,0.36854246956509146,0.8333876469014443,0.06034200957506998,0.0,0.0006818780914451367,0.2834008364799251,0.005397446157910267,0.10338308684768548,5.622600230355421e-10,2.292760294957679e-10,0.0030638988367946212,0.0009182871462781166,0.09740931969579514,0.104681829594342,0.0006369984430633178,9.205232935538577e-05,0.0019258020682358062,2.970932862357122e-05,0.03722811358359333,0.0012698898468587758,0.004279393283754714,6.735379993094308e-05,0.035333380579075195,0.014129744690181958,2.844798188975931e-06,6.97562403963987e-09,0.006456656382485323,1.6721718205450795e-05,0.007921080526411361,1.7033704722490498e-05,1.7601315684297445e-05,0.029651424903206828,0.0029219024062971657,9.825436315834696e-07,4.1615310812474744e-09,2.581005613935769e-05,4.2566647321736145e-06,4.5097693424980093e-05,0.0012607185698691452,1.3286010276536738e-09,7.340347894864283e-08,3.9776125630878685e-07,1.3662616059230136e-07,2.3121778649330315e-09,1.667036785405014e-05,1.4069568471652573e-09,7.42617274444633e-06,0.0001085760002438837,5.958151477801398e-05,8.107345123048325e-06,0.0002166718829672079,9.768008294513919e-06,5.035339033655213e-07,4.8056651295324374e-09,7.684495883488632e-05,6.250555318677111e-09
1.3765318242083008e-06,0.24783143594744556,3.76,0.0,0.364289270041168,0.8311022938996738,0.061390020951924286,0.0,0.0006867801208000782,0.28715837388914256,0.005348454103446136,0.10321652622461745,5.553502744254578e-10,2.2644861085255987e-10,0.003079515587278378,0.000906763593124608,0.0985128250747812,0.10581759042955614,0.0006336923161430764,9.087795281109633e-05,0.001930780204523594,2.9564306840441805e-05,0.038069261102967086,0.0012652727318587563,0.004315586413590945,6.824340482443579e-05,0.03619227111439478,0.014470599572867013,2.8308862396617843e-06,7.044531220346894e-09,0.006579186897618266,1.6469477594578456e-05,0.008238584464678877,1.6993056998675414e-05,1.798003812620503e-05,0.02997920279121531,0.00291388965345555,1.0036141403059517e-06,4.257515827206652e-09,2.6408614803113474e-05,4.37346909123795e-06,4.6259241027033556e-05,0.0013118163559031305,1.3583439659784025e-09,7.724990776750009e-08,4.157488869309486e-07,1.427800322209834e-07,2.411633516342787e-09,1.754557396256168e-05,1.4277347212665057e-09,7.639998279604723e-06,0.0001101605767682671,6.104877874536877e-05,8.289541403683244e-06,0.0002215936731716951,1.0008233994985714e-05,5.092235646482924e-07,4.8975603519613485e-09,7.978333010385806e-05,6.31665165254136e-09
1.3987705023775376e-06,0.2479677507112486,3.76,0.0,0.36008444780890575,0.8288318855693689,0.06243303291790129,0.0,0.0006916745389374369,0.2908903564647925,0.00530010845228425,0.10302875021933103,5.48555030646524e-10,2.23668013331966e-10,0.0030950066432111098,0.0008954959994498835,0.09960049688275514,0.10693940219857306,0.0006304694719640936,8.97379174726741e-05,0.0019355952513898528,2.9414281656223253e-05,0.038908691376056605,0.001260553609647063,0.004348998420233881,6.909324051381956e-05,0.03705265471509717,0.014807913909930677,2.816502378769003e-06,7.108924022502841e-09,0.006700057562727839,1.6223274296418638e-05,0.008561804685472374,1.6945471524388075e-05,1.8357389163291918e-05,0.030300148384181172,0.0029059292986547513,1.0246075917782914e-06,4.352229072430635e-09,2.7001581678231153e-05,4.48996771639423e-06,4.74203069537414e-05,0.001363858620976184,1.387883831097965e-09,8.120912524940194e-08,4.3416675282567067e-07,1.490783375397784e-07,2.51304664871773e-09,1.844733343651841e-05,1.4483078131874682e-09,7.856522329113063e-06,0.00011172235899834716,6.252026831976032e-05,8.471468593762918e-06,0.00022640841459263444,1.0249076893297856e-05,5.148415501786032e-07,4.988715133725997e-09,8.277322298841835e-05,6.380290706926017e-09
1.4210091805467745e-06,0.24810295965109927,3.76,0.0,0.35592732134455557,0.8265763232378541,0.0634710193187277,0.0,0.0006965632417630129,0.294596928564766,0.0052523848563045435,0.10282088736700122,5.418705755162857e-10,2.2093272543293087e-10,0.003110373740531943,0.0008844730725076947,0.10067246716365508,0.10804750282500751,0.0006273281938143617,8.863065407631043e-05,0.0019402580653181468,2.925962391330177e-05,0.03974626110363309,0.0012557372029306326,0.004379697267241047,6.990400127358265e-05,0.0379142823181444,0.015141509226944861,2.8016817200085952e-06,7.168919040277876e-09,0.006819247874170292,1.598296775161339e-05,0.008890666746823225,1.6891341957690603e-05,1.873326328148809e-05,0.030614357609864428,0.0028980209959585416,1.045518140414389e-06,4.4456263444946975e-09,2.758859629615412e-05,4.606090064759576e-06,4.8580320934176084e-05,0.0014168254032742346,1.4172064145826466e-09,8.52807464611299e-08,4.530108688749431e-07,1.5551956957441227e-07,2.6163814677639188e-09,1.9375675557659638e-05,1.4686782488150261e-09,8.075761416326668e-06,0.00011326116524511827,6.399604644269407e-05,8.653136654585798e-06,0.00023111516383023396,1.0490547224141707e-05,5.203905058336063e-07,5.0791439964353734e-09,8.581434362560066e-05,6.4414918938818e-09
1.4432478587160113e-06,0.24823707485910265,3.76,0.0,0.3518172232044888,0.8243355077492849,0.06450395845215705,0.0,0.0007014480549314414,0.298278232722214,0.005205260311131649,0.10259401437585285,5.352933826774185e-10,2.1824131250671468e-10,0.003125618738554802,0.0008736841854997677,0.10172886729913638,0.10914212224524808,0.0006242666527744276,8.755468626952364e-05,0.0019447790385869672,2.9100684715945387e-05,0.04058183678644942,0.001250828087235703,0.0044077526350828405,7.067642525636669e-05,0.038776910087838054,0.015471218730461476,2.78645750228901e-06,7.224635737887861e-09,0.006936740239297379,1.574841192711847e-05,0.00922509543569246,1.6831047120020998e-05,1.9107558540078444e-05,0.03092192669275231,0.0028901643977370306,1.0663401397188695e-06,4.53766707856646e-09,2.8169322078275617e-05,4.721768645055103e-06,4.973873473207451e-05,0.0014706960836510957,1.4462983334044205e-09,8.946428015991889e-08,4.722769148000363e-07,1.6210211016882913e-07,2.7216013698549575e-09,2.033060875048061e-05,1.4888479851755911e-09,8.29773070515924e-06,0.00011477685556983109,6.547618368954599e-05,8.834556438443598e-06,0.0002357133506811037,1.0732656587098259e-05,5.258729979174919e-07,5.168861794630896e-09,8.890640186999111e-05,6.500276170542192e-09
1.4654865368852482e-06,0.24837010794290182,3.76,0.0,0.3477534996222,0.8221093394519252,0.06553183278511839,0.0,0.0007063307380359479,0.30193441000032356,0.005158713076365699,0.10234915828508447,5.288201040259535e-10,2.1559241207618302e-10,0.003140743609303968,0.0008631193326373144,0.10276982807784028,0.11022348282467034,0.0006212829380354678,8.650862420393361e-05,0.001949168116838436,2.8937796370620037e-05,0.041415294230436016,0.0012458307079013307,0.004433235530389579,7.141128764308982e-05,0.03964029957559791,0.015796886910146215,2.7708611797049405e-06,7.276195705131232e-09,0.007052519817721824,1.551945715483774e-05,0.009565014900869771,1.676495113999402e-05,1.9480176611243005e-05,0.0312229520059571,0.0028823591546218953,1.0870681444003482e-06,4.628314450204881e-09,2.8743445669491433e-05,4.8369389819083345e-06,5.089502184027509e-05,0.0015254494364918293,1.4751470067854609e-09,9.375913270493085e-08,4.919602526704232e-07,1.6882423620516314e-07,2.8286690538887548e-09,2.1312121137322086e-05,1.5088188224150689e-09,8.52244398892693e-06,0.00011626932944511806,6.696075695638415e-05,9.015739500650656e-06,0.00024020274826948957,1.0975417722216188e-05,5.312915145765619e-07,5.257883599549253e-09,9.204911162649376e-05,6.556665972491623e-09
1.487725215054485e-06,0.24850207006592281,3.76,0.0,0.343735510122434,0.8198977181944969,0.0665546286886766,0.0,0.0007112129885477816,0.3055656003038614,0.005112722601154737,0.10208729855086604,5.224475589288938e-10,2.1298472948766472e-10,0.0031557504275377887,0.0008527690877108679,0.10379547975213924,0.11129179974704052,0.0006183750827598439,8.549115865201547e-05,0.001953434816322049,2.8771273287819315e-05,0.04224651807407932,0.0012407493933597532,0.0044562179309377975,7.210939434596403e-05,0.040504217855509866,0.016118369138728068,2.75492250768057e-06,7.323721985354567e-09,0.00716657436897924,1.5295951679648127e-05,0.00991034877794352,1.6693403649223493e-05,1.9851022806561547e-05,0.03151752993567696,0.0028746049154934165,1.1076969117603335e-06,4.717535209391034e-09,2.9310676239562373e-05,4.951539573928935e-06,5.2048677138788726e-05,0.0015810636790793556,1.5037406324099069e-09,9.816461210471748e-08,5.120559443998761e-07,1.7568412580556023e-07,2.9375466277675563e-09,2.2320181119620634e-05,1.528592415554366e-09,8.749913687842157e-06,0.00011773852350020978,6.844984826802434e-05,9.196697931628594e-06,0.00024458344415807787,1.1218844306134436e-05,5.366484673806571e-07,5.3462245967667685e-09,9.524219115313238e-05,6.61068514474057e-09
1.5099638932237219e-06,0.24863297198270337,3.76,0.0,0.339762627149994,0.8177005433299253,0.06757233618902336,0.0,0.0007160964455501221,0.30917194265290804,0.005067269454420975,0.10180936906383076,5.161727241651614e-10,2.1041703385141317e-10,0.0031706413614560106,0.0008426245656540191,0.10480595208413435,0.11234728138009914,0.0006155410861645256,8.450105556139791e-05,0.0019575882408162013,2.8601412846539425e-05,0.04307540133649485,0.0012355883655760036,0.0044767724631867645,7.277157623632114e-05,0.041368437636986416,0.016435531271687877,2.738669625503312e-06,7.367338469820049e-09,0.007278894106160599,1.5077742964114837e-05,0.01026102030694821,1.6616740020730517e-05,2.0220006091314237e-05,0.031805756756996324,0.0028669013274934675,1.1282214024065317e-06,4.805299516440286e-09,2.9870744757798005e-05,5.065511845511872e-06,5.319921652520297e-05,0.0016375165194533786,1.5320681623203055e-09,1.0267993217211345e-07,5.325587690280149e-07,1.8267986442290005e-07,3.0481957092448635e-09,2.335473798031489e-05,1.5481702860042806e-09,8.980150854048566e-06,0.00011918440935255614,6.994354369507958e-05,9.377444206652635e-06,0.0002488558125304204,1.1462950766495284e-05,5.419461930571853e-07,5.433899996387746e-09,9.848536333713954e-05,6.662358870887025e-09
1.5322025713929587e-06,0.24876282407119182,3.76,0.0,0.3358342357115017,0.815517713725169,0.06858494873320484,0.0,0.0007209826932510518,0.31275357542307175,0.005022335259333091,0.10151626009955207,5.099927245197775e-10,2.0788815424231858e-10,0.0031854186639485318,0.000832677386881944,0.10580137438247532,0.11339012961934421,0.000612778932358772,8.35371510282448e-05,0.001961637098205831,2.8428496223162363e-05,0.04390184498523622,0.0012303517482017887,0.00449497210984166,7.339868387703213e-05,0.04223273735582457,0.016748249248565578,2.7221291354271325e-06,7.4071693543422035e-09,0.007389471555294292,1.4864678786177155e-05,0.010616952443117566,1.653528164357385e-05,2.058703908737633e-05,0.032087728520042956,0.002859248036059855,1.1486367803370246e-06,4.891580780469993e-09,3.0423403248256997e-05,5.178800093632972e-06,5.4346176519565815e-05,0.0016947852027258817,1.5601192786316694e-09,1.0730421675889874e-07,5.534632398179596e-07,1.8980945086046797e-07,3.16057752121481e-09,2.4415722502738104e-05,1.567553832781581e-09,9.213165182424955e-06,0.00012060699151351846,7.1441932371275e-05,9.557991051599347e-06,0.00025302048752768463,1.170775211320551e-05,5.471869553376335e-07,5.520924954118436e-09,0.00010177835594691551,6.711713600747968e-09
1.5544412495621956e-06,0.24889163636276762,3.76,0.0,0.3319497330293786,0.8133491277762767,0.06959246296886615,0.0,0.0007258732642788607,0.3163106365549933,0.004977902631848298,0.10120882020145333,5.039048239898721e-10,2.0539697614927714e-10,0.0032000846643900154,0.0008229196442958168,0.1067818755309412,0.11442054021108966,0.0006100866062681067,8.259834664518034e-05,0.0019655897166805116,2.825278918551287e-05,0.0447257575234966,0.0012250435727448562,0.004510889945883686,7.399158272813211e-05,0.04309690124464369,0.017056408697472856,2.705326178382244e-06,7.443338654687547e-09,0.007498301420438277,1.4656608152237169e-05,0.010978067960936722,1.6449336228189138e-05,2.095203806536179e-05,0.03236354094590382,0.0028516446849790075,1.1689384124313275e-06,4.976355500940909e-09,3.096842403122383e-05,5.2913514299713636e-06,5.5489113844155264e-05,0.0017528465557920864,1.5878843690215468e-09,1.1203650404700427e-07,5.747636210612054e-07,1.9707080315802583e-07,3.2746529816552683e-09,2.5503047602255006e-05,1.5867443433426734e-09,9.448965026296881e-06,0.0001220063053687145,7.294510560698763e-05,9.738351323845764e-06,0.0002570783378100263,1.1953263785912036e-05,5.523729468727119e-07,5.6073145025727785e-09,0.00010512090186130682,6.758776977043127e-09
1.5766799277314324e-06,0.24901941857028362,3.76,0.0,0.32810852820749653,0.811194683427977,0.0705948785373612,0.0,0.0007307696427944778,0.31984326373551397,0.004933955123125802,0.10088785799597133,4.979064175756352e-10,2.029424381597872e-10,0.0032146417610019735,0.0008133438727431219,0.10774758400955313,0.11543870305586211,0.0006074621069246384,8.168360521197179e-05,0.001969454060525989,2.807454285249644e-05,0.04554705459634306,0.001219667783055288,0.004524598901616229,7.45511487960759e-05,0.04396071938366241,0.017359904544072654,2.68828450636775e-06,7.475969775965168e-09,0.007605380454421854,1.445338204465931e-05,0.01134428955167207,1.6359198136216785e-05,2.131492292666706e-05,0.032633289331790716,0.002844090916454575,1.1891218673846273e-06,5.059603112665961e-09,3.150559895715861e-05,5.403115719409279e-06,5.662760498301763e-05,0.0018116770303916153,1.6153545021335565e-09,1.1687575087625119e-07,5.964539446271461e-07,2.0446176437887875e-07,3.390382788277676e-09,2.6616608967388313e-05,1.60574300397127e-09,9.68755741805638e-06,0.00012338241523563196,7.445315609408532e-05,9.918537907462483e-06,0.00026103044238860425,1.2199501516929519e-05,5.575062912217034e-07,5.693083492213859e-09,0.00010851273927747041,6.803577761486051e-09
1.5989186059006693e-06,0.24914618011407358,3.76,0.0,0.3243100419077383,0.8090542781970043,0.07159219787939558,0.0,0.0007356732674512206,0.32335159455323487,0.004890477165501176,0.10055414394111933,4.919950236097697e-10,2.0052352886055638e-10,0.003229092413815887,0.0008039430206662806,0.10869862790904566,0.11644480249353041,0.0006049034584438478,8.079194675857611e-05,0.0019732377455043263,2.7893994420436358e-05,0.04636565861530316,0.001214228238494065,0.004536171550886153,7.507826470421742e-05,0.044823987732981276,0.017658640626101733,2.6710265516388015e-06,7.505185132189506e-09,0.0077107073350680625,1.4254854025374516e-05,0.011715539914664317,1.626514872982772e-05,2.1675617176164292e-05,0.03289706846484512,0.0028365863711891405,1.2091829141271344e-06,5.141305834621437e-09,3.2034738637154043e-05,5.514045515249138e-06,5.776124572682333e-05,0.0018712527445065162,1.642521403068433e-09,1.218208370893982e-07,6.185280261468853e-07,2.119801082430925e-07,3.5077274978826185e-09,2.7756285707229478e-05,1.624550909680616e-09,9.92894809433344e-06,0.00012473541250379483,7.596617719552137e-05,1.009856362149949e-05,0.0002648780677510495,1.244648120846026e-05,5.625890448991404e-07,5.778246540972394e-09,0.00011195361189896141,6.846145760572765e-09
1.6211572840699061e-06,0.24927193014590318,3.76,0.0,0.32055370603658456,0.8069278091983962,0.07258442605234533,0.0,0.0007405855341898255,0.32683576663122144,0.004847454021714003,0.10020841201020089,4.861682765750121e-10,1.9813928393524742e-10,0.003243439138140767,0.0007947104237407228,0.10963513493965642,0.11743901757156956,0.0006024087190129384,7.992244486406748e-05,0.001976948053821634,2.7711367857482647e-05,0.04718149840049525,0.001208728716105808,0.004545679922489058,7.557381615812439e-05,0.04568650814768601,0.017952529314415957,2.653573492814049e-06,7.531105812624163e-09,0.00781428254670113,1.4060880717402849e-05,0.012091741842716086,1.6167456736641536e-05,2.2034047886358e-05,0.033154972543921996,0.0028291306884763614,1.2291175197739439e-06,5.2214485228541995e-09,3.2555671674127486e-05,5.624095991900976e-06,5.8889650705863796e-05,0.0019315495221006106,1.6693774290666632e-09,1.2687056987569765e-07,6.409794808500903e-07,2.1962354463147664e-07,3.626647600574635e-09,2.892194100200014e-05,1.6431690736152469e-09,1.0173141524778007e-05,0.00012606541385155805,7.74842623121237e-05,1.0278441140047874e-05,0.0002686226462890091,1.2694218822881484e-05,5.676231994578101e-07,5.8628179915540525e-09,0.00011544326910580235,6.886511751506039e-09
1.643395962239143e-06,0.24939667757101197,3.76,0.0,0.31683896344112406,0.8048151731741333,0.07357157055850194,0.0,0.0007455077988722536,0.3302959177392679,0.004804871737166513,0.09985136131203985,4.80423920375549e-10,1.9578878344516255e-10,0.003257684498502885,0.0007856397803740134,0.11055723243500078,0.11842152229759319,0.0005999759881622701,7.907422323511306e-05,0.00198059194867451,2.7526874567133147e-05,0.04799450883960556,0.0012031729120120995,0.004553195332978311,7.603868877475574e-05,0.0465480883770671,0.01824149114142812,2.6359453180110363e-06,7.553851290853478e-09,0.00791610826677318,1.387132218226368e-05,0.012472818301861553,1.6066378626380142e-05,2.2390145653808212e-05,0.03340709510876257,0.0028217235063013376,1.2489218471501056e-06,5.300018527714283e-09,3.3068243897882734e-05,5.733224875271181e-06,6.001245291196653e-05,0.0019925429312043913,1.6959155453775802e-09,1.3202368809568862e-07,6.638017389799707e-07,2.2738972491967466e-07,3.747103589046957e-09,3.0113422753939492e-05,1.661598435940225e-09,1.0420140943672855e-05,0.00012737255953802003,7.900750432095842e-05,1.045818292300486e-05,0.00027226575602655944,1.2942730285129324e-05,5.72610683581203e-07,5.9468118756638516e-09,0.00011898146610798415,6.9247074086221016e-09
1.6656346404083799e-06,0.24952043106845131,3.76,0.0,0.3131652676141142,0.8027162665236303,0.0745536411836045,0.0,0.000750441379781698,0.3337321858877111,0.004762717095051118,0.09948365764878882,4.747598020364448e-10,1.934711492823644e-10,0.003271831103036741,0.0007767251289382651,0.11146504735165565,0.11939248587709585,0.0005976034125342828,7.824645254103597e-05,0.001984176088359972,2.7340714021789095e-05,0.04880463056312955,0.0011975644421813871,0.004558788239340487,7.647376524944698e-05,0.04740854204916061,0.01852545443765276,2.618160885105542e-06,7.573539172761248e-09,0.008016188257478228,1.3686042207281665e-05,0.012858692505756162,1.5962158995699677e-05,2.2743844548574255e-05,0.033653528976052956,0.0028143644614474824,1.268592251932591e-06,5.377005555592266e-09,3.357231760824196e-05,5.841392371701299e-06,6.112930321231533e-05,0.0020542083203497273,1.7221293013889236e-09,1.372788665720834e-07,6.869880608501332e-07,2.352762471807683e-07,3.869056023091489e-09,3.133056423603587e-05,1.6798398722054251e-09,1.0669948384109701e-05,0.00012865701176708553,8.053599508035453e-05,1.0637801156692868e-05,0.00027580910163762265,1.3192031396385307e-05,5.775533651922709e-07,6.030241884516576e-09,0.00012256796408365017,6.960765230593879e-09
