Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069)
6.39942701711475e-16,0.3709493581125088,3.76,0.0,0.8455740034579942,0.9999999994656318,9.107536617928998e-35,0.0,1.1169271313395169e-26,1.2325312995048394e-14,1.2325312984104854e-14,5.71242666993081e-16,4.265425371478789e-29,5.197699122026041e-28,1.0918822151504653e-23,1.0915812169942365e-23,1.1902578959358709e-17,3.622382746985482e-32,5.712426670654074e-16,9.317512682337867e-30,2.2582377334568496e-24,6.608418505925078e-26,1.1184713997547118e-26,9.338845416110815e-40,1.857407124325652e-33,3.0538674052329934e-38,1.1902578959332234e-17,2.4501610758151974e-34,1.1509697692452914e-27,8.057047094294091e-48,2.7106917362277846e-26,1.5622526256053751e-27,1.1892980835668294e-37,1.6578001941406344e-34,8.420216343082866e-32,6.577865853146104e-29,5.343675999850092e-10,1.5817695036579013e-30,1.2816629873625662e-50,6.502475255384409e-39,9.724570397344327e-42,2.9764269732036614e-41,6.72211616702076e-32,9.395677832265629e-52,1.3347880137856042e-49,1.5559428662992506e-47,2.037869595588772e-49,9.852951938901846e-53,1.1093770132634617e-58,1.1376308646169693e-32,7.403911918906453e-47,1.0626377183428131e-42,6.663975439674498e-43,2.096276210883611e-51,2.533994404525703e-45,5.874630424682633e-45,1.9427699589110445e-40,3.253207210731245e-61,1.6100414635820054e-47
1.0665714106242166e-15,0.3709493581125093,3.76,0.0,0.8455740034579855,0.9999999991093873,4.18548787581936e-34,0.0,3.087976622271752e-26,2.054219296877078e-14,2.0542192938515098e-14,9.520713265813496e-16,1.1792683409037147e-28,1.4370090994717303e-27,3.018477532044918e-23,3.0179020787549634e-23,1.9837636083351944e-17,1.6647131715272945e-31,9.52071326783878e-16,2.5824801880352394e-29,3.794775867414703e-24,1.8270339962811509e-25,3.0922456033255163e-26,2.583047172809271e-39,5.135187205056105e-33,8.443718128534049e-38,1.983763608327872e-17,6.773980443914232e-34,3.182093580899468e-27,3.7029892737947007e-47,7.494268054201864e-26,4.31917056261323e-27,5.465574463944091e-37,4.58333261237191e-34,2.3279866486228813e-31,1.8185870886941143e-28,8.906118542066889e-10,4.373124227438518e-30,5.890065882242703e-50,1.923924413220491e-38,4.5551961285865845e-41,1.3942218717647437e-40,1.8584680810987374e-31,7.415168748721998e-51,6.134203430915865e-49,7.150538408745671e-47,9.365295551311245e-49,4.528062526087297e-52,8.535647891900612e-58,3.145211583875824e-32,3.402564283855774e-46,4.883490230931129e-42,3.1215480273206643e-42,1.65440338317133e-50,1.1869743081272878e-44,2.7518021186300504e-44,8.928251489097465e-40,4.35951160459924e-60,7.399154665827102e-47
1.4505372486456842e-15,0.37094935811250984,3.76,0.0,0.8455740034579777,0.9999999987887677,9.421493239258072e-34,0.0,5.498772761793643e-26,2.7937384945120827e-14,2.7937384891244423e-14,1.2948171200573872e-15,2.099931635712293e-28,2.5588850048198385e-27,5.374850913035885e-23,5.37399013171634e-23,2.6979187494945828e-17,3.7472530540689475e-31,1.2948171204196698e-15,4.606259435839359e-29,5.1937812306097316e-24,3.2534066398677067e-25,5.506374000247629e-26,4.601095866172791e-39,9.144249372358874e-33,1.5036623604627549e-37,2.69791874948154e-17,1.2062457938727437e-33,5.666366072752589e-27,8.335749375229773e-47,1.3345072694113777e-25,7.691164065999321e-27,1.2302954892631167e-36,8.16155979837848e-34,4.145506542074077e-31,3.238365204464848e-28,1.2112311565884135e-09,7.787233925020187e-30,1.3258505304457596e-49,3.5881829055864886e-38,1.051157930848966e-40,3.2173090754030664e-40,3.3093814566833033e-31,2.0809387204330747e-50,1.3808048800934692e-48,1.6095792356390332e-46,2.1081189119874765e-48,1.0192639811885442e-51,2.3507522309114476e-57,5.600685627254733e-32,7.659139057368376e-46,1.0992688947208322e-41,7.203289731477718e-42,4.642796471894731e-50,2.739056227590295e-44,6.350063695891049e-44,2.0097405589254955e-39,1.4468916550898192e-59,1.6655424070698475e-46
1.8345030866671518e-15,0.37094935811251034,3.76,0.0,0.84557400345797,0.9999999984681486,1.78072384225204e-33,0.0,8.583663505409977e-26,3.5332576921470774e-14,3.533257683736895e-14,1.63756291337105e-15,3.2780292342550576e-28,3.994451555113568e-27,8.390061746600981e-23,8.388875076759113e-23,3.412073890653969e-17,7.082552567239826e-31,1.6375629139381483e-15,7.202448547686886e-29,6.609850389713001e-24,5.07861406389987e-25,8.595528275944299e-26,7.184696535672591e-39,1.4274305431242868e-32,2.3473758331125792e-37,3.412073890633605e-17,1.8829675296219337e-33,8.845277271772886e-27,1.57558299922137e-46,2.083184842865563e-25,1.2006016587584617e-26,2.3253387358334403e-36,1.274031314163984e-33,6.471275879809764e-31,5.055134179007489e-28,1.5318499017687218e-09,1.2155974114482983e-29,2.505948342354325e-49,5.860150683838645e-38,2.0239412222189395e-40,6.194734685087829e-40,5.165991578213562e-31,4.764434553520839e-50,2.609814203095814e-48,3.0422097665525626e-46,3.984482278615914e-48,1.926478046686476e-51,5.294598399560256e-57,8.742742030169675e-32,1.447627245954045e-45,2.0776899232718713e-41,1.38694994279624e-41,1.0629961881389442e-49,5.273876445453647e-44,1.2226664622554643e-43,3.798540455767603e-39,3.887815791837173e-59,3.1479835944101443e-46
2.2184689246886194e-15,0.37094935811251073,3.76,0.0,0.8455740034579622,0.99999999814753,2.9764127157214042e-33,0.0,1.2305308232556064e-25,4.272776889782062e-14,4.2727768777254536e-14,1.9803087065313327e-15,4.699301982694244e-28,5.726331329103582e-27,1.2027614382158918e-22,1.2026063509093481e-22,4.1262290318133544e-17,1.1838218162752067e-30,1.9803087073458123e-15,1.0341648269951713e-28,8.042038114482258e-24,7.2805632081622755e-25,1.232231605541743e-25,1.0303056141012004e-38,2.0463259494328626e-32,3.365327967845878e-37,4.126229031784155e-17,2.699372073803721e-33,1.2680348195453502e-26,2.6336422626875778e-46,2.9863972256516094e-25,1.7211499385295143e-26,3.886715643168321e-36,1.8264169975817905e-33,9.27715628616725e-31,7.246903096226167e-28,1.8524681206140838e-09,1.7426462275676554e-29,4.1886052924878756e-49,8.765799136987299e-38,3.441197988309649e-40,1.0532572980594312e-39,7.405825279876402e-31,9.290939224242551e-50,4.362210714845077e-48,5.084938435906379e-46,6.659911259993964e-48,3.2200397576237834e-51,1.0176083901742214e-56,1.2533346712831605e-31,2.419654121048074e-45,3.4727800290251537e-41,2.3581560040628684e-41,2.072907628497823e-49,8.966870185570468e-44,2.0788337465969316e-43,6.349116048397374e-39,8.600777484536431e-59,5.2617350465125994e-46
2.9864006007315546e-15,0.37094935811251184,3.76,0.0,0.8455740034579466,0.9999999975062941,6.354302660185758e-33,0.0,2.120070398663441e-25,5.751815285052011e-14,5.751815264279791e-14,2.6658002925021177e-15,8.096407309350781e-28,9.86582532297182e-27,2.0721958703742705e-22,2.0719592045320013e-22,5.554539314132126e-17,2.527324524092322e-30,2.6658002939084303e-15,1.7865042457370744e-28,1.0943171662485345e-23,1.2543614067831701e-24,2.123000316041224e-25,1.776122050145763e-38,3.5255966746391574e-32,5.79869487002499e-37,5.554539314081798e-17,4.650725804118474e-33,2.1846849792095355e-26,5.6229444052962635e-46,5.145235786876902e-25,2.965353097822365e-26,8.297694783899769e-36,3.146717658640788e-33,1.5983846636504728e-30,1.248562141558324e-27,2.4937033580100783e-09,3.0023853359638526e-29,8.942226282562872e-49,1.6237965618951887e-37,7.608525410675314e-40,2.3287631224037177e-39,1.2759427037909017e-30,2.4667078331397458e-49,9.312844366892734e-48,1.0855763879915796e-45,1.4218151309996344e-47,6.874437862925859e-51,2.63150815770459e-56,2.1593554107823453e-31,5.1656856791015464e-45,7.413989433353034e-41,5.21390759303737e-41,5.5034879936833685e-49,1.98257694261184e-43,4.596323427837472e-43,1.3554637242919315e-38,2.7060755648448197e-58,1.1233203350970149e-45
3.75433227677449e-15,0.37094935811251273,3.76,0.0,0.8455740034579311,0.99999999686506,1.1554610944259317e-32,0.0,3.2449803205364816e-25,7.230853680321924e-14,7.230853648527966e-14,3.3512918779059495e-15,1.2392396796726869e-27,1.5100606541442288e-26,3.1716731642102887e-22,3.1713407563017565e-22,6.982849596450904e-17,4.595665099490268e-30,3.3512918800614346e-15,2.741509025859478e-28,1.3903886006026826e-23,1.9199255664298512e-24,3.2494643383636187e-25,2.7201143724835104e-38,5.396279641708111e-32,8.876418716194199e-37,6.982849596373839e-17,7.118405524337554e-33,3.343878349129393e-26,1.0225463136516055e-45,7.875297907584833e-25,4.538769461675877e-26,1.5088457074578626e-35,4.816367506698571e-33,2.4465354447373775e-30,1.9110492168955417e-27,3.134936649865023e-09,4.5954457609355574e-29,1.6260523688643654e-48,2.661736467707625e-37,1.4254472069391547e-39,4.362907043264796e-39,1.95295791821572e-30,5.350624925430509e-49,1.6934435143869802e-47,1.9740028065324536e-45,2.585416456696394e-47,1.2500454637377986e-50,5.572896447983997e-56,3.305104705062421e-31,9.393238544488095e-45,1.3481534828994465e-40,9.768186450643258e-41,1.1937813802627052e-48,3.714320018751001e-43,8.611151162047579e-43,2.464763331075876e-38,6.69352094785078e-58,2.042635879894288e-45
4.522263952817425e-15,0.3709493581125137,3.76,0.0,0.8455740034579156,0.9999999962238283,1.91135840268174e-32,0.0,4.6212253503562195e-25,8.709892075591799e-14,8.709892030313554e-14,4.036783462704373e-15,1.7648247776163778e-27,2.1504960017903117e-26,4.516796602051165e-22,4.516353327161641e-22,8.411159878769693e-17,7.602126742206593e-30,4.0367834657770424e-15,3.914524312957665e-28,1.6928222387617764e-23,2.734194424159029e-24,4.627610359733726e-25,3.876075194199709e-38,7.684923752876026e-32,1.2642411926179826e-36,8.411159878659901e-17,1.013743346734299e-32,4.76206597320013e-26,1.6916201796860603e-45,1.1215328380436386e-24,6.463728812428742e-26,2.495925278001887e-35,6.859062422113591e-33,3.484216956856255e-30,2.721553491811793e-27,3.776167864223176e-09,6.544434745330064e-29,2.689817573437963e-48,4.049135480211554e-37,2.4124346601116198e-39,7.383807826218382e-39,2.7812363126342787e-30,1.0340725598714244e-48,2.801292713532029e-47,3.265385915971897e-45,4.2767834247871605e-47,2.0678252880799165e-50,1.0543271575904642e-55,4.706841737179642e-31,1.5538249777367225e-44,2.2301089748888684e-40,1.653173136213143e-40,2.3071258844113096e-48,6.286120738841626e-43,1.4573559169240994e-42,4.077199108504474e-38,1.4558692182780072e-57,3.378918076511812e-45
6.058127304903295e-15,0.3709493581125156,3.76,0.0,0.8455740034578846,0.9999999949413708,4.4088989865780383e-32,0.0,8.141884067002136e-25,1.1667968866131436e-13,1.1667968786358201e-13,5.407766630450893e-15,3.109367335714921e-27,3.788825088459041e-26,7.957823853112499e-22,7.957112612720961e-22,1.126778044340735e-16,1.7535693629941304e-29,5.407766635871433e-15,6.937133304623355e-28,2.3171346394833657e-23,4.817225607437941e-24,8.153130535774271e-25,6.838069346826988e-38,1.3539649067661562e-31,2.2279300960154424e-36,1.1267780443213748e-16,1.786060845944424e-32,8.390017384647995e-26,3.9027834237753046e-45,1.9759665574932096e-24,1.1388085624222158e-25,5.757307946429089e-35,1.2084610254502153e-32,6.1389214046325645e-30,4.794954282448473e-27,5.058623943421688e-09,1.1530247069696648e-28,6.204608639832886e-48,8.138947706034626e-37,5.7370697732492065e-39,1.7559614008793441e-38,4.900106209512647e-30,3.253915985093766e-48,6.461729818313763e-47,7.532209649750364e-45,9.865182919655367e-47,4.769850249800046e-50,3.1954983861727845e-55,8.292696908854363e-31,3.584181355600821e-44,5.144154038002205e-40,3.931451125509012e-40,7.259832441104779e-48,1.4949131604371153e-42,3.4657736537717715e-42,9.404802332260056e-38,6.09962508606448e-57,7.794090319359174e-45
7.593990656989166e-15,0.3709493581125176,3.76,0.0,0.8455740034578536,0.9999999936589218,8.469572081993009e-32,0.0,1.2683575502784234e-24,1.462604565667092e-13,1.4626045532398765e-13,6.778749795738007e-15,4.843858568672382e-27,5.902276010872912e-26,1.2396770938679028e-21,1.2395730278580201e-21,1.412440100804515e-16,3.368636146824479e-29,6.778749804188951e-15,1.0868833630278357e-27,2.967293055896827e-23,7.504358945698228e-24,1.2701090951793594e-24,1.066624245482385e-37,2.10923159153019e-31,3.4715224174662645e-36,1.41244010077433e-16,2.782361075673211e-32,1.3070112778949556e-25,7.498668870601903e-45,3.0781955466171294e-24,1.774056062529926e-25,1.1059885971643331e-34,1.882563155559406e-32,9.563739225535929e-30,7.469664333974322e-27,6.341071583024626e-09,1.7961976308850745e-28,1.1919251679570446e-47,1.4211419025311129e-36,1.1204279256745942e-38,3.4293259470409354e-38,7.633471970534203e-30,7.816544850653987e-48,1.2413156167008155e-46,1.4469502304096067e-44,1.8951183456355173e-46,9.163021777188246e-50,7.515829311966671e-55,1.2918468391372997e-30,6.885272991301885e-44,9.882006921643457e-40,7.677974359780749e-40,1.743954236020053e-47,2.919503916174781e-42,6.768524253001723e-42,1.8066779374477847e-37,1.7853679574181897e-56,1.4972575809794337e-44
1.0665717361160906e-14,0.37094935811252155,3.76,0.0,0.8455740034577917,0.999999991094049,2.3295924578770833e-31,0.0,2.4832099919303067e-24,2.0542199237749427e-13,2.054219899444769e-13,9.520716118929169e-15,9.483504434343341e-27,1.1555463032425752e-25,2.4270415642850172e-21,2.426853162376206e-21,1.9837642137321515e-16,9.265571328819232e-29,9.52071613548989e-15,2.1539298544715806e-27,4.3451995672312434e-23,1.4692137342428557e-23,2.486637304622077e-24,2.0939722200519283e-37,4.129487641110294e-31,6.799966849042183e-36,1.983764213672947e-16,5.44736148975713e-32,2.55888294384916e-25,2.0634021778067663e-44,6.02653374078713e-24,3.473271464362527e-25,3.042067379552793e-34,3.6857133619351026e-32,1.872577837507583e-29,1.4624211966666844e-26,8.905941526891595e-09,3.5166012779369123e-28,3.2784966668010217e-47,3.417491060781489e-36,3.1332051384358946e-38,9.589891380997778e-38,1.4944917276643858e-29,3.145713301817201e-47,3.4143287562715864e-46,3.9798965369124386e-44,5.212601490541654e-46,2.5203626601694018e-49,2.950992501157506e-54,2.529178352348323e-30,1.8938227923415957e-43,2.718086863720368e-39,2.1470964091273836e-39,7.018421137988894e-47,8.164193564700958e-42,1.8927746236721952e-41,4.9693391666715545e-37,1.0546736628082991e-55,4.1182665848613336e-44
1.680917076950439e-14,0.37094935811252944,3.76,0.0,0.8455740034576678,0.9999999859644051,9.269905857677247e-31,0.0,6.139020727544324e-24,3.2374506399904624e-13,3.237450579841227e-13,1.5004648735778564e-14,2.344587532954023e-26,2.8567006510386857e-25,6.000114917589632e-21,5.99968401126444e-21,3.126412439587937e-16,3.6869454884060023e-28,1.5004648776754962e-14,5.460986389428924e-27,7.411383162559998e-23,3.632200834317275e-23,6.147483893017841e-24,5.206446456843434e-37,1.0208974977138042e-30,1.68283824677006e-35,3.1264124394410067e-16,1.346709265806349e-31,6.326079823774258e-25,8.218261928877468e-44,1.4898840814013552e-23,8.586647189323598e-25,1.2104964558276225e-33,9.11187457847105e-32,4.6303196728761937e-29,3.615408385144277e-26,1.4035580071371435e-08,8.693666794604146e-28,1.3046242874861002e-46,1.1736236340826555e-35,1.2609240437335877e-37,3.8593469508689925e-37,3.694693623343232e-29,2.12847247961955e-46,1.3586587371534849e-45,1.5836765834111665e-43,2.0741933370868262e-45,1.0029298794836394e-48,1.9613438793930358e-53,6.252563163731377e-30,7.53588081768169e-43,1.0815784379191513e-38,8.640753724787678e-39,4.748849685370133e-46,3.2855869690589666e-41,7.617264439955795e-41,1.9773916764492445e-36,1.2470519504866164e-54,1.6387345022486023e-43
2.909607758619135e-14,0.3709493581125451,3.76,0.0,0.84557400345742,0.9999999757055223,4.9503658791641726e-30,0.0,1.835528879034477e-23,5.603912072420767e-13,5.603911892578968e-13,2.5972513851344284e-14,7.010570625773906e-26,8.54101899651416e-25,1.7939825709767443e-20,1.7938614274263e-20,5.411708891303231e-16,1.9689145527464188e-27,2.5972513973937737e-14,1.717212034613943e-26,1.478528425366279e-22,1.086001338530975e-22,1.838053183050938e-23,1.5751450925838238e-36,3.0524243093465177e-30,5.042328585731023e-35,5.411708890860425e-16,4.0266147965999725e-31,1.891445684542167e-24,4.397278704451441e-43,4.4546441201504755e-23,2.567344562871261e-24,6.464338009766637e-33,2.7244003356955434e-31,1.3850019561435685e-28,1.0809805888583873e-25,2.4294451786418158e-08,2.599280161963938e-27,6.967525807964435e-46,5.536702192687357e-35,6.76965474414998e-37,2.07200833810584e-36,1.1046864395652337e-28,2.121907180162979e-45,7.255909612117995e-45,8.457209165681246e-43,1.1076685024984115e-44,5.356202772556038e-48,1.9391281378551004e-52,1.869414630280284e-29,4.0243387748621936e-42,5.775885121985593e-38,4.6390516513866485e-38,4.734204385681394e-45,1.7639669381175208e-40,4.089561102371915e-40,1.0559707746829808e-35,2.374338370646173e-53,8.751207021418041e-43
5.366989121956528e-14,0.37094935811257645,3.76,0.0,0.8455740034569242,0.9999999551893785,3.18748870522782e-29,0.0,6.240674949848696e-23,1.0336834937278445e-12,1.0336834325832942e-12,4.79082436099676e-14,2.3838232795314456e-25,2.903655997692044e-24,6.099358142064013e-20,6.098962541786256e-20,9.98230179476209e-16,1.267752597408966e-26,4.7908244026937267e-14,6.421254139922124e-26,3.449926868719747e-22,3.6923037438697083e-22,6.2492150895839e-23,5.48423627389795e-36,1.0378068582956806e-29,1.7217586440606301e-34,9.982301793232455e-16,1.3690482404383237e-30,6.430700665516308e-24,2.84250039621637e-42,1.5145378455178742e-22,8.728734574639545e-24,4.162291348954859e-32,9.262824246548153e-31,4.7128165605492405e-28,3.675234138417594e-25,4.481057383287209e-08,8.836881285940613e-27,4.4869598956354443e-45,3.278721263259875e-34,4.3672097746960534e-36,1.3366853826574494e-35,3.755832846385608e-28,2.6547429106911934e-44,4.672421879044684e-44,5.445472588576844e-42,7.132114386065335e-44,3.449189317047911e-47,2.4191875830876142e-51,6.355451128069389e-29,2.5912117595461807e-41,3.7190065991031445e-37,2.9927243875671154e-37,5.923025271838841e-44,1.1379628840769296e-39,2.638240543085776e-39,6.799196472361288e-35,5.8436983124937235e-52,5.634741280579192e-42
1.0281751848631312e-13,0.3709493581126392,3.76,0.0,0.8455740034559329,0.9999999141635751,2.2793290411215955e-28,0.0,2.289876016425983e-22,1.9802680666982095e-12,1.980267842345312e-12,9.177970123738617e-14,8.748944039598946e-25,1.0652596607114098e-23,2.2379858888205677e-19,2.237843983166516e-19,1.9123487601899926e-15,9.065367368173382e-26,9.177970276766877e-14,2.7860760612815527e-25,9.379221991969086e-22,1.354787656096332e-21,2.2929784086627177e-22,2.1099353346804056e-35,3.8080227206068565e-29,6.372148667457434e-34,1.9123487596109277e-15,5.0236094898508655e-30,2.3595370314047922e-23,2.0486240589164678e-41,5.557174734060929e-22,3.202766189615457e-23,2.976356456483885e-31,3.398819938068897e-30,1.732141182174641e-27,1.348524793631775e-24,8.583633332637747e-08,3.2421294464012644e-26,3.209481021288582e-44,2.2320542372716807e-33,3.124692013365839e-35,9.563848722432885e-35,1.378098985507679e-27,3.748174417444332e-43,3.3417797785448865e-43,3.8939306510555075e-41,5.1000086655978955e-43,2.4670184008060032e-46,3.4128109109316593e-50,2.331671134186246e-28,1.8529140655106946e-40,2.6593737654794127e-36,2.1412622089218645e-36,8.362611203519165e-43,8.142010196591075e-39,1.8876343309905396e-38,4.861883789037816e-34,1.6389889688873625e-50,4.0292259816887347e-41
1.5196514575306098e-13,0.37094935811270185,3.76,0.0,0.8455740034549416,0.9999998731464167,7.006792103132471e-28,0.0,5.00208381721253e-22,2.926852639667013e-12,2.9268521495889565e-12,1.3565115634530626e-13,1.9115216899047537e-24,2.3266756956733305e-23,4.888669103866616e-19,4.888361431620776e-19,2.8264673409470958e-15,2.7867148008468938e-25,1.3565115968830394e-13,6.871575076559815e-25,1.795720874971496e-21,2.9594070930572373e-21,5.008803743194572e-22,4.7927440141982874e-35,8.318417061722142e-29,1.401917345315655e-33,2.8264673396496444e-15,1.0974098270913956e-29,5.154135570207253e-23,6.331090486244067e-41,1.213913176966069e-21,6.996145441714623e-23,9.149410769292015e-31,7.424560854762938e-30,3.789007801061711e-27,2.9457270984220058e-24,1.2685344792681163e-07,7.081549531000736e-26,9.868315634445952e-44,6.755521902021302e-33,9.606467734970349e-35,2.9402850616888022e-34,3.0103305261027872e-27,1.5397130364080516e-42,1.0274280268184298e-42,1.1970065120137391e-40,1.567758646460907e-42,7.585109789801542e-46,1.4017684511373434e-49,5.092798923994126e-28,5.695913664498267e-40,8.174995826540713e-36,6.583037684433426e-36,3.435282517624982e-42,2.5031589458921044e-38,5.803294272935822e-38,1.4945450832177887e-33,8.599205688047723e-50,1.2385870513319696e-40
