Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069)
0.013856983807009315,0.39035349204208614,3.76,0.0,0.003891909301856288,0.2255721834461059,0.5860928095795878,0.0,7.702805490951982e-05,0.4660335619567535,1.79565836856609e-07,0.00032131586176020554,3.0267613271817115e-14,5.401348950396057e-16,4.319947611264172e-05,7.244827503437604e-08,0.018238115460635508,0.1298294270126373,0.0002384622258434878,3.718041075374698e-08,4.582901333378139e-05,1.3867419070025964e-06,0.6001080331934744,0.0012884243346157522,0.001254991558487822,5.406208351790519e-06,0.0015087403969302373,0.00023574141814611667,7.71642316992214e-10,5.724932948668395e-09,0.0003292271921311912,7.563507097821066e-06,0.10174728267359608,2.2756874892433992e-09,8.806902125087425e-08,1.4244107699737741e-06,4.393563549941292e-05,1.883143474357162e-10,5.0542433488851116e-12,2.4711721852713976e-07,4.3281576271808976e-08,5.290736490085873e-06,0.0015856046710147566,6.720163485190522e-10,1.725427004820137e-07,6.251922304933534e-07,1.505570229626788e-07,2.625960610107653e-12,0.00020484207171766943,1.2374693798307502e-13,4.445258747970496e-07,3.1836968829761073e-07,3.7393842887958986e-07,3.965010609054607e-06,7.591242871725376e-05,2.3422449142388833e-08,1.20063236995624e-07,2.2849159097982266e-08,3.607038725176959e-06
0.01386651947556975,0.3903561310828114,3.76,0.0,0.003818125694444289,0.22538757990417116,0.5862289233344369,0.0,7.828459152387618e-05,0.4661491769868498,1.7627597142509707e-07,0.00031900056307304793,2.96917675465977e-14,5.298134894691072e-16,4.373433890613764e-05,7.187439440955214e-08,0.018163087909266497,0.1298786903757691,0.00023998838119057914,3.747581044949968e-08,4.644656823113932e-05,1.3756153040484505e-06,0.6002068000657511,0.0012819555498506158,0.00123882560645368,5.3977354166584255e-06,0.0015001000024967084,0.000231142172079297,7.702439289687053e-10,5.711243782970884e-09,0.00033118268679670665,7.636161048856306e-06,0.10177885591692654,2.2434327634264826e-09,8.752964878902964e-08,1.418998114852476e-06,4.389967950147447e-05,1.8715865326934145e-10,5.031613963642675e-12,2.456913434882232e-07,4.312156528838273e-08,5.278944099865831e-06,0.001563388434041995,6.699652384563362e-10,1.7237782913871011e-07,6.24075370606307e-07,1.5028477352712999e-07,2.6240370374059548e-12,0.00020211477152788323,1.2292524730768482e-13,4.448063888094964e-07,3.2458986816588306e-07,3.748797213545921e-07,3.9710269796798815e-06,7.510040779769218e-05,2.3481393415364906e-08,1.2156867157046435e-07,2.2864941192281906e-08,3.616143242811702e-06
0.013876055144130183,0.3903587436510468,3.76,0.0,0.003744536518568756,0.22520222460998282,0.5863656301998923,0.0,7.958515877194358e-05,0.46626530063845467,1.7299129620326176e-07,0.0003166452574721713,2.9117662572328985e-14,5.195224885712811e-16,4.428582480892582e-05,7.129900137153299e-08,0.01808710785682441,0.12992860849161822,0.00024154053562929162,3.778480738061037e-08,4.7083540554396386e-05,1.3643284148892242e-06,0.6003054185641632,0.0012754465944072137,0.0012225882713954694,5.389438598039626e-06,0.0014913981417095685,0.00022655973100778437,7.688737980757176e-10,5.697737028492711e-09,0.00033317813950156677,7.710364798595554e-06,0.10181003125787247,2.2108857198684294e-09,8.698809287480894e-08,1.4134891943297043e-06,4.3863577081762425e-05,1.8599823652318997e-10,5.0089448672828894e-12,2.442605494777281e-07,4.2961655207409375e-08,5.267253040719431e-06,0.0015411321106200452,6.679272699921496e-10,1.7221423465192064e-07,6.229574519361524e-07,1.5001262323262163e-07,2.622135227767165e-12,0.0001993760860645924,1.2209918222738996e-13,4.451009708562909e-07,3.310481986585751e-07,3.758490793811241e-07,3.9772919804374215e-06,7.428750150772255e-05,2.3542093946676037e-08,1.2312048812087536e-07,2.288202153168587e-08,3.625361865212641e-06
0.013884637245834575,0.3903610715430796,3.76,0.0,0.0036784723389080157,0.22503473621293016,0.5864891927367086,0.0,8.07952725294329e-05,0.4663702595680832,1.7003952084078133e-07,0.000314490132482099,2.860245721035034e-14,5.102865659524983e-16,4.479706344641537e-05,7.077979716560556e-08,0.01801788719575212,0.12997411501039896,0.00024296029562416796,3.807514583323486e-08,4.767421030085054e-05,1.354028532458803e-06,0.6003940493151217,0.001269553295414355,0.00120791226931736,5.382128760247282e-06,0.0014835123146595118,0.00022244995129823512,7.676667857470153e-10,5.6857430842933634e-09,0.00033500908566845973,7.778510703852513e-06,0.10183773490981991,2.181338397958097e-09,8.649876828731357e-08,1.4084460320770049e-06,4.3830954671856e-05,1.84949698733133e-10,4.988503949015584e-12,2.4296851693150466e-07,4.2817836926039026e-08,5.256822619293743e-06,0.0015210663362320675,6.661048670217155e-10,1.720681626686268e-07,6.219506795434253e-07,1.4976784446694008e-07,2.6204436644672304e-12,0.00019690134994359806,1.213518537324726e-13,4.4537866785740245e-07,3.37074996086288e-07,3.7674655442960217e-07,3.983152661508297e-06,7.35550762643599e-05,2.3598292159504712e-08,1.245586949774299e-07,2.289855342321952e-08,3.633759034175154e-06
0.013891139632224622,0.3903628200738024,3.76,0.0,0.0036285222916273055,0.2249073985800903,0.5865831554852693,0.0,8.173828924062584e-05,0.466450073397646,1.678058467096497e-07,0.00031283429101367774,2.8213042299469755e-14,5.033051776153813e-16,4.5194224369438394e-05,7.038552701630802e-08,0.017964897679244737,0.13000897187657565,0.0002440507417727927,3.830321597335325e-08,4.813318781648059e-05,1.346132536429865e-06,0.6004611231877203,0.001265065377482977,0.0011967525730635002,5.376693706571558e-06,0.001477502371778213,0.0002193452252368206,7.667699193936836e-10,5.676761733286216e-09,0.00033641894173304024,7.831023872756692e-06,0.10185849341116035,2.1587875427634127e-09,8.61267751378922e-08,1.4045696219069655e-06,4.380615259293539e-05,1.8415255593185268e-10,4.972988776977393e-12,2.4198680476359344e-07,4.270894289188308e-08,5.248980286204577e-06,0.0015058405298278021,6.647318071068043e-10,1.7195826455862015e-07,6.211876715434844e-07,1.4958253708171132e-07,2.6191752329575193e-12,0.00019501995664659348,1.207831090015175e-13,4.4559732349712247e-07,3.41782875078744e-07,3.774430213930217e-07,3.987738928960786e-06,7.299959940755023e-05,2.364190271258315e-08,1.2567574770051774e-07,2.2911839574974308e-08,3.6401863114101506e-06
0.013897642018614669,0.3903645550956779,3.76,0.0,0.0035786624446403985,0.22477967223772,0.586677423125767,0.0,8.270478473967216e-05,0.4665301427994398,1.6557457691943004e-07,0.00031115811913930526,2.782443804941144e-14,4.963379004349875e-16,4.5600172100711195e-05,6.99904668078445e-08,0.01791142866951901,0.1300441641260134,0.00024515416255132394,3.853855430601243e-08,4.8602412333752855e-05,1.3381550045842804e-06,0.6005281295616169,0.0012605574338502776,0.0011855576432279857,5.371351257304174e-06,0.0014714614229323195,0.000216248388172153,7.658892246563365e-10,5.667875048821884e-09,0.00033784867587453236,7.884313554436114e-06,0.10187904560442748,2.1360932371479555e-09,8.575368027230974e-08,1.400644169112838e-06,4.378127480351674e-05,1.8335302906736306e-10,4.9574472163328125e-12,2.4100265861275126e-07,4.260011874439876e-08,5.241192270203931e-06,0.001490594862398708,6.633656341252554e-10,1.718490682063423e-07,6.20424650487299e-07,1.4939740578549525e-07,2.6179188063777062e-12,0.00019313299308034115,1.2021213345203155e-13,4.4582336287182414e-07,3.466178950510484e-07,3.781542370248921e-07,3.992455621825284e-06,7.244363157696524e-05,2.368643616517548e-08,1.2681730795016685e-07,2.2925805622340485e-08,3.646670945722299e-06
0.013904144405004716,0.39036627625789727,3.76,0.0,0.003528892755377765,0.22465154595078157,0.5867720040010463,0.0,8.369564942080892e-05,0.46661047310125603,1.6334570991011328e-07,0.0003094611262873082,2.7436645052992115e-14,4.893847307192598e-16,4.601521724936161e-05,6.959459167859761e-08,0.01785746969914649,0.13007970067443123,0.00024627080650690383,3.878144139984444e-08,4.908224318537036e-05,1.3300939518190543e-06,0.6005950688874342,0.0012560290803884668,0.0011743269099500954,5.3661044457640585e-06,0.0014653887690869159,0.0002131594620355938,7.650256205950732e-10,5.659085836207565e-09,0.0003392986456530834,7.938395334294556e-06,0.1018993852734633,2.1132534896099537e-09,8.537945912370475e-08,1.3966684437299576e-06,4.375631911530769e-05,1.8255106463557004e-10,4.94187715651624e-12,2.400160313466104e-07,4.2491370819741855e-08,5.233460690775044e-06,0.0014753289852986887,6.620065766517184e-10,1.7174060474603183e-07,6.196617331440027e-07,1.4921248257695835e-07,2.6166751337378454e-12,0.00019124038176903033,1.1963887048815417e-13,4.460570317489617e-07,3.51584901767736e-07,3.7888065656192045e-07,3.997307147869168e-06,7.188715019973798e-05,2.3731921168540477e-08,1.279842395286711e-07,2.294047441166963e-08,3.6532141648215035e-06
0.013910646791394763,0.3903679831942134,3.76,0.0,0.0034792131901409894,0.2245230080824219,0.5868669067461124,0.0,8.47118222322096e-05,0.46669106975832964,1.611192447330325e-07,0.00030774280388601283,2.704966409486541e-14,4.824456674566016e-16,4.643968640187349e-05,6.919787594032205e-08,0.017803009939072405,0.13011559077596724,0.0002474009277372496,3.903217300791682e-08,4.957305520149274e-05,1.321947320166961e-06,0.6006619416417857,0.001251479920188527,0.0011630597902365434,5.360956306804084e-06,0.0014592836847312273,0.00021007846974449633,7.641800848232e-10,5.650396871000707e-09,0.00034076921430073166,7.993285151546499e-06,0.10191950593093663,2.0902662629632136e-09,8.500408627759543e-08,1.3926411705427123e-06,4.373128326175276e-05,1.8174660727946215e-10,4.926276092301203e-12,2.39026872914488e-07,4.238270570514859e-08,5.225787681903825e-06,0.0014600425382027607,6.606548646326652e-10,1.716329071400302e-07,6.188990524164905e-07,1.490278054953404e-07,2.6154447529169437e-12,0.0001893420435410815,1.190632613999839e-13,4.4629857465292024e-07,3.566889904706764e-07,3.7962277182572133e-07,4.0022978642687336e-06,7.13301319828638e-05,2.377838816339129e-08,1.2917745051547816e-07,2.2955868314989657e-08,3.6598172377494868e-06
0.013916498939145804,0.3903695069579707,3.76,0.0,0.003434578616752275,0.22440696214085606,0.5869526018015097,0.0,8.564882889888309e-05,0.46676383909847624,1.591174782421851e-07,0.00030617764170164807,2.670207616350044e-14,4.762125699075602e-16,4.6830050011719935e-05,6.884009103815661e-08,0.017753558723894242,0.13014820209068048,0.000248429774953107,3.926479457261852e-08,5.0024499809245567e-05,1.314540418895968e-06,0.6007220706182886,0.0012473675474332104,0.0011528877791501335,5.356410204417413e-06,0.001453760758036163,0.0002073123798623713,7.634354108926004e-10,5.642665123429765e-09,0.0003421106432149454,8.043390311707843e-06,0.10193742167490456,2.0694499208492003e-09,8.466524432714743e-08,1.3889714593991586e-06,4.370868051263818e-05,1.8102041695976786e-10,4.912206297517645e-12,2.381344303431575e-07,4.2284983552800696e-08,5.21893382502897e-06,0.001446266840968279,6.594447934832823e-10,1.7153666238451842e-07,6.182129808634199e-07,1.488618432818199e-07,2.614349145429918e-12,0.0001876285756084441,1.1854315691012857e-13,4.4652291168835416e-07,3.6140429033790864e-07,3.803045725284884e-07,4.006912299385908e-06,7.082833670539525e-05,2.3821077775892533e-08,1.3027459847303443e-07,2.2970362122278652e-08,3.665812262192882e-06
0.013922351086896845,0.39037101859823947,3.76,0.0,0.0033900170105937645,0.2242905639561727,0.5870385715596484,0.0,8.66078826537777e-05,0.46683683287759004,1.571176545517732e-07,0.0003045943804374576,2.635514717599307e-14,4.699908951169615e-16,4.722858678296031e-05,6.848158349761335e-08,0.017703684348581588,0.13018111482863942,0.0002494699444362649,3.9504258137540466e-08,5.0485459366727865e-05,1.3070608714855339e-06,0.6007821464679355,0.001243237680201243,0.0011426853667400212,5.351949534611898e-06,0.0014482103816509818,0.00020455275391600752,7.627070167176983e-10,5.635019657039475e-09,0.000343469329547642,8.094175284114601e-06,0.10195514938774425,2.048510899826072e-09,8.43254285353327e-08,1.385257926025604e-06,4.368600915573545e-05,1.8029211810330659e-10,4.898107212844403e-12,2.3723987204547006e-07,4.218733938177777e-08,5.212130801824095e-06,0.0014324739003682876,6.582410329488108e-10,1.7144109138281622e-07,6.175273615769693e-07,1.4869614922849686e-07,2.613265237818314e-12,0.00018591034251436915,1.1802105657765608e-13,4.4675404332020577e-07,3.6623903259355364e-07,3.809999515810754e-07,4.0116468647749865e-06,7.032606897994954e-05,2.3864617297528117e-08,1.3139453328718058e-07,2.298548120053848e-08,3.67185781892072e-06
0.013927618019872783,0.3903723684588367,3.76,0.0,0.0033499739464990935,0.22418549665587897,0.5871161849671532,0.0,8.749053234476788e-05,0.466902722691967,1.55319474203056e-07,0.0003031536344779943,2.604347516496539e-14,4.644011560890591e-16,4.759448260671911e-05,6.815829171301373e-08,0.017658428409168307,0.13021100022174814,0.000250415942118961,3.972583059814722e-08,5.0908717904281576e-05,1.3002658081732018e-06,0.6008361696460782,0.0012395055788557185,0.0011334768268317255,5.348010066662534e-06,0.00144319108570164,0.00020207463287281332,7.620660760158523e-10,5.628214429012281e-09,0.0003447071307967543,8.140473206190932e-06,0.10197093913961458,2.0295596408610696e-09,8.401874493153754e-08,1.381877425691202e-06,4.3665544762208436e-05,1.7963480980055567e-10,4.8853913120481134e-12,2.3643292644395438e-07,4.209953053208114e-08,5.206052963262722e-06,0.0014200452722305577,6.571631966421887e-10,1.7135567562888986e-07,6.169107748757818e-07,1.4854727771165467e-07,2.612300164691008e-12,0.00018435980731276272,1.1754942046014912e-13,4.4696803946796036e-07,3.7069594600761103e-07,3.8163771877424577e-07,4.016013769280366e-06,6.987360868694113e-05,2.3904549071551963e-08,1.32422582001478e-07,2.299963892454231e-08,3.677342866774179e-06
0.013932884952848721,0.3903737080249745,3.76,0.0,0.003309989981065612,0.22408012935093513,0.5871940317637314,0.0,8.83922804058334e-05,0.4669688009197342,1.5352286751553116e-07,0.0003016975928967956,2.5732338255063703e-14,4.588206740346658e-16,4.7967426916063404e-05,6.783438218887184e-08,0.017612816100336087,0.13024114152783345,0.0002513714200618534,3.9953336199728564e-08,5.1340176130517844e-05,1.2934093334915125e-06,0.6008901504341987,0.0012357588099331128,0.0011242429554517983,5.344143766061336e-06,0.0014381486319869294,0.00019960177735835048,7.614396544837352e-10,5.621482712781703e-09,0.00034595933821683064,8.187340956537687e-06,0.10198656819317595,2.010506660625417e-09,8.371124082635417e-08,1.3784598167589258e-06,4.364502193558742e-05,1.7897572448997087e-10,4.872648356546777e-12,2.3562420315050647e-07,4.201179264149267e-08,5.200018938320318e-06,0.001407602226461837,6.560907537683219e-10,1.7127084756776385e-07,6.162947233898261e-07,1.4839867051350483e-07,2.611345303227622e-12,0.00018280531605455812,1.1707609317248133e-13,4.471878561493419e-07,3.752563123657012e-07,3.8228712791564386e-07,4.020483687132668e-06,6.942073664594912e-05,2.394520907953647e-08,1.334702785166128e-07,2.3014332451927894e-08,3.682870436187302e-06
0.01393815188582466,0.39037503705865373,3.76,0.0,0.0032700651198302533,0.22397445475011585,0.5872721173467882,0.0,8.93137533215903e-05,0.4670350707938222,1.5172783420837228e-07,0.0003002259410120434,2.5421737098777805e-14,4.53249450707495e-16,4.834763663608254e-05,6.750983880010554e-08,0.01756684067648532,0.13027154460159493,0.00025233652906760974,4.0186972705432006e-08,5.178008216307891e-05,1.2864901761718116e-06,0.6009440891595288,0.0012319971273778046,0.0011149834077123402,5.3403527784454e-06,0.001433082560141114,0.0001971342023457907,7.608284386043374e-10,5.6148264937263465e-09,0.00034722615774196783,8.234787861982617e-06,0.10200203234070332,1.99135083145674e-09,8.340290051846485e-08,1.3750042980245958e-06,4.3624439255732e-05,1.7831482793104198e-10,4.859876651717645e-12,2.3481367571325427e-07,4.192412965608098e-08,5.194029993597689e-06,0.0013951445404047603,6.550238381704794e-10,1.7118662800055455e-07,6.156793102918593e-07,1.4825035503817788e-07,2.610401016902123e-12,0.00018124682167550257,1.1660103759468676e-13,4.4741365197339064e-07,3.79923516342268e-07,3.829485121464984e-07,4.025059470446325e-06,6.8967438496099e-05,2.3986618519686856e-08,1.3453822579726225e-07,2.302957641620658e-08,3.688441314492655e-06
0.013942892125503004,0.39037622397962507,3.76,0.0,0.003234183287587709,0.22387907866266457,0.5873426031277006,0.0,9.016048300154138e-05,0.46709488026243107,1.5011364944967578e-07,0.0002988878405156187,2.5142654735338245e-14,4.482432682707691e-16,4.869622313876341e-05,6.721719406559143e-08,0.017525146594321066,0.13029913617328284,0.00025321348906424414,4.040265774743512e-08,5.218343438728871e-05,1.280208262765402e-06,0.6009925983316101,0.0012285986527873934,0.0011066275708705555,5.337007095558181e-06,0.0014285025090360031,0.00019491791250819215,7.602919374448648e-10,5.608902120551681e-09,0.0003483789604788357,8.277993085161931e-06,0.10201580547391653,1.9740217152740574e-09,8.312466598037736e-08,1.3718612359218703e-06,4.3605862460046096e-05,1.7771844337961804e-10,4.848356089341218e-12,2.3408263394101632e-07,4.184530030147784e-08,5.188679580794903e-06,0.0013839199165080142,6.540684558184558e-10,1.7111136826294506e-07,6.15126063526341e-07,1.4811714190001696e-07,2.60956053366809e-12,0.00017984071434400535,1.1617197822571424e-13,4.47622117142097e-07,3.842182552416758e-07,3.835542657088492e-07,4.029270694493416e-06,6.855909364506344e-05,2.402454447218626e-08,1.3551720927258248e-07,2.30437795048865e-08,3.69349280324353e-06
0.013947632365181348,0.39037740198289844,3.76,0.0,0.003198349350363751,0.2237834419358262,0.5874132910016427,0.0,9.10242153885091e-05,0.4671548500850254,1.4850073963393123e-07,0.0002975365921750451,2.4864007587430643e-14,4.4324459164828393e-16,4.9051047132588084e-05,6.692400998975832e-08,0.01748314755561593,0.13032694921973834,0.00025409848953068657,4.0623632586183846e-08,5.259403515379689e-05,1.273873543565069e-06,0.6010410739714023,0.00122518770338353,0.0010982503900681742,5.333725747278421e-06,0.0014239025841333475,0.00019270592423847768,7.597688812747617e-10,5.60304195967968e-09,0.00034954392014134345,8.321682117862454e-06,0.10202943820227554,1.9566075515725187e-09,8.284572901555622e-08,1.3686861774409682e-06,4.3587234898595436e-05,1.7712053694681053e-10,4.8368094746565726e-12,2.3335008126668566e-07,4.176653764194305e-08,5.18336774478481e-06,0.0013726830774244464,6.531177688249678e-10,1.7103663475973172e-07,6.145734755888418e-07,1.479842038478369e-07,2.6087292366498145e-12,0.00017843128983521372,1.1574145908792999e-13,4.4783568247646786e-07,3.8860505824644546e-07,3.841702370446952e-07,4.033572366744927e-06,6.815038065241316e-05,2.406310960367426e-08,1.3651357566247238e-07,2.305845260637932e-08,3.698580635272231e-06
0.013952372604859693,0.3903785708754871,3.76,0.0,0.0031625633244245738,0.2236875387667002,0.5874841852573526,0.0,9.190546732286543e-05,0.467214982756161,1.468891053848261e-07,0.0002961719479612708,2.4585796356682987e-14,4.382534252647571e-16,4.9412285933866516e-05,6.66302737633485e-08,0.01744083820877499,0.13035498842519957,0.0002549916467896264,4.085006044424772e-08,5.301208750218165e-05,1.2674850177904737e-06,0.6010895163512397,0.0012217640843253952,0.001089851599364186,5.3305103602226735e-06,0.0014192824165097408,0.00019049824973897022,7.592598461388314e-10,5.597247502651767e-09,0.000350721190460088,8.3658620813013e-06,0.10204292711583053,1.9391075150885788e-09,8.256607723093432e-08,1.3654784841202327e-06,4.356855544112648e-05,1.7652108158547218e-10,4.825235399030583e-12,2.3261599286782683e-07,4.1687844492730314e-08,5.178095472770207e-06,0.0013614338475076485,6.521718809428022e-10,1.7096244411563018e-07,6.140216194559485e-07,1.478515607931523e-07,2.6079074170720188e-12,0.00017701851181386286,1.153094504975807e-13,4.480544730630641e-07,3.930867033182043e-07,3.8479669476199023e-07,4.037966763702487e-06,6.774128820400633e-05,2.4102330951760834e-08,1.3752781777046968e-07,2.3073607386680393e-08,3.7037054338083446e-06
0.013957112844538037,0.3903797304576014,3.76,0.0,0.003126825230505907,0.22359136318632808,0.5875552903042814,0.0,9.280477600623579e-05,0.4672752808159663,1.4527874719459327e-07,0.0002947936534013549,2.430802175434776e-14,4.3326977342177285e-16,4.9780123842242316e-05,6.633597218640442e-08,0.017398213054404546,0.13038325861642464,0.00025589307915477777,4.108211102021617e-08,5.343780228048578e-05,1.2610416589567989e-06,0.601137925755195,0.001218327595492397,0.0010814309280180844,5.327362684341855e-06,0.0014146416256385992,0.00018829490167260654,7.587654360618342e-10,5.5915203602579344e-09,0.0003519109261178095,8.410540196321403e-06,0.10205626868651345,1.921520777292187e-09,8.228569789590529e-08,1.3622374989753986e-06,4.3549822925041884e-05,1.75920049508098e-10,4.8136323702835096e-12,2.3188034492198262e-07,4.1609223744485964e-08,5.17286376311002e-06,0.0013501720466724493,6.512308966487504e-10,1.708888133328258e-07,6.134705759249384e-07,1.4771923438672703e-07,2.607095355840528e-12,0.00017560234325849692,1.148759218565102e-13,4.4827861773614326e-07,3.976660747971716e-07,3.85433905270089e-07,4.042456258772602e-06,6.733180469822888e-05,2.41422251504013e-08,1.385604477749738e-07,2.3089256014773626e-08,3.7088678388123603e-06
0.013961853084216382,0.3903808805225141,3.76,0.0,0.003091135094192002,0.2234949090530595,0.587626610676848,0.0,9.372270045052814e-05,0.46733574685110807,1.43669665809422e-07,0.0002934014474615352,2.4030684565394274e-14,4.2829364140930897e-16,5.015475184703809e-05,6.604109167722929e-08,0.01735526644004382,0.1304117647684244,0.0002568029071120177,4.13199609104835e-08,5.387139871842839e-05,1.2545424144265248e-06,0.6011863024795935,0.0012148780312885026,0.0010729881003832993,5.324284499132927e-06,0.0014099798189787156,0.00018609589318530374,7.582862813434725e-10,5.58586216689936e-09,0.00035311328257849517,8.45572378133781e-06,0.10206945926299363,1.9038465085385958e-09,8.200457795605758e-08,1.3589625458714093e-06,4.353103615410856e-05,1.753174122113397e-10,4.801998839236815e-12,2.311431110068343e-07,4.1530678277557754e-08,5.167673646825216e-06,0.0013388974902943656,6.502949238340295e-10,1.7081575976225812e-07,6.129204219295947e-07,1.4758724556040946e-07,2.606293357062809e-12,0.00017418274643235646,1.1444084162162346e-13,4.4850824966861847e-07,4.023461683412938e-07,3.8608214342688525e-07,4.047043313526181e-06,6.692191823628272e-05,2.418280915084775e-08,1.3961199642713564e-07,2.3105411118100374e-08,3.7140685075720292e-06
0.013966593323894726,0.3903820208562857,3.76,0.0,0.003055492946380241,0.22339817004618798,0.5876981510388553,0.0,9.465982290617814e-05,0.4673963834957516,1.4206186246193386e-07,0.0002919950623441873,2.3753785684446793e-14,4.233250361473173e-16,5.053636824179808e-05,6.574561826957182e-08,0.017311992554395927,0.13044051201049608,0.0002577212532359392,4.1563794103812214e-08,5.431310445987931e-05,1.2479862048559879e-06,0.6012346468335678,0.0012114151804325077,0.0010645228358129467,5.321277581221662e-06,0.0014052965915248236,0.00018390123792755102,7.57823041646967e-10,5.5802745515609345e-09,0.00035432841589471813,8.501420252188518e-06,0.102082495065276,1.886083882693144e-09,8.172270401309993e-08,1.3556529287096462e-06,4.351219389721789e-05,1.7471314043204942e-10,4.790333222095523e-12,2.3040426193489334e-07,4.145221089574502e-08,5.162526176475747e-06,0.0013276099890392513,6.493640724427197e-10,1.7074330122454954e-07,6.123712312872978e-07,1.474556146822063e-07,2.605501759397561e-12,0.00017275968290465476,1.1400417727182058e-13,4.4874350522624874e-07,4.071300983123847e-07,3.8674170172165064e-07,4.0517304478230625e-06,6.651161661656543e-05,2.4224101436022774e-08,1.4068301475846362e-07,2.312208562011848e-08,3.7193081153241926e-06
0.01397133356357307,0.3903831512372723,3.76,0.0,0.0030198988236304902,0.22330113965926612,0.58776991618854,0.0,9.561674969463107e-05,0.4674571934326064,1.4045533858649718e-07,0.0002905742232587109,2.347732607734533e-14,4.1836396548273277e-16,5.092517947382494e-05,6.544953757988514e-08,0.017268385421150532,0.130469505632599,0.0002586482420784719,4.181380222651384e-08,5.47631557843099e-05,1.2413719231140043e-06,0.6012829591396636,0.0012079388257280072,0.0010560348485457315,5.3183437819633355e-06,0.001400591525203735,0.0001817109500796379,7.573764101702111e-10,5.574759206955593e-09,0.00035555648256268586,8.547637121125565e-06,0.10209537217895095,1.868232073831572e-09,8.144006228806988e-08,1.3523079305794482e-06,4.3493294887083826e-05,1.7410720407138002e-10,4.778633826110023e-12,2.2966376826146366e-07,4.1373824353679256e-08,5.157422405290496e-06,0.0013163093486947741,6.484384518144148e-10,1.7067145605983956e-07,6.118230839072258e-07,1.473243635578786e-07,2.6047208717558715e-12,0.00017133311355394868,1.1356589525939922e-13,4.489845234397828e-07,4.120211031567208e-07,3.874128763762295e-07,4.056520258464184e-06,6.610088732609327e-05,2.4266120667638746e-08,1.417740764256875e-07,2.313929281589139e-08,3.7245873559158813e-06
0.013976073803251415,0.3903842714358066,3.76,0.0,0.0029843527685303665,0.22320381119267418,0.5878419110637843,0.0,9.659411229624586e-05,0.4675181793939877,1.388500956490208e-07,0.0002891386482242249,2.3201306752064618e-14,4.1341043764001957e-16,5.132140025788315e-05,6.515283477826794e-08,0.0172244388927689,0.1304987510920284,0.0002595840002602207,4.2070184877899805e-08,5.522179827350799e-05,1.2346984333935967e-06,0.6013312397344691,0.0012044487438259968,0.0010475238475855454,5.315485049865706e-06,0.001395864188255973,0.0001795250443809566,7.569471139685482e-10,5.569317917562093e-09,0.00035679763934584044,8.59438199406149e-06,0.10210808654913797,1.8502902562953386e-09,8.115663861290126e-08,1.3489268130143581e-06,4.347433781879538e-05,1.7349957217518195e-10,4.766898853585269e-12,2.289216003508426e-07,4.12955214305872e-08,5.152363394855065e-06,0.001304995370056236,6.475181715063545e-10,1.7060024304252353e-07,6.112760658734502e-07,1.4719351555490029e-07,2.6039509933364925e-12,0.00016990299853023103,1.1312596096285058e-13,4.4923144725029984e-07,4.1702254966987277e-07,3.8809596860809816e-07,4.061415431308645e-06,6.568971752772757e-05,2.430888539909819e-08,1.4288577801766182e-07,2.3157046448386557e-08,3.7299069424921567e-06
0.01398081404292976,0.390385381213923,3.76,0.0,0.002948854830215816,0.22310617774588745,0.5879141407472599,0.0,9.759256890453559e-05,0.4675793441628435,1.3724613541259345e-07,0.00028768804783754857,2.2925728794767453e-14,4.084644618739007e-16,5.1725253606942226e-05,6.485549458028431e-08,0.01718014664407878,0.1305282540203993,0.0002605286565680412,4.2333150168601876e-08,5.568928740643766e-05,1.2279645706370928e-06,0.6013794889692596,0.0012009447049853342,0.0010389895365959202,5.312703372754543e-06,0.0013911141346649586,0.00017734353616205106,7.565359138780759e-10,5.563952511461392e-09,0.0003580520430349395,8.6416625676133e-06,0.10212063397413547,1.8322576111840418e-09,8.087241843400766e-08,1.3455088152245298e-06,4.345532134831061e-05,1.728902129370983e-10,4.755126477239416e-12,2.281777264553237e-07,4.1217304882970526e-08,5.1473502316751865e-06,0.0012936678488175198,6.466033434080158e-10,1.705296813267246e-07,6.10730261862142e-07,1.470630938008192e-07,2.603192477080806e-12,0.0001684692972261152,1.126843386446676e-13,4.49484423588136e-07,4.2213793951123254e-07,3.8879129685756524e-07,4.06641872796958e-06,6.527809404844981e-05,2.4352415612431425e-08,1.4401873915399305e-07,2.3175360665735477e-08,3.735267608206242e-06
