Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097)
4.2802742037984394e-07,0.08398761077107073,3.76,0.0,0.47855766154201673,0.9866715339157011,0.0043701250872818405,0.0,0.00010220306957118728,0.01616681112805548,0.0008726716324290582,0.014760044246872479,1.650074213539025e-08,3.2707430665709054e-10,0.00034549448300422517,0.00045446169433901117,0.00547857087080992,0.007267312954897281,0.0007689384955468089,3.2624258928367514e-05,0.0003070926177676985,5.316657218794164e-05,0.0016243532988313234,0.0003217851825618238,0.00029685682995615645,1.5381683100570862e-06,0.00029216412550316665,0.0001097423775113918,3.934513243522226e-07,1.7852153773306876e-09,0.0001453647615783706,2.3715863745094267e-05,2.0331542095320366e-05,8.982509825684955e-07,8.681207954541497e-07,0.00035593330832127135,0.0014750332533400772,1.8591160452352104e-08,2.2059169017171027e-11,1.3169945811339578e-06,1.4572307608419486e-07,5.379982865962354e-06
4.358831235490201e-07,0.08399220875052743,3.76,0.0,0.47797965952476695,0.9864044178000647,0.004500186856789914,0.0,0.00010326556770712372,0.016484181176064983,0.0008712879398114032,0.015029042465809562,1.6469120996015076e-08,3.26449063715999e-10,0.00034662859823010177,0.0004523801390606517,0.005596441961773976,0.007419306018384669,0.0007799895423435926,3.2455916552196925e-05,0.00030990792052848395,5.4126125503205765e-05,0.0016918407216492768,0.00033100144620735946,0.000314906735272864,1.6523535338818337e-06,0.0003070950188140089,0.00011645960875059667,4.0048362945904054e-07,1.9172340585686536e-09,0.00015238016427018022,2.432147480382005e-05,2.1751669510699412e-05,9.316607759172064e-07,9.198553937579356e-07,0.00036495819732517304,0.0014746339377813918,1.9690065748192667e-08,2.3503286258391387e-11,1.352936978669597e-06,1.516838661293296e-07,5.604013121728914e-06
4.437388267181962e-07,0.08399679631728826,3.76,0.0,0.47740105500894264,0.9861364828778862,0.004631437255377857,0.0,0.00010431797705418335,0.01680158848532933,0.00086991005613344,0.015295278264156118,1.643760508829903e-08,3.258260931286362e-10,0.0003477564877939701,0.0004503239310039601,0.005714375251545673,0.00757098962369584,0.0007908457826873816,3.228956907426351e-05,0.00031269618736786596,5.5075023637371984e-05,0.0017605595465132087,0.0003401823044449653,0.00033358326695280554,1.7718667085208574e-06,0.0003224430297925003,0.0001234220154087347,4.074371048930244e-07,2.0553568198441374e-09,0.0001595686538727836,2.4923188766962143e-05,2.32391201961274e-05,9.653363235413252e-07,9.734269217747611e-07,0.0003740162068487348,0.0014742333977998138,2.082756545242716e-08,2.5006936872154324e-11,1.389298883708541e-06,1.5778078308606298e-07,5.832803368508705e-06
4.5159452988737236e-07,0.08400137345502316,3.76,0.0,0.47682186685440847,0.985867740652466,0.0047638602022616605,0.0,0.00010536033934933063,0.017119043017026405,0.0008685381473167264,0.015558738117781605,1.6406199562253825e-08,3.252054642055832e-10,0.00034887814590697476,0.00044829301758355413,0.005832367990411165,0.007722364962122445,0.0008015083273099381,3.212521141901512e-05,0.00031545764370116897,5.601322464158476e-05,0.00183049776181855,0.00034932408314788347,0.0003528887729415384,1.8967846086444615e-06,0.000338207893479401,0.00013063187961628034,4.1431146647564207e-07,2.1996667692674075e-09,0.0001669295223743933,2.5520721735885055e-05,2.4795522186964102e-05,9.99257642024117e-07,1.0288435611632935e-06,0.0003831062382933532,0.0014738316508206826,2.2003822001781303e-08,2.6571023947820153e-11,1.4260919074223041e-06,1.6401578603438482e-07,6.066414478640742e-06
4.594502330565485e-07,0.0840059401513215,3.76,0.0,0.47624211373716563,0.9855982025712731,0.004897439701986953,0.0,0.00010639269195567723,0.017436554360384566,0.0008671723480144493,0.01581940986047736,1.6374908651797345e-08,3.2458723370107156e-10,0.0003499935554493225,0.0004462873010904094,0.005950417427886263,0.007873433297159777,0.0008119783578827852,3.196283509122092e-05,0.00031819247507392537,5.694069167942797e-05,0.0019016432830445563,0.00035842335284158437,0.000372825153692412,2.027179340180946e-06,0.0003543892066165662,0.00013809136920296482,4.2110646710974846e-07,2.350241455662165e-09,0.00017446198037881876,2.6113804009629645e-05,2.6422496425504435e-05,1.0334049885021548e-06,1.0861123055334812e-06,0.00039222720117219396,0.001473428714123895,2.3218973301344427e-08,2.8196424291571454e-11,1.4633276358662568e-06,1.7039087137085097e-07,6.304910099917398e-06
4.6730593622572464e-07,0.08401049639757936,3.76,0.0,0.47566181417571723,0.9853278800298988,0.005032159839902006,0.0,0.00010741506901532175,0.017754131730899004,0.0008658127668000054,0.016077282636380318,1.6343735828658446e-08,3.2397144836183773e-10,0.0003511026903680607,0.00044430664692878555,0.00606852080984004,0.008024195951285468,0.0008222571237750715,3.180242880601051e-05,0.0003209008342884073,5.785739283982734e-05,0.0019739839585342037,0.0003674769181684323,0.00039339386946614363,2.1631183240696393e-06,0.0003709864357256736,0.00014580253904373578,4.2782189536666396e-07,2.5071528583349995e-09,0.0001821651590306617,2.6702179673695382e-05,2.812165600300731e-05,1.0677588720060604e-06,1.1452390114348026e-06,0.00040137801286085824,0.001473024604316259,2.4473133788170847e-08,2.9883988102235827e-11,1.5010176163729072e-06,1.769080690905362e-07,6.548356483703707e-06
4.751616393949008e-07,0.08401504218891935,3.76,0.0,0.4750809865519872,0.9850567843732494,0.005168004778989887,0.0,0.00010842750241771757,0.018071783970616522,0.00086445949046272,0.016332346857224657,1.631268393018663e-08,3.233581455072796e-10,0.0003522055176740206,0.0004423508904072156,0.006186675376383623,0.008174654294998798,0.0008323459389307911,3.1643979008289484e-05,0.0003235828474875971,5.8763300968483276e-05,0.0020475075751228504,0.00037648180778308664,0.00041459594789670137,2.3046642892977512e-06,0.0003879989248155778,0.00015376733243216455,4.3445757446333166e-07,2.670467387686344e-09,0.00019003811199553848,2.7285606200818164e-05,2.9894605420177355e-05,1.1023000645514774e-06,1.2062284484953015e-06,0.00041055759843203286,0.0014726193385693504,2.5766395476816344e-08,3.1634538697091876e-11,1.5391733443740672e-06,1.8356943913279605e-07,6.796822315593535e-06
4.830173425640769e-07,0.08401957752412316,3.76,0.0,0.4744996491277504,0.9847849268977162,0.005304958757826491,0.0,0.00010943002261125627,0.01838951955007516,0.0008631125875731905,0.016584594163501293,1.6281755264981967e-08,3.227473550278259e-10,0.0003533019991093662,0.0004404198423524748,0.006304878360381379,0.008324809737703704,0.0008422461788471178,3.148747030187215e-05,0.000326238619345546,5.965839351441995e-05,0.0021222018636335035,0.00038543526464798614,0.0004364319918102893,2.451875274787634e-06,0.00040542590273485876,0.0001619875824808268,4.4101336105263396e-07,2.840245896229492e-09,0.00019807981748940238,2.7863854063171047e-05,3.174293986658505e-05,1.1370096117595875e-06,1.2690843486050477e-06,0.00041976489055818263,0.0014722129340851524,2.7098828982857253e-08,3.344887227961357e-11,1.577806250646698e-06,1.9037706779863538e-07,7.050378548662141e-06
4.908730457332531e-07,0.08402410240557566,3.76,0.0,0.4739178200572932,0.9845123188531136,0.0054430060894798,0.0,0.00011042265928062159,0.018707346571601488,0.0008617721114362602,0.016834017388843683,1.6250951700235992e-08,3.2213910143076945e-10,0.0003543920925372154,0.00043851329374083273,0.006423126986480886,0.008474663720134093,0.0008519592776414888,3.1332885803124784e-05,0.0003288682374866606,6.054265238957568e-05,0.0021980545042502254,0.00039433473670307705,0.000458902187283655,2.6048046397163036e-06,0.00042326649018438884,0.00017046501354785594,4.4748914407291557e-07,3.0165436995360534e-09,0.0002062891803511206,2.843670635540967e-05,3.366824451945806e-05,1.1718688429365995e-06,1.3338094540581374e-06,0.0004289988294704233,0.0014718054071316822,2.8470484524428642e-08,3.532775769741938e-11,1.6169276889798668e-06,1.973330642500324e-07,7.309098239364135e-06
4.987287489024293e-07,0.08402861683921539,3.76,0.0,0.47333551739690266,0.9842389714415488,0.005582131161195313,0.0,0.00011140544190857795,0.01902527277372183,0.0008604381025287096,0.017080610527081347,1.6220274734387733e-08,3.2153340336415976e-10,0.0003554757530950491,0.0004366310195055836,0.006541418470576241,0.008624217708074432,0.0008614867251978373,3.118020743155111e-05,0.0003314717762383117,6.141606383863159e-05,0.0022750531317778343,0.00040317786788759524,0.0004820063119275058,2.7635010818419384e-06,0.000441519706403788,0.00017920124268855866,4.5388484403649037e-07,3.1994106063797488e-09,0.0002146650341527637,2.9003958428007236e-05,3.567209386222561e-05,1.2068593807296804e-06,1.4004055645814238e-06,0.0004382583629637502,0.0014713967746047196,2.988139290093287e-08,3.727193626199161e-11,1.6565489242545067e-06,2.0443955708321893e-07,7.5730563861469225e-06
5.065844520716055e-07,0.08403312083449087,3.76,0.0,0.47275275911172426,0.9839648958177418,0.00572231843472901,0.0,0.00011237840023886214,0.019343305536464184,0.0008591105905108102,0.01732436870145945,1.6189725556605228e-08,3.2093027479367896e-10,0.00035655293415092523,0.0004347727816665914,0.0066597500196265745,0.008773473187149024,0.0008708300643833749,3.1029416148539684e-05,0.00033404929980992705,6.227861831705137e-05,0.002353185340796221,0.00041196248949291927,0.0005057437433805406,2.9280086634035997e-06,0.0004601844755450747,0.0001881977811310912,4.6020041207388225e-07,3.38889095771168e-09,0.00022320614334214527,2.9565417530354064e-05,3.775605102314316e-05,1.2419631503305934e-06,1.4688735831926242e-06,0.0004475424464396361,0.0014709870536981841,3.133156644522603e-08,3.92821216289074e-11,1.696681120924216e-06,2.1169869097328314e-07,7.842329770845526e-06
5.144401552407817e-07,0.08403761440432127,3.76,0.0,0.4721695630804713,0.9836901030902263,0.005863552447204731,0.0,0.00011334156465531445,0.0196614518873539,0.000857789595890734,0.017565288135583765,1.6159305095646935e-08,3.20329727068326e-10,0.00035762358809666723,0.00043293833191060697,0.006778118831760305,0.008922431658479679,0.0008799908883285494,3.0880492154020685e-05,0.00033660086498159394,6.31303103765327e-05,0.002432438690715951,0.0004206866118269763,0.000530113467999353,3.0983668441694158e-06,0.00047925963274624364,0.00019745603577522904,4.6643582888388597e-07,3.5850236741395022e-09,0.00023191120541229032,3.0120902463120706e-05,3.9921667134272995e-05,1.2771623881136623e-06,1.539213560838381e-06,0.0004568500429779983,0.0014705762603495927,3.282099995017524e-08,4.135899963049058e-11,1.7373353318899032e-06,2.1911262339914376e-07,8.116996802908292e-06
5.222958584099579e-07,0.08404209756505929,3.76,0.0,0.4715859470983772,0.9834146043188493,0.006005817812391739,0.0,0.00011429496648990524,0.019979718507945343,0.00085647513140546,0.017803366125736665,1.612901406114613e-08,3.197317677355413e-10,0.00035868766700557133,0.0004311274137258681,0.006896522096608775,0.009071094635050726,0.0008889708377646451,3.0733415048998675e-05,0.00033912652337357156,6.397113855572747e-05,0.0025128007107388457,0.00042934841617292584,0.0005551140897292217,3.274610521223861e-06,0.0004987439299167446,0.0002069773107130664,4.7259110420318293e-07,3.787842310954025e-09,0.0002407788530928506,3.06702432394033e-05,4.217048071104755e-05,1.3124396497294428e-06,1.6114247397703748e-06,0.0004661801234319642,0.0014701644111118346,3.434967157006861e-08,4.3503228172908634e-11,1.7785224877674882e-06,2.2668352144809634e-07,8.397137366500066e-06
5.301515615791341e-07,0.08404657033645443,3.76,0.0,0.4710019288787079,0.9831384105138568,0.006149099222316938,0.0,0.0001152386382702968,0.02029811174076954,0.0008551672031670655,0.018038601014291254,1.6098852977443758e-08,3.191364009895733e-10,0.0003597451231775722,0.00042933976416952696,0.0070149569958254466,0.009219463638658788,0.0008977715984153203,3.058816397006252e-05,0.0003416263233569906,6.48011052747976e-05,0.0025942589047270475,0.0004379462470273792,0.0005807438391406176,3.4567700750980124e-06,0.0005186360412460956,0.000216762808770371,4.786662760264153e-07,3.997375120398094e-09,0.0002498076565586642,3.121328075419174e-05,4.450401705259661e-05,1.3477778177026635e-06,1.6855055956336421e-06,0.00047553166654028305,0.0014697515232294696,3.591754369296005e-08,4.571543723504192e-11,1.8202533865526285e-06,2.3441355869450887e-07,8.682832670529863e-06
5.380072647483103e-07,0.08405103274161549,3.76,0.0,0.47041752605308795,0.9828615326371997,0.006293381449140786,0.0,0.00011617261391629752,0.020616637596603062,0.0008538658116135684,0.018270992164006152,1.606882221101707e-08,3.1854363013824567e-10,0.0003607959095898333,0.0004275751153297547,0.007133420703755451,0.009367540197350118,0.0009063948984396276,3.0444717700567476e-05,0.00034410031165710086,6.562021673435805e-05,0.0026768007559829755,0.0004464786046053506,0.0006070005826161371,3.6448714218559984e-06,0.0005389345684462649,0.00022681363306734925,4.84661409556164e-07,4.2136451212457534e-09,0.0002589961256508444,3.1749866461729294e-05,4.692378766297616e-05,1.383160108482681e-06,1.7614538782491465e-06,0.0004849036590532299,0.001469337612323088,3.7524563785448044e-08,4.799622877058135e-11,1.8625386836875292e-06,2.4230491215761814e-07,8.974165101643983e-06
5.458629679174865e-07,0.08405548480697138,3.76,0.0,0.469832756170859,0.9825839815992887,0.0064386493472362695,0.0,0.0001170969288926823,0.020935301761976943,0.0008525709522976514,0.018500539933022496,1.6038921994183528e-08,3.1795345597899354e-10,0.00036183998026697396,0.00042583319553537844,0.007251910388225349,0.009515325843262704,0.0009148425059246588,3.030305476248531e-05,0.000346548534693049,6.642848281721512e-05,0.0027604137319401194,0.00045494413760065097,0.0006338818316725788,3.838936070756043e-06,0.0005596380457380434,0.00023713078859752962,4.905765967681616e-07,4.436670174408899e-09,0.00026834271210622823,3.227986206036376e-05,4.9431289693396125e-05,1.4185700789108657e-06,1.8392666510734043e-06,0.0004942950958684439,0.0014689226944963481,3.917066521189615e-08,5.034617666027025e-11,1.905388882531983e-06,2.503597593420484e-07,9.271218080226762e-06
5.537186710866626e-07,0.08405992656223071,3.76,0.0,0.4692476366976602,0.9823057682570021,0.006584887855418582,0.0,0.00011801162032485472,0.021254109606855278,0.0008512826165421935,0.018727245650413088,1.6009152444491365e-08,3.173658764176885e-10,0.0003628772905848538,0.0004241137303589604,0.007370423211426898,0.009662822110801201,0.0009231162264264186,3.0163153492479193e-05,0.0003489710396924255,6.722591699141744e-05,0.0028450852887658535,0.0004633416361913271,0.0006613847524029724,4.038981187110186e-06,0.000580744944591228,0.00024771518382339376,4.96411955782981e-07,4.666463064155799e-09,0.00027784581179116877,3.280313918452035e-05,5.2028005405503746e-05,1.4539916321452813e-06,1.9189403293302836e-06,0.0005037049801736121,0.0014685067870964645,4.085576802361927e-08,5.276582683813068e-11,1.9488143252391132e-06,2.5858027535695903e-07,9.574075919454564e-06
5.694300774250149e-07,0.0840687792774235,3.76,0.0,0.4680764184084819,0.9817473978249787,0.006880216893764226,0.0,0.00011981228977824117,0.021892176279114113,0.0008487254628252748,0.019172140958243617,1.595000532599063e-08,3.161984917968333e-10,0.000364931459728653,0.00042074105690818734,0.007607506900544621,0.009956952651165613,0.0009391494017383525,2.988854872088861e-05,0.00035373909350365653,6.87883608532356e-05,0.0030175539401488885,0.0004799283585149482,0.0007182426037636665,4.4570601821643945e-06,0.0006241626053289284,0.00026968885427608707,5.078437865570177e-07,5.146378646511714e-09,0.0002973148683562154,3.382907244281964e-05,5.749492945381385e-05,1.5248068628205597e-06,2.083853038090588e-06,0.0005225761463428318,0.0014676720653925114,4.4342595914553896e-08,5.781627784071396e-11,2.037431453578985e-06,2.7552698577053354e-07,1.0197547080227908e-05
5.83570343129532e-07,0.08407671182417854,3.76,0.0,0.46702129976692996,0.9812427071692019,0.007149183233630613,0.0,0.0001214003886641815,0.02246697533450198,0.0008464461789075664,0.01956285928830117,1.5897219130227696e-08,3.151566822838408e-10,0.00036675667935615676,0.00041777966281632777,0.007820932805800524,0.0102206958527208,0.0009530033622940707,2.9647210233299705e-05,0.0003579429058274859,7.015772041770229e-05,0.0031762701602653363,0.0004946142567909145,0.0007715056245266381,4.853870222569756e-06,0.0006646017369382129,0.0002903863120009974,5.178611126358141e-07,5.601476171763063e-09,0.000315355136818931,3.472834035495016e-05,6.273481932477267e-05,1.5884259705150198e-06,2.2385908096155702e-06,0.0005396134612444132,0.0014669175903304667,4.7613077446067395e-08,6.260497045752817e-11,2.1192543551179585e-06,2.913672869210636e-07,1.0779383053467505e-05
5.97710608834049e-07,0.08408461157342605,3.76,0.0,0.465965315990841,0.9807360369839996,0.007421064230136321,0.0,0.00012295796699804323,0.023042309784210756,0.0008441877523664357,0.01994443190824304,1.5844854293701075e-08,3.14123204270851e-10,0.0003685593850350492,0.0004148867029714052,0.00803438939522208,0.010483525292319693,0.0009663234716179379,2.9411239860159838e-05,0.00036206424492575984,7.14923480916481e-05,0.0033382210537692887,0.0005090666842084794,0.0008267240189039173,5.270132994496656e-06,0.0007063217669182836,0.0003119595145075665,5.276227449664455e-07,6.078478007571345e-09,0.00033387524270557517,3.560426702575244e-05,6.828608087102684e-05,1.6518486092374657e-06,2.3992762858501444e-06,0.0005566954381240062,0.0014661601571942166,5.100814920359828e-08,6.762671478643468e-11,2.2030936411114656e-06,3.0777778548892524e-07,1.138136458290846e-05
6.118508745385661e-07,0.08409247881049595,3.76,0.0,0.4649085655559427,0.9802274485320622,0.007695775416522146,0.0,0.00012448530738020898,0.02361820053269161,0.0008419500343367205,0.020316898572805383,1.57929089234313e-08,3.1309801552843144e-10,0.00037033938902905975,0.0004120605604181876,0.008247860050261081,0.010745449839981918,0.0009791213076894075,2.9180510848646366e-05,0.00036610350454537315,7.279243990998624e-05,0.003503333632231585,0.0005232828612144969,0.0008838700450247577,5.705801423568702e-06,0.0007493120544605583,0.00033441048480054394,5.371302207680132e-07,6.5772877257411235e-09,0.0003528641034164354,3.645642483432393e-05,7.41567572065003e-05,1.7149940046370115e-06,2.565869665264265e-06,0.0005738165827999737,0.0014653998529828565,5.45269575459671e-08,7.288369224682914e-11,2.289002744824855e-06,3.2477073007627856e-07,1.2003998235870116e-05
6.259911402430832e-07,0.08410031385145715,3.76,0.0,0.46385114581096154,0.9797170024118466,0.007973233404489573,0.0,0.00012598271134496144,0.024194665784841068,0.0008397328575476161,0.020680307375167798,1.574138066824354e-08,3.1208105957080906e-10,0.00037209652827040646,0.0004092996286343227,0.008461328178011368,0.011006478310522145,0.0009914086621213558,2.8954897468917173e-05,0.00037006112693636906,7.405822229931303e-05,0.003671535125456117,0.0005372610115910005,0.0009429131133361409,6.160789268503645e-06,0.000793561602478209,0.0003577403641427426,5.463852974712414e-07,7.097763715270529e-09,0.0003723102256835499,3.728446803300783e-05,8.035469960985671e-05,1.7777853044809603e-06,2.738326928634965e-06,0.0005909714997118784,0.0014646367712285583,5.816856257335103e-08,7.837779981854736e-11,2.3770328208927354e-06,3.423581426602932e-07,1.2647789809303656e-05
6.401314059476002e-07,0.08410811704102909,3.76,0.0,0.4627931529081182,0.9792047585398029,0.008253355926661774,0.0,0.00012745049869769025,0.024771721188646553,0.0008375360392025939,0.021034714319301106,1.569026679663084e-08,3.1107227296004475e-10,0.00037383066498806534,0.0004066023157756779,0.00867477723177726,0.011266619453450746,0.0010031975018117481,2.8734275331081596e-05,0.0003739376054699939,7.528995042070297e-05,0.003842753053294312,0.000551000265350616,0.001003819972938243,6.634972896337578e-06,0.0008390591128049005,0.00038194944388849695,5.553899396540994e-07,7.639721377901382e-09,0.00039220174572630835,3.8088127898903543e-05,8.688756089533713e-05,1.8401496013402961e-06,2.9166003429444213e-06,0.0006081548943611671,0.0014638710050892563,6.193194852264412e-08,8.411065383154942e-11,2.467232641058388e-06,3.605517779860017e-07,1.3313242211725843e-05
6.542716716521173e-07,0.0841158887519488,3.76,0.0,0.46173468173423576,0.9786907761377606,0.008536061876493325,0.0,0.00012888900665978045,0.025349379974337876,0.0008353593832127946,0.02138018289555179,1.563956425429206e-08,3.100715959564049e-10,0.00037554168696609795,0.00040396704785637503,0.00888819073117339,0.011525881944752661,0.0010144999323320981,2.8518521620267417e-05,0.00037773348576471686,7.648790653107261e-05,0.004016915294248415,0.0005645005677960496,0.0010665548971507868,7.128193128070411e-06,0.0008857930357663128,0.00040703719742064,5.641463056534198e-07,8.202935397849536e-09,0.0004125264685530014,3.886720804959852e-05,9.376278946849083e-05,1.9020179370495107e-06,3.1006389250567072e-06,0.000625361575562577,0.0014631026363991263,6.581603332441216e-08,9.008359430870261e-11,2.5596485039347545e-06,3.793630858639237e-07,1.4000853460195856e-05
6.684119373566344e-07,0.08412362938317215,3.76,0.0,0.4606758258433115,0.9781751136916172,0.00882127134551093,0.0,0.00013029858886713584,0.025927653089796998,0.0008332026819172615,0.021716783660339616,1.5589269713790656e-08,3.090789563515819e-10,0.0003772295074679938,0.00040139227109368616,0.009101552281673869,0.011784274380187145,0.001025328163064671,2.830751526725616e-05,0.0003814493656429047,7.76523983600627e-05,0.00419395015088498,0.0005777625943632005,0.0011310798675411053,7.640257138106951e-06,0.0009337516146344796,0.0004330023121035022,5.726567379211558e-07,8.787142065898702e-09,0.00043327190630088345,3.96215799133876e-05,0.00010098762403494355,1.963325295305191e-06,3.290388867751831e-06,0.0006425864575013443,0.0014623317545888813,6.981967739405493e-08,9.629769081663441e-11,2.6543241579061296e-06,3.9880317624034314e-07,1.4711114790783421e-05
6.825522030611514e-07,0.08413133935865076,3.76,0.0,0.4596166773915392,0.9776578289349993,0.00910890565761006,0.0,0.00013167961425950732,0.02650654933187102,0.0008310657174102642,0.022044593820245147,1.5539379606876253e-08,3.0809427407651115e-10,0.0003788940649033148,0.0003988764536030371,0.00931484559346674,0.012041805269817261,0.0010356944741340196,2.8101137070185024e-05,0.00038508589415258906,7.87837575092115e-05,0.004373786411980003,0.0005907876711508631,0.0011973547558699516,8.170940389282566e-06,0.00098292292519363,0.0004598427211986711,5.80923750736078e-07,9.392041637228105e-09,0.00045442531552437497,4.035117835345914e-05,0.0001085690889613128,2.0240105804535098e-06,3.4857939289282775e-06,0.0006598245615816515,0.0014615584519512617,7.394169164405589e-08,1.0275374866330242e-10,2.751300736540379e-06,4.188827870007386e-07,1.54445088852924e-05
6.966924687656685e-07,0.0841390191257471,3.76,0.0,0.4585573270759838,0.9771389788478627,0.00939888740016976,0.0,0.00013303246592533002,0.02708607547325297,0.0008289482626597309,0.02236369682078826,1.5489890147249213e-08,3.071174778782013e-10,0.00038053532233444856,0.00039641808673004166,0.009528054499457142,0.012298483033311016,0.001045611185123195,2.789926978920597e-05,0.00038864377001575866,7.988233788008417e-05,0.0045563534114248985,0.0006035777007656749,0.0012653375032825314,8.71998858645657e-06,0.001033294910902103,0.00048755563567116206,5.889500164944936e-07,1.0017300704251494e-08,0.00047597373333842225,4.1055997438454814e-05,0.00011651399025931903,2.084016580295166e-06,3.686795786501925e-06,0.0006770710180546186,0.0014607828054134604,7.818084477842997e-08,1.0945231405127788e-10,2.8506167059233894e-06,4.3961225452270025e-07,1.6201508212520864e-05
7.108327344701855e-07,0.08414666915376261,3.76,0.0,0.45749786407756343,0.9766186196151918,0.00969114045186957,0.0,0.00013435753993507957,0.027666236384772436,0.0008268500825060831,0.02267418194051364,1.5440797359944127e-08,3.0614848526856465e-10,0.0003821532668781215,0.00039401568614732976,0.009741162972327997,0.01255431599580125,0.0010550906255799304,2.7701798222330913e-05,0.00039212373971352966,8.094851412108214e-05,0.004741581083879624,0.0006161350932417738,0.0013349842961769037,9.28711963818027e-06,0.0010848554140167306,0.0005161375758144444,5.967383570164931e-07,1.0662554567826265e-08,0.0004979040123471862,4.173608635568733e-05,0.00012482891217276005,2.1432899180972436e-06,3.893334360875891e-06,0.000694321067421741,0.0014600048997371912,8.253586993750254e-08,1.1639368132813407e-10,2.9523078237091358e-06,4.610014869364869e-07,1.6982573483458354e-05
7.249730001747026e-07,0.08415428993235884,3.76,0.0,0.45643837600845616,0.9760968066109256,0.009985590007266008,0.0,0.00013565524417536793,0.028247035153097805,0.0008247709345619887,0.02297614389139249,1.5392097102336543e-08,3.05187203049447e-10,0.0003837479090253869,0.00039166779274611555,0.009954155140646419,0.012809312384249923,0.001064145107313245,2.7508609265778743e-05,0.00039552659530734394,8.198268009763034e-05,0.00492940001719005,0.0006284627018092406,0.0014062497382337199,9.872025617222808e-06,0.0011375922030184987,0.0005455844026302397,6.04291732373056e-07,1.13274095982143e-08,0.0005202028543013905,4.23915454643987e-05,0.00013352021434410777,2.201780995244645e-06,4.105348107017307e-06,0.0007115700616187435,0.0014592248269840388,8.700547069829445e-08,1.235779016950548e-10,3.0564071094713107e-06,4.830599399567127e-07,1.778815221939919e-05
7.391132658792197e-07,0.08416188196999838,3.76,0.0,0.4553789488638934,0.9755735944104115,0.01028216259822503,0.0,0.00013692599719371338,0.028828473193886105,0.000822710570012471,0.023269682426494503,1.534378507552006e-08,3.0423355211639225e-10,0.0003853192818868912,0.00038937297331924527,0.01016701530402121,0.013063480324314607,0.0010727868984794246,2.731959195904928e-05,0.0003988531720416688,8.298524740618312e-05,0.005119741501586513,0.0006405637633351496,0.0014790870181776463,1.047437471005452e-05,0.001191492996616848,0.0005758913489113027,6.116132268330036e-07,1.2011445581656728e-08,0.000542856842441081,4.302252248846772e-05,0.000142594029540947,2.259443921634493e-06,4.32277427798505e-06,0.000728813464986731,0.0014584426588812012,9.158832647175406e-08,1.31004788526306e-10,3.162944825775827e-06,5.057965953003174e-07,1.8618677432227813e-05
7.532535315837367e-07,0.08416944579235595,3.76,0.0,0.45431966697838,0.9750490367493834,0.01058078611229078,0.0,0.00013817022705978345,0.029410550360390114,0.0008206687343313879,0.023554901955751672,1.5295856846571494e-08,3.0328744404335056e-10,0.0003868674403679704,0.0003871298210710432,0.010379727947306294,0.013316827837661414,0.0010810281994410602,2.713463751629882e-05,0.00040210434578409463,8.3956643918214e-05,0.005312537575675,0.0006524418432398313,0.0015534480728839014,1.1093813144822447e-05,0.0012465454846132952,0.0006070530499729737,6.187060412247912e-07,1.2714218027449935e-08,0.0005658524724899016,4.362920884786799e-05,0.00015205626192028835,2.316236436579239e-06,4.545549161604709e-06,0.0007460468550361774,0.0014576584740879411,9.62830973737771e-08,1.3867392502518986e-10,3.2719484693340587e-06,5.292199416676826e-07,1.9474566415544845e-05
7.673937972882538e-07,0.08417698194074379,3.76,0.0,0.45326061298644665,0.974523186504621,0.010881389808055076,0.0,0.00013938837025054453,0.02999326504752068,0.0008186451679422135,0.023831911170469147,1.5248307864845677e-08,3.0234877462650595e-10,0.00038839246030225935,0.0003849369560051999,0.01059227775383676,0.013569362839641365,0.0010888811203722541,2.6953639348183473e-05,0.0004052810303719183,8.489731234821868e-05,0.005507721069260901,0.0006641007846796087,0.0016292837454862828,1.172996708888546e-05,0.0013027373459025288,0.0006390635739814514,6.255734834084954e-07,1.3435260426840975e-08,0.0005891761822733228,4.421183612802805e-05,0.00016191258580770243,2.3721198237135454e-06,4.773608292061568e-06,0.0007632659230084147,0.0014568723652020655,1.0108842856307898e-07,1.4658467596334404e-10,3.38344277167037e-06,5.533379581279672e-07,2.035621964489415e-05
