Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49)
1.6319217905754812e-13,0.7650197358904818,5.050844625810514e-17,1.139572507067306e-18,1.6100040203654518e-20,2.9815057644351664e-23,0.0,0.0,4.230996731140128e-12,1.3204188976194702e-20,1.642418946779954e-33,7.835348459223077e-23,6.528511247260399e-34,2.031431682087381e-41,1.0697632694433392e-27,2.004496410264088e-55,3.579597543557082e-57,5.357690873872886e-52,7.836939358297384e-62,2.6058451025480535e-76,1.0262999208573504e-86,1.592131826545335e-84,6.643764385551512e-58,1.5204952249722154e-84,5.1348700683305e-67,6.214646560087449e-80,1.1392133113380576e-89,4.777335392632068e-102,9.144291769824731e-121,5.017159961421874e-121,3.4079360122524204e-71,1.3246992698640606e-97,1.9421320195407647e-96,1.1541861413812116e-96,3.76,0.0,0.8690755602176283,0.999999999995769,3.838483595306662e-26,7.5324604202978695e-75,2.3112388412043814e-10,2.3112393461537053e-10,4.230996739003927e-12,8.49493434805005e-23,1.0114600893944522e-21,5.049145835972609e-17,7.841815816744246e-23,1.7147062053864933e-20,1.608368924678034e-20,2.2993665160333884e-21
3.263844964549378e-13,0.7650197359218928,2.020329760319033e-16,2.2791988450939323e-18,6.442180329887526e-20,2.3851939912104104e-22,0.0,0.0,8.461996992198947e-12,5.281678709867799e-20,1.313932520124493e-32,6.268273247980528e-22,5.222793320140834e-33,1.6251349907188565e-40,4.279041878536717e-27,1.2829433946427273e-53,2.2910616936226527e-55,1.7144594805332275e-50,5.015919955280701e-60,1.6678297164376768e-74,5.254887473268578e-84,2.0379666797546817e-82,4.252470080969224e-56,7.787899171929245e-82,6.573250097933831e-65,7.955795540123835e-78,5.83315070843111e-87,4.892345008695881e-99,7.49240719790673e-117,4.0969838480427425e-117,4.362153328946123e-69,1.3564334658380804e-94,1.988882110489343e-93,1.1819643155044173e-93,3.76,0.0,0.8690755599822731,0.9999999999915379,3.0717505345530928e-25,1.9284573751906603e-72,4.622478630590907e-10,4.622480650389109e-10,8.461997023015079e-12,3.398651200801729e-22,4.045535480196448e-21,2.0196561079804582e-16,6.270790582967817e-22,6.858798803756429e-20,6.433479883960693e-20,9.19747095159634e-21
4.895768138523275e-13,0.7650197359533037,4.2931941568460667e-16,3.4188831833231413e-18,1.3692808476478722e-19,6.820154485385253e-22,0.0,0.0,1.269299721070123e-11,1.1223569007218592e-19,3.7570205849347715e-32,1.7923330529705687e-21,1.4933895388839233e-32,4.646852743049025e-40,9.092945255733601e-27,6.36659632171001e-53,1.1369379063259787e-54,8.020615231441501e-50,2.489147728826376e-59,8.27659064501697e-74,3.612511103570297e-83,1.0515142953764672e-81,2.1103316131388445e-55,5.353776827798448e-81,3.8938121321926946e-64,4.105070552746152e-77,4.010050887677416e-86,3.272979632233416e-98,6.040234445396063e-116,3.3037037713628e-116,2.8870246541151982e-68,9.07450401582709e-94,1.564522540093048e-92,7.907317986070104e-93,3.76,0.0,0.869075559746918,0.9999999999873066,8.784867496628165e-25,1.3366952768240471e-71,6.933717661666712e-10,6.933721953738138e-10,1.269299727588509e-11,7.223126913200371e-22,8.59631297573022e-21,4.2917648759811235e-16,1.7928535495287554e-21,1.4574905565215487e-19,1.3671147449323718e-19,1.954462818764387e-20
8.159614486471068e-13,0.7650197360161255,1.1869389840267084e-15,5.698598047124944e-18,3.787921273420219e-19,3.1342817254795856e-21,0.0,0.0,2.1154997477492256e-11,3.1029870289639797e-19,1.7265792069245399e-31,8.236875323020593e-21,6.863020353611865e-32,2.135499781931902e-39,2.5139178150150718e-26,2.0135846875397697e-51,3.595836578640777e-53,1.1714538310452562e-48,7.8725225654849e-58,2.6176577863034954e-72,1.033895142885389e-80,7.088190249270546e-80,6.675048519474465e-54,1.5335734681565314e-78,2.0861640604228216e-62,2.7679030088768623e-75,1.1476795354261817e-83,2.2526091733198755e-95,4.878565315016156e-112,2.66186338853507e-112,1.5075113232831278e-66,6.244789277564437e-91,7.836022503300313e-90,5.4421017438833536e-90,3.76,0.0,0.8690755592762077,0.9999999999788438,4.0393923244244355e-24,1.5208460440361452e-69,1.155619269057743e-09,1.15562045568907e-09,2.1154997657689174e-11,1.9976893841209535e-21,2.3763063002131602e-20,1.1865432956620448e-15,8.23814598124794e-21,4.029501625867758e-19,3.7796709504070954e-19,5.4035148872184085e-20
1e-12,0.7650197360789475,1.785016484435784e-15,6.984320788785267e-18,5.6984764366294005e-19,5.752694994331551e-21,0.0,0.0,2.5926466699086224e-11,4.666532445079705e-19,3.168978040778084e-31,1.5118045655418485e-20,1.2596434210362348e-31,3.9195046244663646e-39,3.7806287623146674e-26,5.93722330175776e-51,1.0602632094893633e-52,3.1371134179519834e-48,2.32128013127214e-57,7.718375697380428e-72,4.091986828692548e-80,2.2353744932791537e-79,1.968273810033091e-53,6.069480892499611e-78,7.22972088867879e-62,8.72974217199705e-75,4.542329002076906e-83,8.75563210309278e-95,1.98176344338521e-111,1.0815603443632673e-111,5.466549317348907e-66,2.4272355091104894e-90,3.536959190701076e-89,2.11526892173066e-89,3.76,0.0,0.8690755590107883,0.9999999999740719,7.416033032023693e-24,5.97758873848639e-69,1.4162666645111653e-09,1.4162684490667434e-09,2.5926466970577506e-11,3.0048812967127705e-21,3.57342134455012e-20,1.7844204601428787e-15,1.5119769076986322e-20,6.05987669492385e-19,5.684186881549408e-19,8.126259053220036e-20
1.1423460834418863e-12,0.7650197360789475,2.2476042909149876e-15,7.978773284320158e-18,7.176210545506505e-19,7.777927593226842e-21,0.0,0.0,2.961699757408233e-11,5.875869101076422e-19,4.2846129077712306e-31,2.0440341658689787e-20,1.7030988825470938e-31,5.2993573798230365e-39,4.760376434069119e-26,8.971992840365637e-51,1.6022093897243255e-52,4.6574684822539504e-48,3.5077862097669786e-57,1.1663566593778273e-71,6.4572922012943166e-80,3.416100979546944e-79,2.974363921507792e-53,9.577814619122708e-78,1.1208045886787934e-61,1.3340974159763243e-74,7.167947671011418e-83,1.378544698579617e-94,3.1372376436011954e-111,1.7122178635157773e-111,8.528698788262065e-66,3.8215919462179186e-90,5.666565047181822e-89,3.330416823609537e-89,3.76,0.0,0.8690755588054975,0.9999999999703808,1.0027722682827054e-23,9.424691874213495e-69,1.617866468624924e-09,1.6178687156497767e-09,2.961699791618596e-11,3.7839019039597645e-21,4.499339510815057e-20,2.246853315202674e-15,2.0442415273669658e-20,7.630286464363934e-19,7.157249898280896e-19,1.0232187215528862e-19
1.4687307182366657e-12,0.7650197361417692,3.6113143858610305e-15,1.0259523080475756e-17,1.1535282702045774e-18,1.5239056555934607e-20,0.0,0.0,3.807899750048405e-11,9.44100299215875e-19,8.394696643828313e-31,4.004811530202166e-20,3.336820304940221e-31,1.0382835409342661e-38,7.648663114503118e-26,3.20655017947133e-50,5.7262270476351385e-52,1.3422971882226825e-47,1.2536670562344414e-56,4.168500128483552e-71,3.628593507189984e-79,1.5012316200689134e-78,1.0630521402850554e-52,5.384258792217141e-77,4.3809230382546056e-61,5.8632629083872405e-74,4.0279343847173666e-82,9.873922849185372e-94,4.2668977356089454e-110,2.327266771825228e-110,3.369468110851618e-65,2.737220285394813e-89,3.3116394536547746e-88,2.385437011323801e-88,3.76,0.0,0.8690755583347872,0.9999999999619175,1.9653566753080268e-23,4.297209501632961e-68,2.0801133648684135e-09,2.080116975255934e-09,3.8078998052004156e-11,6.0813044325577634e-21,7.228569676610921e-20,3.6101047032427066e-15,4.005083916637586e-20,1.2259829124429069e-18,1.1499851638621438e-18,1.6440479447977734e-19
2.1214999878262244e-12,0.7650197362674133,7.0499591910716045e-15,1.482272533388643e-17,2.2535312795784565e-18,3.871596607964073e-20,0.0,0.0,5.50029969539049e-11,1.8430636901986467e-18,2.1327290405557604e-30,1.0174512526776123e-19,8.477401162276971e-31,2.6378361576104616e-38,1.4931545193702254e-25,2.320906761899077e-49,4.144656132674007e-51,6.392631682178885e-47,9.074058563572372e-56,3.017156152376913e-70,9.246802986135317e-78,1.602425840825225e-77,7.694731593124125e-52,1.3737513547183463e-75,3.6321269449871617e-60,6.260435503199997e-73,1.0264420140243853e-80,4.18989865068037e-92,9.034968492177952e-108,4.9251104093346365e-108,3.083291938482165e-64,1.161492964414639e-87,8.72225554568003e-87,1.0122356545692805e-86,3.76,0.0,0.8690755573933667,0.9999999999449901,4.9958913815360284e-23,6.10930945643718e-67,3.0046064454738763e-09,3.0046134936361446e-09,5.500299803767184e-11,1.1876939456936939e-20,1.4109237102853775e-19,7.047586606762975e-15,1.017479748460708e-19,2.393329659767684e-18,2.2449904685640127e-18,3.209494673222368e-19
2.7742692574157833e-12,0.7650197363930568,1.1602999869144064e-14,1.9388988988781404e-17,3.711467818366639e-18,7.775483909446204e-20,0.0,0.0,7.19269957815871e-11,3.0333662277125997e-18,4.283233739054416e-30,2.0433862259810277e-19,1.702543231498527e-30,5.297683569287202e-38,2.457459785609259e-25,8.533948875713912e-49,1.5239865736898196e-50,1.9286790528664676e-46,3.33652104484484e-55,1.1094025513791044e-69,5.255698055714849e-77,6.866957766013357e-77,2.8294725384097663e-51,7.811486960309445e-75,1.5087236646205133e-59,2.683258272622447e-72,5.834078875418335e-80,2.7178053132710327e-91,8.539960981984735e-107,4.6551518670163836e-107,1.2891387235394634e-63,7.53391875335077e-87,5.6762277057245326e-86,6.565886352634667e-86,3.76,0.0,0.8690755564519462,0.9999999999280614,1.0038389862677064e-22,2.965430969349523e-66,3.929098410651595e-09,3.929110010712553e-09,7.192699757742989e-11,1.9555343307334276e-20,2.32177680157933e-19,1.1599076658666257e-14,2.043386673384004e-19,3.9389741020784894e-18,3.694869113930041e-18,5.282276646983263e-19
3.427038527005342e-12,0.7650197365187005,1.735002977210453e-14,2.3959295940397556e-17,5.55366255013574e-18,1.376521771583034e-19,0.0,0.0,8.885099393891919e-11,4.53581776733825e-18,7.582739993722711e-30,3.6174756444971557e-19,3.014059712518347e-30,9.378728156358801e-38,3.67463564665304e-25,2.5516058662960353e-48,4.556642598145763e-50,4.8236994211464e-46,9.976019318332539e-55,3.317046901026411e-69,2.451852192741242e-76,2.3910355245614692e-76,8.460326500405479e-51,3.646383249464535e-74,4.987278342433175e-59,9.34469695370144e-72,2.721666611115563e-79,1.4905315846996653e-90,7.545671579946055e-106,4.1128919113178396e-106,4.339035685853835e-63,4.1317931541107115e-86,2.828251639417118e-85,3.6009282590750855e-85,3.76,0.0,0.8690755555105257,0.9999999999111316,1.778016102988865e-22,1.1534368335743078e-65,4.853589180729487e-09,4.853606526392032e-09,8.885099664363096e-11,2.925336475060556e-20,3.4712218641153654e-19,1.7344134551007672e-14,3.6173926756248753e-19,5.889926844407207e-18,5.524969229343438e-18,7.898631881136088e-19
4.73257706618446e-12,0.7650197367699881,3.250101366154471e-14,3.3117466023201093e-17,1.042010015389006e-17,3.4969355353706174e-19,0.0,0.0,1.2269898820099608e-10,8.496774673420938e-18,1.9263148581537404e-29,9.189856947157649e-19,7.656867452841935e-30,2.382645343334034e-37,6.883450435961605e-25,1.9209759542598394e-47,3.430479968949997e-49,2.5049274029172684e-45,7.510440439959246e-54,2.4972111248955755e-68,7.734416743021746e-75,2.631283007502867e-75,6.370913100100432e-50,1.152557191531442e-72,5.861012757927546e-58,1.0293667296130137e-70,8.585465313654605e-78,7.0016541637339e-89,1.5111004337300348e-103,8.236515273156901e-104,5.4585647861479265e-62,1.9405281572341042e-84,1.5986955628865562e-83,1.6914033578860505e-83,3.76,0.0,0.8690755536276847,0.9999999998772685,4.522893938438943e-22,2.376356813458559e-64,6.702567060525577e-09,6.702599553472485e-09,1.2269899335410866e-10,5.48511366791358e-20,6.500145687202802e-19,3.248984337065187e-14,9.189208088329902e-19,1.1033144110230682e-17,1.0349717402274544e-17,1.4796204759852329e-18
6.038115605363578e-12,0.7650197370212755,5.250132473522254e-14,4.230357952688023e-17,1.6858655944915178e-17,7.096273469692867e-19,0.0,0.0,1.5654697974169665e-10,1.3725532864916681e-17,3.9090106180759667e-29,1.864876864375133e-18,1.5537782342712052e-29,4.835237688108375e-37,1.1119234384385503e-24,7.614866888819911e-47,1.3598663771612201e-48,8.017569182273276e-45,2.9771835531851636e-53,9.899031640078743e-68,5.231322770406692e-74,1.2617282691384796e-74,2.5258434520828184e-49,7.8021627970865e-72,2.829381554618334e-57,4.938260351760912e-70,5.8069191856509295e-77,5.398519060003781e-88,1.5366939523283044e-102,8.375971696403367e-103,2.6260895019055026e-61,1.4961308157372547e-83,1.2681405929059888e-82,1.304109308886549e-82,3.76,0.0,0.8690755517448437,0.9999999998434005,9.189330071892058e-22,1.3659544889270887e-63,8.5515400864079e-09,8.551592574879327e-09,1.565469882046961e-10,8.868730624035248e-20,1.0496494385642791e-18,5.248307785905855e-14,1.8646744197792003e-18,1.7822372315873397e-17,1.671874700451302e-17,2.3901513524057166e-18
8.649192683721812e-12,0.7650197375238504,1.070475702830669e-13,6.079732528888514e-17,3.4488897970826345e-17,2.079832048121641e-18,0.0,0.0,2.242429546642744e-10,2.798591451579076e-17,1.1456644136839292e-28,5.465689709862282e-18,4.553818190617464e-29,1.4173410377952286e-36,2.2671042505909816e-24,7.230075163982083e-46,1.2911596649222057e-47,5.146597168443746e-44,2.8267383827593493e-52,9.39861441811246e-67,1.9069750297050842e-72,1.80708419973877e-73,2.3993988694557736e-48,2.8556132108661672e-70,4.295982395125591e-56,7.084968426999002e-69,2.1167509826301385e-75,3.1185454168468892e-86,4.2740754039546694e-100,2.329450075485528e-100,4.021279784167555e-60,8.640053010751147e-82,7.865998375236177e-81,7.532708928549622e-81,3.76,0.0,0.8690755479791616,0.9999999997756499,2.7009070506198853e-21,3.2425422564435594e-62,1.2249471578543164e-08,1.2249578600674879e-08,2.2424297253480117e-10,1.8118782928938098e-19,2.1385755939822516e-18,1.0700947179920055e-13,5.4646689669923414e-18,3.633764123479826e-17,3.408900116591924e-17,4.873439824334199e-18
1e-11,0.7650197385290003,1.4287801628124772e-13,7.046010785024305e-17,4.6128516275103267e-17,3.3027744957689064e-18,0.0,0.0,2.5926459681599996e-10,3.735342423320353e-17,1.8192906711801184e-28,8.679466702735127e-18,7.23131236275853e-29,2.2511559271577753e-36,3.0258957497248608e-24,2.6691947903158253e-45,4.766754569992656e-47,1.3674695827749904e-43,1.0435726739895893e-51,3.4696602193240816e-66,2.68655082522938e-71,9.889233917123167e-73,8.86543828969885e-48,4.0495219522077384e-69,2.5802398051756198e-55,3.8881636258377826e-68,2.9819749997305605e-74,7.049744598948196e-85,4.430051182647881e-98,2.4143279852846043e-98,2.3633974462391245e-59,1.9519020247946803e-80,2.0967023513327477e-79,1.702520493310824e-79,3.76,0.0,0.8690755460310342,0.9999999997405924,4.299036822669547e-21,2.9610207451843196e-61,1.416254149968903e-08,1.4162684344388625e-08,2.592646211835966e-10,2.4213226395688974e-19,2.8530541891651958e-18,1.4282641811462753e-13,8.677329891628261e-18,4.8499332386348756e-17,4.5499367196650635e-17,6.504688206462368e-18
1.3871346840438283e-11,0.7650197385290003,2.743200844502226e-13,9.851309349064668e-17,8.900226183006567e-17,8.749675530913648e-18,0.0,0.0,3.59634871901106e-10,7.171799362981173e-17,4.81953341772267e-28,2.299331989655167e-17,1.9156428674267738e-28,5.965696461511954e-36,5.809404393100219e-24,1.4334644775957514e-44,2.5599513041437256e-46,6.184049118162551e-43,5.604401132775003e-51,1.8633208343706738e-65,1.8905435502162796e-70,6.029844743899329e-72,4.762742058735554e-47,2.8512780332862922e-68,1.6083879212456535e-54,2.3724352713160096e-67,2.0984289259332086e-73,5.121438645866134e-84,3.349416440645895e-97,1.8253931346054869e-97,1.4658644868778605e-58,1.4179536714124798e-79,1.5352432574663717e-78,1.2368207631887734e-78,3.76,0.0,0.8690755404477976,0.9999999996400906,1.1433796666541718e-20,1.9871531997905462e-60,1.964527632517271e-08,1.9645550584197083e-08,3.5963492104725783e-10,4.662466316680916e-19,5.471648780691961e-18,2.7421759630178104e-13,2.298536762081244e-17,9.311189369350988e-17,8.73581556832941e-17,1.2488897599553752e-17
2.4315655153871225e-11,0.7650197405393,8.415669888622733e-13,1.788154794780789e-16,2.7698365227380104e-16,4.854242567265873e-17,0.0,0.0,6.304185761584913e-10,2.2002669954372455e-16,2.673632807693722e-27,1.27560574075041e-16,1.06265661959235e-27,3.316331194196598e-35,1.7820558503303798e-23,4.74599520044821e-43,8.475938593686549e-45,1.1526602087968521e-41,1.855531309360693e-49,6.168606195962766e-64,3.8157757768251755e-68,3.6459119654660085e-70,1.5806948522014598e-45,5.838774501045262e-66,1.0492333294311013e-52,1.4445592860617507e-65,4.235032155258386e-71,1.8741752280443442e-81,7.336392643904442e-94,3.9979683541474773e-94,9.431012525680975e-57,5.181962535463387e-77,6.175494599795115e-76,4.524391562559158e-76,3.76,0.0,0.8690755253850697,0.9999999993687392,6.42671089879e-20,2.2850386252741987e-58,3.443665287319773e-08,3.4437494279010116e-08,6.30418748301197e-10,1.4425861996356511e-18,1.6731346119329758e-17,8.412216775498958e-13,1.2747549712238508e-16,2.856072849400202e-16,2.6801053051302025e-16,3.831521853497564e-17
3.475996346730417e-11,0.7650197425495998,1.7190617519635633e-12,2.6815981596244377e-16,5.727668353289643e-16,1.375754730901388e-16,0.0,0.0,9.012021070752255e-10,4.494611640984267e-16,7.577021915391692e-27,3.6151419561911403e-16,3.0114558702633942e-27,9.422785966829678e-35,3.639900990442047e-23,3.134587000362086e-42,5.598177369843829e-44,5.736205167449857e-41,1.2255181147926041e-48,4.074017956785091e-63,4.2730839628863045e-67,2.9593905506237e-69,1.0449338617609362e-44,6.555933723240043e-65,8.191824770334375e-52,1.1753873011742293e-64,4.74252727218307e-70,2.27310840726457e-80,9.381738168408252e-93,5.112607161635693e-93,7.078135982201005e-56,6.282905475881009e-76,7.7169573593466025e-75,5.486790875662868e-75,3.76,0.0,0.8690755103223421,0.9999999990970775,1.8384230220355213e-19,2.1067593345257672e-57,4.9227718832115776e-08,4.9229437610925134e-08,9.012024966288956e-10,2.968309485484494e-18,3.4080463676421045e-17,1.7183016538411852e-12,3.6119043633818896e-16,5.833296186743351e-16,5.474817506179416e-16,7.826872680432205e-17
5.5648580094170045e-11,0.7650197465701988,4.404633798631198e-12,4.931995785541145e-16,1.506818621282959e-15,5.687923025257773e-16,0.0,0.0,1.4427686510079958e-09,1.1517050094130572e-15,3.1322639118789675e-26,1.4945526468749864e-15,1.2448095875375046e-26,3.933530156045208e-34,9.32475711354635e-23,6.016866281565558e-41,1.074643021799203e-42,6.524546191952609e-40,2.352360043812624e-47,7.818819804675909e-62,5.089767228129904e-65,1.0193704874085852e-67,2.014224762644165e-43,8.095645137601179e-63,2.7188322781606535e-50,4.1086671984886143e-63,5.647947523581744e-68,5.583400514065257e-78,2.3586063775104052e-89,1.2851864250375546e-89,2.490863451623505e-54,1.5394817513663098e-73,1.6526896987931034e-72,1.3467402245213209e-72,3.76,0.0,0.8690754801968873,0.999999998552823,7.778002854197872e-19,1.3411580822291385e-55,7.880891901711188e-08,7.88133231869689e-08,1.442769863265217e-09,7.72577978315292e-18,8.67833644792624e-17,4.402378044238664e-12,1.4923591919467754e-15,1.4941867622578435e-15,1.402881391870492e-15,2.005573726214141e-16
7.444833505834933e-11,0.7650197501887384,7.882386899484281e-12,7.636863537411551e-16,2.7528907699660986e-15,1.3283505507160533e-15,0.0,0.0,1.9301779518076165e-09,2.0611702258351216e-15,7.31448286015577e-26,3.490211958762027e-15,2.9067340404919573e-26,9.277263413072976e-34,1.668527155254766e-22,2.8915969079071714e-40,5.164643274554047e-42,2.4614708949331026e-39,1.130480519616068e-46,3.757309643662657e-61,4.597775304085472e-64,6.176482921298903e-67,9.692870913211537e-43,7.453505812933973e-62,1.4810107934173717e-49,2.5061762607145185e-62,5.1016216371326575e-67,6.452397283777919e-77,5.389499350935328e-88,2.936659542835099e-88,1.4182192944905197e-53,1.7786573946589466e-72,1.5669001282937555e-71,1.556158648292031e-71,3.76,0.0,0.8690754530839787,0.9999999980619327,1.8448089422772532e-18,9.390467041223292e-55,1.0543093703449026e-07,1.0543881896635425e-07,1.9301804292488696e-09,1.3997246008884528e-17,1.545368869954101e-16,7.877907698261582e-12,3.483725299530242e-15,2.6733179355089993e-15,2.5107031001249932e-15,3.589326430578929e-16
9.324809002252862e-11,0.7650197538072775,1.2364853723639281e-11,1.122097143062765e-15,4.406409321993783e-15,2.5689779292332676e-15,0.0,0.0,2.4175866974516678e-09,3.2334761904885784e-15,1.4144904367935388e-25,6.7496438101475295e-15,5.620804413216607e-26,1.817258727924848e-33,2.6170797484369786e-22,9.999169292344683e-40,1.7859891212278421e-41,6.991892945639047e-39,3.90919703776276e-46,1.2992019384956428e-60,2.3528120358349063e-63,2.493701711119398e-66,3.3580885635020806e-42,3.844663388778685e-61,5.973130474137375e-49,1.0166400673863306e-61,2.610534836236355e-66,3.608044711080182e-76,3.6364585499921367e-87,1.9814091884731553e-87,5.469982404108954e-53,9.93777768563703e-72,9.309438734885001e-71,8.700257430212784e-71,3.76,0.0,0.8690754259710707,0.999999997570037,3.623217674384039e-18,4.209879881193867e-54,1.3205194884647422e-07,1.3206431357385345e-07,2.4175910662589646e-09,2.222296502973114e-17,2.412264085061003e-16,1.2357135995413365e-11,6.734435100908672e-15,4.192567325613824e-15,3.938700665793632e-15,5.630814298205972e-16
9.999999999999999e-11,0.765019757425817,1.4219903063035918e-11,1.2773453013799918e-15,5.104736588016452e-15,3.1597471366435655e-15,0.0,0.0,2.5926388426689115e-09,3.7186590588327065e-15,1.739726169608229e-25,8.301674689696923e-15,6.913062525886708e-26,2.248150938062555e-33,3.0095974077939375e-22,1.525677306581293e-39,2.725100513018402e-41,9.859851900144969e-39,5.9646296353902655e-46,1.9822689487381556e-60,4.535813008899247e-63,4.124796452054982e-66,5.127640942669484e-42,7.493952902093971e-61,9.636616642380355e-49,1.6869660764800137e-61,5.032443518321978e-66,7.779421396557248e-76,1.1453038879085962e-86,6.240433053002785e-87,8.84242740063329e-53,2.1424272317209814e-71,1.8642977585229453e-70,1.8758426337496334e-70,3.76,0.0,0.8690754162335016,0.9999999973931278,4.4824066828956144e-18,7.357820310735778e-54,1.4161260848666836e-07,1.4162682849337754e-07,2.5926440714652346e-09,2.5668872317918956e-17,2.7691564778765533e-16,1.4210734922111804e-11,8.281720851060156e-15,4.8211455989688506e-15,4.529709416492917e-15,6.475734126285551e-16
1.1204784498670791e-10,0.765019757425817,1.7851861383291188e-11,1.5891879089135177e-15,6.487955565764355e-15,4.404517898515015e-15,0.0,0.0,2.904994890230062e-09,4.6686206296879176e-15,2.4249898047050537e-25,1.157179257934361e-14,9.63575181661381e-26,3.16329312715832e-33,3.7780568750484614e-22,2.818940528350399e-39,5.035135766795536e-41,1.660639556378626e-38,1.1020551494089017e-45,3.6624478125353246e-60,1.0404448492495993e-62,8.292067601069192e-66,9.481979445524095e-42,1.733522477924627e-60,1.886513733293828e-48,3.40192177890314e-61,1.1543265175348391e-65,1.9302073065735492e-75,3.420214810524458e-86,1.8635750030798446e-86,1.7377163807556434e-52,5.315329082115219e-71,4.390025587753655e-70,4.654220803257275e-70,3.76,0.0,0.8690753988581629,0.9999999970771358,6.304961847851357e-18,1.5565433932818445e-53,1.5867195448926553e-07,1.5868980701164365e-07,2.9050018907989607e-09,3.246307848362058e-17,3.4657791165521057e-16,1.7839728000786127e-11,1.1541254591754768e-14,6.051646245049938e-15,5.686875328665372e-15,8.130050370670424e-16
1.3084759995088721e-10,0.7650197610443563,2.4343229717809677e-11,2.1865871762632136e-15,9.018968943436679e-15,6.953607208368972e-15,0.0,0.0,3.392402532529109e-09,6.366601178624197e-15,3.828214439428708e-25,1.8268138851469272e-14,1.5210701472771032e-25,5.082244352390761e-33,5.1513903216339925e-22,6.835974980578977e-39,1.221057165015635e-40,3.475072726086847e-38,2.672459246207866e-45,8.880990387541173e-60,3.855721686018772e-62,2.323925612596981e-65,2.3029740863120075e-41,6.553568823858471e-60,5.0602704285113205e-48,9.60395848213277e-61,4.277469106113997e-65,8.451804484546687e-75,2.458037147068862e-85,1.3393001048280657e-85,4.7404600047882935e-52,2.326507454416499e-70,1.7312294741233964e-69,2.0376527144509006e-69,3.76,0.0,0.8690753717452553,0.9999999965832292,1.0099751266074956e-17,4.890342888397718e-53,1.8529095400058052e-07,1.8531529928245705e-07,3.392413024751109e-09,4.4779370119653756e-17,4.703098524068263e-16,2.432533473430663e-11,1.821293094969487e-14,8.250254137553502e-15,7.755228459453519e-15,1.1087052337321781e-15
1.684471098792458e-10,0.7650197682814358,4.0338402090873424e-11,3.84989450127581e-15,1.5506264099204035e-14,1.4618033755142364e-14,0.0,0.0,4.367216174249752e-09,1.0551062135463653e-14,8.046978135357163e-25,3.8400562544108024e-14,3.1969880316631865e-25,1.1137418185518019e-32,8.534952639164572e-22,2.9565310506442536e-38,5.28128035879265e-40,1.1689063649553333e-37,1.1557845204544308e-44,3.840639842301651e-59,3.756276989876063e-61,1.2979973144508645e-64,9.992311080576508e-41,6.665495812148079e-59,2.623362981942013e-47,5.464346936462094e-60,4.166721724730232e-64,1.1056254385853952e-73,7.942404466962228e-84,4.327415007352872e-84,2.593209110355246e-51,3.0393089364276975e-69,1.9351404387900915e-68,2.663972892626598e-68,3.76,0.0,0.8690753175194401,0.9999999955923999,2.1832948892629602e-17,3.515370942920846e-52,2.3852593476407547e-07,2.38566280335444e-07,4.3672366606786756e-09,7.585742651857003e-17,7.719262314953037e-16,4.030434071157702e-11,3.825569770022875e-14,1.3664980147532465e-14,1.2852475454004358e-14,1.837444250418158e-15
