Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21)
0.0015851158939695351,0.08102189255854583,3.76,0.0,9.456979376727396e-10,0.5187490027054804,0.3589875970105973,0.0,0.0001607072251623107,0.28440303467907774,5.569590650233863e-12,2.967575117271097e-10,1.1468790970269681e-17,2.2267484190995467e-19,3.080132363569105e-06,3.372218947974525e-10,0.00021242141208413102,0.10101300208064855,0.0001869581531502603,7.544310803586637e-08,1.8724211445574214e-05,5.658533530923417e-12,0.3593766434450341,7.496974225092826e-08,9.499073710470944e-10,8.048586701419123e-12,1.346496478845796e-07,9.331501197105328e-07,4.262796594755662e-11,4.0617294526911175e-14,3.981354663825327e-08,2.4554317768955865e-06,0.04118165686768336,1.0536241500610503e-13,1.4159712057711407e-09,2.2652866409912394e-11,0.00018028362996116697,5.662366780547295e-12,3.0295058178617913e-14,3.082101243814758e-10,9.531986648289707e-11,1.0299906021035722e-08,2.2296506897652396e-08,7.412790390074177e-12,5.2248590742299186e-12,9.81113178654989e-13,2.747969277631067e-13,8.175578936643782e-17,1.207217355851549e-09,2.699833253206589e-16,2.973775472236041e-10,2.3607153679038064e-09,8.517087804106161e-12,1.0974017904531197e-10,1.0482422116409215e-10,6.99522739505852e-13,1.5509545802929995e-08,2.7585259968277366e-12,1.120245301534571e-05,5.745892583052961e-10,2.6294637795641962e-11,2.2266015942368164e-21,4.3304007995439845e-09,5.442925299691392e-07,9.66902102669049e-11,3.944503060354176e-13,6.038639578315883e-11,4.704818979402541e-17,8.601671260404112e-13,4.914385976281002e-13,1.4294593422351601e-18,3.3069673131461024e-11,4.23659702954434e-10
0.0015895475397886567,0.081021221371248,3.76,0.0,9.105505109843448e-10,0.5187041910726421,0.3589883747092106,0.0,0.00016065951292704232,0.28440317413063343,5.435422184363294e-12,2.8417246645249967e-10,1.1192375774022452e-17,2.172974199401121e-19,3.073188765741519e-06,3.361592128109205e-10,0.00021180011006271016,0.10110258499992024,0.00018661716741366047,7.542073711449715e-08,1.8686916101107215e-05,5.418135519875755e-12,0.3593766201527855,7.310482506799008e-08,8.846034403332347e-10,7.663937446384801e-12,1.3131530605092736e-07,9.125093876994778e-07,4.253214483750458e-11,3.867312636224769e-14,3.901347803053759e-08,2.4473590286535724e-06,0.041092175594743846,1.0300532623342785e-13,1.4084272267301357e-09,2.2164523098211e-11,0.00018026805633282418,5.632050383032134e-12,2.9589401878699677e-14,3.0071947631739825e-10,9.300108030216762e-11,1.0049294449288833e-08,2.1342113686984745e-08,7.231861567111764e-12,4.990173152741108e-12,9.371238619076148e-13,2.6245115456492224e-13,7.810077044104354e-17,1.1541675316693645e-09,2.634713457867415e-16,2.9592829009173155e-10,2.354200294769173e-09,8.16338252719713e-12,1.055111064368581e-10,9.879991797274303e-11,6.713315563313002e-13,1.547608387379736e-08,2.652012153080511e-12,1.1201954512883618e-05,5.744233545986766e-10,2.625912610459384e-11,2.1038401046153794e-21,4.221847426468915e-09,5.304420267079956e-07,9.425902026609213e-11,3.8441277011364163e-13,5.875460785284527e-11,4.5231539103095754e-17,8.325140844933162e-13,4.906432299621966e-13,1.3833953953433036e-18,3.193066844638662e-11,4.127938014264743e-10
0.0015939791856077782,0.08102055188641295,3.76,0.0,8.770054948686227e-10,0.5186594946853621,0.35898914370349894,0.0,0.0001606119391489811,0.28440331235868244,5.304763965720039e-12,2.722226316657612e-10,1.0923212422924735e-17,2.1206109486815062e-19,3.0662710409780166e-06,3.3512246963987195e-10,0.00021118695499210805,0.10119194556736545,0.0001862772349123384,7.5398426293823e-08,1.8649748261494456e-05,5.1898867293984775e-12,0.35937659629761437,7.129252285106259e-08,8.238266224134955e-10,7.302401150061208e-12,1.2807446842823023e-07,8.92363855450746e-07,4.2436683660092496e-11,3.684589170354536e-14,3.823408225205722e-08,2.4393248524115035e-06,0.04100291524733384,1.0070656026071489e-13,1.401036144897241e-09,2.169174006406132e-11,0.00018025252275643666,5.602349900284175e-12,2.890150963352674e-14,2.934246401974316e-10,9.074297093816251e-11,9.805242307410483e-09,2.0430937806747474e-08,7.055682383243232e-12,4.766585438853046e-12,8.952132193879457e-13,2.506898744787367e-13,7.461800147397293e-17,1.1036138902634486e-09,2.5714204246227214e-16,2.944946407868729e-10,2.3477294783856026e-09,7.825407887086076e-12,1.0146250130200517e-10,9.317083950382233e-11,6.443685406184268e-13,1.5442742323882743e-08,2.5500511802823914e-12,1.1201456125891026e-05,5.742579308800676e-10,2.6223670419461524e-11,1.989140461872885e-21,4.116380549720284e-09,5.169477681251615e-07,9.189713393963096e-11,3.74633407722963e-13,5.716738897775907e-11,4.349254000656312e-17,8.058409534398132e-13,4.898545288501024e-13,1.3389671699215423e-18,3.083545899035783e-11,4.022097564087797e-10
0.0015984108314268997,0.08101988409752367,3.76,0.0,8.44978153581003e-10,0.5186149130647231,0.3589899042546972,0.0,0.00016056450085339248,0.28440344939346796,5.177515754886969e-12,2.6087221453537595e-10,1.0661093265816977e-17,2.0696182685103994e-19,3.059378806676234e-06,3.341108455180317e-10,0.00021058169611040285,0.10128108446538198,0.00018593833876782986,7.537617436551603e-08,1.8612706106328888e-05,4.973101691071414e-12,0.3593765718973394,6.953113765102997e-08,7.672613031473343e-10,6.962443765489702e-12,1.249241431624572e-07,8.72700744023468e-07,4.2341576889627144e-11,3.5127820353049995e-14,3.74747674861879e-08,2.431328715620414e-06,0.040913875180144325,9.84644929853292e-14,1.3937932012186482e-09,2.1233918159098627e-11,0.00018023702906547936,5.573246156646539e-12,2.8230900750619935e-14,2.8632012208938385e-10,8.854383393503934e-11,9.567565282885379e-09,1.9560947468249824e-08,6.884119005150649e-12,4.553551807698994e-12,8.552792547087826e-13,2.3948434747947136e-13,7.129905228409157e-17,1.0554346404820241e-09,2.509895588650584e-16,2.9307610337291837e-10,2.3413019945342283e-09,7.502430516815542e-12,9.758613276959184e-11,8.790968114503806e-11,6.185771643562546e-13,1.5409519331164047e-08,2.45243509291171e-12,1.120095785521183e-05,5.740929765914202e-10,2.6188268636522154e-11,1.881944942949632e-21,4.0138997219962684e-09,5.038004858462878e-07,8.960229123041883e-11,3.651055019625931e-13,5.5623506928379813e-11,4.182764520246363e-17,7.801091924003144e-13,4.890721991131492e-13,1.2961102176355415e-18,2.9782166349783904e-11,3.919001617776273e-10
0.0016028424772460213,0.08101921799814497,3.76,0.0,8.143886994235007e-10,0.518570445738535,0.3589906566150272,0.0,0.0001605171951827106,0.28440358526435183,5.0535804981675545e-12,2.500875876097692e-10,1.040581725505943e-17,2.0199570456146226e-19,3.0525116925836625e-06,3.3312355101828413e-10,0.00020998409127421136,0.1013700023722478,0.00018560046265131183,7.535398016983459e-08,1.85757878749484e-05,4.767136702704784e-12,0.3593765469691824,6.781903531933981e-08,7.146139813917006e-10,6.6426370899750415e-12,1.2186144960585302e-07,8.535076278194016e-07,4.22468191863093e-11,3.3511683408616873e-14,3.673496067850975e-08,2.4233701021192475e-06,0.04082505475091842,9.627755323131693e-14,1.386693813328191e-09,2.079048641414918e-11,0.00018022157509587532,5.544720688476822e-12,2.7577108665252754e-14,2.794005941434076e-10,8.640201643076446e-11,9.336084640719043e-09,1.8730209065687997e-08,6.717041662769784e-12,4.350555571006708e-12,8.17225277203302e-13,2.288073629262051e-13,6.813594129490439e-17,1.0095140950116083e-09,2.4500825706650563e-16,2.9167220474579927e-10,2.3349169478961934e-09,7.193752705954276e-12,9.387416215035542e-11,8.299106785727329e-11,5.939036160089347e-13,1.53764131328904e-08,2.358965848994358e-12,1.1200459701651419e-05,5.739284815925187e-10,2.6152918740639002e-11,1.7817357087263343e-21,3.914308303939606e-09,4.909911557732603e-07,8.737231807881795e-11,3.5582251296284863e-13,5.4121764031387646e-11,4.023347698861716e-17,7.552819309368602e-13,4.882959594601237e-13,1.254762892368555e-18,2.876900085178846e-11,3.8185780942350214e-10
0.0016072741230651428,0.08101855358192112,3.76,0.0,7.851619837876276e-10,0.5185260922411261,0.35899140102801674,0.0,0.00016047001939165854,0.28440371999984404,4.932864201462025e-12,2.3983715141663215e-10,1.0157189696706768e-17,1.9715894015327772e-19,3.045669340337863e-06,3.321598257150689e-10,0.0002093939066563987,0.10145869996221554,0.0001852635907642216,7.533184259365646e-08,1.853899186419604e-05,4.571386833285436e-12,0.35937652152979166,6.615464270212128e-08,6.65611712076739e-10,6.341651472698682e-12,1.1888361348312719e-07,8.347724241068387e-07,4.215240538878308e-11,3.199074833206096e-14,3.601410686301132e-08,2.4154485115350166e-06,0.040736453320391074,9.414422063539618e-14,1.3797335678998274e-09,2.0360900478070713e-11,0.00018020616068586484,5.516755713198376e-12,2.6939680159249535e-14,2.7266088887683033e-10,8.431591536452627e-11,9.110627039928799e-09,1.7936882323664126e-08,6.554324509859605e-12,4.157106059139362e-12,7.809594334506926e-13,2.1863303077176266e-13,6.512106602039886e-17,9.657423571654623e-10,2.3919270727355127e-16,2.9028249317978224e-10,2.3285734710265182e-09,6.898710255522537e-12,9.03191240597321e-11,7.839141597612664e-11,5.702966619459236e-13,1.5343422023454097e-08,2.2694548425730863e-12,1.1199961665978473e-05,5.737644361435155e-10,2.6117618802967512e-11,1.6880313124819521e-21,3.817513295479072e-09,4.785109915400988e-07,8.520512231246596e-11,3.4677807314233007e-13,5.266099652810658e-11,3.870681859049135e-17,7.313238902558378e-13,4.875255418162483e-13,1.2148662094662822e-18,2.7794257018667412e-11,3.7207568370005804e-10
0.0016117057688842644,0.0810178908425733,3.76,0.0,7.572272084464436e-10,0.5184818521131396,0.3589921377288057,0.0,0.00016042297084262931,0.2844038536276299,4.815275801931564e-12,2.3009120608498403e-10,9.915021997352255e-18,1.9244786448379365e-19,3.038851402968217e-06,3.312189368993666e-10,0.00020881091645457068,0.10154717790560218,0.00018492770781958326,7.530976056849864e-08,1.8502316426281146e-05,4.3852833358217745e-12,0.35937649559526363,6.453644497651852e-08,6.200006594612912e-10,6.058248890154478e-12,1.15987962300057e-07,8.16483382878998e-07,4.20583305062447e-11,3.055874421962512e-14,3.5311668516157604e-08,2.4075634587050637e-06,0.04064807025223155,9.206302364032168e-14,1.3729082133554996e-09,1.9944641153842315e-11,0.00018019078567569713,5.489334099920301e-12,2.6318175124420053e-14,2.660959940104424e-10,8.228397592765694e-11,8.891024356969892e-09,1.7179215689325144e-08,6.395845496680688e-12,3.9727372780782585e-12,7.463943297472427e-13,2.0893672375219138e-13,6.224719672300782e-17,9.240150241204456e-10,2.3353767883162646e-16,2.889065372918345e-10,2.322270723268253e-09,6.616670609768308e-12,8.691390829164392e-11,7.408880502324572e-11,5.47707492781982e-13,1.531054435193857e-08,2.1837224427549707e-12,1.1199463748926742e-05,5.736008308879287e-10,2.6082366973725656e-11,1.6003839705463367e-21,3.723425175574318e-09,4.6635143814933674e-07,8.309868997559e-11,3.3796598259585807e-13,5.124007302871478e-11,3.72446063068643e-17,7.082013087011769e-13,4.8676069062284e-13,1.1763637216240842e-18,2.6856309271865972e-11,3.625469557895653e-10
0.001616137414703386,0.08101722977389729,3.76,0.0,7.305176557165433e-10,0.5184377249013397,0.35899286694444243,0.0,0.00016037604700121992,0.2844039861745976,4.700727094127803e-12,2.2082183087669733e-10,9.679131480692967e-18,1.878589236206452e-19,3.032057544543075e-06,3.303001784685102e-10,0.00020823490260994223,0.10163543686887572,0.00018459279902393623,7.52877330684169e-08,1.8465759966682792e-05,4.20829189301149e-12,0.35937646918116417,6.296298312117351e-08,5.775447527291961e-10,5.7912763644874645e-12,1.131719209811066e-07,7.98629077035847e-07,4.1964589712985895e-11,2.920983773911989e-14,3.462712493778807e-08,2.399714473122148e-06,0.0405599049129881,9.003253759486576e-14,1.3662136529299793e-09,1.954121302389926e-11,0.00018017544990786774,5.462439341654582e-12,2.5712166386988648e-14,2.5970104764783166e-10,8.030469002659974e-11,8.677113515328011e-09,1.6455541956125654e-08,6.241486250994886e-12,3.797006637471866e-12,7.134471541581084e-13,1.996951592859614e-13,5.950750107220382e-17,8.842329057232522e-10,2.2803813280340468e-16,2.875439254407107e-10,2.3160078898226955e-09,6.347031959501008e-12,8.36517416001798e-11,7.006285880075914e-11,5.26089634607778e-13,1.527777852041193e-08,2.1015975693830754e-12,1.1198965951196627e-05,5.734376568373161e-10,2.6047161481929942e-11,1.5183780471012569e-21,3.6319577495990528e-09,4.5450416578219434e-07,8.105108231869468e-11,3.293802046089607e-13,4.985789361469117e-11,3.584392228506222e-17,6.858818709793392e-13,4.860011623135238e-13,1.1392014107842479e-18,2.595360787088001e-11,3.5326497908224366e-10
0.0016205690605225075,0.08101657036976127,3.76,0.0,7.049704362252858e-10,0.5183937101584226,0.3589935888941688,0.0,0.00016032924543194177,0.2844041176668632,4.589132624770837e-12,2.1200277223296871e-10,9.449341179147764e-18,1.8338867453592337e-19,3.025287439786439e-06,3.294028697834833e-10,0.00020766565453621223,0.10172347751473824,0.00018425885005998141,7.526575910833278e-08,1.842932094215864e-05,4.039910077889439e-12,0.35937644230254945,6.143285151328168e-08,5.380244366451917e-10,5.5396601197154205e-12,1.1043300772275785e-07,7.811983928788583e-07,4.187117834218414e-11,2.7938593811910398e-14,3.395997165764987e-08,2.391901098401261e-06,0.04047195667203527,8.80513829324095e-14,1.359645938110301e-09,1.9150143159021064e-11,0.00018016015322704424,5.436055528720001e-12,2.512123885564088e-14,2.534713330660758e-10,7.837659462421722e-11,8.468736321051813e-09,1.5764274108797557e-08,6.091131951049409e-12,3.6294937460282825e-12,6.820392645406701e-13,1.9088617467391365e-13,5.689546449070387e-17,8.463017580334391e-10,2.2268921270497527e-16,2.8619426435693216e-10,2.3097841808788685e-09,6.089221356472492e-12,8.052617159227661e-11,6.629463506933625e-11,5.053988394252223e-13,1.524512298219843e-08,2.0229172504621618e-12,1.1198468273456754e-05,5.732749053560381e-10,2.6012000635106253e-11,1.4416270247729343e-21,3.543028005166632e-09,4.4296106377742646e-07,7.906043219895914e-11,3.2101486129411005e-13,4.851338968185955e-11,3.450198695100788e-17,6.643346409238054e-13,4.852467247590962e-13,1.1033275640057113e-18,2.508467507339757e-11,3.442232842315162e-10
0.001625000706341629,0.08101591262410349,3.76,0.0,6.805262530698237e-10,0.5183498074428362,0.3589943037896949,0.0,0.00016028256379418745,0.28440424812979603,4.4804095642386145e-12,2.0360933917024444e-10,9.22547959574008e-18,1.7903378062999981e-19,3.0185407735951363e-06,3.2852635453231167e-10,0.00020710296885809125,0.1018113005022057,0.00018392584706988986,7.524383774236814e-08,1.839299785886291e-05,3.8796650513644136e-12,0.35937641497398426,5.994469564511729e-08,5.012355105132965e-10,5.302400099775025e-12,1.0776883005064951e-07,7.64180520906401e-07,4.177809187829368e-11,2.67399458619003e-14,3.3309719865837686e-08,2.3841228917654157e-06,0.04038422490152321,8.611822343833998e-14,1.3532012623771583e-09,1.8770979907140133e-11,0.00018014489547963841,5.410167323484983e-12,2.45449893002528e-14,2.474022740603397e-10,7.649827036967816e-11,8.265739304525109e-09,1.5103901377201323e-08,5.9446712105987664e-12,3.469799270217725e-12,6.520957160513192e-13,1.8248864110651442e-13,5.4404878510147276e-17,8.101320307974753e-10,2.1748623649338185e-16,2.8485717815136614e-10,2.3035988306314822e-09,5.842692816220638e-12,7.753105154541225e-11,6.276652319151914e-11,4.855929330017819e-13,1.52125762394807e-08,1.947526224505362e-12,1.1197970716345418e-05,5.731125681460834e-10,2.597688281027134e-11,1.369771048127692e-21,3.4565559750627804e-09,4.31714234776234e-07,7.712494080665817e-11,3.1286422934701967e-13,4.720552237599967e-11,3.3216152233308404e-17,6.435299975545189e-13,4.844971566113525e-13,1.0686926645613213e-18,2.4248101503845398e-11,3.3541557373899826e-10
0.0016294323521607505,0.08101525653093035,3.76,0.0,6.571291812552722e-10,0.5183060163186058,0.3589950118354646,0.0,0.00016023599983833027,0.28440437758804255,4.3744776481121695e-12,1.9561830470707789e-10,9.007380540917183e-18,1.7479100871782287e-19,3.011817240728713e-06,3.276699997977915e-10,0.00020654664915911245,0.10189890648668443,0.00018359377663910515,7.522196806191485e-08,1.8356789270482628e-05,3.727112436129842e-12,0.35937638720956083,5.849720995336423e-08,4.669880491652026e-10,5.078564630685682e-12,1.0517708106969797e-07,7.475649468997854e-07,4.1685325952421906e-11,2.5609182510034724e-14,3.267589586632672e-08,2.376379423551624e-06,0.04029670897632933,8.423176461347516e-14,1.34687595523237e-09,1.840329175504542e-11,0.0001801296765141159,5.3847599365375464e-12,2.3983026381713078e-14,2.4148943075889774e-10,7.466834026833471e-11,8.067973567844578e-09,1.4472985487438725e-08,5.80199597577979e-12,3.3175438530504505e-12,6.235455236743233e-13,1.74482626735178e-13,5.202989304643231e-17,7.756386281126541e-10,2.124246908690085e-16,2.8353230806233076e-10,2.2974510964454177e-09,5.606926894644504e-12,7.466052443002367e-11,5.946214917406629e-11,4.666317467994796e-13,1.5180136841768903e-08,1.875276590787552e-12,1.1197473280471952e-05,5.729506372338634e-10,2.5941806453906157e-11,1.3024762844087063e-21,3.372464606212701e-09,4.207559890268648e-07,7.524287531512849e-11,3.049227359195595e-13,4.593328132262903e-11,3.1983895618770136e-17,6.234395743098718e-13,4.837522468776453e-13,1.0352493057171286e-18,2.3442542718291267e-11,3.268357177583173e-10
0.001633863997979872,0.08101460208431424,3.76,0.0,6.347264614053916e-10,0.518262336355166,0.3589957132289112,0.0,0.00016018955140193852,0.284404506065549,4.271259096607654e-12,1.8800781453551e-10,8.794882966825935e-18,1.7065722545861977e-19,3.005116545513085e-06,3.268331950895764e-10,0.00020599650573839486,0.10198629612004495,0.000183262625780787,7.52001491942078e-08,1.8320693776458636e-05,3.581834180097635e-12,0.3593763590229166,5.708913575497155e-08,4.351054001500328e-10,4.86728570369815e-12,1.0265553589614659e-07,7.31341443291419e-07,4.1592876337501504e-11,2.4541912505065025e-14,3.205804055281959e-08,2.3686702767368437e-06,0.0402094082740118,8.239075209824512e-14,1.3406664765506702e-09,1.8046666257625262e-11,0.0001801144961810205,5.359819103743722e-12,2.3434969710028873e-14,2.35728494841047e-10,7.288546812420974e-11,7.875294637198257e-09,1.3870157102113809e-08,5.663001408873401e-12,3.172367089976989e-12,5.963213458382923e-13,1.6684915991442706e-13,4.976492551487441e-17,7.427406815869867e-10,2.075002229868766e-16,2.8221931115804496e-10,2.291340258129738e-09,5.381429118690729e-12,7.19090090630325e-11,5.636628754932185e-11,4.4847704257797583e-13,1.5147803384639128e-08,1.8060274212003762e-12,1.119697596641805e-05,5.727891049569912e-10,2.590677008482867e-11,1.239432283071491e-21,3.290679636044808e-09,4.100788388428805e-07,7.341256572866686e-11,2.9718495460358775e-13,4.469568507438828e-11,3.080281350396279e-17,6.040362013138325e-13,4.830117944899265e-13,1.0029520806492587e-18,2.2666715954396026e-11,3.1847774981391065e-10
0.0016382956437989936,0.08101394927839171,3.76,0.0,6.132683067664993e-10,0.5182187671271999,0.358996408160703,0.0,0.00016014321640624765,0.2844046335855841,4.170678482251669e-12,1.8075730180977127e-10,8.587830744600222e-18,1.6662939316593435e-19,2.9984384013661247e-06,3.260153513221994e-10,0.00020545235537605322,0.10207347005069255,0.0001829323819208974,7.517838030096939e-08,1.8284710020332994e-05,3.443436366984731e-12,0.35937633042725126,5.571925928365319e-08,4.0542325171510713e-10,4.667754660376728e-12,1.0020204826140287e-07,7.155000608035863e-07,4.150073894079224e-11,2.3534036908557097e-14,3.1455708905170715e-08,2.36099504648009e-06,0.04012232217476514,8.05939701684524e-14,1.3345694111955146e-09,1.770070903303346e-11,0.0001800993543323835,5.335331064444864e-12,2.2900449585040616e-14,2.3011528529498723e-10,7.114835731987142e-11,7.687562320776502e-09,1.3294112439234246e-08,5.5275857831074765e-12,3.033926558315444e-12,5.703588599832963e-13,1.5957008670600516e-13,4.760463537124432e-17,7.113613353088544e-10,2.0270863303645413e-16,2.809178592849208e-10,2.285265617049487e-09,5.16572789257388e-12,6.92711876177435e-11,5.3464779596318486e-11,4.310923547670345e-13,1.5115574507356997e-08,1.739644411837356e-12,1.1196478774738963e-05,5.726279639505656e-10,2.5871772282840596e-11,1.180349533372196e-21,3.2111294750052833e-09,3.996754932142399e-07,7.16324018548151e-11,2.8964560152484376e-13,4.3491779783466485e-11,2.96706152556326e-17,5.852938504349046e-13,4.822756076646624e-13,9.717574842994682e-19,2.1919397055805098e-11,3.103358615588055e-10
0.0016427272896181152,0.08101329810736148,3.76,0.0,5.927077226020604e-10,0.518175308214483,0.3589970968149821,0.0,0.00016009699285276328,0.28440476017075983,4.0726626800772145e-12,1.7384740623971375e-10,8.386072508313075e-18,1.6270456705999558e-19,2.9917825305062346e-06,3.2521590003057024e-10,0.00020491402110691813,0.10216042892363525,0.00018260303288368055,7.515666057659648e-08,1.824883668809534e-05,3.3115486739275107e-12,0.35937630143534216,5.438640982151885e-08,3.7778876655732733e-10,4.47921787510481e-12,9.781454727890191e-08,7.000311203484855e-07,4.140890979973254e-11,2.258174668531416e-14,3.086846950567134e-08,2.353353339682094e-06,0.04003545006137756,7.884024032108247e-14,1.3285814638608432e-09,1.7365042817819543e-11,0.00018008425082209452,5.311282541002971e-12,2.2379107292395868e-14,2.24645744860936e-10,6.945574969927904e-11,7.504640571972963e-09,1.2743610058991035e-08,5.3956503949420104e-12,2.9018968974481585e-12,5.455971534973327e-13,1.526283323843493e-13,4.554401218302651e-17,6.814275419969336e-10,1.9804587022768903e-16,2.7962763920620313e-10,2.2792264953568527e-09,4.95937452222457e-12,6.674199150772319e-11,5.074445746235782e-11,4.1444293457663176e-13,1.508344889138517e-08,1.6759996025839413e-12,1.1195981705964698e-05,5.724672071358359e-10,2.5836811687842018e-11,1.1249596970705176e-21,3.1337450936246543e-09,3.895388525659313e-07,6.990083157245871e-11,2.822995315449546e-13,4.232063714855961e-11,2.8585118460731187e-17,5.6718758303554e-13,4.815435035498851e-13,9.416238480628727e-19,2.1199417561008e-11,3.024043988567798e-10
0.0016471589354372367,0.0810126485654827,3.76,0.0,5.730003371783063e-10,0.5181319592017319,0.35899777936959304,0.0,0.00016005087881990876,0.28440488584305224,3.9771408168341096e-12,1.6725989945418892e-10,8.18946153163076e-18,1.5887989241443921e-19,2.9851486637564792e-06,3.244342925644627e-10,0.0002043813320022646,0.10224717338054937,0.00018227456687769296,7.51349892469273e-08,1.8213072506582024e-05,3.185822632673166e-12,0.35937627205956063,5.3089457920612664e-08,3.5205977667799755e-10,4.300972909825734e-12,9.549103436494343e-08,6.849252051830197e-07,4.131738507870233e-11,2.168149134001802e-14,3.0295904074906675e-08,2.3457447745637668e-06,0.03994879131919021,7.712841990596963e-14,1.3226994541897387e-09,1.7039306576298652e-11,0.00018006918550608525,5.287660718940568e-12,2.1870594063332312e-14,2.193159356110698e-10,6.780642408120145e-11,7.326397356752263e-09,1.2217467812371922e-08,5.267099457452151e-12,2.7759689375785976e-12,5.219785657250079e-13,1.4600766549384885e-13,4.357827443966153e-17,6.528698697568549e-10,1.9350802539070947e-16,2.7834835139538e-10,2.273222235399456e-09,4.761942088366775e-12,6.431658928865755e-11,4.819307374059412e-11,3.9849571747067185e-13,1.5051425259676062e-08,1.6149710356432448e-12,1.1195484760601081e-05,5.723068277088684e-10,2.5801887007492868e-11,1.0730133550802592e-21,3.058459916126347e-09,3.796620036561051e-07,6.821635810242633e-11,2.751417345643369e-13,4.118135544674357e-11,2.7544243066324098e-17,5.496935003388352e-13,4.808153079389004e-13,9.125112421133152e-19,2.0505661947300897e-11,2.9467785823384836e-10
0.0016515905812563582,0.08101200064707319,3.76,0.0,5.541042435499169e-10,0.5180887196784622,0.3589984559963033,0.0,0.00016000487245992537,0.284405010623822,3.8840441334416056e-12,1.60977615704008e-10,7.99785552654541e-18,1.5515260073231253e-19,2.9785365400802343e-06,3.2366999915276375e-10,0.00020385412295929054,0.10233370405984207,0.000181946972482486,7.511336556820757e-08,1.817741624202714e-05,3.0659293728346254e-12,0.3593762423118859,5.182731370947218e-08,3.2810403500660986e-10,4.132365132258734e-12,9.322958030473112e-08,6.701731533076933e-07,4.122616106158043e-11,2.082994955396082e-14,2.973760702541563e-08,2.338168980258421e-06,0.03986234533605787,7.545740081179393e-14,1.3169203121312269e-09,1.6723154664398176e-11,0.00018005415824152708,5.264453228017202e-12,2.137457069826664e-14,2.1412203500425437e-10,6.619919515349971e-11,7.152704525725138e-09,1.1714559942898347e-08,5.141840002084001e-12,2.6558488737986244e-12,4.994478506888538e-13,1.3969246065514562e-13,4.1702817991328404e-17,6.256223188597663e-10,1.890913237123962e-16,2.7707970878458526e-10,2.267252198922083e-09,4.57302296638697e-12,6.199037670151502e-11,4.579923609483986e-11,3.8321915477456053e-13,1.5019502374332157e-08,1.556442441774873e-12,1.1194987939130834e-05,5.721468191279337e-10,2.5766997003275083e-11,1.0242772871128865e-21,2.9852097195717445e-09,3.7003821461438124e-07,6.65775370663899e-11,2.681673319254064e-13,4.0073059002892527e-11,2.654600602381481e-17,5.327886961656849e-13,4.800908546226675e-13,8.843813832140237e-19,1.9837065021062056e-11,2.871508818123187e-10
0.0016560222270754798,0.08101135434650772,3.76,0.0,5.359798514084497e-10,0.5180455892388469,0.35899912686101737,0.0,0.00015995897199593088,0.2844051345338326,3.7933059343086336e-12,1.5498438520919616e-10,7.811116480087372e-18,1.5152000703716785e-19,2.9719459062750335e-06,3.2292250823700656e-10,0.00020333223449804026,0.10242002159671204,0.00018162023863559516,7.509178882534829e-08,1.814186669860369e-05,2.9515596223529855e-12,0.35937621220392013,5.059892528014864e-08,3.0579851977419514e-10,3.972784248455654e-12,9.102832245642699e-08,6.557660501002531e-07,4.113523414757611e-11,2.0024038132354384e-14,2.919318503235546e-08,2.330625596418632e-06,0.0397761115023115,7.382610824047822e-14,1.3112410734747588e-09,1.6416256043460574e-11,0.00018003916888723382,5.2416481246812456e-12,2.0890708203469387e-14,2.090603329782081e-10,6.463291258647232e-11,6.983437691435436e-09,1.1233814331062778e-08,5.019781806195624e-12,2.5412574830037085e-12,4.779526622490933e-13,1.3366807554704452e-13,3.991334958088182e-17,5.996221480007584e-10,1.8479212240530864e-16,2.758214373468123e-10,2.2613157663380385e-09,4.392229224448812e-12,5.975896414588808e-11,4.355234659044941e-11,3.6858315664738055e-13,1.498767903495548e-08,1.5003030259304375e-12,1.1194491242014535e-05,5.719871751037884e-10,2.5732140486788206e-11,9.785355893913308e-22,2.9139325361417635e-09,3.6066093011776314e-07,6.49829753380246e-11,2.6137157291690625e-13,3.899489487534789e-11,2.558851768217748e-17,5.164512119403647e-13,4.793699850701729e-13,8.571975898548867e-19,1.9192609446069612e-11,2.798182534785555e-10
