Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145)
4.402936457718482e-05,0.20908181886937285,3.76,0.0,0.5253738131153765,0.873498416276679,0.0864231727557946,0.0,4.098506783086341e-05,0.11513845936075257,0.0001435782079393784,0.010550739448508631,2.503623868385058e-09,1.7629562437824117e-11,9.265915563801109e-05,3.5680468301628796e-05,0.03723138628326262,0.04187763760658082,0.00031288555390651625,3.0155713051267568e-06,8.684676230541912e-05,5.13743050097197e-05,0.07270485966594964,0.0020231028140834002,0.018001581612582217,7.695242500827761e-05,0.01287453084869093,0.012673487792564496,1.3945790072772344e-07,1.072757970779097e-07,0.0016619558396026033,1.9593398039307877e-05,0.006365254492914265,8.915408580422931e-07,1.0343655762983996e-05,0.000308271320152691,0.0005519176354088246,8.272460250203028e-08,6.156948506348747e-10,9.231371917291498e-06,1.0406696942597173e-06,2.715543794549705e-05,0.002907294563854898,6.451456521722726e-09,6.895937843119507e-07,5.93449424715129e-07,1.6804519308345893e-07,2.6280645673694287e-12
4.498478930387194e-05,0.20914853964234725,3.76,0.0,0.5213834373864983,0.8709210768918564,0.08817845594374822,0.0,4.109922442214382e-05,0.11770038864234529,0.00014291757668841566,0.01049155617629525,2.483961193184837e-09,1.749109369211932e-11,9.282467141866328e-05,3.551756640369967e-05,0.037796909487985274,0.04267943394947032,0.0003086473951695219,3.0056005622302072e-06,8.715425526074125e-05,5.091911696419032e-05,0.07426706552052531,0.0020576353424310453,0.01813486765145485,7.810266292829388e-05,0.013244959084959517,0.012920025244968145,1.3822683725875126e-07,1.0852348082172591e-07,0.0016799919750566865,1.9173787852933908e-05,0.006593613785875496,8.827443789497559e-07,1.060898741102252e-05,0.00030610277090958654,0.0005502891501696826,8.484531052553577e-08,6.283592580169971e-10,9.40267951157037e-06,1.0635935118503863e-06,2.7842492684913583e-05,0.0030440483057394972,6.593069235164534e-09,7.418199134850744e-07,6.22543416375855e-07,1.7620197478839295e-07,2.781984578512962e-12
4.5940214030559054e-05,0.20921519637857391,3.76,0.0,0.5174221110158441,0.8683544835334581,0.08992332277201245,0.0,4.1214654567986675e-05,0.12025974983577463,0.0001422587682753963,0.010433094265553054,2.4644417817440234e-09,1.7353633937259977e-11,9.298866790400704e-05,3.535528623240676e-05,0.038352675751695105,0.04347721065044907,0.0003045261791378249,2.9957959861200697e-06,8.746413532887902e-05,5.04700491946171e-05,0.07582363289012096,0.002091779845317224,0.01826021756613224,7.922448293552936e-05,0.013613695748584228,0.013161830730224486,1.3701232688460836e-07,1.0972294437177653e-07,0.0016978928206274506,1.8767211318221543e-05,0.006824423553920291,8.740854169690281e-07,1.0871197141945777e-05,0.00030387448765869943,0.0005486674547840766,8.694105117295174e-08,6.408297128076339e-10,9.570489107878298e-06,1.0862254523237435e-06,2.852550377867274e-05,0.003183355984690415,6.732759994857088e-09,7.966367913614269e-07,6.522571033685956e-07,1.8452656348830525e-07,2.9412500588041213e-12
4.689563875724617e-05,0.2092817807831624,3.76,0.0,0.5134894606993268,0.8657985475079447,0.09165786860634033,0.0,4.1331353069140305e-05,0.12281641693141815,0.00014160178308623324,0.010375338319906946,2.4450646335313693e-09,1.7217176102366032e-11,9.315122671814373e-05,3.519359705693946e-05,0.03889880169655657,0.04427098879911864,0.00030051918167087313,2.9861488903206416e-06,8.777627619730928e-05,5.0026976591759255e-05,0.07737462722258195,0.0021255442781805225,0.018377927237000907,8.031839673100594e-05,0.013980613513677341,0.013398874993912175,1.3581403162013334e-07,1.1087534090588118e-07,0.0017156583773423931,1.837326113438951e-05,0.007057665103990576,8.655606849279064e-07,1.113020639759563e-05,0.0003015959956406675,0.0005470524932108952,8.901119745629891e-08,6.531044864700632e-10,9.734796169215932e-06,1.1085603557527787e-06,2.9204239302951685e-05,0.00332516612434337,6.870490210405809e-09,8.54105365992566e-07,6.825822088800192e-07,1.930163971945257e-07,3.105922887259794e-12
4.7851063483933286e-05,0.20934828492604668,3.76,0.0,0.5095851253117678,0.8632531838472,0.09338218695888607,0.0,4.144931587684548e-05,0.12537026542339558,0.0001409466193639994,0.010318273555705164,2.4258287223909095e-09,1.7081712938244858e-11,9.331242628835483e-05,3.5032469939482164e-05,0.03943540297753513,0.045060788709577554,0.00029662360009986513,2.976651032371301e-06,8.809056291307727e-05,4.958977846683248e-05,0.07892011092685343,0.002158936224353998,0.018488280567409775,8.138490693225781e-05,0.014345592921918162,0.013631133513679415,1.3463162542545054e-07,1.1198179818147497e-07,0.0017332878103888383,1.7991530372351747e-05,0.007293319683455092,8.571670219746513e-07,1.1385944144586036e-05,0.00029927605515848744,0.0005454442117629476,9.105518247449113e-08,6.651820269710129e-10,9.895599386005458e-06,1.1305934629983785e-06,2.9878476432913436e-05,0.0034694270780550726,7.006224016709679e-09,9.142861874362667e-07,7.135103678059599e-07,2.0166889660433034e-07,3.2760639459721776e-12
4.88064882106204e-05,0.2094147012208442,3.76,0.0,0.5057087552647174,0.8607183110708698,0.09509636958124691,0.0,4.1568539976502415e-05,0.12792117224964605,0.00014029327338422194,0.010261885757012694,2.406732999661334e-09,1.6947237039299785e-11,9.347234199251119e-05,3.4871877639116836e-05,0.039962594276982656,0.04584662996084723,0.00029283658141620927,2.9672945877565846e-06,8.840689098051236e-05,4.915833826453156e-05,0.08046014356699585,0.002191962916163076,0.01859155004224727,8.242450719236257e-05,0.01470852192638875,0.013858586286718579,1.3346479343005785e-07,1.1304341903497954e-07,0.0017507796017682052,1.762161508312417e-05,0.007531368376351452,8.489013848516743e-07,1.163834639123726e-05,0.00029692270665997676,0.0005438425589567962,9.307249555620749e-08,6.770609518521812e-10,1.0052900492489562e-05,1.1523204011457964e-06,3.054800131280614e-05,0.003616087080330295,7.139928200866793e-09,9.77239394370438e-07,7.450331392792693e-07,2.1048146866158445e-07,3.4517331408267036e-12
4.976191293730752e-05,0.20948102240542826,3.76,0.0,0.5018600119063801,0.8581938509683179,0.09680050654996127,0.0,4.168902323870643e-05,0.13046901574626021,0.00013964173962534727,0.010206161234853236,2.387776397188573e-09,1.6813740864671946e-11,9.363104626101603e-05,3.4711794523257346e-05,0.04048048929955417,0.04662853143517923,0.0002891552460265005,2.9580721257623234e-06,8.872516552735733e-05,4.873254330171202e-05,0.08199478203991149,0.0022246312540322092,0.018687997256250543,8.343768229773386e-05,0.015069295466712606,0.014081217623161373,1.323132312261587e-07,1.1406128185705172e-07,0.001768131682292775,1.7263116417977855e-05,0.007771792018761031,8.407608400031942e-07,1.1887355737293145e-05,0.00029454331429768226,0.0005422474853749832,9.506267866497867e-08,6.887400415588234e-10,1.0206704080346177e-05,1.1737371679009706e-06,3.121260889849516e-05,0.0037650942955134033,7.2715721250855935e-09,1.0430247017212608e-06,7.771420165361617e-07,2.1945150940303426e-07,3.6329894212184e-12
5.0717337663994634e-05,0.20954724152372395,3.76,0.0,0.4980385669616747,0.8556797283987349,0.09849468634480492,0.0,4.181076440524474e-05,0.13301367561437927,0.00013899201093049297,0.010151086790094476,2.3689578301960175e-09,1.6681216758295995e-11,9.378860872364655e-05,3.4552196485555294e-05,0.04098920076745616,0.0474065113543437,0.00028557670752454167,2.9489765871390603e-06,8.904530054857507e-05,4.831228452879271e-05,0.08352408073805095,0.0022569478237516624,0.01877787341320353,8.442490830100089e-05,0.015427815073668274,0.014299015945651155,1.3117664422351264e-07,1.1503644108899011e-07,0.0017853415448172236,1.6915642312377836e-05,0.00801457113139133,8.327425564231296e-07,1.2132920955689807e-05,0.00029214460787591664,0.0005406589435397302,9.702532305995415e-08,7.002182331295885e-10,1.0357017426568585e-05,1.194840117231522e-06,3.1872102773772087e-05,0.003916396863759904,7.4011276476656026e-09,1.1117013892871604e-06,8.098284380657365e-07,2.2857640717800012e-07,3.819890800533066e-12
5.167276239068175e-05,0.20961335190886962,3.76,0.0,0.4942441020092782,0.8531758711074183,0.10017899592063856,0.0,4.19337630490069e-05,0.13555503289739193,0.00013834407866086386,0.010096649679858318,2.350276199968263e-09,1.6549656967695178e-11,9.394509637392256e-05,3.439306086905814e-05,0.04148884041597085,0.04818058731405595,0.0002820980890800374,2.9400012633407214e-06,8.936721822960851e-05,4.789745631301435e-05,0.08504809169875442,0.002288918912245276,0.01886141979775715,8.538665267277749e-05,0.01578398850064534,0.01451197359503476,1.3005474706355025e-07,1.1596992773199207e-07,0.00180240634129228,1.6578808799517658e-05,0.008259685866841796,8.248437992162776e-07,1.2374996603748109e-05,0.00028973272313428516,0.0005390768877968525,9.896006619124816e-08,7.114946142597942e-10,1.0503850338791494e-05,1.215625946831813e-06,3.252629502413586e-05,0.004069942944407729,7.528569053021343e-09,1.183328291350139e-06,8.430837999848901e-07,2.3785354605944607e-07,4.012494378470957e-12
5.2628187117368866e-05,0.2096793471679073,3.76,0.0,0.4904763079915785,0.8506822095562329,0.10185352077378802,0.0,4.205801938409933e-05,0.13809296996622603,0.00013769793284380466,0.01004283758759671,2.3317303963881273e-09,1.6419053661797943e-11,9.410057363564723e-05,3.4234366394509335e-05,0.04197951898942889,0.04895077631671087,0.0002787165369921982,2.9311397770971525e-06,8.969084831436662e-05,4.748795624302446e-05,0.08656686474180185,0.0023205505221560838,0.018938868222162106,8.632337440141114e-05,0.016137729379174775,0.01472008664223822,1.289472630907951e-07,1.1686274981097037e-07,0.0018193229661694714,1.625224102248165e-05,0.008507115969063164,8.170619238319225e-07,1.2613542660084245e-05,0.0002873132403533936,0.0005375012742086357,1.0086658880070893e-07,7.225684174684887e-10,1.0647214988044014e-05,1.2360916832479699e-06,3.317500608769427e-05,0.004225680756899845,7.653872977749711e-09,1.2579637872335273e-06,8.768994632260391e-07,2.47280307835478e-07,4.210856361030228e-12
5.358361184405598e-05,0.20974522116781888,3.76,0.0,0.48673488475489546,0.8481986767666816,0.1035183450032512,0.0,4.2183534254532276e-05,0.1406273705111943,0.00013705356231347008,0.009989638596018976,2.3133193003477453e-09,1.62893989477956e-11,9.425510246547523e-05,3.407609309332704e-05,0.042461346237680726,0.04971709480256068,0.00027542923182878896,2.922386064389883e-06,9.001612751982663e-05,4.708368495097601e-05,0.0880804475964816,0.002351848385370507,0.019010441449807382,8.723552411088089e-05,0.01648895689629563,0.014923354706418833,1.278539238716389e-07,1.1771589283947617e-07,0.0018360881279914415,1.593557399939911e-05,0.008756840743159784,8.09394370855839e-07,1.2848524184941765e-05,0.00028489122127904083,0.0005359320604546788,1.0274461220978112e-07,7.334390144120318e-10,1.0787125748692589e-05,1.256234667156066e-06,3.3818064509167993e-05,0.004383558619321661,7.777018325447755e-09,1.3356657927344904e-06,9.112667613219218e-07,2.56854074310802e-07,4.415032079573525e-12
5.45390365707431e-05,0.20981096802255733,3.76,0.0,0.4830195406184933,0.8457252081743212,0.1051735513670332,0.0,4.231030925510341e-05,0.1431581195394074,0.00013641095484172208,0.009937041161970252,2.29504178598589e-09,1.616068488675339e-11,9.440874257756133e-05,3.391822224429588e-05,0.04293443091281156,0.050479558679431956,0.00027223339751734113,2.913734357643652e-06,9.034299902930267e-05,4.6684545948187946e-05,0.0895888860193458,0.002382817975570954,0.019076353596722294,8.812354424846803e-05,0.01683759549220465,0.015121780779076013,1.2677446875033193e-07,1.1853032032990353e-07,0.001852698410599171,1.562845317915829e-05,0.00900883903420825,8.018386612525694e-07,1.3079911002687354e-05,0.00028247124436200395,0.0005343692057399066,1.0459389578421397e-07,7.441059106317816e-10,1.092359907775764e-05,1.2760525437755326e-06,3.445530680789957e-05,0.0045435249846499486,7.897986199096047e-09,1.4164917524303908e-06,9.461770148582888e-07,2.6657223122121047e-07,4.6250760147431555e-12
5.5494461297430214e-05,0.20987658208095522,3.76,0.0,0.4793299919695596,0.8432617414935037,0.10681922133466085,0.0,4.243834648553353e-05,0.14568510337680338,0.00013577009726281066,0.0098850340939565,2.276896722756784e-09,1.603290350812413e-11,9.456155150082539e-05,3.376073631393654e-05,0.043398880766283635,0.05123818335105697,0.00026912630863980296,2.905179169875807e-06,9.067141201819675e-05,4.62904454754485e-05,0.09109222390338442,0.002413464519980096,0.019136810512326574,8.898786919400917e-05,0.017183574576960993,0.015315371054083102,1.257086444441395e-07,1.193069742463929e-07,0.0018691503252237685,1.5330534817733154e-05,0.009263089213902167,7.94392392040558e-07,1.3307677404950504e-05,0.00028005743831406224,0.0005328126707091062,1.0641423456353441e-07,7.545687404216426e-10,1.1056653375532721e-05,1.2955432504855334e-06,3.508657742241261e-05,0.004705528474887677,8.016759842208813e-09,1.500498632875327e-06,9.816215379001272e-07,2.764321698304859e-07,4.841041818555207e-12
5.644988602411733e-05,0.20994205791556764,3.76,0.0,0.47566596288168156,0.840808216591639,0.10845543513611013,0.0,4.256764835253943e-05,0.14820820967371368,0.0001351309755928439,0.00983360653238733,2.2588829773793396e-09,1.590604682340498e-11,9.471358453056978e-05,3.360361890062953e-05,0.04385480254687841,0.051992983744102134,0.00026610529611237224,2.896715279856125e-06,9.100132117666365e-05,4.590129236789124e-05,0.09259050337918366,0.0024437930103566605,0.01919201014097941,8.98289253126974e-05,0.01752682826467132,0.015504134764122986,1.2465620467732203e-07,1.2004677540450426e-07,0.0018854403545248792,1.5041486205123351e-05,0.009519569173816135,7.87053232386714e-07,1.353180187261716e-05,0.0002776535139903437,0.0005312624173674786,1.0820545704107834e-07,7.648272615273211e-10,1.1186308814278026e-05,1.314704998521092e-06,3.5711728367294264e-05,0.0048695179131111235,8.13332454289828e-09,1.5877429165740578e-06,1.0175916368096552e-06,2.864312868158936e-07,5.062982329000205e-12
5.7405310750804446e-05,0.21000739031230325,3.76,0.0,0.472027184756936,0.8383645753718834,0.11008227180647458,0.0,4.269821799871208e-05,0.15072732741313752,0.00013449357513890827,0.009782747930495174,2.240999415638992e-09,1.5780106838672096e-11,9.486489503965335e-05,3.3446854681524906e-05,0.04430230199884468,0.05274397433398842,0.0002631677515956692,2.8883377185004086e-06,9.133268632127252e-05,4.551699792822751e-05,0.09408376490926418,0.0024738082132540543,0.01924214286521242,9.06471311811478e-05,0.017867295123468022,0.015688084023023574,1.2361690983893775e-07,1.2075062398065237e-07,0.0019015649897597495,1.4760985772201232e-05,0.009778256324173918,7.798189200180266e-07,1.3752266815089872e-05,0.0002752627946264472,0.0005297184090065162,1.0996742308186969e-07,7.748813503914646e-10,1.131258724677432e-05,1.3335362653148375e-06,3.633061895593195e-05,0.005035442353414338,8.247667550987734e-09,1.6782805966845439e-06,1.0540786280968317e-06,2.965669892516301e-07,5.290949593414115e-12
5.836073547749156e-05,0.21007257426069123,3.76,0.0,0.4684133959895548,0.835930761663157,0.11169980922766239,0.0,4.283005925456337e-05,0.15324234692118888,0.00013385788059976593,0.00973244803644484,2.223244904012942e-09,1.5655075565938413e-11,9.501553472492182e-05,3.329042936182329e-05,0.044741483859960816,0.05349116916957374,0.00026031113093365047,2.8800417558499843e-06,9.166547208261291e-05,4.5137475808464824e-05,0.09557204737651856,0.00250351467974856,0.01928739183148585,9.144289778961482e-05,0.018204917940395436,0.01586723367313266,1.225905266637936e-07,1.2141940000947455e-07,0.0019175207622955264,1.4488723100682841e-05,0.010039127597242214,7.726872579095622e-07,1.3969058325628848e-05,0.00027288824447100057,0.0005281806101345094,1.1170002196890072e-07,7.847309978910964e-10,1.1435512139207722e-05,1.3520357919099506e-06,3.694311603316133e-05,0.00520325110903293,8.359778059648482e-09,1.7721671725885385e-06,1.0910738554198174e-06,3.068366987076048e-07,5.524994899254526e-12
5.931616020417868e-05,0.21013760494493622,3.76,0.0,0.46482434164617226,0.8335067211172805,0.1133081241687368,0.0,4.29631757473449e-05,0.15575315987902463,0.00013322387616535397,0.0096826968793864,2.2056183111905542e-09,1.5530945033859417e-11,9.51655532057873e-05,3.3134329627235255e-05,0.045172451860854584,0.05423458189673551,0.00025753295654292385,2.8718228885002435e-06,9.19996474943097e-05,4.476264190694396e-05,0.09705538816636258,0.002532916754755282,0.019327933260326894,9.221662844631208e-05,0.018539643500491042,0.01604160113891297,1.2157682795241982e-07,1.2205396366572903e-07,0.0019333042698958403,1.4224398852877109e-05,0.010302159454669434,7.656561113065016e-07,1.4182165951834581e-05,0.00027053249584042544,0.0005266489864115516,1.1340317057031094e-07,7.943763042614925e-10,1.1555108360353754e-05,1.3702025581053048e-06,3.754909370885751e-05,0.0053728937788264175,8.469647121419403e-09,1.869457646209591e-06,1.1285686691238977e-06,3.172378457333323e-07,5.7651687827662124e-12
6.0271584930865794e-05,0.2102024777356428,3.76,0.0,0.4612597731643461,0.8310924011129315,0.11490729232250892,0.0,4.3097571433831905e-05,0.15825965933565267,0.00013259154560818989,0.009633484756057577,2.188118509491072e-09,1.5407707297576186e-11,9.531499814550077e-05,3.2978543098913574e-05,0.04559530872526426,0.05497422578091952,0.0002548308188768466,2.86367682836267e-06,9.233518561159353e-05,4.4392414272084876e-05,0.09853382324319125,0.002562018585665632,0.01936393674172655,9.296871891574331e-05,0.0188714223783812,0.016211206287232726,1.205755923104423e-07,1.226551556792927e-07,0.0019489121980781517,1.3967724636754186e-05,0.010567327898107179,7.587234049860494e-07,1.4391582480087157e-05,0.0002681978746238135,0.000525123504588855,1.1507681161792676e-07,8.038174741245257e-10,1.1671402037425373e-05,1.3880357629972689e-06,3.8148432400249634e-05,0.0055443202717844415,8.577267482626691e-09,1.9702065187703578e-06,1.1665544306744786e-06,3.2776787186431044e-07,6.011521037185147e-12
6.122700965755292e-05,0.21026718818173948,3.76,0.0,0.4577194480734336,0.8286877506647794,0.116497388337515,0.0,4.323325194409181e-05,0.16076173972163624,0.00013196087235918183,0.009584802213956103,2.1707443760818013e-09,1.528535444712203e-11,9.546391630670848e-05,3.282305828940651e-05,0.046010156168720326,0.055710113728737416,0.00025220237757117954,2.85559949252766e-06,9.26720634066709e-05,4.402671300113081e-05,0.10000738722339886,0.00259082413039099,0.019395565514958666,9.369955796604025e-05,0.01920020874134053,0.016376071291240957,1.1958660387835717e-07,1.232237980434289e-07,0.001964341338026276,1.371842282069439e-05,0.010834608482486248,7.518871205859874e-07,1.4597303732689459e-05,0.0002658864243102092,0.0005236041324513361,1.1672091208726274e-07,8.130548135529292e-10,1.1784420671421762e-05,1.405534847829441e-06,3.87410193564058e-05,0.0057174808296923665,8.682633605962604e-09,2.0744677883457655e-06,1.2050225752687614e-06,3.3842424588503236e-07,6.264100765618087e-12
6.218243438424004e-05,0.21033173200291488,3.76,0.0,0.45420312972755905,0.8262927203374267,0.11807848585144382,0.0,4.337022266678773e-05,0.1632592968633462,0.00013133183958506664,0.009536640039724997,2.1534947940820017e-09,1.516387861527427e-11,9.56123529993749e-05,3.2667864561183615e-05,0.04641709489778172,0.05644225830861777,0.00024964536210316467,2.8475869921838196e-06,9.301026152912846e-05,4.366546015513692e-05,0.10147611344410605,0.002619337165449746,0.019422976734707626,9.44095272157592e-05,0.019525960164451756,0.016536220498350098,1.1860965210038298e-07,1.2376069426309343e-07,0.001979588601783487,1.3476226306597725e-05,0.011103976331525803,7.451452942057802e-07,1.479932837721324e-05,0.00026359992859948593,0.00052209083876324,1.1833546167509894e-07,8.220887261515115e-10,1.1894192983241153e-05,1.4226994842246583e-06,3.9326749677233326e-05,0.0058923260488330355,8.785741748719774e-09,2.182294948520163e-06,1.2439645866185212e-06,3.4920445561425653e-07,6.522956406163282e-12
6.313785911092716e-05,0.2103961050831712,3.76,0.0,0.4507105870437529,0.8239072621659004,0.11965065752529729,0.0,4.3508486961698725e-05,0.16575222799655454,0.0001307044302726346,0.00948898925572146,2.1363686536919897e-09,1.5043271985516425e-11,9.576035051496744e-05,3.2512952088811907e-05,0.0468162246137784,0.05717067177051488,0.00024715757123862603,2.839635622243338e-06,9.334976366171576e-05,4.3308579699745454e-05,0.10294003402495581,0.002647561293736739,0.01944632172709843,9.509900058219559e-05,0.019848637456631336,0.016691680307936857,1.1764453155795328e-07,1.2426662926639513e-07,0.001994651033248038,1.3240878270173295e-05,0.011375406155090376,7.38496014436171e-07,1.4997657747567162e-05,0.00026133993257952443,0.0005205835932179021,1.1992047137051838e-07,8.309197060501659e-10,1.2000748408869136e-05,1.439529496158957e-06,3.990552389491316e-05,0.006068806900260646,8.886589620745025e-09,2.2937409870835664e-06,1.2833719009293008e-06,3.601059839124029e-07,6.788135679921518e-12
6.409328383761429e-05,0.21046030346439043,3.76,0.0,0.4472415942665567,0.8215313295808295,0.12121397506680225,0.0,4.364805102195854e-05,0.16824043177966366,0.00013007862728476333,0.009441841104788799,2.11936485311082e-09,1.4923526798094207e-11,9.590795043699187e-05,3.235831182052999e-05,0.047207644014312725,0.05789536606482272,0.0002447368724055165,2.83174185450444e-06,9.369055646606891e-05,4.295599742055502e-05,0.10439917992762987,0.0026754999509508177,0.019465746232585682,9.576834534370719e-05,0.020168204494138118,0.016842479053924702,1.1669104174743863e-07,1.2474237039005003e-07,0.00200952581611746,1.3012131882302185e-05,0.011648872267822288,7.319374202416251e-07,1.5192295675056766e-05,0.0002591077625337228,0.0005190823663904724,1.2147597210550587e-07,8.395483350943864e-10,1.2104117358344374e-05,1.4560248913543127e-06,4.047724652060847e-05,0.006246874747323288,8.985176167184508e-09,2.408858384631981e-06,1.323236034794616e-06,3.711263447274382e-07,7.05968564104579e-12
6.495316609163269e-05,0.21051792949011072,3.76,0.0,0.4441394534780439,0.8194010972068705,0.12261344908567498,0.0,4.3774778400170666e-05,0.17047569069894566,0.0001295167637710288,0.009399830441768618,2.1041651294793942e-09,1.481648629883403e-11,9.604048633430323e-05,3.2219361425176453e-05,0.047553409915059755,0.05854442069142138,0.0002426139002269862,2.82468393373046e-06,9.399836537290324e-05,4.264228836127363e-05,0.1057083535955705,0.0027004033738430994,0.019479992404380257,9.635384471784808e-05,0.0204531280510079,0.016974237595824823,1.1584268323969971e-07,1.2514534249246688e-07,0.0020227504733434905,1.2811708356759163e-05,0.01189671126453916,7.261107225683773e-07,1.5364318678240332e-05,0.00025712353538367093,0.0005177363846033673,1.22850733227837e-07,8.471416451872382e-10,1.219445144309908e-05,1.4705849123630295e-06,4.098569708806496e-05,0.006408452821253396,9.071971266075637e-09,2.515646021639062e-06,1.3594975348392329e-06,3.811442768157786e-07,7.309566049170039e-12
6.561723425096257e-05,0.2105623321568099,3.76,0.0,0.4417565704996095,0.8177612003708913,0.12368939557822516,0.0,4.38733737275014e-05,0.17219921070365682,0.00012908372185500754,0.00936765654508302,2.0924934262357648e-09,1.473429099866234e-11,9.614266196821118e-05,3.211219581816701e-05,0.047816262116240765,0.05904362144069979,0.00024100949856504177,2.819261838509411e-06,9.423678595286828e-05,4.240232739178593e-05,0.10671678283412324,0.0027194807607127626,0.01948896164900649,9.679521907359142e-05,0.020671411576712168,0.017073439402659863,1.1519376474208647e-07,1.254405670800583e-07,0.00203285692247914,1.2660348153577215e-05,0.01208921402304229,7.216593386887221e-07,1.5495129176824402e-05,0.0002556076536313834,0.0005167002200514893,1.2389613109650094e-07,8.528943377492433e-10,1.2262480662874666e-05,1.481644154007699e-06,4.137436951241287e-05,0.006534066923884501,9.13774932125984e-09,2.600203440288408e-06,1.387746245133615e-06,3.8894429442747116e-07,7.506121557764675e-12
6.628130241029246e-05,0.21060664579596988,3.76,0.0,0.4393847924990664,0.8161258497874374,0.12476115254305498,0.0,4.397260426021202e-05,0.17392032312538375,0.00012865143437108627,0.00933571494110075,2.080879463654981e-09,1.465250227308626e-11,9.624469488672043e-05,3.2005151969922346e-05,0.04807551099201184,0.05954103985250257,0.00023943498775519042,2.8138635112148336e-06,9.447581976676764e-05,4.216435361271123e-05,0.10772294187551877,0.002738424196578414,0.01949620792304742,9.722731474649861e-05,0.02088815360046119,0.01717042891799748,1.1455022389957128e-07,1.2572212869816154e-07,0.0020428695267662297,1.25118890391511e-05,0.01228266748698488,7.172495369337532e-07,1.562416621167664e-05,0.00025410644997853955,0.0005156669280377402,1.2492735244454375e-07,8.58550192479677e-10,1.2329010668550719e-05,1.492542201423344e-06,4.175953208783781e-05,0.006660387656545307,9.202437165676227e-09,2.6865991366941474e-06,1.4162051551028377e-06,3.9679865763822747e-07,7.705812385615166e-12
6.694537056962234e-05,0.21065086924554885,3.76,0.0,0.43702404928599653,0.814495031257103,0.12582874301989305,0.0,4.407247438785248e-05,0.17563899561392374,0.00012821989556470857,0.009304002918093711,2.0693228830430697e-09,1.4571117595671555e-11,9.634659888030902e-05,3.189822764730416e-05,0.04833118852323307,0.0600366796376937,0.0002378897290152218,2.8084879504788785e-06,9.471546549791859e-05,4.1928344036206684e-05,0.10872683991739265,0.0027572346580153873,0.019501774269654343,9.765024777262422e-05,0.02110334515842967,0.017265217604277294,1.1391199860486794e-07,1.2599026583888114e-07,0.0020527875173351477,1.2366258910665241e-05,0.01247706262695183,7.128807461335932e-07,1.5751433569588125e-05,0.0002526201616884542,0.0005146364995902307,1.2594442762429777e-07,8.641094984884027e-10,1.2394052796542075e-05,1.5032792867160388e-06,4.214115959519138e-05,0.006787399182621851,9.266035956593677e-09,2.7748501481876016e-06,1.4448715569262183e-06,4.04706575167549e-07,7.908653653044924e-12
6.760943872895223e-05,0.2106950013746209,3.76,0.0,0.43467427170342304,0.8128687308390459,0.126892189853564,0.0,4.417298503674807e-05,0.17735519616377296,0.00012778909968291614,0.009272517810014692,2.057823327862593e-09,1.449013445558092e-11,9.644838663112162e-05,3.179142075889541e-05,0.04858332645783812,0.060530544454156086,0.00023637309907977082,2.8031341861331337e-06,9.495572269848689e-05,4.1694276034184555e-05,0.10972848594028038,0.0027759130881221243,0.01950570264207342,9.80641325666956e-05,0.021316977859188863,0.017357817265837464,1.1327902772230591e-07,1.262452132781031e-07,0.0020626101630756015,1.2223387684343812e-05,0.012672390342040063,7.085524047696199e-07,1.5876935474210372e-05,0.0002511489917452372,0.0005136089259004456,1.2694739047707012e-07,8.69572563242299e-10,1.2457618540328638e-05,1.5138556830646012e-06,4.251923030373535e-05,0.006915085771152796,9.328547544876393e-09,2.864973394735045e-06,1.4737427043642888e-06,4.1266724510621085e-07,8.114660375733176e-12
6.820710007234912e-05,0.2107346413015475,3.76,0.0,0.4325687911454964,0.811408912127801,0.127845767913605,0.0,4.426399365576959e-05,0.17889763697723107,0.0001274020138691995,0.009244373054224538,2.0475221922933512e-09,1.4417590884352797e-11,9.653990543580712e-05,3.169539335296156e-05,0.048807250296817775,0.06097350817314395,0.00023503210679166534,2.798333658597349e-06,9.517247665631728e-05,4.148525646139673e-05,0.11062804913761312,0.002792611544292306,0.019507871530019084,9.842898547511769e-05,0.02150790797730346,0.017439295365013707,1.127137966873347e-07,1.26463579166398e-07,0.002071368450564478,1.2097106105942374e-05,0.012848975060681585,7.046910256598476e-07,1.5988381553662495e-05,0.00024983800682787795,0.00051268654324433,1.2783802166573474e-07,8.744073005275402e-10,1.2513574720524278e-05,1.5232372750698405e-06,4.285643484828039e-05,0.007030567966864063,9.383880127599806e-09,2.9476989677894727e-06,1.49989948371643e-06,4.198762845758815e-07,8.302785148547571e-12
