Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63)
0.0022522087749370784,0.218100266675928,3.76,0.0,0.5005392639113426,0.8296937742756394,0.15773819061324895,0.0,2.8637429501920604e-06,0.04193653882813237,1.971734916488974e-06,0.0007769365531009223,2.3724009738759796e-10,1.948477004116484e-13,1.7920951396749262e-06,6.789503002711107e-07,0.012461350452616073,0.015293873710711057,0.00012942720519198785,4.696929819004582e-08,2.9581055819266573e-06,4.214941636558327e-05,0.1487826826367719,0.0010109717853790323,0.014666687289733152,1.0234126188435137e-05,0.0006666011520456155,0.004731756451491779,4.5519087939905e-09,1.2930735657413476e-07,0.00015683760336601197,1.9735130033561565e-05,0.0027402302776104673,2.1328544149645412e-08,3.2489267227830866e-07,7.711487994546905e-07,0.00010787285633475827,4.3611296186348247e-10,3.7518799896011786e-11,4.745168462049949e-07,3.3950464446737206e-08,2.3824076321363405e-06,0.0009918872730955044,3.1984326824252295e-09,2.931978698821681e-07,1.9609225846616014e-08,8.940018368703604e-09
0.0022614420639767816,0.21810448138608937,3.76,0.0,0.499805497083658,0.8290823257081105,0.15829133111508314,0.0,2.8642816468288103e-06,0.0421260540029273,1.9707914417581424e-06,0.0007763014615051753,2.3694726062376696e-10,1.9460718453567984e-13,1.7921960305223654e-06,6.7874749931864e-07,0.012495887776166666,0.015355149666780199,0.00012921500472799706,4.69836782642431e-08,2.960042255596518e-06,4.2083111857154476e-05,0.14931318722902448,0.0010148697886415122,0.014698232064744339,1.0262008894174925e-05,0.0006693561025233617,0.004750867517236949,4.5447805009764675e-09,1.295615964575739e-07,0.00015726831121847134,1.9674623397060286e-05,0.002757327928613269,2.129812841567288e-08,3.259897939796781e-07,7.696069727783237e-07,0.00010779335868628457,4.3758556307779446e-10,3.766018735757409e-11,4.7633979567053075e-07,3.409125536791174e-08,2.393572912164278e-06,0.0010004399160236388,3.2109921362131406e-09,2.971933798880913e-07,1.978236348698419e-08,9.019335539063254e-09
0.0022706753530164847,0.2181086997126378,3.76,0.0,0.49907275984842053,0.8284715898994758,0.15884369707838694,0.0,2.8648217673004053e-06,0.042315652916151025,1.969846368071771e-06,0.0007756669551131285,2.3665461003034953e-10,1.9436682158204288e-13,1.792294283271977e-06,6.785434822179106e-07,0.012530300846441014,0.015416407038293289,0.00012900362797758688,4.69979335915836e-08,2.9619733439904485e-06,4.201692784106682e-05,0.14984302924821194,0.0010187613043257445,0.014729595831308801,1.0289778153408879e-05,0.0006721066454892775,0.004769934778887718,4.537665146289424e-09,1.2981398624829741e-07,0.00015769855374905557,1.9614387314843127e-05,0.002774472174285521,2.1267755547405074e-08,3.270830252877816e-07,7.68071981016499e-07,0.00010771395370734872,4.390529422414804e-10,3.7801149216778867e-11,4.781576226279345e-07,3.423175009129131e-08,2.404728464797517e-06,0.0010090252765772919,3.2235187206446485e-09,3.012257396006121e-07,1.9956220181864476e-08,9.098974330399358e-09
0.002279908642056188,0.21811292162977863,3.76,0.0,0.4983410507242063,0.8278615659359575,0.15939528967184177,0.0,2.8653633472144885e-06,0.04250533480029793,1.968899699662352e-06,0.0007750330342352666,2.3636214601671255e-10,1.9412661188722294e-13,1.7923899139407418e-06,6.783382494543195e-07,0.012564589887203935,0.015477645718141747,0.00012879307200355146,4.701206412923675e-08,2.963898864431362e-06,4.1950864136824376e-05,0.1503722096384449,0.0010226463442004775,0.01476077927673758,1.0317434329493228e-05,0.0006748527623910509,0.004788958000932136,4.530562710617081e-09,1.3006453346418133e-07,0.00015812832179158218,1.955442043021658e-05,0.00279166296172875,2.1237425545657596e-08,3.28172365191162e-07,7.665437772220147e-07,0.00010763464127914577,4.40515097999684e-10,3.7941683932631364e-11,4.799703132017115e-07,3.4371947198170986e-08,2.4158741512082845e-06,0.0010176432591680418,3.23601227350365e-09,3.0529511481538454e-07,2.0130795149935116e-08,9.178934072451522e-09
0.002289141931095891,0.21811714711168315,3.76,0.0,0.4976103682318598,0.827252252905527,0.15994611006296344,0.0,2.8659063631313594e-06,0.04269509888828473,1.9679514407580175e-06,0.000774399699189123,2.360698689912104e-10,1.9388655578654874e-13,1.7924829268568165e-06,6.781318015789403e-07,0.012598755122453514,0.01553886559927064,0.00012858333388533443,4.702606983847492e-08,2.965818831402826e-06,4.188492055404139e-05,0.15090072934235188,0.0010265249201004611,0.014791783085643391,1.034497768568131e-05,0.0006775944349403966,0.004807936950914044,4.523473173499404e-09,1.3031324534765715e-07,0.00015855760626613225,1.949472139252572e-05,0.0028089002370355895,2.120713840056136e-08,3.292578128449557e-07,7.650223148732866e-07,0.00010755542128309803,4.4197202922057554e-10,3.808178995783382e-11,4.817778463150451e-07,3.451184476773951e-08,2.427009824836025e-06,0.0010262937678447244,3.248472661569107e-09,3.0940167100777103e-07,2.0306086843211652e-08,9.259213783007999e-09
0.0022983752201355943,0.2181213761327871,3.76,0.0,0.4968807108931389,0.8266436498972448,0.16049615941866613,0.0,2.8664507663083144e-06,0.04288494441330686,1.9670015955666688e-06,0.0007737669506341759,2.35777779358561e-10,1.9364665361213728e-13,1.7925733191046406e-06,6.779241391199674e-07,0.012632796776524966,0.01560006657465843,0.00012837441066014643,4.703995067551945e-08,2.9677332575581894e-06,4.181909692357955e-05,0.1514285893016975,0.0010303970437476194,0.014822607941065161,1.0372408360357797e-05,0.0006803316448879363,0.004826871398617049,4.516396516706651e-09,1.3056012862569655e-07,0.00015898639811350856,1.943528885252975e-05,0.0028261839455661192,2.1176894122352143e-08,3.3033936740352005e-07,7.635075476617109e-07,0.00010747629360076937,4.43423734768506e-10,3.8221465721892893e-11,4.835801937471024e-07,3.465144033898258e-08,2.438135301347302e-06,0.0010349767063318788,3.2608997297334444e-09,3.13545573408128e-07,2.048209300660878e-08,9.33981222486936e-09
0.0023076085091752975,0.21812560866731123,3.76,0.0,0.4961520772322961,0.8260357560020879,0.16104543890446912,0.0,2.866996572676444e-06,0.043074870609045635,1.9660501682915443e-06,0.0007731347891278995,2.354858775214583e-10,1.934069056947336e-13,1.7926610991530585e-06,6.777152626534682e-07,0.012666715074043275,0.01566124853734655,0.00012816629936424575,4.7053706605545215e-08,2.9696421578834616e-06,4.175339306936357e-05,0.1519557904566342,0.0010342627268268827,0.014853254523150703,1.0399726551756782e-05,0.0006830643741118422,0.004845761117143553,4.509332721333846e-09,1.3080519011694895e-07,0.00015941468835310211,1.937612146838434e-05,0.002843514031583419,2.1146692713875667e-08,3.3141702813853595e-07,7.619994296104172e-07,0.00010739725811397304,4.448702136660383e-10,3.836070971513107e-11,4.853773335189576e-07,3.4790731887682734e-08,2.449250386809153e-06,0.0010436919779145634,3.273293296225509e-09,3.177269868858306e-07,2.065881201606676e-08,9.420728442805887e-09
0.0023168417982150006,0.21812984468970212,3.76,0.0,0.4954244657760219,0.8254285703125216,0.16159394968477073,0.0,2.8675438608061517e-06,0.04326487670963325,1.9650971631553992e-06,0.0007725032147867344,2.351941638818613e-10,1.9316731236473294e-13,1.79274628930092e-06,6.775051728212543e-07,0.012700510239761162,0.015722411380433312,0.00012795899707363528,4.706733760358425e-08,2.971545550381372e-06,4.168780879844308e-05,0.15248233374606096,0.0010381219809864437,0.014883723509345368,1.0426932632316291e-05,0.0006857926047361195,0.004864605882345894,4.502281766756603e-09,1.3104843736059383e-07,0.00015984246811173188,1.9317217902643972e-05,0.002860890438405325,2.1116534161881575e-08,3.3249079444114376e-07,7.604979153124902e-07,0.0001073183147047157,4.4631146509935467e-10,3.849952050888408e-11,4.871692551617968e-07,3.4929718321996794e-08,2.460354940753291e-06,0.0010524394855100402,3.2856532239814246e-09,3.219460759999649e-07,2.0836243391329437e-08,9.5019619157826e-09
0.002326075087254704,0.21813408417439487,3.76,0.0,0.4946978750527734,0.8248220919223002,0.1621416929231218,0.0,2.868092641600137e-06,0.04345496194958476,1.964142584392149e-06,0.0007718722277290505,2.34902638839695e-10,1.929278739504717e-13,1.7928289011281139e-06,6.772938702745265e-07,0.012734182498597911,0.015783554997066476,0.00012775250088032988,4.708084364065482e-08,2.9734434512513087e-06,4.162234392807462e-05,0.153008220107773,0.00104197481783866,0.014914015574928143,1.04540269646326e-05,0.0006885163191187528,0.004883405472429874,4.495243633419764e-09,1.312898778829161e-07,0.00016026972859012648,1.9258576821854744e-05,0.002878313108557806,2.1086418463450036e-08,3.335606657527877e-07,7.59002959940046e-07,0.00010723946325517143,4.4774748832017667e-10,3.8637896665743174e-11,4.889559446792395e-07,3.506839834221038e-08,2.4714488635422596e-06,0.0010612191317199036,3.2979794067408772e-09,3.262030050440675e-07,2.1014386206811213e-08,9.583511874522577e-09
0.002335308376294407,0.2181383270958037,3.76,0.0,0.4939723035931947,0.8242163199273524,0.16268866978171306,0.0,2.8686427952799506e-06,0.043645125563994906,1.9631864361946863e-06,0.0007712418285941801,2.3461130279283775e-10,1.9268859077854505e-13,1.792908918625483e-06,6.770813557385441e-07,0.012767732075882929,0.015844679280472895,0.00012754680784777368,4.7094224690612653e-08,2.9753358711880577e-06,4.15569982726236e-05,0.153533450477734,0.0010458212490559982,0.014944131392232829,1.0481009598767756e-05,0.0006912354998313194,0.004902159669338216,4.488218301195521e-09,1.3152951830980054e-07,0.00016069646104949155,1.9200196901064717e-05,0.0028957819833754644,2.105634560995591e-08,3.346266417228155e-07,7.575145189105227e-07,0.00010716070364779721,4.491782828582907e-10,3.877583668261439e-11,4.907373676879343e-07,3.5206768888210155e-08,2.4825319579270917e-06,0.0010700308187426453,3.310271692264786e-09,3.304979378962782e-07,2.119323717578696e-08,9.665376657235236e-09
0.00234454166533411,0.21814257342850174,3.76,0.0,0.49324774993022363,0.8236112534254364,0.16323488142134718,0.0,2.869194371504688e-06,0.04383536678853285,1.9622287227601653e-06,0.0007706120179616083,2.3432015613682114e-10,1.9244946317392412e-13,1.7929863557731107e-06,6.7686762994144e-07,0.012801159197293825,0.01590578412395745,0.00012734191499645247,4.710748073487909e-08,2.9772228261708093e-06,4.149177166075933e-05,0.1540580257904046,0.0010496612861236924,0.01497407163079384,1.0507880714836261e-05,0.000693950129473874,0.004920868258347574,4.481205751736999e-09,1.317673647789468e-07,0.00016112265681178384,1.9142076819833454e-05,0.002913297003082297,2.102631560703464e-08,3.356887220286021e-07,7.560325480048519e-07,0.00010708203576528794,4.506038482803487e-10,3.891333917743697e-11,4.925135048308732e-07,3.534482817393815e-08,2.4936040104021544e-06,0.0010788744483030172,3.3225298935819686e-09,3.348310380378084e-07,2.1372794947166412e-08,9.747555451106484e-09
0.002352851625469843,0.21814639802358687,3.76,0.0,0.4925965206388844,0.823067296025673,0.16372581859338073,0.0,2.869692072025428e-06,0.04400664961597174,1.9613654458884803e-06,0.0007700456917893862,2.340582864010549e-10,1.9223438160709576e-13,1.7930538627278818e-06,6.766742416991553e-07,0.01283113909343548,0.015960761773832346,0.00012715819314588984,4.7119304280216403e-08,2.9789164288228246e-06,4.1433169351059436e-05,0.15452958426919983,0.0010531118618525715,0.01500086827697724,1.0531969725989251e-05,0.0006963893907223085,0.004937666818354194,4.4749053714486005e-09,1.3197989911590354e-07,0.00016150576702505322,1.9089989821127995e-05,0.0029290999245697377,2.099932524738065e-08,3.3664126324330577e-07,7.547042700718538e-07,0.00010701131299898208,4.5188238590737993e-10,3.903671624277358e-11,4.941075036325056e-07,3.5468814745748266e-08,2.5035593247285185e-06,0.0010868609442178047,3.333533012651444e-09,3.387635960561307e-07,2.1535001149881525e-08,9.821784469566312e-09
0.002361161585605576,0.21815022534274237,3.76,0.0,0.4919461135094294,0.8225239086897734,0.16421613772241236,0.0,2.8701909269111635e-06,0.04417799413242947,1.9605009076622007e-06,0.0007694798428168348,2.337965706770745e-10,1.9201942654681e-13,1.793119293065924e-06,6.764798735198505e-07,0.012861020148001757,0.016015723513317304,0.0001269751149251588,4.713102654438358e-08,2.980605629605598e-06,4.137466318808886e-05,0.15500061358711273,0.0010565572758406278,0.015027523729365576,1.0555968907145438e-05,0.0006988249392436982,0.004954428111306874,4.468615315284802e-09,1.3219099223562714e-07,0.00016188842935460586,1.9038111269042397e-05,0.0029449401294861814,2.0972369590679113e-08,3.3759064859297327e-07,7.533811659691298e-07,0.00010694066434968167,4.5315668744848753e-10,3.915973682088465e-11,4.956971971578893e-07,3.559254685833055e-08,2.5135055103958007e-06,0.0010948731615355338,3.3445083593376668e-09,3.4272732047868857e-07,2.1697777768841237e-08,9.896266415871652e-09
0.0023694715457413086,0.21815405536751603,3.76,0.0,0.49129652747641295,0.8219810907629788,0.1647058396525567,0.0,2.870690953548286e-06,0.044349399781764866,1.9596351111444935e-06,0.0007689144712804478,2.335350092491622e-10,1.9180459822644288e-13,1.7931826539100407e-06,6.762845260079832e-07,0.012890802525908004,0.016070669264775655,0.0001267926781944228,4.714264752007972e-08,2.982290439267551e-06,4.131625303993236e-05,0.15547111442283082,0.001059997536416265,0.015054038471121618,1.057987838426423e-05,0.0007012567627538335,0.004971151986171562,4.462335569147482e-09,1.324006483527113e-07,0.00016227063763451675,1.8986440210653968e-05,0.0029608175724498364,2.0945448633828693e-08,3.385368780419163e-07,7.520632042797295e-07,0.00010687008973225804,4.5442675285464274e-10,3.928239994190406e-11,4.972825705960187e-07,3.5716023248403586e-08,2.52344243566087e-06,0.0011029110279393076,3.35545580418794e-09,3.4672232982168824e-07,2.1861123760407287e-08,9.971000635615207e-09
0.0023777815058770415,0.21815788807946893,3.76,0.0,0.49064776147572875,0.8214388415915949,0.16519492522717866,0.0,2.871192157820886e-06,0.04452086600821261,1.95876805939974e-06,0.0007683495774638259,2.332736024004127e-10,1.915898968785732e-13,1.7932439522475414e-06,6.76088199781393e-07,0.012920486392228528,0.016125598950623363,0.0001266108808083498,4.715416720056967e-08,2.9839708697893634e-06,4.125793877598073e-05,0.15594108745413734,0.001063432651820206,0.01508041298374731,1.0603698349050593e-05,0.0007036848490393895,0.004987838293768552,4.456066118993334e-09,1.3260887266804483e-07,0.00016265238574367623,1.8934975696797623e-05,0.00297673220746277,2.0918562374354737e-08,3.3947995158097037e-07,7.507503538733629e-07,0.00010679958906172098,4.5569258211402924e-10,3.940470465269382e-11,4.98863612512186e-07,3.583924269022748e-08,2.53336998029865e-06,0.0011109744708628284,3.3663752378373644e-09,3.507487423686646e-07,2.2025038100604488e-08,1.0045986454195256e-08
0.0023860914660127743,0.2181617234602067,3.76,0.0,0.48999981444458945,0.8208971605229595,0.16568339528891196,0.0,2.8716945383323248e-06,0.04469239225639441,1.957899755491366e-06,0.0007677851616742932,2.330123504129492e-10,1.9137532273487552e-13,1.7933031928932e-06,6.758908954792564e-07,0.012950071912191045,0.016180512493330593,0.000126429720622747,4.716558558078471e-08,2.9856469324116142e-06,4.11997202665514e-05,0.1564105333579363,0.0010668626302390012,0.015106647747092972,1.062742899538503e-05,0.0007061091859931349,0.0050044868867956845,4.4498069509084766e-09,1.3281567041575697e-07,0.00016303366760897405,1.8883716781692433e-05,0.002992683987913949,2.0891710810443618e-08,3.404198692477763e-07,7.494425838887921e-07,0.00010672916225321442,4.5695417527860673e-10,3.9526650011323776e-11,5.004403099028494e-07,3.596220395983586e-08,2.543288039364628e-06,0.0011190634174958558,3.3772665713149894e-09,3.548066761687687e-07,2.2189519576513806e-08,1.0121223128882077e-08
0.002394401426148507,0.21816556149136984,3.76,0.0,0.4893526853215159,0.8203560469054124,0.16617125067966415,0.0,2.8721980983635583e-06,0.044863977971324374,1.9570302024804076e-06,0.0007672212241942143,2.3275125356748673e-10,1.9116087602585852e-13,1.7933603814907383e-06,6.756926137636735e-07,0.012979559251165408,0.01623540981542275,0.00012624919549643565,4.717690265817002e-08,2.9873186383879756e-06,4.1141597381080846e-05,0.15687945281027804,0.0010702874798367101,0.01513274323938841,1.0651070496944064e-05,0.0007085297616254433,0.005021097619797985,4.443558050874063e-09,1.3302104657370173e-07,0.00016341447720575366,1.88326625228338e-05,0.0030086728665939216,2.0864893939127545e-08,3.4135663114765075e-07,7.481398637032008e-07,0.0001066588092220126,4.582115324905664e-10,3.964823509188273e-11,5.020126497921779e-07,3.608490585830257e-08,2.553196505529034e-06,0.0011271777948096164,3.388129713463697e-09,3.588962490383926e-07,2.235456703969861e-08,1.0196709944190085e-08
0.0024110213464199727,0.21817324543174263,3.76,0.0,0.488060876562714,0.8192755194239155,0.16714512081077768,0.0,2.873208763685064e-06,0.04520732558430674,1.9552873613959404e-06,0.0007660947852109686,2.3222952641982066e-10,1.9073236582960592e-13,1.7934686246108064e-06,6.752931208884896e-07,0.013038240048589531,0.01634515548826688,0.00012589004186870436,4.719923290853832e-08,2.990649025983202e-06,4.1025637956102775e-05,0.15781571505882658,0.0010771218249962708,0.015184518312536695,1.0698086767877949e-05,0.0007133595816961455,0.005054204936528408,4.4310909985003225e-09,1.334275540078951e-07,0.00016417465582459545,1.8731164226309452e-05,0.003040761725707636,2.081136425719449e-08,3.4322068845597184e-07,7.455494518843844e-07,0.00010651832415352662,4.6071354014521265e-10,3.9890320823776837e-11,5.051442079023749e-07,3.63295267394238e-08,2.572984213753203e-06,0.0011434825478847538,3.409771038228354e-09,3.6717078161907796e-07,2.268635527960223e-08,1.0348431094658211e-08
0.0024276412666914384,0.21818093975414532,3.76,0.0,0.48677232673265625,0.8181972539532084,0.16811654234159398,0.0,2.8742241676468537e-06,0.045550904415242115,1.953539560613518e-06,0.0007649702626540016,2.3170842317819897e-10,1.903043681133895e-13,1.793568725423352e-06,6.748897268466194e-07,0.013096530110115854,0.01645483535050064,0.0001255334028256942,4.722115796801811e-08,2.9939621238530574e-06,4.091005945323416e-05,0.15874987959156803,0.0010839357518861344,0.015235741997927203,1.074474858672594e-05,0.0007181742153556728,0.0050871591152985155,4.418664849387825e-09,1.3382843492216687e-07,0.00016493287431288938,1.8630473333269375e-05,0.0030729983957888288,2.0757973295967295e-08,3.4507212542208243e-07,7.429788780796033e-07,0.00010637813318097733,4.6319860765618743e-10,4.013095474219798e-11,5.082581888344432e-07,3.657309584303859e-08,2.592732231516775e-06,0.001159888141740817,3.4312984663891436e-09,3.7557327807497957e-07,2.302039342530041e-08,1.0501144060210173e-08
0.002444261186962904,0.21818864431289695,3.76,0.0,0.4854870273848352,0.8171212453149164,0.16908552198170615,0.0,2.8752443247940526e-06,0.0458947100388785,1.9517868245719816e-06,0.0007638476586262945,2.3118794604164226e-10,1.898768846831758e-13,1.7936607277456463e-06,6.744824376424044e-07,0.013154430763440863,0.016564448784429888,0.00012517926129529402,4.724267788310114e-08,2.9972580237180247e-06,4.079486082576265e-05,0.15968195178692954,0.0010907293244483839,0.015286418065393156,1.0791057378015568e-05,0.0007229735703489345,0.0051199590553897755,4.406279491170899e-09,1.342237290860343e-07,0.00016568908611187819,1.8530582426144535e-05,0.003105382478797246,2.0704721019313294e-08,3.4691094482407953e-07,7.4042790570279e-07,0.00010623823563109699,4.656667387585199e-10,4.037012997824859e-11,5.11354497466708e-07,3.6815603887342014e-08,2.612439697204541e-06,0.0011763939847635075,3.4527112730241775e-09,3.841046726436406e-07,2.3356671993617762e-08,1.0654842946789006e-08
0.0024608811072343697,0.2181963589631627,3.76,0.0,0.4842049700937625,0.8160474883468134,0.1700520664286418,0.0,2.8762692496893027e-06,0.04623873803722063,1.9500291776841416e-06,0.0007627269751912331,2.3066809718851583e-10,1.8944991732795593e-13,1.7937446752848335e-06,6.74071259605341e-07,0.01321194333836951,0.01667399517341566,0.00012482760023669622,4.726379273166429e-08,3.0005368176675724e-06,4.068004102795251e-05,0.16061193700938894,0.0010975026059315252,0.015336550258798471,1.0837014562261454e-05,0.000727757556129711,0.005152603685119444,4.393934811589405e-09,1.3461347603913016e-07,0.0001664432454242438,1.843148414655969e-05,0.0031379135673522724,2.0651607387363664e-08,3.4873715032640904e-07,7.378963020342626e-07,0.00010609863083271728,4.681179383767799e-10,4.060783990801934e-11,5.144330416708669e-07,3.705704180303724e-08,2.6321057616637467e-06,0.001192999482000885,3.4740087544257555e-09,3.927658956035323e-07,2.369518140279805e-08,1.0809521806677072e-08
0.0024775010275058353,0.2182040835601247,3.76,0.0,0.4829261464546994,0.8149759779025759,0.17101618236790944,0.0,2.87729895692652e-06,0.046582983999783646,1.948266644350078e-06,0.0007616082143699966,2.3014887877813096e-10,1.890234678210882e-13,1.7938206116354835e-06,6.736561993864123e-07,0.013269069166716111,0.01678347390192168,0.00012447840264195038,4.7284502622440047e-08,3.003798598143863e-06,4.056559901484729e-05,0.16153984060963064,0.001104255658879288,0.015386142296369787,1.0882621558293734e-05,0.0007325260838290134,0.005185091961341517,4.381630698467589e-09,1.3499771511811062e-07,0.00016719530720542484,1.83331711944574e-05,0.0031705912449371243,2.0598632356358007e-08,3.505507464605857e-07,7.353838381110316e-07,0.00010595931811673768,4.705522125993614e-10,4.084407814849335e-11,5.174937322796522e-07,3.7297400726403526e-08,2.6517295871284824e-06,0.0012097040352873935,3.495190226353739e-09,4.01557873242878e-07,2.403591197326933e-08,1.0965174639657161e-08
0.0025107408680487666,0.2182195620184956,3.76,0.0,0.48037816660962246,0.8128396760736228,0.17293715540905683,0.0,2.87937277695706e-06,0.047272112212934224,1.9447270157961255e-06,0.0007593764684273128,2.2911234181775995e-10,1.881721293590827e-13,1.7939486247541489e-06,6.728144604424639e-07,0.01338216591965046,0.017002225920895633,0.0001237873299980245,4.7324708102475483e-08,3.010271490197913e-06,4.0337844165980076e-05,0.16338942428222178,0.0011177013259084808,0.015483720658458402,1.097279065454671e-05,0.0007420164172611569,0.005249595411551671,4.357143723231884e-09,1.357498260228485e-07,0.00016869296148670288,1.813887234880638e-05,0.003236384659555066,2.0493097902878777e-08,3.5414013273384443e-07,7.304154307092065e-07,0.00010568156626509583,4.753700145575872e-10,4.1312115137528694e-11,5.235612096649051e-07,3.7774847088914994e-08,2.690847221382753e-06,0.0012434079031024027,3.5372024949221083e-09,4.195377786612035e-07,2.4723997434265265e-08,1.1279377983198707e-08
0.002543980708591698,0.2182350785400279,3.76,0.0,0.47784302101542336,0.8107122989652928,0.1748484943512964,0.0,2.881465902316011e-06,0.047962059553115416,1.9411681336406043e-06,0.000757152436039519,2.2807835203096125e-10,1.8732288315205754e-13,1.7940451137540558e-06,6.7195728007769e-07,0.013493731713087431,0.017220699940715213,0.00012310590806528663,4.73632957745173e-08,3.016677445471423e-06,4.01115879311566e-05,0.16523074534093263,0.0011310668114282235,0.015579182399261192,1.1061575982677135e-05,0.000751443892154784,0.005313461610563735,4.332817669320557e-09,1.3648037248835943e-07,0.00017018170326949281,1.7947628639230884e-05,0.0033027592161523813,2.0388117229060947e-08,3.576791564904112e-07,7.255209229839924e-07,0.00010540497476338819,4.801202156127e-10,4.1774194515798674e-11,5.295562732506055e-07,3.824787604249223e-08,2.729786118043068e-06,0.001277500743411716,3.5787429828441295e-09,4.3805171865767166e-07,2.542084909520451e-08,1.1597403989829635e-08
0.002577220549134629,0.2182506319898957,3.76,0.0,0.47532064315712047,0.808593805956858,0.1767502522492475,0.0,2.883578450502952e-06,0.048652791030764746,1.9375901921311625e-06,0.0007549361316268908,2.2704692595628653e-10,1.8647574278165036e-13,1.7941104234164426e-06,6.710847221775435e-07,0.013603777264239088,0.01743889108125115,0.00012243400223831117,4.740026753302662e-08,3.0230172130136633e-06,3.9886821967671794e-05,0.16706384610841996,0.0011443525894194227,0.015672556373367116,1.1148988826311516e-05,0.0007608078554304314,0.005376683192411446,4.308651641165675e-09,1.3718966197429397e-07,0.00017166119845580787,1.775938372868791e-05,0.003369711273404203,2.0283689838410997e-08,3.6116788335064273e-07,7.206986088070579e-07,0.00010512953833029998,4.848029038889373e-10,4.223027346022223e-11,5.354783109961289e-07,3.871642377643635e-08,2.768539971068776e-06,0.0013119776669960797,3.6198068909655457e-09,4.5710695696660914e-07,2.6126386243710704e-08,1.1919202917893759e-08
0.0026104603896775604,0.21826622123662995,3.76,0.0,0.4728109668317779,0.8064841566627812,0.17864248196675264,0.0,2.885710538825381e-06,0.04934427179913784,1.9339933851698132e-06,0.0007527275687278695,2.2601807981713318e-10,1.8563072157137062e-13,1.794144896744994e-06,6.701968550914487e-07,0.01371231331363053,0.01765679448422514,0.00012177147870264665,4.743562569871801e-08,3.029291544984417e-06,3.9663537935012096e-05,0.1688887686978211,0.0011575591217225817,0.015763871052511785,1.12350404369832e-05,0.0007701076786820999,0.00543925320515009,4.284644743440069e-09,1.3787799873813752e-07,0.0001731311242524767,1.7574082188332774e-05,0.0034372370614660637,2.0179815166028556e-08,3.6460639122472633e-07,7.159468335472146e-07,0.0001048552517150947,4.894181840065357e-10,4.268031262498104e-11,5.413267536599585e-07,3.918042950473399e-08,2.80710264507256e-06,0.0013468337439135085,3.6603897074035526e-09,4.767106904796137e-07,2.684052680726907e-08,1.2244724317202827e-08
0.0026437002302204917,0.21828184516218221,3.76,0.0,0.4703139261451833,0.8043833109288437,0.180525236175589,0.0,2.887862284269757e-06,0.0500364671620217,1.930377906139629e-06,0.0007505267599578817,2.2499182950488887e-10,1.8478783257112818e-13,1.7941488748555733e-06,6.692937514195484e-07,0.013819350622490872,0.017874405314610223,0.00012111820453624223,4.746937299971407e-08,3.0355011957391216e-06,3.944172749284743e-05,0.170705555014295,0.0011706868577423199,0.01585315453137616,1.1319742033400055e-05,0.0007793427578050083,0.0055011651003728625,4.260796080839592e-09,1.385456838605342e-07,0.00017459116901566405,1.7391669506800267e-05,0.003505332686607096,2.007649257762287e-08,3.679947699202089e-07,7.112639921166142e-07,0.00010458210969711096,4.939661765534473e-10,4.312427604030257e-11,5.471010735788909e-07,3.963983539784909e-08,2.845468173156442e-06,0.0013820640064983235,3.700487199710313e-09,4.968700479210136e-07,2.756318740096682e-08,1.257391706277682e-08
0.002676940070763423,0.2182975026553851,3.76,0.0,0.46782945551025024,0.8022912288296604,0.18239856735335563,0.0,2.8900338034891405e-06,0.0507293425814204,1.9267439479651915e-06,0.0007483337170042853,2.2396819059009732e-10,1.8394708856814114e-13,1.7941226969633704e-06,6.683754879409934e-07,0.013924899970395737,0.018091718762015322,0.00012047404778719972,4.750151256460522e-08,3.0416469214572873e-06,3.9221382301175705e-05,0.17251424675544655,0.0011837362341790743,0.01594043453140678,1.1403104800560288e-05,0.0007885125127427544,0.005562412725069128,4.237104758099046e-09,1.3919301526018287e-07,0.00017604103214708734,1.7212092097608606e-05,0.003573994135038442,1.9973721370305425e-08,3.713331208799262e-07,7.066485274299205e-07,0.00010431010708543908,4.984470177350261e-10,4.356213103975581e-11,5.528007838120826e-07,4.0094586535706963e-08,2.883630755519762e-06,0.0014176634519829183,3.7400954102493275e-09,5.175920883641692e-07,2.829428337457266e-08,1.2906729388849024e-08
