Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290)
2.5269173921331294e-05,0.5543704459888165,3.76,0.0,0.03379033886907044,0.4625290612797582,0.24383168602971247,0.0,0.001584232924210914,0.8982436144553435,0.0004512031288862625,0.02080947061167161,9.349761905326825e-12,3.4160112476526703e-12,0.00549411047585381,3.855747679501481e-05,0.1746923031293929,0.22692356137911912,0.0002945371645874585,2.139946227997544e-05,0.0016343250059132424,2.3548679186495828e-06,0.21030885387665893,0.0008556080741983599,0.0004849623934336363,2.9873795542862262e-05,0.18192841496614473,0.019400236054718106,2.364387486524532e-07,1.167309987950854e-09,0.008348600814741506,2.7716074025704875e-06,0.14967763343160803,9.733878812176913e-07,1.6471752079245915e-05,0.018841794960436548,0.001190165806685324,6.553196397485073e-07,2.2990080606728344e-09,3.253993442766576e-05,8.846916745841587e-06,0.00015896281726530514,0.015552652009007767,1.6105056898006225e-09,5.70401215690173e-07,6.843174753215132e-06,2.149332599791272e-06,9.169668536963362e-09,0.0013064275276426273,1.0721080654721635e-09,8.649714945444467e-05,0.0001158105407811725,0.0001708903560283164,2.1018059908498265e-05,0.0006083122712637701,2.399167024925842e-05,9.158457963640755e-07,4.339861977779015e-09,0.0006458103256702907,7.869432906728795e-10,1.508622272420352e-08,2.145306025868902e-15,0.0001590570013819418,0.015610204476253536,2.022628601564917e-08,6.734534651287171e-07,3.829742398607918e-05,2.8596283122241884e-13,2.30858982470128e-05,1.3434582408470593e-09,1.1860447642084857e-11,1.4345204484116437e-06,0.00010688758207458721,2.0449405137971102e-08,9.995701719887481e-08,4.189630906540441e-08,7.160737774723946e-11,0.008603478388151727,4.0321576173194785e-08,0.0064085482900844305,0.0003077842464390448,2.99502303863118e-08,6.742242488278212e-10
2.5354220196295308e-05,0.5544397987743024,3.76,0.0,0.03320713355340483,0.46144494471172626,0.2444240603506611,0.0,0.0016064111812299567,0.8995055216907822,0.00044411714870410676,0.020648004959778008,9.184641173894516e-12,3.354281828821545e-12,0.00555894155162111,3.803490578748342e-05,0.17442152850266432,0.2270292980992882,0.00029575776190657294,2.1522919162103504e-05,0.001651915945033692,2.3308405299690202e-06,0.21096296221511224,0.0008542488683735623,0.00047718761248976584,2.969668359099106e-05,0.18185803417036703,0.01918663230272498,2.3415137803228205e-07,1.1575256594813341e-09,0.00834825463943694,2.776440044473923e-06,0.1503401610244177,9.592445987742367e-07,1.6425156340267063e-05,0.018790678977194546,0.0011873762377687268,6.534639431287182e-07,2.2830484014858776e-09,3.251003006645121e-05,8.849118982017709e-06,0.00015906873506757246,0.015474444406502998,1.607600285683617e-09,5.72672575733647e-07,6.888417207447064e-06,2.163381135705584e-06,9.22001910847474e-09,0.0013054303041758113,1.0689957048048467e-09,8.724133548441403e-05,0.00011685088656070658,0.00017262926628059977,2.1170911335722065e-05,0.0006063704160764587,2.4238860090098857e-05,9.280981951201593e-07,4.360626057330125e-09,0.000650571018950403,7.863684305765027e-10,1.5266800057462734e-08,2.133179131267641e-15,0.00016015951939268234,0.015695090222575106,2.031599568138367e-08,6.771208251948877e-07,3.888091477050534e-05,2.873310844915041e-13,2.323725152176022e-05,1.3565125637456727e-09,1.1908737508899535e-11,1.4406219576485527e-06,0.00010901023183827024,2.0584059240600718e-08,9.82853689029466e-08,4.21320204364157e-08,7.263342810084686e-11,0.008558635148137135,3.981821039198993e-08,0.006313990805576396,0.0003124330109073195,3.003128033390459e-08,6.769833845778025e-10
2.5439266471259322e-05,0.5545089272911932,3.76,0.0,0.03262799841413143,0.46035685198711934,0.24501872847280812,0.0,0.0016292389860152897,0.9007663900683671,0.00043705542089525316,0.02048631016698107,9.020664770097863e-12,3.29297434190199e-12,0.005625641106280025,3.751485660025977e-05,0.17414544600453982,0.22713343602140237,0.00029700204224986966,2.16524463956404e-05,0.0016700538889848294,2.306860266032841e-06,0.2116213802455356,0.0008528814461227818,0.0004694569567193564,2.9519814939738226e-05,0.1817826902488877,0.018972209657836216,2.318706229041833e-07,1.1477762210251556e-09,0.00834824327404754,2.781572231212864e-06,0.1510055083546467,9.451685235063116e-07,1.637800574472365e-05,0.01873939366051881,0.0011845764390829125,6.515861213675946e-07,2.267130229715279e-09,3.2480911208881556e-05,8.851515500614398e-06,0.00015917700893322383,0.015394600738206596,1.604701137348234e-09,5.749865253232751e-07,6.934407011335703e-06,2.1776631356568234e-06,9.27140488921654e-09,0.0013043592516744499,1.0658487805471915e-09,8.800069763597907e-05,0.00011792753583756015,0.00017440193625521864,2.132654639534124e-05,0.0006043880180901756,2.4490844072293825e-05,9.40707454479465e-07,4.381772738802456e-09,0.0006553851257553306,7.859268591649367e-10,1.5452506437164442e-08,2.1209276391673135e-15,0.0001612817562286281,0.015779911248403243,2.04073461137844e-08,6.807854428771594e-07,3.947877103505285e-05,2.887245496176322e-13,2.338968640234348e-05,1.3699371257277033e-09,1.1957105466799136e-11,1.4467299296393778e-06,0.00011118909855403166,2.0721228791778646e-08,9.662946505570331e-08,4.2373070362452314e-08,7.36890153436546e-11,0.0085136638786551,3.932053786189964e-08,0.006219570580942099,0.0003171539675525824,3.0113798931501736e-08,6.797880036790697e-10
2.5515808118726937e-05,0.5545709567277317,3.76,0.0,0.03211021739343585,0.45937399741995943,0.2455559630954902,0.0,0.0016503619560573003,0.9019004110453082,0.0004307206447997659,0.020340555123760318,8.8740619369984e-12,3.2381573416671114e-12,0.005687330034444505,3.7048958101419e-05,0.17389233966351988,0.22722580190523156,0.0002981424661571903,2.1774415080501175e-05,0.0016868649484213295,2.285314153562217e-06,0.21221776747540935,0.0008516429699308547,0.0004625362936738798,2.936081864694668e-05,0.18171055785177231,0.01877852064657411,2.298232613456664e-07,1.1390303257503174e-09,0.008348521164894037,2.786451864460057e-06,0.15160681086444555,9.325554160726517e-07,1.6335085111011455e-05,0.01869308784490825,0.0011820474325556056,6.498767375383024e-07,2.2528391559939587e-09,3.245536706670281e-05,8.853837002142312e-06,0.0001592764640829208,0.015321326317936472,1.6020964042804897e-09,5.771068854870731e-07,6.976453733003164e-06,2.190721833086898e-06,9.318567144427859e-09,0.0013033310036476386,1.0629863021202851e-09,8.869752003594601e-05,0.00011892872265467625,0.0001760271060316844,2.146906857143914e-05,0.0006025683846492949,2.472185685857387e-05,9.523730132770608e-07,4.401140498667987e-09,0.0006597647650592341,7.856469881173578e-10,1.5624197813733797e-08,2.1097921254129942e-15,0.0001623090105137215,0.015856190280166327,2.0490986375046274e-08,6.840810594884221e-07,4.002955761027218e-05,2.900007930943587e-13,2.3527830928161974e-05,1.382347676376443e-09,1.2000708384995311e-11,1.4522332728546101e-06,0.00011319987456879598,2.084692273469513e-08,9.51524853355984e-08,4.259470737427208e-08,7.466532757941658e-11,0.008473072556369001,3.887751660953176e-08,0.006134709893512369,0.0003214658301809955,3.0189338262386185e-08,6.823518891594338e-10
2.5584695601447788e-05,0.5546266366173186,3.76,0.0,0.03164697205359954,0.45848640184108574,0.24604117716379695,0.0,0.0016698586847602864,0.9029205126003379,0.00042503622440773117,0.020209163072012898,8.742908388037192e-12,3.1891127900857677e-12,0.005744243014412818,3.663138044686027e-05,0.17366071791991003,0.22730783766555365,0.0002991857523412357,2.18887184724355e-05,0.001702404567785767,2.265948695108264e-06,0.2127577017826758,0.0008505214083590186,0.00045633700578669314,2.921785448424694e-05,0.18164207406348423,0.018603620005719152,2.2798468357675688e-07,1.1311812302787147e-09,0.008349005865848212,2.791058185865995e-06,0.1521500616472777,9.212468698161301e-07,1.629605516776455e-05,0.018651288549245443,0.0011797635402126336,6.483222859537804e-07,2.2400055886337292e-09,3.243290607609766e-05,8.856058178924492e-06,0.00015936758991703064,0.015254220295479626,1.599755075855408e-09,5.790469143049037e-07,7.014839978712832e-06,2.202644661096708e-06,9.361777633322316e-09,0.0013023525596493808,1.0603850237751787e-09,8.933583948736405e-05,0.00011985679322080138,0.0001775145746093766,2.159937834610855e-05,0.0006009013422265621,2.4933292569429038e-05,9.631385490815995e-07,4.418850091930456e-09,0.000663745465510012,7.854931801414012e-10,1.5782544872518852e-08,2.099679667908929e-15,0.00016324779796760455,0.015924789284103114,2.0567433239053388e-08,6.870449033664825e-07,4.05359066517008e-05,2.9116777205285316e-13,2.3652955175291912e-05,1.39379260845653e-09,1.2040012942761367e-11,1.4571917751750753e-06,0.0001150512737345317,2.096193471207265e-08,9.383391068428743e-08,4.279808092545971e-08,7.55661158318493e-11,0.008436439278731622,3.848276812393616e-08,0.006058430612660224,0.00032539853289666686,3.025836493900876e-08,6.846921892119864e-10
2.565358308416864e-05,0.554682181410578,3.76,0.0,0.03118631377997892,0.4575958176248621,0.24652805493238908,0.0,0.0016898324036912333,0.903940212856209,0.00041936784806264715,0.020077545678593378,8.612501291780031e-12,3.1403432246581932e-12,0.005802520560363803,3.6215437123563486e-05,0.17342540367602347,0.22738884333761591,0.0003002452635888229,2.200746497002341e-05,0.0017183463793829866,2.2466050183463137e-06,0.2133007442592098,0.0008493927036579069,0.0004501649567756959,2.907499959660142e-05,0.18157015502033444,0.018428163532001666,2.261497078701473e-07,1.1233522976303244e-09,0.008349713723849236,2.7958710073091456e-06,0.15269533752653167,9.099778944404715e-07,1.6256637234726996e-05,0.018609368662363308,0.0011774719587184638,6.467523614080269e-07,2.2271987418471887e-09,3.2410937377446676e-05,8.858402484066677e-06,0.0001594602315062226,0.015186004549473947,1.597415832375758e-09,5.810179571402099e-07,7.053753214847134e-06,2.2147321070228367e-06,9.405733346060711e-09,0.0013013230189694192,1.0577595139772986e-09,8.9985047232246e-05,0.0001208112874363067,0.0001790261920305249,2.1731670000362837e-05,0.0005992058916331105,2.514815789210215e-05,9.741654042859858e-07,4.436829566802752e-09,0.0006677640507310176,7.854349458428277e-10,1.594463930572816e-08,2.0894795987286353e-15,0.00016420035547032798,0.015993335576514688,2.064500344320547e-08,6.900065103983266e-07,4.105264877266968e-05,2.923525350036133e-13,2.3778851872539355e-05,1.4055071011730084e-09,1.2079379549131493e-11,1.4621559283788475e-06,0.00011694343141296741,2.1078801086734138e-08,9.25254003213604e-08,4.300523989772909e-08,7.64886012377764e-11,0.00839970450520418,3.809179593598264e-08,0.005982241816651813,0.0003293814246148668,3.032838924150562e-08,6.870641002079976e-10
2.572247056688949e-05,0.5547375948146988,3.76,0.0,0.030728218525018114,0.4567021243103118,0.24701664609805973,0.0,0.0017102997407659171,0.9049595991549757,0.00041371558035064806,0.019945679096738226,8.482839942039373e-12,3.0918483225243383e-12,0.00586220778365278,3.5801123425519356e-05,0.1731863290504354,0.22746882464481025,0.00030132119938189734,2.213080520262752e-05,0.0017347045788954725,2.227280277191285e-06,0.21384698451054812,0.0008482562719613913,0.0004440196410982788,2.8932237656915327e-05,0.1814947420488685,0.0182521454981963,2.2431810677152594e-07,1.1155426712870725e-09,0.008350645439031404,2.8008934070708527e-06,0.15324269399712792,8.987471248838174e-07,1.621682355977352e-05,0.018567325130945084,0.0011751723781384781,6.451666542298885e-07,2.214418412685534e-09,3.238945126178133e-05,8.860867812678844e-06,0.00015955436798972955,0.01511666743381181,1.5950779114795927e-09,5.830209799330803e-07,7.093204524129083e-06,2.22698763620822e-06,9.450454982195286e-09,0.0013002415067990634,1.0551092701884067e-09,9.06454376158899e-05,0.00012179304924406285,0.0001805625915838563,2.186599216488835e-05,0.0005974814527919841,2.5366542905430255e-05,9.854624650227511e-07,4.455084607205923e-09,0.0006718214318694219,7.854749700119447e-10,1.6110605462178476e-08,2.07919004997423e-15,0.0001651669386176692,0.016061825802227873,2.0723710560862596e-08,6.929657374076999e-07,4.158009558780351e-05,2.9355545699181613e-13,2.3905540914376393e-05,1.417499794518667e-09,1.2118811483181153e-11,1.467126171079453e-06,0.00011887760215113724,2.1197588613661553e-08,9.122687989909703e-08,4.3216273931859696e-08,7.743354166462729e-11,0.008362862433834833,3.770461593595345e-08,0.005906143698358689,0.0003334153969134136,3.0399421237978755e-08,6.894681197673832e-10
2.579135804961034e-05,0.554792880588191,3.76,0.0,0.030272662670520985,0.4558051980566076,0.2475070014355629,0.0,0.0017312780409685722,0.9059787605631535,0.00040807949834031627,0.019813538782342557,8.35392394456746e-12,3.0436278713861893e-12,0.005923351612538256,3.538843530356573e-05,0.17294342366372495,0.2275477873570911,0.00030241375551397237,2.2258896428080362e-05,0.0017514939886307736,2.207971570528721e-06,0.21439651496063536,0.0008471114990689489,0.0004379005564366429,2.878955170944647e-05,0.18141577391098732,0.018075560106734067,2.224896496100378e-07,1.107751484719993e-09,0.008351801526017055,2.8061285036528785e-06,0.15379218808798983,8.875531962652441e-07,1.6176606100370274e-05,0.018525154799032106,0.0011728644798423278,6.435648431433259e-07,2.2016643655558157e-09,3.236843664035279e-05,8.863451695241694e-06,0.0001596499721389089,0.015046196920932052,1.5927404828548376e-09,5.850569712194416e-07,7.1332050437691935e-06,2.2394147291708174e-06,9.495963702620835e-09,0.0012991071081381472,1.0524337712993596e-09,9.131731235037322e-05,0.00012280295465011374,0.00018212442346189823,2.200239439435694e-05,0.0005957274264017626,2.5588540106370032e-05,9.970389680466038e-07,4.473620978839281e-09,0.000675918550658708,7.856160738814903e-10,1.628057268422825e-08,2.0688090984484103e-15,0.0001661478057310259,0.01613025645600373,2.080356788662889e-08,6.959224348599481e-07,4.211856959060808e-05,2.947769186696683e-13,2.40330427300003e-05,1.4297796658797809e-09,1.2158312039656122e-11,1.4721029496142442e-06,0.00012085508797709244,2.1318366934317052e-08,8.993827776993803e-08,4.3431275093407245e-08,7.840172814079737e-11,0.008325906979924958,3.732124594336766e-08,0.005830136488712828,0.0003375013643108847,3.047146625733305e-08,6.919047306525852e-10
2.586024553233119e-05,0.5548480425434691,3.76,0.0,0.029819623046442163,0.45490491152072543,0.24799917282368553,0.0,0.0017527854008414245,0.9069977879233778,0.00040245969227182816,0.019681099468261586,8.225753231593299e-12,2.9956817366688687e-12,0.005986000872220711,3.497736939308808e-05,0.17269661454797208,0.2276257372969336,0.0003035231233907567,2.239190409853805e-05,0.0017687300888755537,2.1886759493636937e-06,0.21494943096130129,0.0008459577387160065,0.0004318072039862762,2.8646924184072952e-05,0.18133318669322548,0.017898401497638237,2.2066410233113e-07,1.0999778112356214e-09,0.008353182296498642,2.8115794526251017e-06,0.1543438784097511,8.763947577542245e-07,1.613597651318074e-05,0.0184828544059044,0.0011705479361890196,6.419465948754965e-07,2.1889363286144924e-09,3.23478808212447e-05,8.866151221574867e-06,0.00015974700985542392,0.014974580592434597,1.590402687000298e-09,5.871269423881366e-07,7.173765883474941e-06,2.2520168311623592e-06,9.542281113853966e-09,0.0012979188658277447,1.0497324774414093e-09,9.200098055214878e-05,0.0001238419129305818,0.000183712354939897,2.2140927176670057e-05,0.0005939431933317184,2.5814244460676742e-05,1.0089044861393426e-06,4.492444628366328e-09,0.0006800563806265334,7.85861233544681e-10,1.6454675541225165e-08,2.0583347654446103e-15,0.00016714321762292814,0.016198623872894308,2.088458840794492e-08,6.988764464572671e-07,4.26684045652248e-05,2.960173097686572e-13,2.4161378295037505e-05,1.4423560406901583e-09,1.2197884511780064e-11,1.477086718007663e-06,0.00012287724032472775,2.144120871638123e-08,8.865952572186079e-08,4.3650338064491804e-08,7.939398722637521e-11,0.008288831763810307,3.694170555852126e-08,0.005754220461861724,0.00034164026492193746,3.0544530424288255e-08,6.943743988632904e-10
2.5929133015052042e-05,0.5549030845478615,3.76,0.0,0.029369076951173467,0.45400113372287215,0.24849321327304136,0.0,0.0017748407069834657,0.9080167739131718,0.00039685626615288614,0.0195483351382641,8.098328007347051e-12,2.948009942685319e-12,0.00605020637612259,3.45679230412394e-05,0.17244582604425074,0.22770268034616642,0.00030464948921505913,2.2529999588967365e-05,0.0017864290529758789,2.1693903961792663e-06,0.2155058309137037,0.0008447943106738228,0.0004257390887918607,2.8504336791780855e-05,0.18124691368241413,0.0177206637576211,2.188412275425953e-07,1.09222073496662e-09,0.008354787839104767,2.8172494421970528e-06,0.1548978252061326,8.652704316997092e-07,1.6094926142054227e-05,0.01844042058411478,0.0011682224101809266,6.403115636370663e-07,2.1762340058565145e-09,3.232776941155372e-05,8.86896294038623e-06,0.00015984543976782937,0.014901805628913606,1.5880635039615163e-09,5.892319279623835e-07,7.214898151552375e-06,2.2647974228247827e-06,9.589429263093292e-09,0.0012966757783800008,1.047004828237913e-09,9.269675893533855e-05,0.00012491086803126898,0.00018532707068952235,2.2281641950280506e-05,0.0005921281139817895,2.604375344161834e-05,1.0210690795937413e-06,4.511561251493876e-09,0.0006842359284441243,7.862135453431265e-10,1.6633054095331773e-08,2.0477650129686988e-15,0.00016815343729776304,0.016266924217239007,2.0966784711742088e-08,7.018276086502287e-07,4.322994591448097e-05,2.972770066949924e-13,2.4290569143844862e-05,1.455238603251461e-09,1.2237532211858602e-11,1.4820779378963263e-06,0.00012494546214746567,2.156618978925964e-08,8.739055693043137e-08,4.387356000034015e-08,8.041117934202847e-11,0.008251630097563351,3.6566016156655603e-08,0.005678395940702458,0.00034583306115920285,3.0618621815971706e-08,6.968775606102622e-10
2.599113174950081e-05,0.5549525230361737,3.76,0.0,0.028965699063785412,0.45318463737947196,0.24893949247317462,0.0,0.0017951752546948613,0.9089339040533199,0.00039182728499876653,0.01942854722583529,7.984283142521644e-12,2.905340003096799e-12,0.006109365590578037,3.420080444519638e-05,0.1722166492320833,0.22777107311386652,0.0003056779007755995,2.2658783218464645e-05,0.0018027678240705252,2.1520394624036266e-06,0.21600965353595492,0.0008437383684831973,0.00042029895727315006,2.8376026727371697e-05,0.18116605912199868,0.017560199711798362,2.17202726248118e-07,1.0852527873313534e-09,0.0083564248843084,2.8225423702298253e-06,0.15539835775818905,8.552865654415794e-07,1.6057613621521127e-05,0.018402113192292586,0.0011661214705064144,6.388253898226923e-07,2.164823624303214e-09,3.231003580973885e-05,8.871586191931423e-06,0.00015993517644855314,0.01483530660248827,1.5859561521278787e-09,5.911572262046479e-07,7.252414935295239e-06,2.2764554326837485e-06,9.632591462240775e-09,0.001295509241837268,1.0445269302995735e-09,9.333358163986993e-05,0.00012589938406665287,0.00018680379550174223,2.241019410711106e-05,0.0005904676233371399,2.625364708310558e-05,1.0322815625628367e-06,4.52902148538845e-09,0.0006880340500818118,7.866249278305977e-10,1.6797370877409815e-08,2.0381689198568603e-15,0.00016907551453226695,0.016328333863119864,2.1041776717698552e-08,7.044810769774811e-07,4.374563724517137e-05,2.984275565419756e-13,2.4407590433742515e-05,1.4671030145673464e-09,1.2273282199622313e-11,1.4865767944304587e-06,0.00012684745397356713,2.1680567203962538e-08,8.625679661352227e-08,4.407809802750726e-08,8.13487120686852e-11,0.008218034696252532,3.623120766538553e-08,0.005610232419689756,0.0003496534741194636,3.068618389175431e-08,6.991593848558837e-10
2.605313048394958e-05,0.5550018704439489,3.76,0.0,0.028564307098088892,0.45236510306545835,0.24938736978938633,0.0,0.0018159845743613281,0.9098511475451215,0.00038681176391909663,0.01930845427335077,7.870843211760532e-12,2.862892554790168e-12,0.0061698682399581655,3.383499525475839e-05,0.1719841264107648,0.22783865950471952,0.00030672035337718387,2.2791969721634286e-05,0.0018195080493065108,2.134691909019229e-06,0.21651645672829653,0.0008426734677378479,0.0004148785157772259,2.8247719362626778e-05,0.18108210981160663,0.017399257378772733,2.1556601661068425e-07,1.0782968004079627e-09,0.008358243574655998,2.8280176869553277e-06,0.15590081454554497,8.453282221153468e-07,1.6019946214701373e-05,0.018363692298416674,0.0011640127146919906,6.373250605043248e-07,2.15343352395243e-09,3.2292636015554915e-05,8.874293928189424e-06,0.0001600259590831027,0.014767848434537344,1.5838459651817826e-09,5.931125303287303e-07,7.290411580264293e-06,2.2882633176430716e-06,9.676461482585151e-09,0.0012942966345128003,1.0420267759263097e-09,9.398071798640434e-05,0.00012691373098889207,0.00018830330842282403,2.254059484650759e-05,0.0005887811155074924,2.6466778119494528e-05,1.0437526624703378e-06,4.5467280376097066e-09,0.00069186759003287,7.871282357236904e-10,1.6965379389226232e-08,2.028492268500714e-15,0.00017000999471397156,0.016389682864681746,2.1117739446505342e-08,7.071319680899433e-07,4.427136932472384e-05,2.9959433745732625e-13,2.4525338920111522e-05,1.4792312027577286e-09,1.2309098207845957e-11,1.4910824137590066e-06,0.00012878904179093562,2.1796801648604226e-08,8.513086454726605e-08,4.428616020153649e-08,8.230785181786459e-11,0.008184325854094857,3.589955592371439e-08,0.0055421436400350955,0.0003535190796666092,3.0754582142614804e-08,7.014689579479654e-10
2.6115129218398348e-05,0.5550511297125025,3.76,0.0,0.028164885567045776,0.45154242718081977,0.2498368863291397,0.0,0.0018372842401605375,0.9107685759863493,0.00038180980989539965,0.019188035651084866,7.758009079434337e-12,2.8206678661093734e-12,0.0062317558704128185,3.347049511710699e-05,0.17174819641938538,0.22790544395902823,0.00030777696860846476,2.2929701064832028e-05,0.0018366631083732159,2.1173454095703144e-06,0.21702631906916542,0.0008415990341487362,0.00040947741298111566,2.811939979139526e-05,0.18099501077582378,0.01723783237720414,2.1393091828874681e-07,1.0713520510030353e-09,0.008360243423208813,2.8336777654648015e-06,0.15640524309113393,8.353943994072461e-07,1.5981916912261847e-05,0.01832515521809,0.001161895876186024,6.358102956796609e-07,2.142063404680756e-09,3.227555553685223e-05,8.877082512202201e-06,0.00016011773967280105,0.014699420907493618,1.5817320168174852e-09,5.9509864344066e-07,7.328896046878342e-06,2.300223564605154e-06,9.72105631157123e-09,0.0012930371249241727,1.0395039120565712e-09,9.463841463987454e-05,0.00012795467433345515,0.00018982614532268464,2.267288348324364e-05,0.0005870680790151328,2.6683222912154154e-05,1.0554906105434298e-06,4.564685116327291e-09,0.0006957373566834444,7.877260683578951e-10,1.713719413518005e-08,2.0187334471390272e-15,0.0001709570727119673,0.016450968023640582,2.1194681015573624e-08,7.097801457108133e-07,4.4807419795497355e-05,3.007776270527106e-13,2.4643831510867025e-05,1.4916310508716272e-09,1.2344982639139022e-11,1.4955951478365787e-06,0.0001307713641520278,2.1914955643083196e-08,8.40127178931279e-08,4.449782291698405e-08,8.328930876211458e-11,0.008150497999337425,3.5571080732690183e-08,0.005474129962245724,0.0003574306327479771,3.082381762106358e-08,7.038065391986266e-10
2.6177127952847116e-05,0.5551003038236845,3.76,0.0,0.027767419350376625,0.45071650338091224,0.2502880840112712,0.0,0.0018590904514477725,0.9116862623210535,0.0003768215406511524,0.019067270169006462,7.64578184773538e-12,2.7786662877417918e-12,0.006295071575021506,3.3107304216509324e-05,0.17150879606364886,0.22797143097506983,0.00030884786236913363,2.307212473363299e-05,0.0018542469331767233,2.0999975925924584e-06,0.2175393214649853,0.0008405144659515268,0.0004040953011022922,2.7991052545067734e-05,0.18090470486212867,0.01707592031803991,2.1229724857006658e-07,1.0644177939235065e-09,0.008362423738108273,2.839524987181563e-06,0.1569116921244616,8.254840928350577e-07,1.594351846806882e-05,0.01828649919207497,0.0011597706813754258,6.342808058887027e-07,2.130712936544368e-09,3.2258778440471915e-05,8.879947898715267e-06,0.00016021046372206537,0.014630013516325771,1.5796133149955794e-09,5.971163842238994e-07,7.367876216740031e-06,2.3123386311740665e-06,9.766393211631017e-09,0.0012917298464581726,1.0369578705584655e-09,9.530692321672731e-05,0.00012902300584155313,0.0001913728538061873,2.2807099868439795e-05,0.0005853279872673929,2.690305951854684e-05,1.0675039533029195e-06,4.582896923128282e-09,0.0006996441838173577,7.884211416797817e-10,1.7312933880576712e-08,2.0088908025638824e-15,0.00017191694386280173,0.01651218599873121,2.1272609110080024e-08,7.124254674939351e-07,4.535407494298386e-05,3.019777023697388e-13,2.4763085510304414e-05,1.5043107228132856e-09,1.2380937883679034e-11,1.5001153533186874e-06,0.000132795599045684,2.203509420813281e-08,8.290231548781753e-08,4.471316435528365e-08,8.429382165015165e-11,0.008116545321758362,3.524580329012212e-08,0.005406191794534427,0.0003613889060643304,3.0893889956431844e-08,7.061723654396467e-10
2.6239126687295885e-05,0.5551493958013636,3.76,0.0,0.027371893711114266,0.4498872224822126,0.2507410055827575,0.0,0.0018814200616564013,0.9126042808744721,0.0003718470850602267,0.018946136059645156,7.534162868615987e-12,2.7368882594113014e-12,0.0063598600584458525,3.2745423290071836e-05,0.1712658600457117,0.2280366251143956,0.00030993314421126937,2.3219394604862125e-05,0.0018722740345784084,2.082646044506585e-06,0.21805554723746642,0.0008394191324913912,0.0003987318361973899,2.7862661576195257e-05,0.18081113264842688,0.01691351681253407,2.1066482235221817e-07,1.0574932622987766e-09,0.008364783605785289,2.845561737649964e-06,0.15742021161623845,8.155963014665088e-07,1.5904743390721023e-05,0.018247721385275927,0.001157636849343182,6.327362918738308e-07,2.1193817568086654e-09,3.224228725374354e-05,8.882885600245183e-06,0.00016030406980029199,0.014559615462767942,1.5774887957249552e-09,5.991665869646624e-07,7.40735985917932e-06,2.3246109384184803e-06,9.812489716952517e-09,0.0012903738957345814,1.0343881676419437e-09,9.598650027448912e-05,0.00013011954433571864,0.00019294399323744485,2.2943284364161864e-05,0.0005835602981271772,2.7126367700496943e-05,1.0798015589092672e-06,4.601367649257593e-09,0.0007035889315976041,7.892162974123808e-10,1.7492721831054617e-08,1.9989626391238413e-15,0.00017288980366137992,0.01657333329700246,2.1351530938264478e-08,7.150677846600502e-07,4.591162998186764e-05,3.0319483940981207e-13,2.4883118626048887e-05,1.517278674580637e-09,1.2416966316086594e-11,1.5046433914500577e-06,0.00013486296537866516,2.215728497819884e-08,8.179961822794391e-08,4.4932264570399266e-08,8.532215927767854e-11,0.008082461763027269,3.4923746199561526e-08,0.0053383295971135055,0.00036539469052569,3.096479775963652e-08,7.085666477004862e-10
