Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45)
7.211335703743329e-05,0.18574809527421776,3.76,0.0,2.988600285653761e-10,0.4386196752955287,0.313734204512977,0.0,0.010951548546527832,0.5649518357329576,5.810691735074996e-10,3.4487758604855363e-09,3.489920615066058e-16,1.4007237129366633e-17,0.0013258551414898044,3.0915379352259484e-08,0.0024994845346865513,0.1855426320698081,0.0003786627046148092,3.140111471684871e-05,0.005157231675780099,3.410290952879925e-12,0.32255388230903703,1.4764699411996126e-08,6.205201707078863e-15,8.411069359117327e-14,8.212613981009446e-07,1.012482906484175e-12,5.6841505778471625e-09,2.5677019151788595e-17,2.888597510644205e-07,1.2598634885831013e-05,0.0964620240433101,3.912312894820177e-17,3.8545596310086364e-08,5.905100205454298e-06,0.0005419397454208643,6.467396228040841e-10,3.433957617510843e-18,8.65393282693518e-15,3.038263919701142e-15,1.535554182651197e-13,6.218879023651284e-10,9.756815323831744e-18,2.5530146580519773e-12,7.013998511409904e-13,1.9879329067774923e-13,1.1823868344339217e-15,4.0219051633531224e-10,1.549651365882036e-14,4.6576236525361745e-08,7.339998059540013e-07,3.6298126436058713e-10,2.1120062838009094e-10,7.528355155445964e-12,5.016635380581978e-11,1.296696141540071e-06,3.359813458839597e-13,0.0009469825053500469,9.354177438888327e-09,8.86510994665277e-09,4.679204684978811e-21,4.295817713288753e-09,6.0898447787575915e-06,4.821962361108741e-12,5.92539856975338e-11,1.5145077898919306e-08,1.489225776171657e-17,5.533405804800177e-08,3.6692770722841274e-10,5.957796588936275e-14,6.934254952376463e-08,3.0040081095192706e-07,5.1678472893283374e-08,2.7930084638143166e-09,4.5513718155110815e-09,1.1443650451837784e-09,4.71705848601386e-08
7.215848006367335e-05,0.18574652511006098,3.76,0.0,2.969904265198324e-10,0.43858339604403457,0.3137420527668647,0.0,0.01094378417489265,0.5649529164430592,5.759750141615319e-10,3.438353110413752e-09,3.47533413537356e-16,1.3915321356120288e-17,0.0013234505888692835,3.087413811955396e-08,0.002496427349734277,0.1856230117835066,0.00037831564339621033,3.137847464098263e-05,0.0051499547656408025,3.3997231505014118e-12,0.32255344080974163,1.4671620675827316e-08,6.008814720679062e-15,8.139251141268226e-14,8.164690188964649e-07,9.938915484613677e-13,5.673892050512598e-09,2.4845346022402288e-17,2.8801026965343644e-07,1.25834860871424e-05,0.09638232504504622,3.866582690977241e-17,3.8490199399468636e-08,5.856227689934777e-06,0.0005418949201839616,6.458096722591116e-10,3.397111283587822e-18,8.484090816513445e-15,2.980750704493278e-15,1.507006894775842e-13,6.16029891930469e-10,9.574682825558188e-18,2.505963319818096e-12,6.935529671633517e-13,1.9656619315390945e-13,1.1694989126241803e-15,4.0053317894595995e-10,1.5454167227246644e-14,4.6460110913433054e-08,7.328054684050453e-07,3.5916471250595087e-10,2.0896178137924218e-10,7.297383939571017e-12,4.963472927976457e-11,1.294382338159787e-06,3.3239492810515385e-13,0.0009469390799418704,9.347666864786146e-09,8.852979950855885e-09,4.677169465025159e-21,4.271888393698223e-09,6.02618412946783e-06,4.794842802867882e-12,5.863436418579634e-11,1.4976236215390768e-08,1.473329201494886e-17,5.476190978777027e-08,3.6642407752254406e-10,5.895741700474636e-14,6.862098635110856e-08,2.972398139165538e-07,5.1678848533736074e-08,2.792235435074266e-09,4.54814915638755e-09,1.1440587519011389e-09,4.638064532590123e-08
7.220360308991342e-05,0.18574495807220293,3.76,0.0,2.951368559776451e-10,0.4385471645527421,0.3137498697907928,0.0,0.01093604841233324,0.564953994494123,5.709295076535336e-10,3.427992992343618e-09,3.4608583194171355e-16,1.3824232060705895e-17,0.001321056782413841,3.083310476040119e-08,0.0024933822429894174,0.18570326806862272,0.00037796963012592976,3.135591792311288e-05,0.005142708059536654,3.389219166045496e-12,0.32255300008132215,1.458037166685002e-08,5.8188537221991805e-15,7.876516212820233e-14,8.117671897446558e-07,9.757508917431927e-13,5.663679288601666e-09,2.4041562654919312e-17,2.8716959385876065e-07,1.2568397026534146e-05,0.09630274698035902,3.8214669200718544e-17,3.843506219482079e-08,5.807793958199036e-06,0.000541850153961451,6.448840879672687e-10,3.3608556460633518e-18,8.318491908552228e-15,2.9246442504032627e-15,1.4791526104379375e-13,6.102298000224676e-10,9.397009302807712e-18,2.4600719661868546e-12,6.858001984064724e-13,1.9436581141171631e-13,1.1567633255401256e-15,3.9888828452344245e-10,1.541239374128967e-14,4.634452539428675e-08,7.316162955608916e-07,3.553910370214633e-10,2.0674829363509198e-10,7.073720621122144e-12,4.910913082381358e-11,1.2920788043002008e-06,3.2884940782519106e-13,0.0009468952879222611,9.341180182108375e-09,8.84090145461684e-09,4.675199842742577e-21,4.2484097199053315e-09,5.963232601557927e-06,4.768230727890255e-12,5.802164744721418e-11,1.480941133046653e-08,1.4576139067978654e-17,5.419571960460652e-08,3.6592258920583157e-10,5.834338263692977e-14,6.790692761163295e-08,2.941142266394735e-07,5.1679224193506855e-08,2.791466895206328e-09,4.544938441528152e-09,1.1437539637986832e-09,4.56039817224605e-08
7.224872611615348e-05,0.1857433941464354,3.76,0.0,2.9329915755713107e-10,0.4385109807039883,0.31375765579544374,0.0,0.010928341080679966,0.5649550699040488,5.659321433754513e-10,3.4176949420460892e-09,3.446492077449481e-16,1.3733960264281086e-17,0.0013186736431566833,3.079227748262754e-08,0.002490349129739518,0.18578340132458726,0.0003776246585324748,3.133344404474631e-05,0.0051354913503408725,3.3787784237468716e-12,0.32255256012190947,1.4490911464082377e-08,5.635102854224022e-15,7.622554089543054e-14,8.071538841301864e-07,9.580479868705475e-13,5.6535119577138435e-09,2.326465753390015e-17,2.8633760117451863e-07,1.255336731974415e-05,0.0962232894726258,3.776955761480948e-17,3.838018231053412e-08,5.759794692373826e-06,0.0005418054466012913,6.439628296532636e-10,3.325171684764845e-18,8.157009163432951e-15,2.869909611264121e-15,1.4519707917547518e-13,6.044870214370156e-10,9.223624311483576e-18,2.4153065390421504e-12,6.781403232224857e-13,1.9219186285056974e-13,1.144178297640196e-15,3.972557017837453e-10,1.5371180749214947e-14,4.622947602108545e-08,7.304322483777978e-07,3.5165971892131807e-10,2.045598557041709e-10,6.857129344354232e-12,4.85894847587648e-11,1.2897854645560355e-06,3.253442840709998e-13,0.0009468511333713899,9.334717242766422e-09,8.828874122984147e-09,4.673293156045126e-21,4.225371651526089e-09,5.900981711916154e-06,4.7421147885755644e-12,5.7415752841406695e-11,1.4644577222516428e-08,1.4420776621626497e-17,5.363542497303226e-08,3.654232275845993e-10,5.773579337667135e-14,6.720029581114364e-08,2.91023623963294e-07,5.16795998591594e-08,2.7907028107913006e-09,4.5417395944037815e-09,1.1434506700047674e-09,4.4840370105418176e-08
7.229384914239355e-05,0.1857418333186536,3.76,0.0,2.9147717369112217e-10,0.4384748443806877,0.3137654109897106,0.0,0.010920662003102013,0.5649561426905517,5.609824166563585e-10,3.407458401882078e-09,3.432234307308586e-16,1.364449768766867e-17,0.0013163010928742686,3.0751654516535996e-08,0.0024873279260441963,0.1858634119485402,0.00037728072239337886,3.1311052491276895e-05,0.005128304432712566,3.368400354891995e-12,0.3225521209296144,1.4403200107789122e-08,5.457353710329131e-15,7.377065102211423e-14,8.02627123636744e-07,9.407702930526898e-13,5.643389724212134e-09,2.2513731822140197e-17,2.855141708925661e-07,1.2538396585498544e-05,0.09614395214724279,3.733039421441033e-17,3.832555739473351e-08,5.71222562168029e-06,0.0005417607979629682,6.430458576955155e-10,3.290047651508338e-18,7.999520514060523e-15,2.8165040462347566e-15,1.4254416498647483e-13,5.988009578178083e-10,9.054413606529987e-18,2.371634061446206e-12,6.705721375750412e-13,1.9004397850440195e-13,1.1317417560717026e-15,3.956353012366661e-10,1.5330517061511316e-14,4.6114958883420986e-08,7.292532881981146e-07,3.479702460405052e-10,2.0239616224282522e-10,6.6473820135994335e-12,4.807571838447803e-11,1.287502244563549e-06,3.218790607856427e-13,0.0009468066203236799,9.328277899816472e-09,8.816897561447513e-09,4.671447723419171e-21,4.20276438483801e-09,5.839423087231493e-06,4.7164839276649735e-12,5.681659879833371e-11,1.4481708239882781e-08,1.4267182733771368e-17,5.30809640291367e-08,3.6492597630678537e-10,5.713458126379903e-14,6.650101423961558e-08,2.8796758623386996e-07,5.167997551763071e-08,2.7899431486428313e-09,4.538552538782875e-09,1.1431488602729442e-09,4.4089590321082736e-08
7.238409519487369e-05,0.18573872090113963,3.76,0.0,2.8787972823105247e-10,0.4384027138450241,0.31378082977386546,0.0,0.010905387909449442,0.5649582804632454,5.512238862764028e-10,3.3871676531972293e-09,3.404039854665771e-16,1.3467966411918267e-17,0.001311587449990773,3.067101454520193e-08,0.0024813209153458277,0.18602306687765796,0.0003765959318296835,3.126651431978114e-05,0.005114019159577548,3.347829995642541e-12,0.32255124483872927,1.4232868712482912e-08,5.119062098354346e-15,6.910359159892858e-14,7.938255552472096e-07,9.074422998406603e-13,5.623279234172601e-09,2.1086283359596243e-17,2.8389252347584175e-07,1.2508630524277507e-05,0.09598563655509507,3.646952991499502e-17,3.821706322509365e-08,5.618361213398717e-06,0.000541671676273311,6.412246169819739e-10,3.2214311049833784e-18,7.696056591503903e-15,2.7135241594545792e-15,1.374265414164916e-13,5.875966150597791e-10,8.728024563075959e-18,2.287441167871089e-12,6.557061018082424e-13,1.8582505336518835e-13,1.1073063409939293e-15,3.92430537469935e-10,1.5250792282644426e-14,4.5887505852162636e-08,7.269104761118457e-07,3.407148205950094e-10,1.9814180736755296e-10,6.2475435180332925e-12,4.706553869023028e-11,1.2829658694760634e-06,3.15066366167846e-13,0.0009467165346512745,9.315469420701386e-09,8.793095268721089e-09,4.6679324640330034e-21,4.158804178282851e-09,5.718349675980171e-06,4.666634519152988e-12,5.5638191349712535e-11,1.416176484021501e-08,1.3965214200074532e-17,5.1989298999366594e-08,3.6393774339968704e-10,5.595101892569306e-14,6.512419880285646e-08,2.819575538914925e-07,5.168072676256746e-08,2.788436959797921e-09,4.532213500615711e-09,1.1425496513050255e-09,4.262566406925893e-08
7.247434124735383e-05,0.18573562070887353,3.76,0.0,2.8434329444448956e-10,0.438330772020674,0.31379612777930244,0.0,0.010890224743073836,0.5649604079503164,5.416499949676372e-10,3.367116412545868e-09,3.376266440057916e-16,1.3294572020359623e-17,0.0013069152425324514,3.059117110559303e-08,0.002475360554486143,0.18618223598793976,0.0003759152096182865,3.122229936831633e-05,0.005099850632439693,3.3275036692496466e-12,0.3225503717931942,1.4069076150892563e-08,4.802450853734285e-15,6.474203849651695e-14,7.853475747639918e-07,8.756742213092728e-13,5.603345217872854e-09,1.97524748191239e-17,2.8230372089711205e-07,1.24790958514666e-05,0.09582779724693989,3.563133221182326e-17,3.810956152341997e-08,5.526167487377596e-06,0.0005415827877487697,6.394200596296915e-10,3.1549111738481526e-18,7.407201210417562e-15,2.6154058952696883e-15,1.3254782679447946e-13,5.76612116714894e-10,8.416909791235396e-18,2.2072497768178528e-12,6.411927923783136e-13,1.8170637941463137e-13,1.0834417818241188e-15,3.892729919762065e-10,1.517313196476845e-14,4.566213573135551e-08,7.245875575914284e-07,3.3362079610660916e-10,1.9398286599950958e-10,5.8725259211665024e-12,4.607802918906786e-11,1.278469097210679e-06,3.084074896962532e-13,0.0009466250622867803,9.30275359079919e-09,8.76949163336632e-09,4.6646389487205164e-21,4.116455187281172e-09,5.599947519151578e-06,4.618599174642265e-12,5.448579337892751e-11,1.3849383023072901e-08,1.3670063514433644e-17,5.0920242568481014e-08,3.6295776814261954e-10,5.479216411983549e-14,6.377588301813962e-08,2.7608087954147956e-07,5.168147783091701e-08,2.7869480688972955e-09,4.52592073036915e-09,1.1419562545000463e-09,4.121051513184427e-08
7.256458729983397e-05,0.1857325326326743,3.76,0.0,2.808666747566309e-10,0.43825901799165623,0.3138113066145457,0.0,0.01087517113640152,0.5649625252870629,5.3225691145748e-10,3.3473004454184624e-09,3.348905754388972e-16,1.3124249883514773e-17,0.0013022838706553332,3.051211077731676e-08,0.00246944619888431,0.18634092237576966,0.0003752385076994063,3.1178403656796585e-05,0.00508579727107987,3.3074170576766355e-12,0.32254950177727687,1.3911535072064696e-08,4.506095633697918e-15,6.066555373752544e-14,7.771789709123687e-07,8.453790858347227e-13,5.583585123033915e-09,1.8506025146920446e-17,2.807468595996676e-07,1.2449789621885192e-05,0.0956704312972525,3.481508737131413e-17,3.80030346297958e-08,5.435611916259985e-06,0.0005414941312574775,6.376318879469368e-10,3.090395336819862e-18,7.13211375251739e-15,2.521873010589527e-15,1.2789440709180207e-13,5.658429108290055e-10,8.120194874102377e-18,2.1308315900616534e-12,6.270231708992505e-13,1.77685400356984e-13,1.0601333367669073e-15,3.861616902836157e-10,1.509745273411285e-14,4.54388185111032e-08,7.22284236827401e-07,3.2668431119022374e-10,1.899170371119142e-10,5.52075885155596e-12,4.5112642130764356e-11,1.2740113566313308e-06,3.0189869871800396e-13,0.0009465322339143217,9.290129273195006e-09,8.746083767375063e-09,4.661553099916913e-21,4.075646939091656e-09,5.4841534311557695e-06,4.572298439506074e-12,5.33587893730352e-11,1.3544370170162605e-08,1.3381565225371039e-17,4.987332294316646e-08,3.619859303270961e-10,5.365749669213047e-14,6.245548068499482e-08,2.70334396487543e-07,5.1682228630666466e-08,2.7854762207219768e-09,4.5196736412652055e-09,1.141368588535909e-09,3.9842512430684223e-08
7.265483335231412e-05,0.18572945656489082,3.76,0.0,2.774486984206757e-10,0.43818745085091965,0.31382636786117823,0.0,0.010860225742223405,0.5649646326060399,5.230408923278261e-10,3.327715613643565e-09,3.3219496770435316e-16,1.2956936877182264e-17,0.0012976927456368917,3.0433820452604546e-08,0.002463577215513743,0.18649912910251812,0.0003745657787554537,3.113482326429848e-05,0.005071857522176486,3.287565941306802e-12,0.3225486347750121,1.3759971397668768e-08,4.2286681732805014e-15,5.685509561538911e-14,7.693061951488496e-07,8.164752522099705e-13,5.56399644454576e-09,1.734108824154299e-17,2.7922106234938004e-07,1.2420708935742824e-05,0.09551353581150906,3.4020108993550255e-17,3.789746536713075e-08,5.346662673185133e-06,0.0005414057056787562,6.358598124089384e-10,3.0277982242765315e-18,6.870008073517102e-15,2.4326647392116786e-15,1.2345355092454601e-13,5.552845459845703e-10,7.837065908615224e-18,2.057972488582794e-12,6.131884515582357e-13,1.7375960859194323e-13,1.0373666208142967e-15,3.8309568371745497e-10,1.502367502782098e-14,4.5217524728490986e-08,7.200002237664472e-07,3.1990160458252517e-10,1.8594207980262728e-10,5.19077322227238e-12,4.416884412225197e-11,1.2695920872266108e-06,2.9553635823181013e-13,0.0009464380795382476,9.27759534775318e-09,8.722868831289171e-09,4.658661758006148e-21,4.0363122262786066e-09,5.37090584092361e-06,4.5276565579626415e-12,5.2256579555327e-11,1.3246538988626782e-08,1.3099558218978841e-17,4.8848078257818214e-08,3.610221118929678e-10,5.254650755127294e-14,6.11624174416711e-08,2.6471501898754786e-07,5.168297907489631e-08,2.7840211644539774e-09,4.513471655997068e-09,1.1407865733344517e-09,3.852007963856515e-08
7.274507940479426e-05,0.18572639239947028,3.76,0.0,2.740882208058528e-10,0.4381160697001875,0.31384131307439395,0.0,0.010845387233343336,0.5649667300371297,5.139982797323846e-10,3.308357872574156e-09,3.295390278964401e-16,1.2792571336198282e-17,0.0012931412896248077,3.035628732763146e-08,0.002457752982641795,0.18665685919508623,0.0003738969761967849,3.109155432804561e-05,0.0050580298587548506,3.2679461960030934e-12,0.32254777077022745,1.3614123667196012e-08,3.968929417454134e-15,5.329291918524467e-14,7.617163285181074e-07,7.888860549788702e-13,5.544576723517054e-09,1.6252215449618805e-17,2.777254774438656e-07,1.2391850937839754e-05,0.09535710792575255,3.3245737222131845e-17,3.779283702270489e-08,5.259288614539611e-06,0.0005413175099027146,6.341035513434346e-10,2.9670389742971348e-18,6.620148464357443e-15,2.3475374080443763e-15,1.1921334418033858e-13,5.449326687992069e-10,7.566760240575451e-18,1.988471594490757e-12,5.996800930312353e-13,1.6992657068291851e-13,1.0151276905540928e-15,3.800740484883398e-10,1.495172289006537e-14,4.499822545587213e-08,7.177352339737303e-07,3.132690122420979e-10,1.820558115365855e-10,4.881194373796321e-12,4.324611570769525e-11,1.2652107387708537e-06,2.893169285402777e-13,0.0009463426285001049,9.265150710818884e-09,8.699844038018976e-09,4.6559526083230145e-21,3.99838694479742e-09,5.260144745902633e-06,4.484601283038259e-12,5.117857943669681e-11,1.2955707345929696e-08,1.282388560292889e-17,4.784405635837711e-08,3.600661969218608e-10,5.1458698412251026e-14,5.989613053043488e-08,2.5921973995848853e-07,5.168372908151097e-08,2.7825826536010304e-09,4.507314206625285e-09,1.1402101299031288e-09,3.724169328574072e-08
7.28353254572744e-05,0.18572334003185073,3.76,0.0,2.707841227299501e-10,0.43804487364981043,0.31385614378352245,0.0,0.010830654302242781,0.5649688177076073,5.051254992527334e-10,3.2892232684263325e-09,3.2692198177661044e-16,1.2631093018885943e-17,0.0012886289354006816,3.027949889260352e-08,0.0024519728895846765,0.18681411564642347,0.0003732320541481313,3.104859304244329e-05,0.005044312779666438,3.2485537903382676e-12,0.32254690974656636,1.3473742438677203e-08,3.7257234093668945e-15,4.9962487440270815e-14,7.543970513587091e-07,7.625394871303888e-13,5.5253235462419e-09,1.5234329786285874e-17,2.762592779698361e-07,1.2363212816806505e-05,0.09520114480617824,3.249133759889344e-17,3.76891333312044e-08,5.173459263729189e-06,0.0005412295428301254,6.32362830643581e-10,2.908040790627419e-18,6.381846200764605e-15,2.2662631974658653e-15,1.1516263410705623e-13,5.347830215967017e-10,7.3085639746358e-18,1.9221404293844555e-12,5.864897910561827e-13,1.6618392321262582e-13,9.93403022846308e-16,3.770958848518967e-10,1.4881523803912998e-14,4.478089228983713e-08,7.154889885039835e-07,3.067829646369481e-10,1.782561065049686e-10,4.590735935687326e-12,4.234395097502219e-11,1.260866771108038e-06,2.832369625159875e-13,0.0009462459094946005,9.252794274947233e-09,8.677006650579756e-09,4.653414129330502e-21,3.9618099459186156e-09,5.151811668955168e-06,4.443063705662287e-12,5.012421939526128e-11,1.2671698115283079e-08,1.2554394587607149e-17,4.6860814597704814e-08,3.591180715803403e-10,5.039358157004813e-14,5.8656068574348075e-08,2.5384562882544254e-07,5.16844785729936e-08,2.7811604459166275e-09,4.501200734376704e-09,1.139639180344006e-09,3.600588099374964e-08
7.292557150975454e-05,0.18572029935894305,3.76,0.0,2.675353098738036e-10,0.43797386181863535,0.3138708614924898,0.0,0.010816025660784588,0.5649708957421975,4.964190579948786e-10,3.270307935952243e-09,3.243430731501409e-16,1.2472443073007587e-17,0.0012841551261696422,3.020344292323662e-08,0.002446236336491485,0.18697090141598832,0.0003725709674369119,3.1005935658231604e-05,0.005030704809128079,3.2293847832443137e-12,0.32254605168750694,1.3338589772353737e-08,3.4979721422290467e-15,4.684839516895934e-14,7.473366172129356e-07,7.373679315905239e-13,5.5062345433093175e-09,1.4282702531814623e-17,2.74821661149657e-07,1.233479180442408e-05,0.09504564364876344,3.17562998366695e-17,3.7586338460046124e-08,5.089144796860664e-06,0.000541141803372261,6.306373835191079e-10,2.8507311188423526e-18,6.15445661348869e-15,2.188628758624376e-15,1.1129098225101736e-13,5.248314403618582e-10,7.061809064731068e-18,1.8588022004069977e-12,5.736094716331055e-13,1.6252936739883655e-13,9.721794884336708e-16,3.741603163794866e-10,1.4813008541978842e-14,4.4565497341376054e-08,7.132612137882736e-07,3.004399843519526e-10,1.745408941812067e-10,4.3181946309930835e-12,4.1461857207923606e-11,1.256559653967143e-06,2.772931031654397e-13,0.0009461479505836834,9.240524968665416e-09,8.654353981127298e-09,4.651035545488479e-21,3.92652290857079e-09,5.045849620463858e-06,4.402978111861587e-12,4.909294430672424e-11,1.2394339037589301e-08,1.229093637864887e-17,4.589791965400544e-08,3.5817762408270335e-10,4.935067969409195e-14,5.744169137839142e-08,2.485898296291242e-07,5.168522747619324e-08,2.779754303315087e-09,4.4951306894605016e-09,1.1390736478508375e-09,3.481121992766333e-08
7.301581756223469e-05,0.18571727027920054,3.76,0.0,2.643407120442083e-10,0.43790303333384095,0.31388546768040465,0.0,0.010801500039835946,0.5649729642631482,4.878755421943442e-10,3.2516080955514755e-09,3.218015633202276e-16,1.2316563994241678e-17,0.001279719315295251,3.0128107471080366e-08,0.002440542734071646,0.1871272194303338,0.00037191367157833377,3.096357848138657e-05,0.005017204496138613,3.2104353210777918e-12,0.32254519657638636,1.320843859211401e-08,3.2846693047526238e-15,4.39362758130945e-14,7.40523820570887e-07,7.13307833834948e-13,5.487307388479073e-09,1.3392924387274886e-17,2.7341184751887014e-07,1.2306585174761548e-05,0.09489060167879639,3.1040036516331306e-17,3.748443699112936e-08,5.006316024684407e-06,0.0005410542904506866,6.289269501869591e-10,2.7950413069954774e-18,5.937375547692282e-15,2.1144341181993855e-15,1.0758860678595185e-13,5.150738521535159e-10,6.825869527105019e-18,1.7982909280990131e-12,5.610312831856195e-13,1.5896066768101983e-13,9.514443391338476e-16,3.71266489051588e-10,1.4746110982385307e-14,4.435201322339755e-08,7.110516414905484e-07,2.9423668308207755e-10,1.7090815750438894e-10,4.062443941139512e-12,4.0599354450844585e-11,1.2522888667085705e-06,2.714820806707278e-13,0.0009460487792142994,9.228341736166017e-09,8.631883389776757e-09,4.648806770125274e-21,3.892470181430079e-09,4.942203050671744e-06,4.364281804025823e-12,4.808421307964344e-11,1.2123462556178913e-08,1.2033366045607781e-17,4.495494730086572e-08,3.5724474463904727e-10,4.832952557039293e-14,5.625246967680872e-08,2.4344955864529554e-07,5.16859757220617e-08,2.778363991774865e-09,4.489103530853742e-09,1.1385134566850534e-09,3.3656334855837545e-08
7.310606361471483e-05,0.18571425269239536,3.76,0.0,2.6119928257516693e-10,0.4378323873308047,0.31389996380203605,0.0,0.010787076188956583,0.5649750233902886,4.794916152812858e-10,3.2331200509661487e-09,3.1929673070103522e-16,1.2163399592971337e-17,0.0012753209660848362,3.0053480856097787e-08,0.002434891503372789,0.18728307258358928,0.0003712601227629336,3.092151787221101e-05,0.005003810414001622,3.1917016352682222e-12,0.3225443443964188,1.308307217996161e-08,3.084875463905113e-15,4.121273369377703e-14,7.339479713844832e-07,6.902994479055064e-13,5.4685397977696305e-09,1.2560884683522485e-17,2.7202908025847785e-07,1.2278590243468825e-05,0.09473601615048709,3.0341982129759065e-17,3.738341390630882e-08,4.924944377905348e-06,0.0005409670029971,6.272312776251456e-10,2.7409062254899016e-18,5.730036758287605e-15,2.0434919475283963e-15,1.0404633847159782e-13,5.055062729917683e-10,6.600158612375364e-18,1.74045077057137e-12,5.48747590356573e-13,1.554756511244522e-13,9.311851998900986e-16,3.684135705341346e-10,1.468076796440817e-14,4.414041304074614e-08,7.088600083897617e-07,2.8816975920628977e-10,1.6735593141218122e-10,3.822429203234075e-12,3.9755975159362274e-11,1.2480538981166553e-06,2.6580071001807375e-13,0.00094594842223283,9.216243537052825e-09,8.6095922835802e-09,4.646718361719292e-21,3.859598658176171e-09,4.840817811075931e-06,4.32691495936919e-12,4.7097498279037167e-11,1.1858905683586689e-08,1.1781542416697977e-17,4.403148221909646e-08,3.5631932541247347e-10,4.732966189104561e-14,5.5087884925451535e-08,2.384221024564516e-07,5.1686723245448945e-08,2.7769892812626784e-09,4.483118726130783e-09,1.1379585321566312e-09,3.25398965862512e-08
7.319630966719497e-05,0.18571124649979717,3.76,0.0,2.581099977646765e-10,0.4377619229529774,0.31391435128826706,0.0,0.01077275287610029,0.564977073241085,4.712640160622493e-10,3.2148401871347608e-09,3.1682787030570515e-16,1.2012894961984387e-17,0.0012709595515873035,2.997955165917653e-08,0.002429282075570953,0.18743846373791934,0.00037061027784464524,3.08797502444811e-05,0.004990521159872793,3.173180040124834e-12,0.32254349513071273,1.296228371335007e-08,2.897713785393752e-15,3.866528182749579e-14,7.275988717653879e-07,6.682866094571207e-13,5.449929528601597e-09,1.1782752223718554e-17,2.706726245669017e-07,1.2250804367102438e-05,0.09458188434659523,2.966159206587973e-17,3.7283254573981235e-08,4.845001893326739e-06,0.0005408799399531724,6.255501193453432e-10,2.6882642345257036e-18,5.531909504407586e-15,1.9756265495348477e-15,1.0065558195047107e-13,4.961248058644448e-10,6.3841263950248826e-18,1.6851354178981964e-12,5.367509676345097e-13,1.5207220371819683e-13,9.113900495222128e-16,3.656007495104259e-10,1.4616919154837733e-14,4.393067038065678e-08,7.066860562695254e-07,2.8223599551540403e-10,1.6388230146655461e-10,3.597163227653254e-12,3.8931263870500294e-11,1.2438542462166796e-06,2.602458887021989e-13,0.0009458469058987095,9.204229346099715e-09,8.587478115609836e-09,4.644761484153258e-21,3.827857663355521e-09,4.741641118180367e-06,4.290820500758161e-12,4.61322857728649e-11,1.1600509870169506e-08,1.1535327977340426e-17,4.312711781814932e-08,3.554012604833895e-10,4.6350641052144353e-14,5.3947429103781767e-08,2.3350481614021796e-07,5.168746998491639e-08,2.775629945654576e-09,4.477175751289542e-09,1.1374088006171972e-09,3.146062050576854e-08
7.328655571967511e-05,0.1857082516040039,3.76,0.0,2.5507185632428785e-10,0.43769163935175803,0.3139286315465411,0.0,0.010758528887322621,0.5649791139306948,4.631895569139925e-10,3.1967649680752517e-09,3.14394293310266e-16,1.186499644462202e-17,0.001266634554390987,2.99063087144754e-08,0.0024237138917644592,0.18759339572398012,0.00036996409432957065,3.083827206461557e-05,0.004977335354313387,3.154866930668849e-12,0.32254264876228644,1.284587581911669e-08,2.7223659857482145e-15,3.62822804142575e-14,7.214667935168037e-07,6.47216520186546e-13,5.431474378941671e-09,1.105495620062385e-17,2.693417670436508e-07,1.222322494245212e-05,0.0944282035780594,2.899834167125591e-17,3.7183944736072186e-08,4.766461200203804e-06,0.000540793100270395,6.238832351723352e-10,2.6370569487549248e-18,5.342496142874444e-15,1.910673152709381e-15,9.740827861635465e-14,4.86925638774423e-10,6.1772573044270706e-18,1.632207515850274e-12,5.25034192723498e-13,1.4874826920054987e-13,8.920472109594076e-16,3.6282723503179627e-10,1.4554506919408715e-14,4.3722759303140624e-08,7.045295318108665e-07,2.764322569680164e-10,1.604854025011245e-10,3.3857221356183356e-12,3.812477687546971e-11,1.2396894180823074e-06,2.548145945133182e-13,0.0009457442558978318,9.192298153013515e-09,8.565538384140579e-09,4.642927869140029e-21,3.797198842183133e-09,4.644621517908676e-06,4.2559439716524336e-12,4.5188074384872684e-11,1.1348120873560847e-08,1.1294588771906907e-17,4.224145605932035e-08,3.5449044581272186e-10,4.539202495416936e-14,5.283060451820162e-08,2.2869512148931575e-07,5.168821588255455e-08,2.7742857626579936e-09,4.4712740905928245e-09,1.1368641894434172e-09,3.0417265150128605e-08
