Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72)
0.05120163322320203,0.07994832420695794,3.76,0.0,0.37198841330538845,0.8490140338835904,0.15146452652250622,0.0,1.293491738160371e-07,0.0013386146543869467,2.087008873372098e-09,2.0106439846113145e-05,1.127925886400408e-11,5.841023779082679e-16,2.2506777310988457e-09,2.4846184386922694e-09,0.0002298955929468265,0.0004752884589536106,2.2912638252251252e-05,4.662151966674679e-11,2.6740102576095932e-08,0.0001071650903798899,0.14908698772144696,8.844036430093314e-05,0.0023187365234486976,2.1234536140544894e-07,1.1026151405244285e-06,0.00016482794388572084,5.5626817613966755e-11,1.99912576775508e-07,3.403393976158371e-06,1.8273111544716564e-05,0.0001442384096162762,1.6186129092068077e-10,2.55337669578029e-09,1.2914814120641576e-10,1.2391687129879033e-05,2.877425934891284e-13,4.5195995236939353e-13,9.582128749549683e-10,1.6010769758451515e-10,1.583405109026339e-08,9.727173650204732e-06,8.15784026757053e-10,1.4456465779141656e-09,4.9585652310624814e-12,7.288007517168904e-13,6.513807892266823e-18,1.4498287556660884e-07,5.070581422118855e-16,2.495048690931212e-13,8.278306490864044e-11,2.4390996138046155e-11
0.05275398178105568,0.07994831688117539,3.76,0.0,0.3679636982805177,0.8450907171275386,0.15540366462858987,0.0,1.2919940943166323e-07,0.0013801981352419964,2.080046805839939e-09,1.995820286796903e-05,1.1189686909267141e-11,5.794638314778609e-16,2.2392187479729187e-09,2.478131229155404e-09,0.00023481788870564937,0.0004889518858956728,2.2803227972564293e-05,4.669578467972067e-11,2.674316540394195e-08,0.00010588344873386462,0.15296566198910688,9.252739307155568e-05,0.002373250830938577,2.1864795043386422e-07,1.1525813898926354e-06,0.00017197048222349076,5.496445138405615e-11,2.0489495557291308e-07,3.4149401121235143e-06,1.802363875944482e-05,0.00014909204972858784,1.5951013557382468e-10,2.6550763708381148e-09,1.2727451892031174e-10,1.2334424809312938e-05,2.9920345628877435e-13,4.702921439501568e-13,9.994690614156954e-10,1.6673677535106798e-10,1.660116693879598e-08,1.045330702958329e-05,8.513542004972491e-10,1.5646064830046807e-09,5.3278573114014e-12,7.830390816078724e-13,7.00166985003064e-18,1.5945722415206493e-07,4.987094224080435e-16,2.719003150784451e-13,8.292150671616912e-11,2.6333713263859037e-11
0.054306330338909324,0.07994831733714411,3.76,0.0,0.3639870178124027,0.841213891446374,0.1592958603643331,0.0,1.2905559242200377e-07,0.0014218553954068877,2.072969242058508e-09,1.981152447933745e-05,1.1100456607969767e-11,5.748429782217325e-16,2.2278224888432135e-09,2.471736635664078e-09,0.00023962400392013578,0.0005025816698090591,2.2693923258380312e-05,4.677214511032791e-11,2.6747970577336068e-08,0.00010462311130986548,0.1567982949922374,9.662161280081544e-05,0.00242667635207348,2.2492087101668852e-07,1.203054144922227e-06,0.00017916976898783068,5.431305166946621e-11,2.0980639712748955e-07,3.4271937445233433e-06,1.777744695469456e-05,0.00015396224644254305,1.5720079369494814e-10,2.7570249093959524e-09,1.254248596960113e-10,1.2277841043908194e-05,3.106923652764674e-13,4.887048772281874e-13,1.0409802831628312e-09,1.7338900034271623e-10,1.737977543735737e-08,1.1207376519458254e-05,8.871946989645751e-10,1.6888475486233383e-09,5.710970033997016e-12,8.393047688054169e-13,7.508917052245072e-18,1.7482761946593046e-07,4.905761331426415e-16,2.955358089123066e-13,8.308906194953699e-11,2.8364979735514546e-11
0.05585867889676297,0.07994832547526746,3.76,0.0,0.36005757633247315,0.837382785630518,0.16314188969053603,0.0,1.2891761071367955e-07,0.0014635891620751482,2.065779187223833e-09,1.96663695869293e-05,1.1011576164380478e-11,5.702402429879777e-16,2.2164874000735257e-09,2.4654291229987287e-09,0.0002443161211474596,0.0005161783119735132,2.2584731535508204e-05,4.685038456654801e-11,2.67544659168452e-08,0.00010338355668672757,0.1605856522596568,0.00010071968829166206,0.0024790330048396203,2.3116495964428227e-07,1.2540038427887375e-06,0.00018642211990786545,5.3672350677945456e-11,2.146488323742397e-07,3.440132089655871e-06,1.7534491268804196e-05,0.00015885006496568107,1.5493217442688271e-10,2.859156079822542e-09,1.2359901993109554e-10,1.2221924577563733e-05,3.2220185644583596e-13,5.071897690280116e-13,1.0827190540229587e-09,1.8005988996503153e-10,1.8169517414646343e-08,1.1989344096147497e-05,9.232848864453457e-10,1.8183993560441246e-09,6.107818642727427e-12,8.975853417147222e-13,8.035617996555993e-18,1.9111530099978573e-07,4.826512809163803e-16,3.204378212426411e-13,8.328477445107602e-11,3.04858594184234e-11
0.05741102745461662,0.0799483411970253,3.76,0.0,0.3561745977206297,0.8335966473162629,0.16694250968309884,0.0,1.287853562619082e-07,0.0015054018797263828,2.058479592873839e-09,1.952270441741665e-05,1.0923053361304335e-11,5.656560287997759e-16,2.2052120081187482e-09,2.4592035104712114e-09,0.0002488963732778088,0.0005297422848033016,2.2475660180520095e-05,4.693030015975839e-11,2.676260120548618e-08,0.0001021642815490928,0.16432848056436006,0.00010481851605434475,0.002530340173039956,2.3738101799884842e-07,1.3054021737192624e-06,0.00019372396391592047,5.3042089908677635e-11,2.194241251127987e-07,3.453733191820794e-06,1.729472774457007e-05,0.00016375653863146675,1.5270322947997615e-10,2.961407698379472e-09,1.2179684704871908e-10,1.2166664429241034e-05,3.3372492196901226e-13,5.257388092513608e-13,1.1246585676170055e-09,1.8674510484885822e-10,1.897003778620415e-08,1.2799150547394288e-05,9.596047330522314e-10,1.9532882592061635e-09,6.518304057198039e-12,9.578662362107095e-13,8.581830426896398e-18,2.0834091781173107e-07,4.749281623841079e-16,3.466322093731679e-13,8.350772872679678e-11,3.26973698008666e-11
0.058963376012470266,0.07994836440499356,3.76,0.0,0.35233732463332595,0.829854742335895,0.17069845918255777,0.0,1.2865872905506591e-07,0.0015472957266084453,2.0510733528064136e-09,1.9380496461087756e-05,1.0834895567659994e-11,5.610907172411257e-16,2.193994922713895e-09,2.453054958746108e-09,0.000253366845109167,0.0005432740337464705,2.236671652257189e-05,4.7011702029624984e-11,2.677232860684561e-08,0.00010096479967026454,0.1680275085708643,0.0001089152116839575,0.002580616726824769,2.435698530963962e-07,1.3572220742602978e-06,0.0002010718394155218,5.242201962945614e-11,2.2413409886909289e-07,3.4679759075443593e-06,1.7058113294958398e-05,0.0001686826700484157,1.5051294996358416e-10,3.0637214919722828e-09,1.2001818030340258e-10,1.2112049883479355e-05,3.4525499473653927e-13,5.443443631029113e-13,1.166772703729542e-09,1.9344044788358343e-10,1.9780985325417355e-08,1.3636716229981014e-05,9.961347922806019e-10,2.0935374945413655e-09,6.942313456383485e-12,1.0201308852271207e-12,9.147602580182895e-18,2.2652452628645823e-07,4.674003470682047e-16,3.7414427625719983e-13,8.375705004321447e-11,3.5000492337746673e-11
0.06036048971453855,0.07994839161325416,3.76,0.0,0.34892224575527586,0.8265242547346728,0.17404121690983862,0.0,1.2854949609713908e-07,0.001585071152537556,2.0443188888300234e-09,1.9253729272831953e-05,1.0755871414759702e-11,5.569983978108239e-16,2.183948297954125e-09,2.447583414440185e-09,0.0002572980931306526,0.0005554254042446345,2.2268782406860628e-05,4.7086087629170924e-11,2.6782406376106863e-08,9.990180052214109e-05,0.17131977266120546,0.00011259819788855139,0.0026249996476444886,2.4911719536992934e-07,1.4041990505314255e-06,0.00020772150871169512,5.187246960159472e-11,2.2831869802071648e-07,3.481326085963205e-06,1.6847817812243594e-05,0.00017313380047232805,1.4857395415187143e-10,3.155811922362672e-09,1.1843733950379466e-10,1.2063440132975487e-05,3.5563296395379094e-13,5.611316417302185e-13,1.204803680763592e-09,1.9947155830336548e-10,2.0519466860605353e-08,1.4414177782468788e-05,1.0291759815923178e-09,2.2243616632007203e-09,7.335381051355232e-12,1.077849929718661e-12,9.67355267602335e-18,2.437249542070917e-07,4.60787195403744e-16,4.000521843174917e-13,8.400328970727762e-11,3.7152410231189276e-11
0.061757603416606834,0.07994842473781928,3.76,0.0,0.3455430626374568,0.8232285048581981,0.17734888991598716,0.0,1.2844467175232628e-07,0.0016229150992488745,2.0374823617129827e-09,1.9128094992019117e-05,1.0677153411557012e-11,5.529219328282743e-16,2.173946903448868e-09,2.4421675474429334e-09,0.0002611435252173256,0.0005675513042414308,2.217096282567508e-05,4.7161411803042095e-11,2.6793703694137203e-08,9.885412174955918e-05,0.17457764150282215,0.00011627547009779094,0.002668575727915029,2.5464365981547e-07,1.4514784530492353e-06,0.00021440336893109257,5.133080807735469e-11,2.3245305871231923e-07,3.4951651075637137e-06,1.6640008593019484e-05,0.00017760233164633373,1.466648087242657e-10,3.2478711096405342e-09,1.1687527560289458e-10,1.2015337392956424e-05,3.66007412530521e-13,5.779536710371975e-13,1.2429373647128933e-09,2.0550471508066482e-10,2.126586389487756e-08,1.5213958515288218e-05,1.0623588044176938e-09,2.359556810181338e-09,7.739200317579111e-12,1.137146053428072e-12,1.0215397204022813e-17,2.6173090145820987e-07,4.543229185471723e-16,4.270649556390026e-13,8.426961863513216e-11,3.9379942243339885e-11
0.06281242998730127,0.07994845362479723,3.76,0.0,0.34301523301527725,0.8207629100634903,0.1798232588537273,0.0,1.2836841104054052e-07,0.0016515335019291928,2.0322676028111403e-09,1.9033978207548545e-05,1.0617926628164988e-11,5.498548340103066e-16,2.1664252477395893e-09,2.4381136604985853e-09,0.00026399085615795174,0.0005766897019969342,2.2097187689201954e-05,4.7218833782507636e-11,2.6803022303186373e-08,9.807307412135664e-05,0.17701486051885898,0.00011904700504798929,0.002700949078514894,2.588026603721709e-07,1.487364343857393e-06,0.00021946812001387956,5.092697706476453e-11,2.3554197489659003e-07,3.5059290113344887e-06,1.648474085522805e-05,0.00018098802839382983,1.452427707132078e-10,3.317333937365309e-09,1.157082708454097e-10,1.1979351086395816e-05,3.7383540413499427e-13,5.906744174732321e-13,1.27178572668984e-09,2.1005943448840137e-10,2.183449018600833e-08,1.5832524146030246e-05,1.0874978784095264e-09,2.4645321926357622e-09,8.051142729942329e-12,1.1829500392153316e-12,1.0635031789008747e-17,2.758672927191688e-07,4.495384545178613e-16,4.482021797865183e-13,8.448366283997186e-11,4.111221751373075e-11
0.06386725655799572,0.07994848581571462,3.76,0.0,0.3405073531762091,0.8183166205932609,0.18227812798266224,0.0,1.2829460156580158e-07,0.0016801920095166397,2.0270080433151674e-09,1.8940486157082237e-05,1.0558878872248364e-11,5.467970064001078e-16,2.1589285199504177e-09,2.4340886814535343e-09,0.00026679068568921796,0.0005858138516483556,2.20234830355459e-05,4.727667902613387e-11,2.6813005527967648e-08,9.730044137902291e-05,0.17943296560889513,0.00012181362980717852,0.0027328751709006656,2.6295032439167795e-07,1.5234055120544864e-06,0.00022454893270188668,5.052747929445054e-11,2.386034738655686e-07,3.5169578235104474e-06,1.6330860786448703e-05,0.00018438430937090794,1.4383709660141376e-10,3.386744493586935e-09,1.1455183621119882e-10,1.1943646548488617e-05,3.816575051663257e-13,6.034101599975887e-13,1.300675103409135e-09,2.1461257004020252e-10,2.2407382284077995e-08,1.6463710583547005e-05,1.112704810370509e-09,2.5720093246499594e-09,8.369102234822636e-12,1.2296366276421295e-12,1.1063739636283235e-17,2.90476102527828e-07,4.448347394719196e-16,4.699862925631332e-13,8.470860125580453e-11,4.2888219675511075e-11
0.06492208312869016,0.07994852128146596,3.76,0.0,0.33801920875383784,0.8158894286372711,0.18471370652409363,0.0,1.2822321381374318e-07,0.0017088909977559783,2.021704518667594e-09,1.8847610153366638e-05,1.0500011962839927e-11,5.437485441930819e-16,2.151456367469494e-09,2.4300914925182695e-09,0.0002695436079289921,0.0005949238624947005,2.1949851053423056e-05,4.7334903256027456e-11,2.6823640439814906e-08,9.653609183084582e-05,0.18183216296613694,0.00012457469556726155,0.0027643592963605954,2.670868550271836e-07,1.559594973857803e-06,0.00022964485704386772,5.0132247119306415e-11,2.416380439014957e-07,3.528245869889514e-06,1.6178355929855508e-05,0.00018779145122872797,1.4244751799691884e-10,3.4560891015405738e-09,1.1340591240486048e-10,1.1908220746164226e-05,3.894721743054558e-13,6.1615891803259e-13,1.3295981714940722e-09,2.1916298375053793e-10,2.2984436057128083e-08,1.710746773109665e-05,1.1379742591832101e-09,2.6819915832549104e-09,8.693026491715933e-12,1.2771981400809297e-12,1.1501522168404946e-17,3.0556281431708417e-07,4.4021008448373905e-16,4.924243596929053e-13,8.494420344336415e-11,4.470819193519838e-11
0.06587142704231516,0.07994855597676148,3.76,0.0,0.335796578085662,0.8137211151180821,0.18688940405160945,0.0,1.2816101618678112e-07,0.001734754975453947,2.0168944370742626e-09,1.876454149446374e-05,1.0447187813657476e-11,5.410130104796086e-16,2.1447521718411618e-09,2.426516896946174e-09,0.0002719816162189678,0.0006031108707111828,2.1883646198099574e-05,4.738759398554182e-11,2.6833759107983532e-08,9.585515293611661e-05,0.18397544228597731,0.0001270543936016355,0.002792321428340214,2.708003966944336e-07,1.592286653657527e-06,0.00023424334016442628,4.9780130572597684e-11,2.443465391971822e-07,3.538622169148752e-06,1.6042267183265472e-05,0.0001908673892098565,1.4121044236589792e-10,3.5184320115424973e-09,1.1238351779010331e-10,1.1876573374427366e-05,3.9649779936169815e-13,6.27642358794744e-13,1.3556518018442227e-09,2.2325511052158196e-10,2.3507256835225568e-08,1.7697552828472646e-05,1.1607658783704672e-09,2.783119828252264e-09,8.989613030204087e-12,1.3207449442604804e-12,1.1903285929137418e-17,3.195538902066999e-07,4.3611413145708846e-16,5.131835528271522e-13,8.516517919441012e-11,4.6383965441412766e-11
0.06672583656457766,0.07994858943324976,3.76,0.0,0.33380960677119975,0.8117825957609692,0.1888344371143795,0.0,1.2810668455324538e-07,0.001758061001816939,2.01253597449613e-09,1.8690195510071974e-05,1.0399773550997038e-11,5.385576314356726e-16,2.1387349937564214e-09,2.423317651246462e-09,0.00027414409147886754,0.0006104695206007619,2.182411497270332e-05,4.74352243324752e-11,2.6843301667722863e-08,9.52478793101092e-05,0.18589156023196957,0.00012928149507626874,0.0028171879510424714,2.741351714324372e-07,1.6218031878810732e-06,0.00023839124639339664,4.946609498364848e-11,2.467661741597013e-07,3.548133259573738e-06,1.592072384460149e-05,0.0001936436033870703,1.4010788576827812e-10,3.5744783249613013e-09,1.1147056297602271e-10,1.1848279937075879e-05,4.028138404854695e-13,6.379840361179075e-13,1.3791141742898186e-09,2.2693471574064992e-10,2.3980544042623646e-08,1.8237263829894992e-05,1.1813149066772081e-09,2.875873496996367e-09,9.260599701785063e-12,1.3605324273474025e-12,1.2271157502933774e-17,3.324836954228905e-07,4.3248042222761363e-16,5.3232872099888e-13,8.537115792685758e-11,4.792292682282479e-11
0.06758024608684016,0.0799486249873657,3.76,0.0,0.3318352135767412,0.8098562473206862,0.19076717506476712,0.0,1.2805389869777573e-07,0.0017813941236228216,2.0081501127300333e-09,1.8616238980241035e-05,1.0352480948306412e-11,5.36108552723052e-16,2.1327333667170424e-09,2.4201348204146863e-09,0.0002762768189489259,0.000617819075671634,2.1764635282666554e-05,4.748303113259957e-11,2.6853250582878833e-08,9.46458156161767e-05,0.18779562895358565,0.00013150390728988823,0.0028417736167028885,2.7746304021022295e-07,1.65140527575667e-06,0.00024254744221251034,4.915474263823003e-11,2.4916900644601345e-07,3.5578047692080443e-06,1.5800061108730876e-05,0.00019642741761118914,1.3901543352357386e-10,3.630459025315884e-09,1.1056439515243138e-10,1.1820164138947673e-05,4.0912248743431977e-13,6.483309507498326e-13,1.4025860789059094e-09,2.3061059973654352e-10,2.4456379104507794e-08,1.8785121826455574e-05,1.2018958079349896e-09,2.9702749249476157e-09,9.535399126436534e-12,1.4008791827447708e-12,1.2644980696221461e-17,3.4573638271961995e-07,4.2889572741001864e-16,5.519151880887576e-13,8.558374626505941e-11,4.949115853667921e-11
0.06843465560910265,0.07994866262408414,3.76,0.0,0.32987329083969846,0.8079419654274516,0.19268772300537232,0.0,1.2800264703742411e-07,0.001804754465627926,2.0037372751203878e-09,1.8542667700165824e-05,1.0305310841482893e-11,5.33665817626669e-16,2.1267471330941813e-09,2.4169679083364043e-09,0.00027838009804470327,0.0006251595868489449,2.1705208254045942e-05,4.753099462728408e-11,2.6863599924284578e-08,9.404889730306282e-05,0.1896877519913145,0.0001337213490104145,0.0028660810701485414,2.80784111581995e-07,1.6810895943330758e-06,0.0002467114596465064,4.884604037535156e-11,2.515552818054417e-07,3.5676339298295727e-06,1.5680272636673687e-05,0.00019921896872331056,1.3793295513941614e-10,3.686367988599596e-09,1.0966498073783012e-10,1.1792224456725567e-05,4.1542305005573185e-13,6.586821726793485e-13,1.426063880678205e-09,2.342822082779848e-10,2.493470813180554e-08,1.9341093546878512e-05,1.2225059467366518e-09,3.0663248352022746e-09,9.813979065579868e-12,1.441780487249406e-12,1.302475332798173e-17,3.5931462070853526e-07,4.253592327231375e-16,5.71946500485569e-13,8.580283422104665e-11,5.108877942913922e-11
0.06928906513136515,0.07994870232847212,3.76,0.0,0.32792373223201843,0.8060396470052713,0.19459618474112075,0.0,1.2795291739118292e-07,0.0018281421373853768,1.999297878923997e-09,1.846947753463882e-05,1.0258264039981188e-11,5.312294680638593e-16,2.1207761362773845e-09,2.413816436600907e-09,0.0002804542246843356,0.0006324911036318213,2.1645835007549934e-05,4.7579095747518635e-11,2.6874343721676346e-08,9.345706098597768e-05,0.19156803159829167,0.00013593355204241975,0.0028901129207388257,2.8409850906633274e-07,1.7108529003035095e-06,0.0002508828385998871,4.853995563275035e-11,2.539252513945951e-07,3.5776180237290304e-06,1.55613521430322e-05,0.0002020183913984377,1.3686032293317308e-10,3.7421992984386606e-09,1.0877228581819455e-10,1.176445938597567e-05,4.2171486160581484e-13,6.690367882186941e-13,1.449543998471115e-09,2.3794899786939846e-10,2.5415477836553657e-08,1.9905144318445957e-05,1.243142734001481e-09,3.164023721661063e-09,1.0096306360418238e-11,1.4832314793189093e-12,1.3410472091862282e-17,3.7322102301125014e-07,4.2187014209235077e-16,5.924261350057352e-13,8.602831409182012e-11,5.2715904629572574e-11
0.07014347465362765,0.07994874408570109,3.76,0.0,0.3259864327358934,0.8041491902484812,0.19649266280275074,0.0,1.2790469681238826e-07,0.0018515572337761497,1.9948323381012147e-09,1.8396664431048444e-05,1.0211341326359445e-11,5.28799544557629e-16,2.1148202232057526e-09,2.4106799499056453e-09,0.0002824994913474611,0.0006398136741491635,2.1586516664614466e-05,4.762731629903341e-11,2.688547608626071e-08,9.287024439083904e-05,0.19343656876370469,0.00013814026081478156,0.0029138717431210614,2.874063437598245e-07,1.7406920443188432e-06,0.00025506112672990863,4.823645641820171e-11,2.5627915613765066e-07,3.5877543809169215e-06,1.5443293397967367e-05,0.00020482581818253402,1.3579741168500964e-10,3.797947301651343e-09,1.0788627612226943e-10,1.1736867440805064e-05,4.279972850000466e-13,6.793939030991861e-13,1.4730229055759282e-09,2.416104359120236e-10,2.5898635531039652e-08,2.0477238098440802e-05,1.2638036350438957e-09,3.2633718492731447e-09,1.038234694160254e-11,1.5252271634353546e-12,1.3802132715885637e-17,3.874581482231759e-07,4.184276764793354e-16,6.133574926628041e-13,8.626007964145479e-11,5.437264185232842e-11
0.07099788417589015,0.07994878788103697,3.76,0.0,0.3240612886206854,0.8022704945994252,0.19837725846913706,0.0,1.2785797518868934e-07,0.001874999835535178,1.990341063725991e-09,1.8324224434478312e-05,1.0164543455947203e-11,5.263760862201258e-16,2.1088792526277225e-09,2.4075580135451484e-09,0.00028451618712774446,0.0006471273452199663,2.1527254336377062e-05,4.7675638881160525e-11,2.6896991604351933e-08,9.228838630859157e-05,0.1952934632350491,0.00014034123198630808,0.0029373600779076412,2.9070771418817976e-07,1.77060395581672e-06,0.0002592458793167619,4.7935511286148235e-11,2.586172280360546e-07,3.598040383596659e-06,1.532609023356388e-05,0.00020764137952951456,1.3474409830831616e-10,3.8536065900916034e-09,1.0700691689067306e-10,1.1709447153536004e-05,4.342697107576099e-13,6.897526594654989e-13,1.496497132765764e-09,2.452660005485076e-10,2.6384128478798967e-08,2.1057337505553177e-05,1.2844861500137502e-09,3.3643692618295916e-09,1.067206585282141e-11,1.5677624207100949e-12,1.4199731019438884e-17,4.020285000487856e-07,4.150310724931212e-16,6.347439638003312e-13,8.649802793011717e-11,5.6059100183695006e-11
0.07185229369815264,0.07994883369984153,3.76,0.0,0.32214819742075157,0.8004034607268992,0.20025007178880225,0.0,1.278127422561806e-07,0.0018984700097682686,1.985824460019582e-09,1.8252153642279726e-05,1.0117871159622539e-11,5.239591309002856e-16,2.1029530831750783e-09,2.4044502081435997e-09,0.00028650459778291505,0.000654432162413099,2.1468049117841225e-05,4.7724046695532654e-11,2.690888479240433e-08,9.171142659255728e-05,0.19713881353955445,0.00014253623405988315,0.0029605804322573493,2.940027456424214e-07,1.8005856365543635e-06,0.0002634366591372293,4.763708933620864e-11,2.6093971021984477e-07,3.6084734669019393e-06,1.5209736541260624e-05,0.00021046520383969673,1.3370026231145997e-10,3.909171938687545e-09,1.0613417308512695e-10,1.1682197074391272e-05,4.405315500355156e-13,7.001122138249507e-13,1.5199632624109468e-09,2.489151799999331e-10,2.6871904425009978e-08,2.164540384967975e-05,1.3051878169857722e-09,3.4670157881605604e-09,1.0965427286266172e-11,1.6108320033562704e-12,1.4603261731163858e-17,4.1693452734254343e-07,4.1167958355905404e-16,6.565888802648544e-13,8.67420586759347e-11,5.777538819724997e-11
0.07270670322041514,0.07994888152757414,3.76,0.0,0.3202470579131331,0.798547990504593,0.20211120160145704,0.0,1.2776898445495252e-07,0.0019219678104414497,1.9812829276886316e-09,1.8180448228651693e-05,1.0071325143221978e-11,5.215487151482947e-16,2.0970415718249137e-09,2.4013561322391907e-09,0.00028846500579283335,0.0006617281700993291,2.140890209420592e-05,4.777252363419318e-11,2.6921149958900696e-08,9.113930618750877e-05,0.19897271700562477,0.00014472504699906556,0.0029835352805792897,2.9729155413892374e-07,1.8306341666412617e-06,0.0002676330363468465,4.7341160228330883e-11,2.632468364669874e-07,3.6190511052368564e-06,1.5094226263176604e-05,0.0002132974174965372,1.3266578574934972e-10,3.964638329596181e-09,1.0526800955916764e-10,1.1655115771179511e-05,4.467822373540296e-13,7.104717277767197e-13,1.5434179277218132e-09,2.525574729580217e-10,2.736191207484664e-08,2.2241397161813334e-05,1.3259062350323644e-09,3.5713110351723562e-09,1.1262394591840893e-11,1.654430534444059e-12,1.5012717805107847e-17,4.321786239504382e-07,4.0837247937571413e-16,6.788954426922719e-13,8.699207147724252e-11,5.952159964062423e-11
0.07356111274267764,0.07994893134979265,3.76,0.0,0.31835777009364824,0.7967039869880089,0.2039607455611275,0.0,1.2772669356422438e-07,0.0019454932789084996,1.9767168665222176e-09,1.8109104482311897e-05,1.0024906086579461e-11,5.191448741661325e-16,2.09114459463928e-09,2.3982754044956914e-09,0.00029039769041217986,0.0006690154115083013,2.134981434940263e-05,4.782105436398611e-11,2.6933782266710338e-08,9.05719670286878e-05,0.20079526978590603,0.00014690746183748023,0.0030062270652605905,3.0057422097496865e-07,1.860746701294196e-06,0.00027183458834883166,4.7047694131047014e-11,2.655388232876475e-07,3.6297708217133926e-06,1.4979553391536126e-05,0.00021613814490565388,1.3164055240093008e-10,4.0200009856134854e-09,1.044083905991809e-10,1.162820182895844e-05,4.530212343379638e-13,7.208304153646223e-13,1.566857821672947e-09,2.561923887569512e-10,2.7854099786614138e-08,2.284527622762277e-05,1.3466390332929273e-09,3.6772544010230235e-09,1.156293030500496e-11,1.698552531948459e-12,1.542809348899683e-17,4.477631290312198e-07,4.0510904347874797e-16,7.016668983341437e-13,8.72479701370313e-11,6.129783461812063e-11
0.07441552226494014,0.07994898315215182,3.76,0.0,0.3164802351602207,0.7948713543981767,0.20579880015239066,0.0,1.2768585937553459e-07,0.0019690464442869847,1.972126668083742e-09,1.8038118714816175e-05,9.978614647169166e-12,5.167476420018974e-16,2.085262020776987e-09,2.3952076580269504e-09,0.00029230292770689463,0.0006762939287707354,2.129078695851867e-05,4.786962411537091e-11,2.6946776490910357e-08,9.00093520324891e-05,0.20260656687346298,0.00014908328038136027,0.003028658197050916,3.038508721016805e-07,1.8909204695426423e-06,0.00027604089968229727,4.6756661716194914e-11,2.678159042429745e-07,3.640630191249381e-06,1.4865711975040675e-05,0.00021898750852329308,1.3062444864742787e-10,4.075255301058787e-09,1.0355528020632865e-10,1.1601453849797043e-05,4.592480219454269e-13,7.311874895096815e-13,1.5902796847236213e-09,2.598194462103438e-10,2.8348416610071768e-08,2.3456998609851945e-05,1.3673838785192297e-09,3.78484508131403e-09,1.1866996178217985e-11,1.743192388581263e-12,1.5849381075608346e-17,4.6369032712126395e-07,4.018885755942733e-16,7.249063998812441e-13,8.750966031911153e-11,6.31041909334059e-11
0.07518449083497639,0.07994903145551237,3.76,0.0,0.3148004217303497,0.7932316289720382,0.20744330469222702,0.0,1.2765034448234165e-07,0.00199026798854307,1.9679751738513114e-09,1.797453462037487e-05,9.937061988574098e-12,5.145958107343142e-16,2.0799799141462547e-09,2.3924574963935503e-09,0.0002939943994528249,0.0006828371691360985,2.1237714784377927e-05,4.791335860224626e-11,2.6958776453834196e-08,8.950699132904487e-05,0.2042271882278134,0.00015103572184681956,0.003048625324945981,3.06794809140092e-07,1.918126984665618e-06,0.000279830311409478,4.649678951933226e-11,2.6985271862006873e-07,3.6505210493149464e-06,1.4763960718988103e-05,0.00022155941940194484,1.2971766888188627e-10,4.124887913275475e-09,1.0279301599408102e-10,1.1577521425058968e-05,4.64841281512622e-13,7.405068376749234e-13,1.611341292993154e-09,2.6307668955865166e-10,2.8795080574437972e-08,2.401421875227913e-05,1.3860626559536925e-09,3.883084308305864e-09,1.2143641507473176e-11,1.7838063013727369e-12,1.623358725306281e-17,4.783196518192868e-07,3.9902632499662074e-16,7.462246493876777e-13,8.775005543311258e-11,6.475573581349924e-11
0.07595345940501264,0.07994908134092091,3.76,0.0,0.3131299786859487,0.79160096911793,0.20907864879952984,0.0,1.2761599410510893e-07,0.0020115119863300763,1.9638047255295114e-09,1.7911235009202808e-05,9.895613658758848e-12,5.124493822590216e-16,2.074709287150895e-09,2.3897173226464605e-09,0.0002956640568189193,0.0006893734054953075,2.1184693120898335e-05,4.795710342465836e-11,2.6971062000060335e-08,8.90083715415275e-05,0.205838836153125,0.0001529825381649175,0.003068384965909748,3.0973403221007907e-07,1.945378992857092e-06,0.0002836229543296833,4.623884459668454e-11,2.7187779723289735e-07,3.6605213763149374e-06,1.4662873898519893e-05,0.00022413850984292615,1.2881811379033627e-10,4.174426125328768e-09,1.0203596818181464e-10,1.1553721315839646e-05,4.704239027040751e-13,7.498237179854907e-13,1.6323833973192559e-09,2.663268495647818e-10,2.9243391696880874e-08,2.4577724045506255e-05,1.4047477051335623e-09,3.982656153484549e-09,1.2423085695775797e-11,1.8248308051969775e-12,1.6622569037340636e-17,4.932299521182363e-07,3.9619783226022982e-16,7.679267276173486e-13,8.799499951227463e-11,6.643181424062685e-11
