Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28)
0.0022439055807797936,0.06776813853237598,3.76,0.0,0.3439614085582523,0.8354340300915017,0.15976455585527288,0.0,1.440588666875965e-06,0.02240336597664409,3.5760751954937857e-07,0.00026271566413422787,2.910809791468105e-12,9.092179390331297e-15,2.699857713247079e-07,2.604916847641663e-07,0.0037170905413973806,0.008643363087430703,0.00016181392215926956,1.0550298870645646e-08,9.694223868454548e-07,8.633719138711488e-05,0.14982334841137124,0.0005213888652138868,0.010806604972305825,4.962424502470556e-06,0.00011694658287698905,0.0020973667972721084,1.6688582893369934e-09,3.6134167957444375e-07,4.572022865373072e-05,3.4298853183587184e-05,0.0014866647767292941,4.76114095974787e-09,3.4764451873886577e-07,6.675137227059127e-08,7.364146189080715e-05,2.972587969197326e-10,2.6566681892167856e-11,1.4788059060874277e-07,9.773185221703203e-09,6.160480082039886e-07,0.0002458085763347098,4.241032991023598e-09,4.565796561165495e-08,2.2637724076428596e-09,8.116195507078719e-10,1.885630831920825e-14,8.047559063600372e-06,8.100681707082817e-14,3.6093927132817455e-10,1.1972566467363137e-08,2.0256378563565217e-10,1.3959456589754292e-08,3.427295229320497e-05,9.633887866454623e-12,6.502963374227463e-10,4.708228914935544e-09,5.597660935915891e-08,5.538808586020589e-12,6.07608835149765e-13,1.0713318676450686e-15,1.456490569534833e-07,5.345253160779029e-08,5.761490554710612e-08,2.3332831027874737e-15,4.896340517478323e-14,2.3099590376068502e-14,5.998605990780322e-11,1.252714662506995e-12,9.858881277512745e-17,2.796593103743793e-08,1.8009723930304402e-13,3.9233853524210065e-09,7.7821491997144e-09,3.9301557473861926e-11,1.9153701272267698e-14,2.160392098393722e-09,3.5646821997108284e-10,1.2191967083966763e-05,2.974654671212126e-11
0.002257456046796959,0.06776897472439852,3.76,0.0,0.34305111635064905,0.8346165683015561,0.16054803670123557,0.0,1.4407900832437428e-06,0.022541067212398805,3.57137885582131e-07,0.0002622677134081997,2.9041068766982576e-12,9.07124214043605e-15,2.6975538763270936e-07,2.601938357914705e-07,0.0037301386726655127,0.008690593713650444,0.0001615661302018494,1.0547110721301634e-08,9.697010706476377e-07,8.610458069883684e-05,0.1505687090625338,0.0005242101151352254,0.010840226168321941,4.981327853206963e-06,0.00011757514820547675,0.002111461318714982,1.6643847695634045e-09,3.623587562304401e-07,4.58748981568601e-05,3.417401030451879e-05,0.0014993392128290605,4.746488744314427e-09,3.4916629634576457e-07,6.648707529480798e-08,7.356940463695238e-05,2.9855997801368077e-10,2.6734705681448016e-11,1.487683678226333e-07,9.832304121721438e-09,6.206355075100866e-07,0.0002488462658415013,4.268381214427982e-09,4.6271444092586757e-08,2.2908096048757145e-09,8.214344860959263e-10,1.9094858987987018e-14,8.185915748166113e-06,8.107168950281181e-14,3.6633221082478477e-10,1.1968776841128468e-08,2.052698650677855e-10,1.4141144721029706e-08,3.44219476204254e-05,9.762293751369079e-12,6.533317528647554e-10,4.764785005990999e-09,5.622522872535794e-08,5.563722939472011e-12,6.078145994656495e-13,1.0749231795515232e-15,1.4671288503043615e-07,5.4451229859516644e-08,5.7978235557820175e-08,2.3768848875719516e-15,4.9897120948704517e-14,2.337706604796315e-14,6.08048501738551e-11,1.2640725243446419e-12,9.983554542808152e-17,2.8475687105631132e-08,1.8367233795839642e-13,3.967090177572145e-09,7.757270460557831e-09,3.950000181437044e-11,1.9259095913147298e-14,2.168166691480088e-09,3.557025856248722e-10,1.229344431746866e-05,3.047617987977493e-11
0.002271006512814124,0.06776981226196038,3.76,0.0,0.342143255129315,0.8338010444727895,0.16132949186181889,0.0,1.440994289056087e-06,0.02267873650679738,3.5666774387284315e-07,0.0002618207638102125,2.8974141600016046e-12,9.050336745479261e-15,2.6952468983974186e-07,2.598955539384287e-07,0.003743095205011429,0.008737762945536505,0.0001613188342330575,1.0543877297057438e-08,9.699773153426121e-07,8.587279007327892e-05,0.1513122924172091,0.0005270241520463733,0.0108735547858617,5.000114012396486e-06,0.00011820163483477628,0.002125520654356311,1.6599269786040182e-09,3.6336543495398855e-07,4.6029277770292996e-05,3.4049670255129785e-05,0.0015120585253112335,4.731890914974708e-09,3.50679043492468e-07,6.622444348201206e-08,7.349751820962962e-05,2.9985343764635737e-10,2.690214836174739e-11,1.4965222337300317e-07,9.891172440285735e-09,6.252178983640368e-07,0.00025189733480830294,4.295641760723926e-09,4.688814108129032e-08,2.3179445969730233e-09,8.312865170778261e-10,1.9334519720742313e-14,8.325579120768722e-06,8.113604249201028e-14,3.7176555504901934e-10,1.196502277257726e-08,2.0799211190107106e-10,1.4323855785887108e-08,3.45701197958798e-05,9.891469712941998e-12,6.56356264919243e-10,4.8215752486811444e-09,5.647289538618861e-08,5.588552635558509e-12,6.080176617274364e-13,1.0784820940958813e-15,1.4777831508990812e-07,5.546139229801323e-08,5.834149992056071e-08,2.420987279753499e-15,5.084220655537011e-14,2.3655690509090312e-14,6.162865614121185e-11,1.275480697026102e-12,1.0108807499910065e-16,2.8990880468228295e-08,1.872942056456027e-13,4.010979877636542e-09,7.732453380608486e-09,3.969787486805303e-11,1.9364404154433294e-14,2.1759232499863923e-09,3.54938024690826e-10,1.2394857515694908e-05,3.121860004846537e-11
0.002284556978831289,0.06777065113065793,3.76,0.0,0.34123781694840294,0.8329874524379657,0.16210892800775192,0.0,1.4412012944102743e-06,0.022816372928848746,3.5619710023166117e-07,0.0002613748141666492,2.8907316532380436e-12,9.02946324250691e-15,2.6929368354604034e-07,2.5959684380577477e-07,0.0037559605460895755,0.008784870762376173,0.00016107203588526753,1.0540598812317741e-08,9.702511518231322e-07,8.564181650748413e-05,0.1520541042510818,0.0005298310204307305,0.010906592509111484,5.018783521483517e-06,0.00011882604307890441,0.002139544365607251,1.655484859003298e-09,3.6436178737703203e-07,4.6183360555747464e-05,3.392583164864162e-05,0.0015248226580272732,4.7173472892177165e-09,3.521827896688745e-07,6.596346058040423e-08,7.342580206521204e-05,3.011392010328742e-10,2.7069005224456568e-11,1.5053213310670857e-07,9.949788624008267e-09,6.297950190989454e-07,0.0002549616430614675,4.322813813637939e-09,4.750802781854902e-08,2.3451759015581377e-09,8.411750971398489e-10,1.95752794238718e-14,8.466548117984867e-06,8.119987639763094e-14,3.7723918337627627e-10,1.196130333629938e-08,2.1073045079055747e-10,1.4507584064224779e-08,3.471747245602392e-05,1.0021412193849412e-11,6.593698957597097e-10,4.878597094677103e-09,5.671961576931416e-08,5.613298329323083e-12,6.082180270677884e-13,1.0820088253994867e-15,1.4884536195468008e-07,5.6483053233229083e-08,5.870470515261782e-08,2.4655917783150956e-15,5.179871505406957e-14,2.393545125711492e-14,6.245745201379135e-11,1.2869386437339116e-12,1.0234634348450366e-16,2.951151697351091e-08,1.9096311202257543e-13,4.055053484136607e-09,7.70769794101107e-09,3.989517844184419e-11,1.9469626719529806e-14,2.1836614458473336e-09,3.5417453992277156e-10,1.2496202062010633e-05,3.197393484863188e-11
0.0022981074448484543,0.06777149131610555,3.76,0.0,0.34033479388871324,0.8321757860515244,0.16288635178809885,0.0,1.4414111102978303e-06,0.02295397555282503,3.5572596044305994e-07,0.00026092986329665315,2.884059367994865e-12,9.008621667712814e-15,2.69062374353007e-07,2.5929770998877994e-07,0.003768735102229143,0.008831917144126906,0.00016082573673039123,1.0537275481980614e-08,9.70522610914008e-07,8.541165700915881e-05,0.15279415031896368,0.0005326307643868746,0.01093934101231582,5.037336941411698e-06,0.0001194483733373621,0.00215353202189455,1.6510583535055374e-09,3.653478860452163e-07,4.633713969810067e-05,3.38024930855291e-05,0.001537631552772297,4.702857684886721e-09,3.5367756447556964e-07,6.570411056085635e-08,7.335425566198358e-05,3.024172934833184e-10,2.723527167812898e-11,1.514080736208377e-07,1.0008151166365579e-08,6.343667102770753e-07,0.0002580390502631913,4.3498965749045316e-09,4.813107546694332e-08,2.372502038481115e-09,8.510996804030111e-10,1.9817126994950764e-14,8.608821571724422e-06,8.12631916150091e-14,3.8275297368423866e-10,1.1957617629809628e-08,2.1348480685402595e-10,1.469232404071055e-08,3.486400922547515e-05,1.0152117694850348e-11,6.62372667945726e-10,4.935848065884416e-09,5.696539623900353e-08,5.637960681026805e-12,6.084157007700597e-13,1.0855035863089174e-15,1.499140400007679e-07,5.7516246298285884e-08,5.906785752029093e-08,2.5106998526781007e-15,5.27666991838213e-14,2.4216336134346325e-14,6.329121185716957e-11,1.298445842458813e-12,1.0361029289041776e-16,3.003760202297802e-08,1.9467932723987767e-13,4.0993100297802205e-09,7.683004121999857e-09,4.00919143104901e-11,1.9574764367922066e-14,2.1913809577840428e-09,3.5341213405081347e-10,1.2597473388468876e-05,3.2742311974151076e-11
0.0023116579108656194,0.06777233280400582,3.76,0.0,0.33943417805714343,0.8313660391891193,0.16366176983068373,0.0,1.4416237462834124e-06,0.02309154345818426,3.5525433026204096e-07,0.000260485910007174,2.8773973155565805e-12,8.987812056344293e-15,2.688307677824816e-07,2.5899815707465014e-07,0.003781419278455257,0.008878902071403147,0.00016057993828443815,1.0533907521285273e-08,9.707917232551456e-07,8.518230859402388e-05,0.15353243635525315,0.0005354234276360218,0.010971801960023186,5.055774833154558e-06,0.00012006862609451613,0.0021674832004283033,1.6466474050088978e-09,3.663238032786081e-07,4.649060850225065e-05,3.36796531533507e-05,0.0015504851493569974,4.688421919847195e-09,3.551633976111866e-07,6.544637760598325e-08,7.32828784600981e-05,3.0368774039208446e-10,2.7400943241488958e-11,1.5228002214663158e-07,1.0066258603792302e-08,6.389328151520412e-07,0.0002611294159339741,4.376889267482564e-09,4.875725511803914e-08,2.3999215284641065e-09,8.610597204147806e-10,2.0060051316541702e-14,8.752398212242927e-06,8.132598857202784e-14,3.883068010297972e-10,1.1953964760591236e-08,2.1625510341389412e-10,1.4878070168414783e-08,3.5009733717950305e-05,1.0283582614181704e-11,6.653646038752753e-10,4.9933256904759384e-09,5.721024309822751e-08,5.662540336553999e-12,6.086106880687292e-13,1.088966588422686e-15,1.50984364165403e-07,5.8561004462651797e-08,5.943096349392191e-08,2.5563129432828768e-15,5.37462113505083e-14,2.449833301316728e-14,6.412990954547841e-11,1.3100017724320718e-12,1.048798651583001e-16,3.056914058169308e-08,1.984431181097723e-13,4.1437485486457025e-09,7.658371902770576e-09,4.028808430082733e-11,1.9679817805038675e-14,2.1990814682077767e-09,3.526508097764452e-10,1.269866697461688e-05,3.352385917052438e-11
0.0023252083768827846,0.06777317558014151,3.76,0.0,0.33853596158638577,0.8305582057473466,0.16443518874232035,0.0,1.4418392127041921e-06,0.02322907572953126,3.5478221541353847e-07,0.0002600429530794776,2.8707455069040592e-12,8.967034442700797e-15,2.6859886933055194e-07,2.5869818964273946e-07,0.0037940134784980725,0.008925825525467963,0.00016033464201255901,1.0530495145890344e-08,9.710585193540133e-07,8.495376828172354e-05,0.15426896807420604,0.0005382090535280928,0.011003977007238689,5.074097749694295e-06,0.00012068680192046293,0.002181397486036789,1.6422519564849517e-09,3.6728961057142745e-07,4.664376039125945e-05,3.3557310426835764e-05,0.0015633833856608418,4.674039811594043e-09,3.5664031890081476e-07,6.519024610208742e-08,7.321166992155546e-05,3.049505672614835e-10,2.756601554374011e-11,1.531479565826842e-07,1.012410951580672e-08,6.434931789377819e-07,0.0002642325994732887,4.403791131059246e-09,4.93865377986288e-08,2.4274328946269154e-09,8.710546713122671e-10,2.0304041264875335e-14,8.897276670223715e-06,8.138826772514871e-14,3.9390053839806903e-10,1.1950343849036377e-08,2.190412642199139e-10,1.5064816827874733e-08,3.515464953685962e-05,1.0415803366465811e-11,6.683457262630959e-10,5.0510274835970975e-09,5.745416259010241e-08,5.687037946870995e-12,6.088029943117686e-13,1.092398042117931e-15,1.520563496492408e-07,5.961736004060601e-08,5.979402963336798e-08,2.6024324619546797e-15,5.473730365519088e-14,2.4781429702496692e-14,6.497351876664036e-11,1.3216059101429926e-12,1.0615500217177503e-16,3.110613718505051e-08,2.022547515260841e-13,4.1883680764826976e-09,7.633801261538224e-09,4.048369027096258e-11,1.9784787771936256e-14,2.206762665093194e-09,3.518905697738906e-10,1.2799778346678326e-05,3.4318704225010994e-11
0.002352309308917115,0.0677748649406188,3.76,0.0,0.3367466953871813,0.8289482548167435,0.16597605549472175,0.0,1.4422786774645503e-06,0.02350402973445119,3.538365544688223e-07,0.0002591600233083253,2.8574726634000875e-12,8.92557534116387e-15,2.681342185405938e-07,2.5809702950657275e-07,0.0038189335584392363,0.009019487942248739,0.00015984556160708954,1.0523538015600215e-08,9.715852841006058e-07,8.449910006407998e-05,0.15573679131651363,0.000543759364747618,0.011067475972755834,5.110400868007647e-06,0.00012191692548607347,0.0022091137552458164,1.633507331616402e-09,3.6919117943451533e-07,4.694908769905052e-05,3.331411083069408e-05,0.0015893135195165955,4.645435833637876e-09,3.5956754584560233e-07,6.46827259954491e-08,7.306975669172394e-05,3.074534634068149e-10,2.789434542008119e-11,1.5487169802871572e-07,1.0239036287796788e-08,6.525960736779835e-07,0.0002704768572817207,4.45731940913647e-09,5.0654296070743014e-08,2.482725359072893e-09,8.911471239181036e-10,2.0795173515692035e-14,9.190933070572206e-06,8.151127459108253e-14,4.052072245075358e-10,1.1943194449392007e-08,2.2466087141546402e-10,1.544128926212488e-08,3.5442069514663825e-05,1.0682497944732216e-11,6.742756219265579e-10,5.167093674202243e-09,5.793924415032029e-08,5.735789620735075e-12,6.091795852800727e-13,1.0991671396628124e-15,1.542053645239367e-07,6.17649894300413e-08,6.05200681889332e-08,2.696196288235349e-15,5.67544355455747e-14,2.535087393541179e-14,6.667536574569213e-11,1.344956722638704e-12,1.0872173784516628e-16,3.2196520534721013e-08,2.1002260795618415e-13,4.2781463105818335e-09,7.58484462107435e-09,4.08732175586418e-11,1.99944802490112e-14,2.222065894721439e-09,3.5037335314846027e-10,1.3001736784556334e-05,3.594879920110907e-11
0.002379410240951445,0.06777655928526745,3.76,0.0,0.33496693286936585,0.8273458848513205,0.1675090044783046,0.0,1.4427295845041853e-06,0.02377883034792224,3.5288902282905195e-07,0.00025828106378073955,2.8442409194628462e-12,8.884244619169869e-15,2.676684650492378e-07,2.5749426606284135e-07,0.0038434985458031482,0.009112904257508513,0.00015935850624644154,1.0516405823776706e-08,9.72103146187272e-07,8.404762860958668e-05,0.15719766535733282,0.0005492820372442039,0.011129850959187457,5.146250697742086e-06,0.00012313875027899557,0.0022366776576450637,1.62482402449165e-09,3.7105315649499477e-07,4.725307132968835e-05,3.30728826618903e-05,0.0016154214197937058,4.61704428561914e-09,3.624594862107129e-07,6.418142932734472e-08,7.292851170540753e-05,3.099261879039013e-10,2.822022848488251e-11,1.565791340129505e-07,1.0352920941803867e-08,6.616741959843327e-07,0.0002767706970711392,4.510475652624483e-09,5.193411738209999e-08,2.53836766143742e-09,9.113726777457937e-10,2.129043464137092e-14,9.489777859232777e-06,8.163221644728777e-14,4.1667197271976195e-10,1.193616265876828e-08,2.3034300963738234e-10,1.5821696143595146e-08,3.572629777218658e-05,1.0952172348326898e-11,6.801625391441516e-10,5.2840268662130285e-09,5.842068969185239e-08,5.784220850560538e-12,6.095455174536531e-13,1.1058125375726348e-15,1.5636120482285315e-07,6.395937992062473e-08,6.124602458736266e-08,2.7920020557424416e-15,5.881850550427837e-14,2.5924571830404654e-14,6.839653900159005e-11,1.3684941139317785e-12,1.11310034452292e-16,3.3308779830795554e-08,2.1798500787840455e-13,4.3686370513674894e-09,7.536134006901823e-09,4.1260511088190726e-11,2.020384768964217e-14,2.2372882475216437e-09,3.488605050328203e-10,1.320331383561032e-05,3.7633619729277705e-11
0.0024065111729857755,0.06777825850300219,3.76,0.0,0.3331966120244944,0.8257510477771597,0.16903408778837842,0.0,1.443192013093093e-06,0.024053470433423527,3.5193966525275306e-07,0.00025740606398283813,2.8310503524691854e-12,8.843042518408082e-15,2.672016512516122e-07,2.568899356596557e-07,0.0038677116233528943,0.009206074344592285,0.00015887348588749473,1.0509100308091129e-08,9.726123442716192e-07,8.359933026472083e-05,0.15865163518680445,0.0005547774040448886,0.011191114866325083,5.181651612889916e-06,0.00012435228384293553,0.002264086138503555,1.6162015824677398e-09,3.7287609892989434e-07,4.7555662813901266e-05,3.283361411361238e-05,0.0016417065227728475,4.5888636997591905e-09,3.65316382556226e-07,6.368623828755847e-08,7.2787930725008e-05,3.1236894815610823e-10,2.8543633592329706e-11,1.582701106013014e-07,1.0465753581917202e-08,6.707263794597264e-07,0.000283112991269544,4.563254366106465e-09,5.322576808610112e-08,2.594348072372522e-09,9.317269799223993e-10,2.1789735496904562e-14,9.793796584785961e-06,8.175109798366597e-14,4.28293690505431e-10,1.1929241908749724e-08,2.360870547494745e-10,1.6205992006616122e-08,3.600736274816208e-05,1.1224797224410282e-11,6.860066642703398e-10,5.401807365917475e-09,5.889854707015262e-08,5.832336748571296e-12,6.099008354740933e-13,1.1123358750687818e-15,1.585239905279241e-07,6.620076656456641e-08,6.197194974739141e-08,2.889860034415734e-15,6.092991932664512e-14,2.6502426766244067e-14,7.013682223656218e-11,1.3922139339961365e-12,1.139194263434006e-16,3.4442936079626066e-08,2.2614404508543644e-13,4.459832644715782e-09,7.487669209741737e-09,4.164558588454449e-11,2.0412896012281382e-14,2.252427401290475e-09,3.473520458478647e-10,1.3404475363591203e-05,3.9374188801344844e-11
0.002433612105020106,0.0677799624839109,3.76,0.0,0.3314356712565012,0.8241636958535343,0.1705513571827498,0.0,1.4436660417277235e-06,0.024327942937766755,3.5098852604024354e-07,0.000256535013095393,2.8179010352800606e-12,8.801969266461941e-15,2.6673381887352966e-07,2.562840744968946e-07,0.0038915759527823556,0.009298998087087146,0.00015839050973647393,1.0501623210139331e-08,9.731131145821481e-07,8.315418147050362e-05,0.16009874547522235,0.0005602457919408806,0.011251280445007835,5.216607954928517e-06,0.00012555753496488144,0.002291336257486897,1.607639554694497e-09,3.746605568689824e-07,4.785681546675873e-05,3.259629321929958e-05,0.0016681682365393975,4.560892606280236e-09,3.681384789327964e-07,6.319703806433987e-08,7.264800954229724e-05,3.1478195284104634e-10,2.8864531229209236e-11,1.599444835947015e-07,1.0577524937931986e-08,6.797514890679433e-07,0.0002895026118647259,4.615650307543088e-09,5.452901394442302e-08,2.6506549085320413e-09,9.52205687186805e-10,2.2292986948002477e-14,1.010297329161475e-05,8.186792432086157e-14,4.400712532771643e-10,1.1922425829890827e-08,2.4189237759574344e-10,1.6594131106542443e-08,3.628529270348432e-05,1.1500342972595228e-11,6.918081856803335e-10,5.520415547950943e-09,5.9372863247619035e-08,5.880142389683214e-12,6.102455848102181e-13,1.1187387720687025e-15,1.6069384187108903e-07,6.848937408113719e-08,6.269789431407625e-08,2.9897800429185087e-15,6.308907803823128e-14,2.708434245712559e-14,7.189599680804398e-11,1.416112046829636e-12,1.16549447926574e-16,3.5599003619233135e-08,2.345017957737818e-13,4.551725463944158e-09,7.4394500046364805e-09,4.2028457118389453e-11,2.062163115692802e-14,2.26748110921028e-09,3.458479955655238e-10,1.3605187952136525e-05,4.117152930395244e-11
0.002460713037054436,0.06778167111926053,3.76,0.0,0.32968404938052753,0.8225837816714398,0.17206086408216045,0.0,1.4441517479394026e-06,0.02460224089118339,3.5003564903597526e-07,0.00025566789998987137,2.8047930363175836e-12,8.76102507704946e-15,2.6626500896884254e-07,2.5567671861279867e-07,0.003915094674655562,0.009391675378749995,0.00015790958627531882,1.0493976274362517e-08,9.73605690826145e-07,8.271215876023406e-05,0.16153904057465765,0.0005656875214439135,0.011310360298748783,5.251124033946564e-06,0.00012675451362158477,0.0023184251859366526,1.599137492070866e-09,3.764070736062157e-07,4.815648434965953e-05,3.236090786329078e-05,0.0016948059419411132,4.533129533372512e-09,3.709260207097283e-07,6.271371674372545e-08,7.250874397828743e-05,3.171654117636449e-10,2.918289347042806e-11,1.6160211824100146e-07,1.068822634674628e-08,6.887484205683524e-07,0.0002959384308910912,4.667658481560241e-09,5.584362027244359e-08,2.7072765370464074e-09,9.728044676967843e-10,2.2800099916304915e-14,1.0417290553932197e-05,8.198270098462102e-14,4.520035055588968e-10,1.191570824709957e-08,2.4775834423469544e-10,1.698606745462141e-08,3.6560115717756106e-05,1.1778779751924173e-11,6.975672936250046e-10,5.639831869727609e-09,5.984368431658732e-08,5.927642809761362e-12,6.10579811714115e-13,1.1250228292838744e-15,1.6287087918297043e-07,7.08254169339266e-08,6.34239085690989e-08,3.091771452010109e-15,6.529637797740193e-14,2.7670223023382952e-14,7.367384187966379e-11,1.4401843334996581e-12,1.1919963391184607e-16,3.6776990208383005e-08,2.4306031827435566e-13,4.644307910681465e-09,7.391476150868533e-09,4.2409140083229886e-11,2.0830059078093778e-14,2.2824471980263905e-09,3.4434837369799073e-10,1.3805418894292711e-05,4.3026663758330375e-11
0.0025149149011230963,0.0677851019241806,3.76,0.0,0.3262085196122741,0.8194460785432398,0.17505679439719704,0.0,1.4451584993126361e-06,0.02515028568343422,3.481248547672116e-07,0.0002539454411106572,2.778701245037088e-12,8.679524672839335e-15,2.653246175219852e-07,2.544576659426902e-07,0.003961107751918729,0.009576290234850172,0.00015695392791945564,1.047817987478644e-08,9.745671833212159e-07,8.183739819746271e-05,0.164399361036033,0.0005764922557056541,0.01142531252137936,5.318852490979699e-06,0.00012912369906750574,0.0023721086941029465,1.5823114748340104e-09,3.797884230008903e-07,4.875119948835887e-05,3.189589464034271e-05,0.0017486067221621133,4.478221554475533e-09,3.76398427487647e-07,6.176427695900565e-08,7.223216313563558e-05,3.2184453628291715e-10,2.981190769401241e-11,1.6486667880855768e-07,1.0906387582496628e-08,7.06653481855969e-07,0.0003089441562427931,4.770492735352224e-09,5.850597444260362e-08,2.821417927671278e-09,1.014344992596732e-09,2.382555471431858e-14,1.1061269958585711e-05,8.220612928342797e-14,4.763273122374301e-10,1.1902544808838927e-08,2.596696531871398e-10,1.778114698997586e-08,3.710055231528013e-05,1.2344206029673558e-11,7.089590392342798e-10,5.881011244903948e-09,6.0775021319866e-08,6.0217479397004235e-12,6.112168870717028e-13,1.1372407317691314e-15,1.6724699238106052e-07,7.564061587294138e-08,6.487634517206853e-08,3.302003743797982e-15,6.985696418027635e-14,2.8853497631707475e-14,7.728465036525685e-11,1.4888350525365273e-12,1.2455864121632047e-16,3.9198719401033366e-08,2.6078782532933996e-13,4.831511438846713e-09,7.29626345511448e-09,4.31640029061931e-11,2.1246017168065436e-14,2.3121081826778317e-09,3.4136249088911853e-10,1.4204308477465131e-05,4.6914400790295915e-11
0.0025636965787848905,0.06778820449987324,3.76,0.0,0.3231118080043625,0.816647113938636,0.17772709291487068,0.0,1.4461052739629079e-06,0.02564286081998847,3.463996272980498e-07,0.00025240857759505775,2.755360539617636e-12,8.606617572014923e-15,2.6447532049758317e-07,2.5335576447760914e-07,0.004001368615263895,0.00974159988314559,0.0001561009267240347,1.0463399799883952e-08,9.754067948602698e-07,8.106057142279909e-05,0.166950779984263,0.0005861284308622251,0.011525179820882485,5.378345006990504e-06,0.00013122779707513423,0.0024198463954369933,1.5673686715952116e-09,3.8270719124231e-07,4.928095220975856e-05,3.148387806989476e-05,0.001797622579594906,4.429501010368164e-09,3.812079005477328e-07,6.092882043370038e-08,7.198544126388137e-05,3.2595682553913973e-10,3.0369100327883317e-11,1.6774637033105797e-07,1.1098998387275153e-08,7.226612017430117e-07,0.00032079600915657717,4.861672124334108e-09,6.093858734496707e-08,2.9251062580044523e-09,1.0520989579274676e-09,2.4760779520304003e-14,1.1658228413050558e-05,8.240026795142559e-14,4.987355975675671e-10,1.1890976447253575e-08,2.7059079226551147e-10,1.8509239930096562e-08,3.7576597408372264e-05,1.2862673540039616e-11,7.190685005930288e-10,6.100642449451934e-09,6.160171670516169e-08,6.1054484348743336e-12,6.117547475116263e-13,1.1478460813959931e-15,1.7121127544726127e-07,8.013846823011855e-08,6.618427249410598e-08,3.4983819617501714e-15,7.413001820983597e-14,2.993105250329676e-14,8.059597615514876e-11,1.5331754630299915e-12,1.2944605665471136e-16,4.145318525139799e-08,2.774495132671815e-13,5.002277514612451e-09,7.211408393922641e-09,4.383605115457402e-11,2.1619388857381944e-14,2.3384830649544652e-09,3.386905276693459e-10,1.4561347915066494e-05,5.062126094418099e-11
0.0026124782564466847,0.06779132051823725,3.76,0.0,0.32004435673884163,0.8138715253295105,0.1803730252829494,0.0,1.4470910523000195e-06,0.026134765830369076,3.4466943073415016e-07,0.0002508842860093074,2.7321545749626133e-12,8.534131350335963e-15,2.6362346491479415e-07,2.5224957222372124e-07,0.004040557581209703,0.009906109835286715,0.00015525467752729513,1.0448096628674967e-08,9.76223374102885e-07,8.029351258705615e-05,0.16948079309646752,0.0005956829286858634,0.011621718810430861,5.436476673693175e-06,0.00013330529746712218,0.002467022682570172,1.5526132541263974e-09,3.8551117325584025e-07,4.980527456431413e-05,3.107793852645504e-05,0.0018471978704231065,4.3814315101784276e-09,3.8590927899644174e-07,6.01107943004883e-08,7.174077992888015e-05,3.299766890010865e-10,3.091771226714315e-11,1.705701382446374e-07,1.1288033804075846e-08,7.385618039817568e-07,0.000332780051478918,4.951528112515464e-09,6.340435181763387e-08,3.0296363504407735e-09,1.0901753001878461e-09,2.570713738533425e-14,1.2271507556799649e-05,8.25878682676727e-14,5.216258244826226e-10,1.1879639609519683e-08,2.8169838540629634e-10,1.9248912618057162e-08,3.8043004169040345e-05,1.3390035142899352e-11,7.290435783074156e-10,6.322592669242503e-09,6.241776720179416e-08,6.188236568748558e-12,6.122592680865829e-13,1.1580904198362186e-15,1.7520070813454624e-07,8.479288627263248e-08,6.749318896223906e-08,3.7015971553556435e-15,7.856500912209489e-14,3.1019984865796755e-14,8.396427511547389e-11,1.5780170858167619e-12,1.3439160588688142e-16,4.377849839127307e-08,2.947929165785909e-13,5.175161172170265e-09,7.127343811392231e-09,4.4501251983732834e-11,2.1991858548753333e-14,2.3645434757775304e-09,3.3603319440940446e-10,1.4916349531189803e-05,5.4531233343133794e-11
